date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,81.0,69.625,57.0,10.458,12.5,2.042,,22.458,9.5,6.462,3.5
2011-01-02,91.0,63.625,44.0,6.583,7.333,0.75,,16.708,8.7,4.7,1.2
2011-01-03,86.0,63.958,36.0,8.375,9.917,1.542,,33.708,10.5,5.367,2.4
2011-01-04,94.0,76.542,50.0,8.542,9.25,0.708,,30.0,4.9,2.654,1.1
2011-01-05,98.0,80.417,48.0,17.375,22.125,4.75,,19.875,6.8,2.842,0.2
2011-01-06,94.0,75.75,48.0,22.696,39.043,16.348,,17.292,8.1,3.058,-0.8
2011-01-07,90.0,72.417,49.0,20.125,33.0,12.875,,12.708,9.2,4.538,1.2
2011-01-08,87.0,64.833,36.0,13.292,15.75,2.458,,11.792,9.9,5.446,1.0
2011-01-09,87.0,64.708,40.0,19.583,28.208,8.625,,34.833,10.4,6.675,3.6
2011-01-10,86.0,67.167,44.0,20.958,30.958,10.0,,44.792,10.1,6.188,2.1
2011-01-11,85.0,62.667,33.0,16.375,23.958,7.583,,25.375,8.5,5.083,1.8
2011-01-12,88.0,67.875,41.0,16.917,24.958,8.042,,11.708,7.7,3.946,0.2
2011-01-13,85.0,69.083,45.0,18.348,28.609,10.261,,27.917,7.4,4.292,1.0
2011-01-14,89.0,63.458,33.0,18.458,26.417,7.958,,36.417,10.9,5.296,1.5
2011-01-15,81.0,65.625,46.0,14.708,17.667,2.958,,18.375,8.6,5.15,2.0
2011-01-16,81.0,69.208,52.0,14.75,17.625,2.875,,14.917,6.9,5.208,2.7
2011-01-17,87.0,62.458,31.0,17.458,24.333,6.875,,11.917,12.3,5.738,0.7
2011-01-18,81.0,63.375,42.0,23.125,37.917,14.792,,17.917,9.9,5.696,0.8
2011-01-19,94.0,86.125,62.0,19.833,26.417,6.583,,12.25,7.7,7.1,6.0
2011-01-20,87.0,68.917,55.0,10.043,12.739,2.696,,9.083,12.6,9.233,7.4
2011-01-21,82.0,68.292,53.0,14.792,18.792,4.0,,11.417,11.6,8.525,6.5
2011-01-22,87.0,68.917,48.0,6.333,7.625,1.292,,10.125,13.4,8.083,4.4
2011-01-23,77.0,59.292,35.0,9.333,12.333,3.0,,13.625,9.2,5.042,0.8
2011-01-24,75.0,58.042,34.0,9.375,11.5,2.125,,13.417,4.9,1.525,-0.8
2011-01-25,85.0,69.25,43.0,13.913,18.435,4.522,,17.143,5.8,0.971,-1.4
2011-01-26,89.0,66.375,38.0,13.417,18.375,4.958,,12.333,5.7,1.546,-2.1
2011-01-27,82.0,69.833,47.0,19.174,25.261,6.087,,31.083,7.5,3.612,0.5
2011-01-28,88.0,67.792,37.0,14.667,18.292,3.625,,33.875,10.2,5.288,2.3
2011-01-29,88.0,70.5,48.0,11.333,13.25,1.917,,15.417,8.9,4.229,1.2
2011-01-30,89.0,64.167,35.0,9.958,12.417,2.458,,16.75,8.8,3.896,0.5
2011-01-31,79.0,55.917,30.0,21.958,31.292,9.333,,20.0,7.8,3.367,-0.8
2011-02-01,88.0,63.5,41.0,13.375,19.75,6.375,,24.458,6.9,3.675,0.0
2011-02-02,87.0,59.0,33.0,4.75,5.333,0.583,,8.125,2.3,-0.242,-1.5
2011-02-03,91.0,70.0,44.0,16.087,21.348,5.261,,12.0,4.7,1.242,-2.9
2011-02-04,84.0,63.208,34.0,16.958,21.583,4.625,,27.167,8.0,3.975,0.6
2011-02-05,90.0,79.875,53.0,14.958,17.125,2.167,,43.208,7.1,3.383,0.0
2011-02-06,96.0,83.167,69.0,18.542,24.833,6.292,,41.917,9.3,6.471,3.9
2011-02-07,97.0,79.375,52.0,15.125,20.583,5.458,,18.708,9.8,6.896,3.5
2011-02-08,71.0,56.292,38.0,6.864,8.591,1.727,,12.083,4.0,1.225,-1.0
2011-02-09,88.0,64.917,37.0,14.875,19.083,4.208,,15.958,5.9,1.321,-2.0
2011-02-10,82.0,64.167,48.0,16.522,20.957,4.435,,14.625,7.2,2.988,-0.9
2011-02-11,87.0,58.75,30.0,9.833,11.583,1.75,,13.458,9.8,3.979,-0.1
2011-02-12,84.0,60.625,31.0,13.167,14.792,1.625,,16.625,10.2,4.329,-1.3
2011-02-13,96.0,87.917,64.0,21.458,29.208,7.75,,19.708,5.0,3.979,2.1
2011-02-14,96.0,93.458,90.0,20.583,28.333,7.75,,13.0,8.0,5.892,4.7
2011-02-15,97.0,82.958,68.0,15.042,21.292,6.25,,14.0,10.4,7.029,4.8
2011-02-16,81.0,68.167,53.0,10.292,13.625,3.333,,17.708,7.5,4.771,2.1
2011-02-17,88.0,68.292,38.0,12.217,16.174,3.957,,14.792,6.4,2.492,0.0
2011-02-18,87.0,66.25,42.0,7.792,9.792,2.0,,14.417,5.3,1.308,-1.2
2011-02-19,83.0,60.958,41.0,7.958,9.583,1.625,,13.167,6.9,1.508,-3.4
2011-02-20,82.0,57.583,28.0,17.208,21.0,3.792,,16.958,8.0,2.996,-2.4
2011-02-21,89.0,71.792,54.0,25.292,34.083,8.792,,24.917,8.4,4.85,1.0
2011-02-22,97.0,84.667,65.0,13.333,14.889,1.556,,22.818,8.7,6.504,4.8
2011-02-23,99.0,78.083,51.0,12.857,18.286,5.429,,20.875,14.4,9.342,6.2
2011-02-24,72.0,53.583,30.0,13.522,14.391,0.87,,43.696,15.0,9.583,4.8
2011-02-25,91.0,74.417,61.0,13.292,15.167,1.875,,33.333,10.4,8.254,6.4
2011-02-26,74.0,55.625,39.0,4.917,5.5,0.583,,13.458,7.8,5.812,2.0
2011-02-27,84.0,58.625,34.0,11.043,12.957,1.913,,17.083,9.4,5.117,0.2
2011-02-28,92.0,59.292,35.0,13.208,15.792,2.583,,16.875,8.9,4.796,1.4
2011-03-01,97.0,83.958,59.0,25.13,37.609,12.478,,22.727,13.1,8.425,4.4
2011-03-02,99.0,90.667,71.0,24.5,45.667,21.167,,22.292,12.1,10.5,9.2
2011-03-03,78.0,54.417,32.0,7.625,8.458,0.833,,21.458,15.8,10.788,7.3
2011-03-04,96.0,78.25,58.0,8.458,9.208,0.75,,17.042,8.0,6.888,6.2
2011-03-05,99.0,94.875,82.0,23.739,35.391,11.652,,10.542,12.0,9.404,6.7
2011-03-06,99.0,85.375,65.0,21.583,35.417,13.833,,21.667,15.2,11.892,10.0
