date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,10.083,12.0,1.917,27.667,2.5,
2011-01-02,4.75,5.542,0.792,14.042,1.75,
2011-01-03,8.167,9.375,1.208,22.583,1.958,
2011-01-04,6.458,8.958,2.5,19.875,1.25,
2011-01-05,12.125,15.75,3.625,18.667,1.875,
2011-01-06,13.042,18.333,5.292,14.333,1.125,
2011-01-07,15.917,21.083,5.167,20.167,2.25,
2011-01-08,17.875,25.708,7.833,21.708,2.542,
2011-01-09,9.217,10.0,0.783,23.25,2.773,
2011-01-10,13.5,16.125,2.625,52.875,6.958,
2011-01-11,12.667,16.625,3.958,34.167,3.5,
2011-01-12,15.042,20.75,5.708,15.833,2.167,
2011-01-13,15.542,19.833,4.292,23.261,2.917,
2011-01-14,16.958,20.375,3.417,38.417,3.542,
2011-01-15,10.917,12.458,1.542,33.833,1.542,
2011-01-16,13.333,18.667,5.333,9.333,1.583,
2011-01-17,17.917,36.708,18.792,16.833,10.87,
2011-01-18,21.042,47.292,26.25,19.542,5.417,
2011-01-19,18.375,28.875,10.5,20.25,2.917,
2011-01-20,14.333,22.208,7.875,17.208,2.292,
2011-01-21,16.583,24.708,8.125,18.125,3.0,
2011-01-22,6.958,9.375,2.417,15.0,1.708,
2011-01-23,6.174,8.391,2.217,12.625,1.0,
2011-01-24,7.167,9.333,2.167,15.208,1.75,
2011-01-25,10.083,13.833,3.75,21.792,2.167,
2011-01-26,10.208,15.083,4.875,9.042,1.125,
2011-01-27,17.583,23.667,6.083,18.083,2.333,
2011-01-28,18.375,24.0,5.625,22.583,2.833,
2011-01-29,8.833,11.25,2.417,28.25,4.208,
2011-01-30,9.75,12.167,2.417,21.375,3.5,
2011-01-31,12.875,16.292,3.417,27.542,5.875,
2011-02-01,16.667,27.167,10.5,36.625,2.458,
2011-02-02,5.25,7.125,1.875,8.333,1.0,
2011-02-03,12.25,17.0,4.75,12.042,1.292,
2011-02-04,11.125,13.375,2.25,16.333,1.583,
2011-02-05,14.417,21.042,6.625,27.042,2.0,
2011-02-06,21.87,46.565,24.696,21.917,2.409,
2011-02-07,5.583,6.958,1.375,13.75,1.292,
