date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,85.0,69.5,52.0,3.417,3.417,0.0,4.542,,12.0,9.275,6.7
2011-01-02,57.0,50.667,46.0,2.478,2.478,0.0,3.708,,9.8,8.117,5.9
2011-01-03,86.0,73.792,59.0,2.708,2.708,0.0,4.25,,9.5,6.654,5.3
2011-01-04,93.0,69.458,55.0,2.125,2.125,0.0,3.25,,9.5,6.446,3.9
2011-01-05,57.0,54.708,53.0,3.75,3.75,0.0,4.583,,7.8,6.504,5.5
2011-01-06,66.0,55.917,46.0,3.583,3.833,0.25,3.917,,10.7,7.262,4.2
2011-01-07,83.0,61.875,39.0,4.0,4.167,0.167,3.75,,11.4,6.046,1.1
2011-01-08,86.0,67.25,35.0,2.875,3.0,0.125,4.208,,13.4,6.733,0.5
2011-01-09,77.0,62.875,48.0,4.625,4.75,0.125,5.125,,12.6,9.354,5.5
2011-01-10,89.0,62.5,49.0,6.125,6.25,0.125,9.125,,11.6,7.862,2.0
2011-01-11,60.0,54.083,47.0,4.542,4.542,0.0,5.542,,9.1,8.258,4.7
2011-01-12,79.0,55.5,41.0,3.875,4.125,0.25,3.625,,10.1,5.592,-1.3
2011-01-13,83.0,62.292,51.0,3.792,3.792,0.0,5.5,,9.4,7.217,4.4
2011-01-14,75.0,65.0,49.0,3.833,3.833,0.0,4.435,,11.3,7.446,4.2
2011-01-15,87.0,77.875,60.0,4.292,4.292,0.0,3.625,,7.7,6.358,5.4
2011-01-16,89.0,85.875,83.0,4.391,4.391,0.0,3.292,,8.0,6.5,4.6
2011-01-17,90.0,71.208,39.0,3.417,3.75,0.333,5.217,,13.8,7.012,1.5
2011-01-18,87.0,66.458,36.0,2.458,2.458,0.0,3.917,,16.8,10.412,4.7
2011-01-19,91.0,89.083,87.0,3.625,3.625,0.0,4.042,,13.4,11.579,9.9
2011-01-20,92.0,80.125,65.0,5.167,6.333,1.167,3.792,,15.3,11.342,7.4
2011-01-21,91.0,76.333,55.0,3.542,3.833,0.292,3.833,,16.1,10.821,7.0
2011-01-22,90.0,73.625,58.0,3.25,3.417,0.167,3.292,,13.4,10.567,7.7
2011-01-23,62.0,55.042,44.0,2.292,2.292,0.0,3.25,,9.2,7.046,4.8
2011-01-24,68.0,53.542,47.0,2.75,2.792,0.042,3.864,,6.5,4.962,3.5
2011-01-25,85.0,68.625,46.0,3.542,3.583,0.042,4.75,,5.7,3.542,1.7
2011-01-26,60.0,46.5,39.0,2.5,2.542,0.042,3.417,,7.4,4.271,1.1
2011-01-27,69.0,51.75,34.0,2.583,2.708,0.125,3.708,,11.0,6.45,0.8
2011-01-28,84.0,63.458,45.0,3.125,3.167,0.042,3.458,,10.8,8.092,6.4
2011-01-29,85.0,60.042,33.0,3.0,3.083,0.083,4.125,,13.3,8.083,3.0
2011-01-30,63.0,48.833,36.0,4.696,5.0,0.304,6.167,,11.6,7.454,3.5
2011-01-31,73.0,46.625,29.0,4.167,4.333,0.167,5.5,,10.3,5.133,0.5
2011-02-01,79.0,64.542,46.0,2.083,2.083,0.0,3.833,,13.1,8.238,2.2
2011-02-02,84.0,61.708,44.0,1.625,1.625,0.0,3.042,,5.4,2.858,-1.4
2011-02-03,75.0,61.542,53.0,4.5,4.667,0.167,3.75,,4.4,1.65,-1.1
2011-02-04,81.0,63.417,45.0,3.167,3.292,0.125,4.042,,10.0,5.242,0.3
2011-02-05,89.0,75.458,53.0,2.625,2.625,0.0,4.0,,11.1,8.008,1.2
2011-02-06,92.0,81.958,58.0,1.667,1.667,0.0,3.375,,18.5,14.983,11.0
2011-02-07,93.0,70.25,56.0,2.375,2.375,0.0,3.417,,17.7,10.238,6.1
2011-02-08,84.0,68.292,56.0,1.708,1.708,0.0,2.696,,5.4,3.471,1.5
2011-02-09,82.0,60.542,50.0,2.708,2.792,0.083,3.292,,7.3,4.646,1.8
2011-02-10,65.0,58.125,51.0,4.583,4.708,0.125,3.583,,8.9,5.888,4.0
2011-02-11,80.0,53.833,41.0,3.417,3.583,0.167,4.0,,10.3,6.683,0.7
2011-02-12,83.0,60.792,31.0,2.833,3.083,0.25,6.0,,13.0,6.508,-1.4
2011-02-13,92.0,84.042,63.0,1.957,1.957,0.0,3.167,,18.0,14.492,10.5
2011-02-14,94.0,89.542,80.0,3.125,3.25,0.125,2.917,,17.4,13.962,12.2
2011-02-15,91.0,82.625,73.0,5.125,5.667,0.542,2.917,,14.7,11.6,9.3
2011-02-16,80.0,62.75,46.0,4.25,4.458,0.208,3.417,,11.3,8.896,6.5
2011-02-17,70.0,54.042,45.0,2.0,2.0,0.0,4.125,,8.5,6.704,5.4
2011-02-18,80.0,69.208,56.0,2.125,2.125,0.0,2.667,,4.8,3.2,1.5
2011-02-19,73.0,60.417,50.0,1.875,1.875,0.0,3.292,,6.0,4.558,2.9
2011-02-20,83.0,59.75,41.0,2.292,2.583,0.292,3.542,,10.9,5.538,0.4
2011-02-21,84.0,63.708,43.0,2.167,2.208,0.042,3.917,,13.6,9.55,2.6
2011-02-22,93.0,85.333,75.0,1.708,1.708,0.0,3.909,,16.8,13.75,11.0
2011-02-23,92.0,77.417,59.0,3.5,3.917,0.417,3.25,,18.9,16.079,11.7
2011-02-24,89.0,70.25,47.0,3.167,3.25,0.083,4.292,,18.5,12.804,8.1
2011-02-25,91.0,75.708,62.0,3.583,3.708,0.125,3.667,,13.9,11.021,6.9
2011-02-26,81.0,62.5,45.0,2.609,2.609,0.0,2.826,,10.7,8.1,3.4
2011-02-27,89.0,63.542,39.0,2.696,2.826,0.13,3.042,,12.5,7.292,2.0
2011-02-28,88.0,69.75,57.0,2.833,2.833,0.0,3.042,,12.2,10.333,8.1
2011-03-01,91.0,82.833,66.0,2.208,2.208,0.0,3.5,,17.6,13.838,12.0
