date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2014-01-01,1.25,1.708,0.458,4.0,2.167,
2014-01-02,1.625,2.042,0.417,6.75,2.333,
2014-01-03,2.583,3.417,0.833,5.917,2.125,
2014-01-04,4.333,5.708,1.375,11.565,2.375,
2014-01-05,5.042,6.417,1.375,20.208,3.0,
2014-01-06,10.958,15.458,4.5,20.958,3.5,
2014-01-07,6.667,8.625,1.958,6.792,3.167,
2014-01-08,4.375,6.25,1.875,9.333,3.292,
2014-01-09,5.125,6.708,1.583,11.917,3.292,
2014-01-10,3.667,4.917,1.25,15.375,3.75,
2014-01-11,3.208,4.083,0.875,13.958,3.875,
2014-01-12,4.833,6.5,1.667,7.208,3.208,
2014-01-13,4.304,7.478,3.174,6.375,2.5,
2014-01-14,9.792,13.042,3.25,12.5,2.625,
2014-01-15,15.375,20.125,4.75,7.25,2.375,
2014-01-16,5.708,7.5,1.792,15.458,2.792,
2014-01-17,2.667,3.792,1.125,29.042,4.583,
2014-01-18,2.875,3.875,1.0,11.0,2.625,
2014-01-19,4.625,6.0,1.375,21.087,3.292,
2014-01-20,5.25,7.0,1.75,26.542,4.042,
2014-01-21,11.458,13.75,2.292,23.333,2.958,
2014-01-22,17.417,23.167,5.75,26.083,3.125,
2014-01-23,4.5,5.917,1.417,7.095,2.417,
2014-01-24,4.583,6.083,1.5,11.458,2.333,
2014-01-25,4.75,5.875,1.125,19.625,2.625,
2014-01-26,18.391,26.087,7.696,21.708,2.652,
2014-01-27,8.625,11.917,3.292,11.417,2.958,
2014-01-28,4.583,6.458,1.875,6.667,2.292,
2014-01-29,3.958,5.542,1.583,4.958,1.625,
2014-01-30,9.75,13.458,3.708,13.083,2.417,
2014-01-31,3.708,5.042,1.333,11.792,3.208,
2014-02-01,4.208,6.083,1.875,8.043,2.583,
2014-02-02,7.875,10.833,2.958,9.667,2.958,
2014-02-03,7.625,9.833,2.208,8.625,3.167,
2014-02-04,3.125,4.125,1.0,8.375,2.167,
2014-02-05,4.75,6.542,1.792,18.542,3.125,
2014-02-06,4.667,6.5,1.833,8.583,2.958,
2014-02-07,4.458,6.125,1.667,16.417,2.292,
2014-02-08,2.208,3.167,0.958,18.5,3.0,
2014-02-09,2.217,5.478,3.261,4.958,2.125,
2014-02-10,3.167,5.375,2.208,14.0,3.083,
2014-02-11,3.75,5.042,1.292,24.958,3.167,
2014-02-12,3.792,5.25,1.458,25.125,4.292,
2014-02-13,3.708,5.417,1.708,6.292,3.375,
2014-02-14,5.375,7.542,2.167,10.167,3.75,
2014-02-15,3.542,4.875,1.333,30.625,5.375,
2014-02-16,5.208,6.458,1.25,20.739,3.174,
2014-02-17,8.75,11.958,3.208,17.583,3.25,
2014-02-18,2.542,3.542,1.0,6.875,2.292,
2014-02-19,5.417,7.333,1.917,5.5,3.042,
2014-02-20,4.25,5.875,1.625,7.833,2.833,
2014-02-21,7.167,9.125,1.958,12.208,2.583,
2014-02-22,7.958,10.125,2.167,13.125,2.542,
2014-02-23,6.435,10.13,3.696,21.875,3.304,
2014-02-24,6.125,10.708,4.583,25.458,3.292,
2014-02-25,6.583,9.25,2.667,27.083,3.667,
