date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-06-03,3.625,13.458,17.833,4.375,,11.625,
2011-06-04,2.958,4.417,6.542,2.125,,8.292,
2011-06-05,2.708,9.167,12.208,3.042,,9.583,
2011-06-06,2.75,7.792,10.583,2.792,,8.375,
2011-06-07,2.87,12.739,16.435,3.696,,8.208,
2011-06-08,2.25,7.208,9.208,2.0,,5.25,
2011-06-09,2.708,10.25,13.875,3.625,,7.25,
2011-06-10,3.5,17.958,23.958,6.0,,6.917,
2011-06-11,2.625,12.917,16.417,3.5,,4.125,
2011-06-12,3.292,13.167,17.833,4.667,,4.292,
2011-06-13,3.435,7.348,10.261,2.913,,5.348,
2011-06-14,3.792,8.792,11.375,2.583,,7.542,
2011-06-15,3.458,10.458,13.958,3.5,,7.625,
2011-06-16,2.958,7.167,9.417,2.25,,3.875,
2011-06-17,2.917,9.083,11.667,2.583,,5.625,
2011-06-18,3.667,22.5,32.208,9.708,,6.583,
2011-06-19,3.125,8.625,10.958,2.333,,4.792,
2011-06-20,3.13,18.696,26.652,7.957,,4.458,
2011-06-21,2.208,11.958,20.0,8.042,,5.375,
2011-06-22,2.167,14.583,21.75,7.167,,7.167,
2011-06-23,1.667,12.125,23.5,11.375,,7.458,
2011-06-24,1.125,5.708,11.292,5.583,,6.5,
2011-06-25,1.25,5.083,8.583,3.5,,4.583,
2011-06-26,1.208,4.667,8.917,4.25,,3.708,
2011-06-27,1.458,6.042,8.583,2.542,,3.875,
2011-06-28,1.75,8.913,14.696,5.783,,5.833,
2011-06-29,1.667,5.792,8.375,2.583,,5.125,
2011-06-30,1.375,6.125,8.833,2.708,,5.958,
2011-07-01,1.917,7.625,10.792,3.167,,4.042,
2011-07-02,3.125,5.708,7.75,2.042,,5.083,
2011-07-03,3.042,9.458,12.5,3.042,,4.958,
2011-07-04,2.292,11.208,14.958,3.75,,5.292,
2011-07-05,2.792,3.696,4.783,1.087,,6.913,
2011-07-06,3.167,12.25,14.875,2.625,,8.917,
2011-07-07,2.833,13.708,32.875,19.167,,5.542,
2011-07-08,1.75,11.125,23.625,12.5,,6.792,
2011-07-09,1.5,7.0,11.792,4.792,,6.0,
2011-07-10,1.792,4.875,6.792,1.917,,5.042,
2011-07-11,1.625,6.417,9.417,3.0,,5.0,
2011-07-12,1.458,4.75,8.708,3.958,,3.208,
2011-07-13,1.542,6.083,8.708,2.625,,4.917,
2011-07-14,1.792,8.542,13.833,5.292,,5.792,
2011-07-15,2.375,11.174,15.217,4.043,,6.231,
2011-07-16,2.458,11.083,15.0,3.917,,,
2011-07-17,1.542,5.833,9.0,3.167,,,
2011-07-18,1.0,3.0,5.042,2.042,,,
2011-07-19,1.0,1.565,2.261,0.696,,2.75,
2011-07-20,1.625,5.75,8.417,2.667,,2.5,
2011-07-21,1.917,5.375,7.042,1.667,,3.708,
2011-07-22,2.333,12.625,18.75,6.125,,6.125,
2011-07-23,2.167,4.625,5.833,1.208,,4.833,
2011-07-24,2.417,3.875,5.458,1.583,,4.833,
2011-07-25,2.083,4.083,5.75,1.667,,3.583,
2011-07-26,2.087,5.667,9.292,3.625,,4.833,
2011-07-27,3.0,11.708,18.0,6.292,,6.458,
2011-07-28,2.0,5.5,8.083,2.583,,3.833,
2011-07-29,1.958,6.458,9.167,2.708,,4.0,
2011-07-30,2.042,5.958,8.125,2.167,,4.042,
2011-07-31,2.958,5.667,7.75,2.083,,4.25,
2011-08-01,2.875,5.917,7.917,2.0,,3.417,
2011-08-02,2.522,4.304,5.696,1.391,,2.792,
2011-08-03,2.333,8.833,11.708,2.875,,4.667,
2011-08-04,2.125,4.292,6.042,1.75,,2.958,
2011-08-05,2.125,6.0,8.417,2.417,,2.75,
2011-08-06,1.708,2.792,4.833,2.042,,2.542,
2011-08-07,2.0,4.625,7.458,2.833,,5.125,
2011-08-08,2.792,6.792,9.583,2.792,,6.542,
2011-08-09,2.0,5.696,8.261,2.565,,4.292,
2011-08-10,1.958,5.917,8.125,2.208,,5.208,
2011-08-11,2.0,6.25,8.75,2.5,,4.292,
2011-08-12,2.042,5.722,9.667,3.944,,4.208,
2011-08-13,2.625,5.833,9.583,3.75,,4.083,
2011-08-14,2.042,4.292,6.5,2.208,,3.5,
2011-08-15,2.042,3.875,5.542,1.667,,3.333,
2011-08-16,2.0,4.739,6.261,1.522,,3.391,
2011-08-17,2.167,6.042,8.417,2.375,,3.167,
2011-08-18,2.0,4.667,6.958,2.292,,2.792,
2011-08-19,2.875,3.208,4.375,1.167,,1.5,
2011-08-20,2.833,10.333,13.167,2.833,,4.444,
2011-08-21,2.458,4.917,6.333,1.417,,,
2011-08-22,2.435,4.174,6.087,1.913,,,
2011-08-23,2.833,8.042,11.417,3.375,,,
2011-08-24,1.792,5.167,7.667,2.5,,,
2011-08-25,1.958,8.333,12.0,3.667,,4.5,
2011-08-26,1.375,5.917,9.583,3.667,,4.958,
2011-08-27,1.792,5.75,8.125,2.375,,4.917,
2011-08-28,2.125,4.333,6.25,1.917,,4.583,
2011-08-29,2.375,7.083,9.417,2.333,,6.917,
2011-08-30,2.826,6.13,7.957,1.826,,4.0,
2011-08-31,2.458,6.542,8.458,1.917,,,
2011-09-01,2.0,8.375,11.833,3.458,,,
2011-09-02,1.625,3.792,5.292,1.5,,,
2011-09-03,1.625,2.708,3.542,0.833,,0.625,
2011-09-04,1.792,2.375,3.25,0.875,,1.167,
2011-09-05,1.875,4.042,5.042,1.0,,2.583,
2011-09-06,2.522,6.261,10.783,4.522,,4.652,
2011-09-07,2.458,5.75,10.167,4.417,,4.875,
2011-09-08,2.208,4.833,8.458,3.625,,4.5,
2011-09-09,2.292,6.667,10.583,3.917,,5.042,
2011-09-10,1.958,4.0,6.708,2.708,,2.875,
2011-09-11,1.417,4.5,7.458,2.958,,4.083,
2011-09-12,1.625,4.958,7.667,2.708,,2.917,
2011-09-13,2.217,8.043,10.957,2.913,,4.792,
2011-09-14,2.125,6.417,8.708,2.292,,4.625,
2011-09-15,1.417,3.875,6.0,2.125,,2.5,
2011-09-16,1.625,6.917,10.208,3.292,,1.583,
2011-09-17,1.542,8.167,11.25,3.083,,1.792,
2011-09-18,1.375,3.958,6.542,2.583,,3.292,
2011-09-19,1.75,5.5,7.917,2.417,,3.417,
2011-09-20,1.958,7.542,9.917,2.375,,2.208,
2011-09-21,1.652,5.13,7.435,2.304,,3.208,
2011-09-22,1.625,3.917,5.75,1.833,,3.25,
2011-09-23,2.25,4.958,7.042,2.083,,4.083,
2011-09-24,2.0,4.375,6.083,1.708,,4.208,
2011-09-25,2.208,4.125,5.625,1.5,,4.708,
2011-09-26,2.625,9.208,11.917,2.708,,3.625,
2011-09-27,2.217,4.957,6.609,1.652,,3.957,
2011-09-28,2.708,7.042,9.292,2.25,,5.208,
2011-09-29,2.167,4.917,6.583,1.667,,4.667,
2011-09-30,1.75,4.792,6.125,1.333,,3.417,
2011-10-01,2.167,5.208,6.583,1.375,,4.25,
2011-10-02,2.25,4.333,5.625,1.292,,3.25,
2011-10-03,1.792,4.958,6.375,1.417,,4.417,
2011-10-04,1.87,5.913,9.391,3.478,,2.708,
2011-10-05,2.625,13.625,19.208,5.583,,2.458,
2011-10-06,2.458,5.458,8.125,2.667,,3.208,
2011-10-07,3.625,7.25,10.458,3.208,,5.625,
2011-10-08,3.583,4.833,6.792,1.958,,4.417,
2011-10-09,3.583,4.208,5.75,1.542,,5.625,
2011-10-10,2.958,4.583,6.417,1.833,,4.708,
2011-10-11,4.043,9.739,12.304,2.565,,6.75,
2011-10-12,4.458,8.083,10.375,2.292,,6.458,
2011-10-13,3.542,9.708,12.417,2.708,,4.917,
2011-10-14,2.417,6.792,8.792,2.0,,3.0,
2011-10-15,2.125,6.542,8.792,2.25,,3.417,
2011-10-16,2.792,2.125,2.958,0.833,,5.292,
2011-10-17,2.708,4.833,6.125,1.292,,5.958,
2011-10-18,2.348,5.826,8.304,2.478,,4.609,
2011-10-19,2.667,7.25,10.167,2.917,,3.458,
2011-10-20,3.375,10.125,13.667,3.542,,4.0,
2011-10-21,2.5,8.556,12.056,3.5,,2.917,
2011-10-22,2.25,7.167,9.708,2.542,,1.875,
2011-10-23,2.042,5.458,7.333,1.875,,1.958,
2011-10-24,2.2,7.652,10.435,2.783,,2.917,
2011-10-25,,9.542,11.625,2.083,,4.375,
2011-10-26,,8.875,12.167,3.292,,2.5,
2011-10-27,,6.667,8.625,1.958,,1.833,
2011-10-28,3.286,10.792,13.583,2.792,,2.917,
2011-10-29,2.75,12.625,18.542,5.917,,3.042,
2011-10-30,1.792,5.708,7.292,1.583,,2.0,
2011-10-31,2.292,7.792,10.333,2.542,,3.708,
2011-11-01,2.391,8.783,13.087,4.304,,3.167,
2011-11-02,3.75,9.542,12.542,3.0,,3.667,
2011-11-03,4.0,14.625,20.583,5.958,,4.125,
2011-11-04,4.792,14.167,19.792,5.625,,5.583,
2011-11-05,3.583,10.208,14.125,3.917,,2.625,
2011-11-06,3.0,7.958,10.75,2.792,,3.042,
2011-11-07,3.542,10.458,13.75,3.292,,4.958,
2011-11-08,3.708,9.25,12.5,3.25,,4.75,
2011-11-09,3.652,9.87,12.696,2.826,,4.0,
2011-11-10,2.875,8.667,11.292,2.625,,2.417,
2011-11-11,4.958,14.0,20.5,6.5,,1.889,
2011-11-12,5.042,14.125,19.708,5.583,,,
2011-11-13,4.609,8.13,11.13,3.0,,,
2011-11-14,5.0,7.826,10.565,2.739,,10.077,
2011-11-15,3.167,8.292,10.833,2.542,,6.583,
2011-11-16,2.875,10.208,13.375,3.167,,5.125,
2011-11-17,3.417,9.792,12.917,3.125,,5.25,
2011-11-18,4.167,15.75,20.708,4.958,,4.375,
2011-11-19,3.042,14.917,18.583,3.667,,2.667,
2011-11-20,2.583,3.208,4.25,1.042,,4.292,
2011-11-21,2.208,5.667,7.5,1.833,,3.458,
2011-11-22,2.522,9.739,12.739,3.0,,4.5,
2011-11-23,2.708,9.125,12.0,2.875,,5.917,
2011-11-24,2.083,3.583,5.0,1.417,,3.25,
2011-11-25,2.583,9.125,11.833,2.708,,4.292,
2011-11-26,2.667,10.417,12.917,2.5,,5.167,
2011-11-27,3.292,14.042,19.917,5.875,,5.667,
2011-11-28,5.458,20.167,40.542,20.375,,4.25,
2011-11-29,5.739,25.957,49.174,23.217,,6.217,
2011-11-30,5.208,26.542,44.25,17.708,,7.458,
2011-12-01,2.417,10.167,14.625,4.458,,5.333,
2011-12-02,2.583,9.833,13.958,4.125,,3.708,
2011-12-03,2.625,9.458,14.208,4.75,,2.792,
2011-12-04,2.875,5.75,8.0,2.25,,4.375,
2011-12-05,3.571,11.125,15.667,4.542,,4.5,
2011-12-06,3.125,10.391,13.043,2.652,,3.833,
2011-12-07,3.333,12.75,17.167,4.417,,5.333,
2011-12-08,3.875,7.375,9.208,1.833,,4.25,
2011-12-09,3.333,9.167,12.333,3.167,,4.417,
2011-12-10,2.458,5.292,6.75,1.458,,3.292,
2011-12-11,2.75,4.125,5.542,1.417,,4.083,
2011-12-12,3.304,8.917,12.333,3.417,,3.833,
2011-12-13,3.458,11.792,18.0,6.208,,4.125,
2011-12-14,3.583,12.875,18.792,5.917,,4.75,
2011-12-15,3.792,8.375,11.0,2.625,,6.917,
2011-12-16,2.375,4.708,6.958,2.25,,3.542,
2011-12-17,2.375,5.958,9.042,3.083,,3.667,
2011-12-18,2.75,5.75,8.167,2.417,,3.417,
2011-12-19,3.0,6.167,8.292,2.125,,3.583,
2011-12-20,2.957,9.739,13.0,3.261,,4.957,
2011-12-21,3.583,13.833,17.75,3.917,,6.167,
2011-12-22,3.625,7.583,9.375,1.792,,7.5,
2011-12-23,3.042,8.0,10.333,2.333,,4.0,
2011-12-24,2.583,5.208,7.0,1.792,,3.417,
2011-12-25,2.042,2.708,3.833,1.125,,2.5,
2011-12-26,2.375,3.958,5.625,1.667,,2.167,
2011-12-27,2.826,7.957,12.478,4.522,,3.5,
2011-12-28,3.458,13.208,19.458,6.25,,4.125,
2011-12-29,3.25,10.25,14.25,4.0,,4.958,
2011-12-30,3.375,9.696,13.261,3.565,,3.417,
2011-12-31,3.417,10.125,13.667,3.542,,5.0,
2012-01-01,2.792,4.542,4.792,0.25,9.5,1.667,
2012-01-02,3.167,4.75,4.833,0.083,20.042,2.625,
2012-01-03,2.542,3.125,3.292,0.167,4.458,1.0,
2012-01-04,3.125,8.458,10.583,2.125,4.333,0.917,
2012-01-05,2.75,8.792,9.958,1.167,8.167,1.792,
2012-01-06,3.042,8.875,10.875,2.0,12.417,1.583,
2012-01-07,3.5,9.958,12.125,2.167,18.292,1.708,
2012-01-08,3.87,12.174,14.522,2.348,17.292,2.348,
2012-01-09,3.625,8.792,9.958,1.167,14.333,2.875,
2012-01-10,2.667,5.958,7.125,1.167,3.958,1.25,
2012-01-11,3.458,11.542,14.0,2.458,9.708,1.125,
2012-01-12,3.583,14.917,18.417,3.5,19.583,2.875,
2012-01-13,4.792,19.208,23.542,4.333,39.208,2.417,
2012-01-14,2.708,6.417,7.833,1.417,8.333,1.542,
2012-01-15,3.708,8.667,10.292,1.625,12.667,2.458,
2012-01-16,3.217,11.957,14.304,2.348,14.5,2.609,
2012-01-17,4.417,10.208,12.042,1.833,15.125,3.0,
2012-01-18,2.833,6.292,7.5,1.208,6.5,1.333,
2012-01-19,2.875,6.5,6.958,0.458,12.292,1.958,
2012-01-20,3.75,8.375,9.333,0.958,23.5,3.208,
2012-01-21,4.208,12.458,16.208,3.75,21.625,1.417,
2012-01-22,4.478,19.304,23.565,4.261,18.458,1.565,
2012-01-23,3.083,12.708,14.958,2.25,6.625,2.417,
2012-01-24,3.333,7.318,8.773,1.455,13.708,1.708,
2012-01-25,4.5,4.792,6.458,1.667,12.583,1.667,
2012-01-26,2.792,4.0,4.708,0.708,10.083,2.542,
2012-01-27,2.792,4.167,4.667,0.5,8.333,1.417,
2012-01-28,2.875,6.875,7.75,0.875,8.833,1.0,
2012-01-29,3.609,10.87,13.565,2.696,17.957,3.261,
2012-01-30,4.792,15.864,19.136,3.273,28.75,3.25,
2012-01-31,4.542,15.667,18.417,2.75,30.292,2.833,
2012-02-01,5.875,29.833,46.042,16.208,33.583,3.792,
2012-02-02,4.708,18.583,27.375,8.792,23.667,1.708,
2012-02-03,3.708,8.208,9.458,1.25,15.042,1.917,
2012-02-04,4.542,16.875,21.0,4.125,16.875,2.292,
2012-02-05,3.174,8.739,9.957,1.217,11.292,2.13,
2012-02-06,3.25,10.125,11.917,1.792,12.583,2.292,
2012-02-07,3.292,5.375,5.75,0.375,13.333,2.25,
2012-02-08,3.333,7.333,8.875,1.542,3.292,1.375,
2012-02-09,3.542,9.375,10.917,1.542,11.875,2.417,
2012-02-10,3.25,6.292,6.708,0.417,13.583,3.167,
2012-02-11,3.458,5.957,6.565,0.609,14.913,3.478,
2012-02-12,3.375,9.75,10.833,1.083,12.75,1.75,
2012-02-13,3.783,7.739,8.435,0.696,17.75,3.783,
2012-02-14,3.667,14.792,17.625,2.833,15.375,4.625,
2012-02-15,3.792,11.958,14.333,2.375,14.958,2.917,
2012-02-16,2.875,7.583,8.917,1.333,9.958,1.667,
2012-02-17,2.542,7.333,9.833,2.5,9.25,1.833,
2012-02-18,4.292,19.667,25.292,5.625,15.375,1.833,
2012-02-19,3.043,9.565,11.478,1.913,10.167,1.609,
2012-02-20,3.042,7.042,7.875,0.833,7.125,1.333,
2012-02-21,3.667,6.542,7.417,0.875,16.917,3.75,
2012-02-22,3.25,7.083,7.833,0.75,20.87,3.208,
2012-02-23,3.917,6.375,7.292,0.917,24.083,3.625,
2012-02-24,2.875,5.042,5.667,0.625,6.708,1.5,
2012-02-25,3.0,8.875,10.625,1.75,9.792,1.792,
2012-02-26,3.217,11.913,14.739,2.826,11.5,1.348,
2012-02-27,4.0,13.333,15.5,2.167,17.167,2.0,
2012-02-28,3.75,14.958,16.917,1.958,19.083,3.083,
2012-03-01,3.875,13.875,16.0,2.125,12.667,2.0,
2012-03-02,3.542,7.042,7.833,0.792,17.667,1.417,
2012-03-03,3.167,6.917,8.208,1.292,17.083,1.458,
2012-03-04,3.333,8.667,10.5,1.833,18.792,2.958,
2012-03-05,4.25,11.208,12.708,1.5,31.875,4.542,
2012-03-06,3.522,10.261,11.652,1.391,23.478,3.0,
2012-03-07,3.625,16.583,19.5,2.917,22.0,5.125,
2012-03-08,3.5,13.958,15.625,1.667,32.542,3.667,
2012-03-09,4.458,11.958,12.958,1.0,51.875,6.167,
2012-03-10,3.0,5.542,5.75,0.208,22.417,2.333,
2012-03-11,2.435,7.409,9.091,1.682,7.583,1.043,
2012-03-12,3.125,15.417,19.042,3.625,15.292,3.542,
2012-03-13,3.25,19.542,24.875,5.333,14.0,2.208,
2012-03-14,2.375,7.167,8.417,1.25,6.917,1.125,
2012-03-15,2.708,9.5,11.083,1.583,9.917,1.75,
2012-03-16,3.0,9.875,11.583,1.708,20.875,2.667,
2012-03-17,4.417,12.708,14.25,1.542,36.667,3.667,
2012-03-18,3.0,9.083,10.208,1.125,17.208,1.208,
2012-03-19,3.333,8.75,9.375,0.625,25.042,3.042,
2012-03-20,4.083,26.833,32.333,5.5,33.0,4.833,
2012-03-21,3.174,8.609,10.217,1.609,5.682,1.696,
2012-03-22,2.792,10.958,12.875,1.917,14.75,2.958,
2012-03-23,2.833,10.042,11.208,1.167,18.333,2.083,
2012-03-24,3.708,18.958,21.375,2.417,29.958,3.875,
2012-03-25,3.417,11.417,12.375,0.958,18.708,2.292,
2012-03-26,2.87,7.348,8.652,1.304,10.042,1.565,
2012-03-27,3.708,18.125,21.208,3.083,16.75,1.042,
2012-03-28,4.292,27.292,31.0,3.708,40.792,3.792,
2012-03-29,4.042,17.542,19.958,2.417,31.667,3.083,
2012-03-30,2.958,7.917,8.875,0.958,13.792,2.042,
2012-03-31,3.667,9.75,10.708,0.958,14.5,2.542,
2012-04-01,2.917,4.25,4.833,0.583,13.708,4.792,
2012-04-02,2.826,7.217,8.391,1.174,15.417,4.348,
2012-04-03,2.625,3.833,3.833,0.0,14.375,3.958,
2012-04-04,2.583,3.75,4.042,0.292,13.0,5.042,
2012-04-05,2.958,3.25,3.333,0.083,21.583,6.125,
2012-04-06,2.333,4.083,4.625,0.542,11.625,4.792,
2012-04-07,2.833,6.083,6.875,0.792,8.917,4.667,
2012-04-08,2.708,8.792,9.583,0.792,19.208,5.583,
2012-04-09,3.042,6.917,7.958,1.042,31.542,8.5,
2012-04-10,3.792,19.625,22.625,3.0,44.542,11.458,
2012-04-11,2.739,12.591,14.273,1.682,18.5,4.208,
2012-04-12,3.125,7.333,7.875,0.542,17.875,6.25,
2012-04-13,3.542,13.708,15.125,1.417,18.792,7.042,
2012-04-14,3.583,9.833,10.292,0.458,15.917,5.25,
2012-04-15,3.042,11.042,12.708,1.667,14.958,6.5,
