date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-04-22,188.364,3.75,85.654,75.215,62.566,6.045,7.4,9.633,2.279,,1.434,17.531,14.526,9.996,194.409
2011-04-23,188.348,2.938,96.996,78.567,57.694,5.087,3.496,4.01,0.507,,0.47,16.405,12.299,8.42,193.435
2011-04-24,186.826,2.958,84.067,65.453,46.703,4.696,3.445,3.783,0.346,,1.14,15.673,12.477,9.218,191.522
2011-04-25,185.174,2.946,78.585,61.486,45.559,4.13,3.764,4.177,0.411,,1.236,16.208,13.458,9.917,189.304
2011-04-26,189.783,4.042,89.28,71.498,52.443,8.0,10.181,12.433,2.225,,1.572,20.304,15.068,10.036,197.783
2011-04-27,189.696,2.696,96.829,76.995,57.244,4.913,3.906,4.496,0.545,,1.576,24.091,17.038,11.711,194.609
2011-04-28,185.417,2.583,95.163,84.754,65.67,4.5,3.222,3.674,0.359,,0.237,14.138,11.312,7.491,189.917
2011-04-29,,3.0,94.17,71.12,43.648,,4.752,5.604,0.842,,0.799,17.608,12.958,7.031,
2011-04-30,,2.604,91.033,64.111,48.594,,3.106,3.624,0.476,,2.06,24.383,19.7,12.289,
2011-05-01,,2.458,92.703,71.861,53.396,,1.775,1.977,0.189,,0.71,21.699,18.789,14.827,
2011-05-02,188.0,3.583,91.481,75.226,55.052,10.5,4.689,5.52,0.786,,0.796,18.796,14.929,10.745,198.5
2011-05-03,190.174,3.604,93.333,79.555,58.882,8.478,4.59,5.325,0.698,,0.665,19.721,14.319,10.22,198.652
2011-05-04,185.609,3.042,92.709,76.787,57.265,5.87,3.561,4.433,0.852,,0.61,19.19,14.224,9.421,191.478
2011-05-05,183.304,2.348,91.815,76.633,56.723,4.261,2.651,3.458,0.762,,0.238,18.159,13.91,10.435,187.565
2011-05-06,187.13,3.208,95.475,68.255,44.845,6.478,5.078,6.527,1.396,,0.81,24.767,18.09,9.736,193.609
2011-05-07,184.696,2.333,92.763,72.568,54.907,5.652,3.602,4.074,0.457,,1.143,26.168,20.638,16.91,190.348
2011-05-08,185.739,2.792,97.334,82.39,59.548,6.304,3.587,3.999,0.39,,0.785,21.318,18.327,14.074,192.043
2011-05-09,188.652,3.292,90.354,73.519,52.913,6.87,5.418,6.363,0.991,,1.096,27.753,20.658,13.233,195.522
2011-05-10,183.261,1.875,98.143,92.06,74.008,5.478,3.252,4.251,0.992,,0.22,25.436,21.355,18.405,188.739
2011-05-11,189.435,3.5,97.827,97.036,94.539,6.435,7.131,9.099,1.953,,0.082,18.915,16.813,15.294,195.87
2011-05-12,193.435,2.875,97.215,93.135,84.041,7.087,5.693,7.873,2.13,,0.546,21.228,17.259,14.881,200.522
2011-05-13,184.217,2.292,91.782,59.611,46.519,5.565,2.735,2.963,0.238,,1.063,19.793,17.836,15.518,189.783
2011-05-14,184.87,3.25,68.034,55.042,44.593,5.391,3.556,3.811,0.159,,1.721,21.372,18.352,13.952,190.261
2011-05-15,185.696,3.304,77.128,55.926,37.542,6.087,4.783,5.236,0.441,,1.144,22.89,17.907,11.952,191.783
2011-05-16,187.217,3.111,90.648,65.946,40.43,6.174,5.108,5.663,0.498,,2.436,23.447,18.272,13.366,193.391
2011-05-17,190.125,3.0,92.925,78.335,59.583,7.5,4.547,5.122,0.528,,0.926,21.111,16.723,11.784,197.625
2011-05-18,,3.188,83.943,65.232,42.861,,5.711,6.646,0.859,,1.185,23.419,17.08,9.527,
2011-05-19,,3.375,89.86,70.329,44.903,,5.554,6.296,0.693,,1.762,26.027,19.209,12.389,
2011-05-20,,2.729,92.404,72.286,50.872,,5.126,5.992,0.913,,1.378,27.812,21.92,14.566,
2011-05-21,,2.144,96.787,83.621,65.886,,4.138,5.141,0.962,,1.104,27.45,22.626,20.13,
2011-05-22,,2.166,97.27,86.92,68.844,,3.025,3.981,0.905,,0.224,20.532,17.231,14.88,
2011-05-23,,2.521,95.376,85.692,72.068,,5.038,6.827,1.823,,0.261,16.826,15.203,13.619,
2011-05-24,,2.584,92.524,74.13,53.806,,4.623,6.025,1.421,,0.395,21.702,17.373,13.619,
2011-05-25,183.0,2.803,93.394,76.435,54.83,3.5,5.803,7.656,1.881,,0.897,24.291,18.89,14.053,186.5
2011-05-26,184.522,2.938,95.416,84.9,57.292,4.609,7.396,9.288,1.899,,0.805,22.162,18.255,16.361,189.13
2011-05-27,185.957,2.958,94.909,84.062,62.13,4.348,6.508,8.619,2.105,,0.439,23.063,19.046,16.231,190.304
2011-05-28,187.217,3.104,97.176,95.273,91.88,4.217,5.792,8.116,2.262,,0.156,18.96,17.943,17.393,191.435
2011-05-29,184.522,2.229,96.993,94.958,89.702,2.696,2.195,2.991,0.831,,0.289,17.789,16.747,15.077,187.217
2011-05-30,183.174,2.0,96.554,92.697,87.697,2.043,1.863,2.374,0.459,,0.131,15.393,14.737,14.199,185.217
2011-05-31,184.739,2.542,97.316,87.849,72.725,2.652,4.686,6.654,1.922,,0.292,19.256,16.202,14.048,187.391
2011-06-01,188.609,3.375,97.087,86.938,60.698,4.783,6.786,9.491,2.751,,0.712,24.552,18.609,15.877,193.391
2011-06-02,190.609,2.729,97.273,86.909,67.87,4.174,4.421,5.746,1.271,,0.323,23.366,19.184,16.36,194.783
2011-06-03,188.826,3.125,94.773,83.339,68.143,4.348,4.683,6.233,1.503,,0.471,23.823,20.054,17.1,193.174
2011-06-04,189.609,2.428,95.064,76.201,59.996,4.087,3.281,3.923,0.602,,0.967,25.233,21.629,17.801,193.696
2011-06-05,197.261,2.479,94.431,79.805,61.947,5.261,3.499,4.036,0.504,,1.244,24.481,20.159,16.437,202.522
2011-06-06,197.478,3.185,95.368,73.291,49.697,5.478,5.176,6.302,1.092,,0.996,26.411,20.67,14.558,202.957
2011-06-07,200.217,2.958,87.236,70.888,52.668,6.13,5.875,7.172,1.235,,1.061,26.721,22.216,18.316,206.348
2011-06-08,196.478,2.438,94.118,78.476,65.974,5.957,3.931,4.552,0.543,,0.66,25.019,21.991,18.903,202.435
2011-06-09,198.174,3.062,95.68,80.835,61.029,5.565,3.858,4.721,0.863,,0.933,26.877,22.15,18.12,203.739
2011-06-10,192.652,3.458,97.89,90.757,79.091,5.652,6.476,8.278,1.73,,0.495,23.65,21.572,19.432,198.304
2011-06-11,192.087,2.584,97.878,86.451,67.51,3.913,4.319,5.505,1.111,,0.262,24.254,20.802,18.765,196.0
2011-06-12,205.87,2.73,96.757,93.674,87.302,5.957,4.058,5.502,1.407,,0.149,21.031,19.352,17.703,211.826
2011-06-13,188.522,2.188,97.924,87.434,68.876,3.87,2.523,3.233,0.699,,0.171,24.28,20.159,16.624,192.391
2011-06-14,185.522,2.522,93.739,79.634,60.748,3.435,3.86,4.912,1.053,,0.254,24.057,20.543,17.971,188.957
2011-06-15,197.087,2.854,95.458,81.155,62.981,5.043,5.339,7.548,2.212,,0.633,24.343,20.626,16.797,202.13
2011-06-16,193.435,3.0,93.378,79.735,64.843,5.0,6.665,8.894,2.268,,0.571,23.522,20.837,18.064,198.435
2011-06-17,199.87,2.708,96.585,78.806,61.501,4.609,4.845,6.706,1.956,,0.6,25.816,21.421,16.81,204.478
2011-06-18,193.957,2.604,96.41,89.0,77.13,3.87,4.465,6.174,1.714,,0.139,23.035,20.68,19.323,197.826
2011-06-19,189.913,2.416,95.055,84.302,67.585,4.261,3.53,4.494,0.976,,0.328,25.532,22.106,19.789,194.174
2011-06-20,198.696,3.042,96.209,86.366,67.341,6.261,5.552,7.826,2.184,,0.428,27.301,23.033,20.257,204.957
2011-06-21,184.652,1.688,96.02,81.383,64.843,3.696,3.07,3.606,0.547,,0.414,27.337,24.044,21.282,188.348
2011-06-22,206.348,2.246,93.245,83.514,71.154,5.913,4.617,6.153,1.54,,0.698,28.79,25.81,22.779,212.261
2011-06-23,182.957,1.416,88.89,74.991,61.015,3.87,2.508,3.394,0.878,,0.521,31.735,28.093,25.088,186.826
2011-06-24,181.043,1.087,95.534,76.351,63.626,3.304,2.137,2.907,0.772,,0.481,31.039,28.048,25.099,184.348
2011-06-25,193.087,1.584,96.731,86.813,72.512,3.478,3.301,4.704,1.517,,0.323,29.202,25.307,22.967,196.565
2011-06-26,183.87,2.271,97.115,81.877,65.026,5.13,2.894,4.873,1.983,,0.128,29.612,26.349,23.014,189.0
2011-06-27,186.261,2.584,97.103,85.776,68.48,4.522,4.07,5.066,0.993,,0.3,28.432,24.697,20.896,190.783
2011-06-28,182.565,1.48,95.007,83.536,65.01,3.913,3.075,4.033,1.02,,0.375,30.028,26.327,23.637,186.478
2011-06-29,192.857,1.252,95.377,76.651,59.769,4.0,2.419,3.451,1.096,,1.048,31.445,27.523,23.037,196.857
2011-06-30,180.273,1.063,94.178,77.827,57.606,4.091,2.199,3.343,1.131,,1.64,30.807,27.066,23.342,184.364
2011-07-01,201.043,2.125,97.729,93.518,87.039,5.174,3.37,5.551,2.166,,0.327,25.247,24.029,23.206,206.217
2011-07-02,187.087,2.084,97.083,91.555,81.182,3.957,2.646,3.049,0.338,,0.256,26.323,24.419,23.271,191.043
2011-07-03,210.217,2.521,94.266,80.0,65.641,6.435,2.622,3.716,1.058,,0.248,30.983,27.349,23.439,216.652
2011-07-04,180.261,1.723,97.501,86.503,72.356,3.652,2.614,2.93,0.306,,0.539,28.715,25.737,23.603,183.913
2011-07-05,199.957,2.958,91.99,78.113,65.273,5.174,3.165,3.504,0.305,,1.343,27.601,24.425,20.977,205.13
2011-07-06,221.261,4.125,96.963,84.232,62.133,7.87,6.738,8.331,1.627,,0.592,28.746,23.821,19.325,229.13
2011-07-07,202.348,3.146,97.479,90.364,80.013,5.826,4.649,7.777,3.068,,0.22,26.925,24.622,23.067,208.174
2011-07-08,186.833,1.764,86.433,71.377,57.41,5.056,2.819,4.94,2.175,,0.894,33.548,29.293,25.573,191.889
2011-07-09,181.87,1.292,93.577,72.269,53.9,4.304,1.896,2.942,1.03,,0.226,34.434,28.891,22.827,186.174
2011-07-10,203.522,1.458,93.596,76.286,56.443,5.087,2.428,3.681,1.298,,0.405,32.056,27.345,23.049,208.609
2011-07-11,211.739,2.104,95.551,80.882,56.884,6.348,4.054,5.901,1.816,,1.249,33.242,27.1,23.409,218.087
2011-07-12,214.957,2.479,95.824,79.675,57.269,6.87,4.469,7.134,2.705,,1.012,32.302,27.033,23.253,221.826
2011-07-13,194.348,2.188,93.813,76.692,55.849,6.304,4.431,6.926,2.542,,0.712,33.843,27.876,22.609,200.652
2011-07-14,215.217,1.838,94.17,73.481,54.117,5.696,3.343,5.448,2.171,,1.167,32.315,27.939,23.934,220.913
2011-07-15,223.478,1.896,94.498,75.294,56.64,5.913,3.969,5.85,1.979,,1.247,32.421,27.649,22.647,229.391
2011-07-16,216.217,1.908,95.409,77.179,57.368,5.87,3.29,4.496,1.209,,0.719,32.266,27.899,23.119,222.087
2011-07-17,201.0,2.188,94.444,77.093,58.917,5.913,3.649,4.883,1.193,,0.875,32.729,28.473,23.925,206.913
2011-07-18,183.13,1.688,86.717,74.983,63.191,5.348,3.02,5.065,1.964,,0.36,30.848,28.567,26.043,188.478
2011-07-19,173.609,1.25,91.512,82.723,70.384,4.174,2.036,3.61,1.637,,0.167,28.197,26.442,25.136,177.783
2011-07-20,177.522,1.292,97.234,90.41,81.058,3.13,2.122,3.121,1.044,,1.205,26.274,24.505,22.388,180.652
2011-07-21,183.261,1.312,97.17,92.117,82.587,3.391,2.534,3.426,0.81,,1.613,24.033,22.595,21.688,186.652
2011-07-22,191.913,1.666,94.116,81.256,62.264,3.391,3.131,4.736,1.545,,0.814,26.762,23.204,20.769,195.304
2011-07-23,189.87,1.584,94.351,79.203,62.732,3.696,2.681,3.879,1.205,,0.436,27.392,23.388,20.049,193.565
2011-07-24,187.783,1.674,93.94,76.592,55.584,4.087,2.925,4.249,1.319,,0.559,29.199,24.559,19.889,191.87
2011-07-25,191.826,3.354,97.176,88.44,66.877,6.565,6.401,9.327,2.909,,0.484,29.868,24.947,22.55,198.391
2011-07-26,197.739,3.396,95.205,80.147,58.786,7.13,5.281,7.803,2.523,,0.554,32.085,26.903,22.555,204.87
2011-07-27,201.087,2.375,94.448,84.773,68.064,5.652,4.059,5.58,1.536,,0.764,30.369,26.473,24.47,206.739
2011-07-28,189.913,1.354,94.344,77.949,62.24,4.696,2.661,3.844,1.214,,1.33,31.175,27.314,23.79,194.609
2011-07-29,175.1,1.062,89.029,79.177,67.41,3.45,1.862,2.615,0.792,,0.665,30.201,27.273,24.253,178.55
2011-07-30,180.913,1.458,92.379,86.049,75.895,3.609,1.987,2.566,0.532,,0.568,29.339,26.554,24.173,184.522
2011-07-31,200.739,1.834,94.953,83.716,68.458,3.87,1.668,2.09,0.395,,0.148,28.818,25.697,23.234,204.609
2011-08-01,196.478,2.69,95.953,81.228,63.602,5.261,3.963,5.708,1.754,,0.916,30.89,26.602,22.769,201.739
2011-08-02,199.0,2.938,95.113,79.643,59.019,6.13,4.855,6.607,1.759,,1.229,32.253,27.618,24.171,205.13
2011-08-03,193.826,2.376,94.962,77.755,57.207,5.565,4.493,6.738,2.189,,0.536,32.785,27.936,23.961,199.391
2011-08-04,188.826,1.938,90.794,71.978,50.955,4.783,4.672,7.169,2.579,,1.025,33.812,28.255,23.481,193.609
