date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean
2011-01-01,183.75,4.0,7.833,6.952,8.14,1.187,8.861,1.41,191.583
2011-01-02,191.435,3.435,2.609,4.207,4.609,0.401,10.539,1.721,194.043
2011-01-03,191.375,3.783,4.0,6.116,6.796,0.68,18.667,2.447,195.375
2011-01-04,193.957,4.696,6.435,6.051,6.92,0.869,25.485,3.955,200.391
2011-01-05,191.043,3.348,4.435,6.955,8.038,1.083,14.152,1.59,195.478
2011-01-06,182.261,3.391,6.087,8.892,10.299,1.407,13.081,1.379,188.348
2011-01-07,184.042,3.087,6.375,7.653,8.975,1.322,6.74,1.083,190.417
2011-01-08,184.333,3.391,8.792,7.617,8.953,1.336,5.288,0.803,193.125
2011-01-09,186.875,4.435,9.292,10.652,12.959,2.307,22.075,3.613,196.167
2011-01-10,191.739,5.565,12.087,12.685,15.784,3.1,31.237,3.322,203.826
2011-01-11,189.833,4.13,8.417,7.904,9.104,1.2,21.232,3.048,198.25
2011-01-12,191.292,4.174,12.042,11.601,14.585,2.984,7.298,1.368,203.333
2011-01-13,190.208,4.087,15.75,10.754,14.095,3.341,15.745,2.606,205.958
2011-01-14,193.174,4.261,7.696,8.413,9.865,1.452,32.742,4.258,200.87
2011-01-15,191.292,3.696,7.708,8.142,9.055,0.913,16.091,1.83,199.0
2011-01-16,191.375,4.087,12.333,8.389,10.129,1.74,9.605,1.004,203.708
2011-01-17,189.792,3.348,10.458,9.947,12.532,2.585,7.491,0.65,200.25
2011-01-18,192.087,5.0,19.174,16.743,23.178,6.435,11.911,1.157,211.261
2011-01-19,192.222,5.0,24.333,19.492,28.08,8.588,10.709,0.958,216.556
2011-01-20,192.0,3.875,18.0,12.988,15.525,2.537,6.453,0.73,210.0
2011-01-21,190.25,3.625,13.333,11.693,13.679,1.986,8.136,0.581,203.583
2011-01-22,189.542,3.0,10.708,8.374,9.735,1.361,6.913,1.094,200.25
2011-01-23,191.375,3.083,9.792,5.898,7.052,1.154,8.3,1.143,201.167
2011-01-24,191.75,2.625,8.875,5.367,6.753,1.386,6.421,1.0,200.625
2011-01-25,193.333,3.417,9.75,7.307,8.708,1.402,13.852,2.19,203.083
2011-01-26,194.667,3.0,10.75,7.016,8.456,1.44,7.492,1.52,205.417
2011-01-27,195.5,2.812,10.042,11.116,13.589,2.473,24.043,3.118,205.542
2011-01-28,195.417,0.333,11.292,10.481,12.662,2.182,31.592,3.186,206.708
2011-01-29,194.375,0.0,9.75,7.124,8.049,0.925,10.354,1.386,204.125
2011-01-30,196.958,0.208,14.583,10.825,14.157,3.332,12.898,2.537,211.542
2011-01-31,194.417,0.042,13.542,11.646,14.312,2.667,10.383,2.218,207.958
2011-02-01,194.208,2.182,17.083,10.724,13.988,3.264,14.528,2.602,211.292
2011-02-02,193.167,1.958,10.417,5.23,6.425,1.195,5.567,1.411,203.583
2011-02-03,195.083,2.625,12.208,9.593,11.732,2.139,9.895,1.913,207.292
2011-02-04,195.25,2.75,11.833,9.913,12.071,2.157,16.48,3.254,207.083
2011-02-05,197.542,4.625,14.333,10.781,12.077,1.297,31.091,3.88,211.875
2011-02-06,196.696,5.739,18.435,18.125,22.416,4.291,34.644,2.561,215.13
2011-02-07,197.391,4.87,19.174,14.348,17.106,2.759,15.118,1.993,216.565
2011-02-08,194.333,2.375,12.292,5.706,6.999,1.293,6.52,1.415,206.625
2011-02-09,196.25,3.25,12.583,7.865,9.547,1.682,9.399,1.678,208.833
2011-02-10,196.292,3.708,15.417,9.288,11.294,2.006,13.089,1.951,211.708
2011-02-11,188.652,3.333,11.522,6.624,7.782,1.158,8.655,1.419,200.174
2011-02-12,191.125,4.833,13.667,7.886,8.926,1.04,11.322,1.74,204.792
2011-02-13,193.458,6.917,23.75,20.583,25.573,4.99,23.418,1.417,217.208
2011-02-14,191.125,6.25,19.25,17.452,22.887,5.435,12.846,1.013,210.375
2011-02-15,195.478,5.217,19.739,13.905,17.685,3.78,12.994,1.557,215.217
2011-02-16,192.208,3.792,14.792,8.321,10.206,1.885,8.518,1.139,207.0
2011-02-17,192.208,3.958,14.292,8.0,10.058,2.058,9.348,1.675,206.5
2011-02-18,194.833,4.292,12.542,6.37,7.615,1.245,8.223,1.339,207.375
2011-02-19,190.13,4.875,11.652,6.559,7.535,0.976,8.737,1.116,201.783
2011-02-20,190.5,6.667,23.417,11.352,13.679,2.327,11.505,1.528,213.917
2011-02-21,189.667,6.417,22.458,16.327,20.358,4.03,21.389,3.063,212.125
2011-02-22,188.958,7.083,17.875,17.459,19.601,2.142,23.199,2.455,206.833
2011-02-23,194.826,7.208,19.783,14.392,18.319,3.927,18.947,1.594,214.609
2011-02-24,196.542,5.087,17.708,10.673,11.815,1.143,31.303,2.972,214.25
2011-02-25,194.708,5.458,19.75,12.195,13.785,1.59,27.316,1.612,214.458
2011-02-26,193.833,4.5,25.167,5.685,6.31,0.625,8.948,0.931,219.0
2011-02-27,191.522,5.25,29.174,8.509,10.244,1.735,11.694,0.943,220.696
2011-02-28,192.542,5.708,14.958,12.413,14.659,2.246,10.515,1.044,207.5
2011-03-01,189.783,7.875,27.87,18.81,23.691,4.88,14.351,1.632,217.652
2011-03-02,192.783,7.833,20.652,19.359,24.87,5.511,13.438,1.944,213.435
2011-03-03,193.875,6.708,13.0,7.217,8.012,0.794,14.358,1.207,206.875
2011-03-04,197.167,4.609,15.667,10.431,11.329,0.898,17.415,0.991,212.833
2011-03-05,197.417,6.208,24.167,19.335,25.903,6.568,10.15,1.603,221.583
2011-03-06,197.174,6.417,23.261,19.742,28.028,8.286,16.221,2.207,220.435
2011-03-07,199.917,6.375,16.125,11.317,12.62,1.303,32.599,2.468,216.042
2011-03-08,199.292,7.417,16.167,12.047,13.511,1.464,29.073,2.437,215.458
2011-03-09,197.917,7.375,15.458,10.256,11.255,0.999,17.873,1.03,213.375
2011-03-10,190.087,5.667,12.609,6.151,6.882,0.731,14.128,0.868,202.696
2011-03-11,191.125,6.125,12.75,6.08,6.608,0.528,18.609,2.368,203.875
2011-03-12,191.917,5.958,12.042,5.879,6.691,0.811,11.35,1.486,203.958
2011-03-13,193.042,6.792,15.458,9.891,11.094,1.204,10.838,1.856,208.5
2011-03-14,192.739,4.391,17.13,14.828,17.055,2.227,15.437,2.805,209.87
2011-03-15,194.167,4.478,17.083,11.562,13.38,1.817,22.156,2.503,211.25
2011-03-16,192.208,3.333,11.5,10.857,12.521,1.664,11.424,1.377,203.708
2011-03-17,187.333,3.958,13.625,9.083,9.914,0.831,12.698,1.479,200.958
2011-03-18,197.0,6.625,19.174,13.378,14.725,1.347,23.917,1.883,216.174
2011-03-19,194.833,4.167,14.458,6.814,7.866,1.052,6.234,0.764,209.292
2011-03-20,195.042,4.292,14.542,9.14,10.563,1.423,11.502,1.546,209.583
2011-03-21,196.417,4.875,15.458,9.491,10.483,0.991,12.747,1.377,211.875
2011-03-22,189.609,4.478,18.0,15.009,17.041,2.031,14.145,2.641,207.609
2011-03-23,186.208,4.333,18.667,16.506,18.154,1.648,12.587,1.252,204.875
2011-03-24,186.333,4.25,12.125,5.704,6.121,0.417,17.648,1.361,198.458
2011-03-25,189.25,3.292,11.833,4.785,5.046,0.26,12.284,1.17,201.083
2011-03-26,195.13,4.0,12.304,7.735,8.711,0.976,10.726,1.44,207.435
2011-03-27,195.792,4.75,16.292,11.356,12.778,1.422,16.116,1.984,212.083
2011-03-28,193.917,4.792,15.792,9.623,10.702,1.08,24.628,2.311,209.708
2011-03-29,195.042,4.833,16.542,10.797,12.134,1.337,19.582,1.52,211.583
2011-03-30,187.826,4.542,16.652,10.093,11.612,1.52,12.737,1.152,204.478
2011-03-31,184.542,2.913,13.833,4.876,5.201,0.325,8.307,0.591,198.375
2011-04-01,188.875,4.364,31.208,15.164,16.774,1.61,,2.622,220.083
2011-04-02,187.5,3.875,9.917,11.105,12.162,1.056,,2.367,197.417
2011-04-03,182.391,2.125,3.739,4.2,4.658,0.458,,0.868,186.13
2011-04-04,183.417,2.25,5.125,5.793,6.702,0.908,,0.874,188.542
2011-04-05,184.333,3.083,9.458,10.682,11.726,1.045,,1.578,193.792
2011-04-06,183.208,2.958,20.917,11.854,13.342,1.489,,2.013,204.125
2011-04-07,187.565,1.708,9.478,7.696,8.766,1.07,,0.887,197.043
2011-04-08,184.542,1.625,5.167,5.089,5.811,0.722,,0.36,189.708
2011-04-09,186.167,2.75,8.833,10.002,11.405,1.403,,1.403,195.0
2011-04-10,188.75,2.75,7.0,9.509,10.191,0.682,,2.563,195.75
2011-04-11,182.478,3.0,8.348,10.065,11.32,1.255,,3.024,190.826
2011-04-12,183.167,2.042,6.458,7.835,8.73,0.895,,1.26,189.625
2011-04-13,182.583,2.583,12.958,11.297,12.549,1.252,,2.162,195.542
2011-04-14,182.375,2.708,9.875,11.836,13.05,1.213,,3.151,192.25
2011-04-15,189.304,3.75,14.435,17.544,19.159,1.615,,3.822,203.739
2011-04-16,189.875,3.125,8.875,10.356,11.884,1.528,,1.92,198.75
2011-04-17,188.083,1.875,2.875,5.823,6.313,0.49,,1.028,190.958
2011-04-18,188.042,3.042,11.625,12.782,14.959,2.177,,1.331,199.667
2011-04-19,182.826,1.625,4.435,5.492,6.169,0.677,,0.699,187.261
2011-04-20,184.083,1.917,5.25,6.313,7.103,0.791,,0.671,189.333
2011-04-21,184.458,2.542,9.042,10.665,12.567,1.902,,1.544,193.5
2011-04-22,184.542,2.708,16.667,12.318,14.929,2.612,,0.843,201.208
2011-04-23,190.652,1.833,7.739,5.621,6.324,0.702,,0.41,198.391
2011-04-24,189.333,2.625,5.875,7.529,8.153,0.624,,0.949,195.208
2011-04-25,189.792,2.917,8.333,9.771,10.887,1.116,,1.405,198.125
2011-04-26,188.292,2.167,7.125,7.084,8.207,1.123,,1.961,195.417
2011-04-27,178.652,1.625,6.348,5.037,5.766,0.729,,0.623,185.0
2011-04-28,181.417,2.458,6.0,7.499,8.361,0.862,,1.093,187.417
2011-04-29,183.458,2.208,6.25,7.34,7.969,0.629,,1.222,189.708
2011-04-30,183.0,1.667,7.0,5.611,6.323,0.712,,1.342,190.0
2011-05-01,183.826,1.708,4.652,4.775,5.322,0.548,,0.781,188.478
2011-05-02,188.652,3.208,9.696,8.832,9.788,0.956,,1.976,198.348
2011-05-03,188.917,3.458,10.5,10.496,11.562,1.066,,1.29,199.417
2011-05-04,187.333,2.958,6.792,7.378,8.304,0.927,,1.614,194.125
2011-05-05,182.13,2.458,6.913,7.466,8.02,0.554,,1.375,189.043
2011-05-06,181.458,2.333,9.125,6.902,8.026,1.125,,0.962,190.583
2011-05-07,177.125,1.917,6.375,5.541,6.345,0.804,,0.821,183.5
2011-05-08,177.375,2.208,7.625,7.189,8.197,1.008,,1.11,185.0
2011-05-09,186.435,3.208,11.0,9.43,10.904,1.474,,1.615,197.435
2011-05-10,181.875,2.958,15.167,13.065,17.469,4.404,,1.974,197.042
2011-05-11,179.5,2.875,13.833,11.794,18.463,6.669,,0.911,193.333
2011-05-12,177.667,2.292,11.458,9.088,11.904,2.815,,0.419,189.125
2011-05-13,187.652,2.708,6.13,6.191,7.1,0.909,,0.811,193.783
2011-05-14,189.458,2.333,3.583,6.432,6.79,0.358,,1.18,193.042
2011-05-15,191.208,2.0,6.0,6.317,6.717,0.401,,1.607,197.208
2011-05-16,190.125,2.167,8.5,7.544,8.216,0.672,,1.6,198.625
2011-05-17,181.652,2.5,11.522,9.412,10.21,0.798,,1.532,193.174
2011-05-18,182.708,2.792,10.542,10.294,11.609,1.315,,1.715,193.25
2011-05-19,182.542,2.565,18.792,7.63,8.48,0.85,,1.274,201.333
2011-05-20,180.542,2.875,11.542,7.734,8.913,1.179,,1.023,192.083
2011-05-21,184.087,2.5,9.652,7.867,9.755,1.888,,0.781,193.739
2011-05-22,183.125,1.875,4.75,5.343,6.489,1.147,,0.342,187.875
2011-05-23,186.833,2.25,5.75,6.912,7.675,0.763,,0.288,192.583
2011-05-24,186.792,2.417,6.375,7.249,8.144,0.895,,0.47,193.167
2011-05-25,183.435,2.583,11.304,7.962,9.656,1.694,,0.95,194.739
2011-05-26,179.542,2.292,8.833,8.464,9.236,0.772,,0.879,188.375
2011-05-27,178.792,2.75,8.667,9.033,10.065,1.032,,0.526,187.458
2011-05-28,182.542,3.792,17.542,14.139,15.857,1.718,,0.434,200.083
2011-05-29,185.826,1.667,6.913,6.9,7.783,0.882,,0.028,192.739
2011-05-30,184.417,1.042,4.542,3.719,4.296,0.577,,0.481,188.958
2011-05-31,185.875,1.5,6.292,5.997,7.148,1.151,,1.053,192.167
2011-06-01,184.375,1.167,7.042,5.769,6.563,0.794,,0.457,191.417
2011-06-02,180.571,2.522,12.524,8.823,11.234,2.411,,0.815,193.095
2011-06-03,179.875,3.208,10.917,7.259,8.984,1.725,,1.007,190.792
2011-06-04,179.542,2.75,9.625,6.087,7.052,0.964,,0.999,189.167
2011-06-05,180.083,2.667,10.125,6.961,7.82,0.858,,0.713,190.208
2011-06-06,189.565,3.458,12.304,9.759,11.436,1.678,,1.722,201.87
2011-06-07,187.0,2.417,9.542,7.053,7.811,0.758,,0.767,196.542
2011-06-08,184.167,2.5,10.25,7.302,8.022,0.72,,0.768,194.417
2011-06-09,185.667,2.125,9.75,6.288,7.402,1.114,,0.747,195.417
2011-06-10,180.478,2.708,13.217,9.892,11.633,1.741,,1.189,193.696
2011-06-11,178.708,3.167,16.792,8.002,9.074,1.072,,0.517,195.5
2011-06-12,184.167,3.792,12.542,9.762,10.84,1.078,,0.95,196.708
2011-06-13,179.042,2.542,9.5,8.215,9.386,1.171,,1.622,188.542
2011-06-14,188.409,2.833,11.909,8.23,8.954,0.724,,0.939,200.318
2011-06-15,190.0,2.458,11.292,9.486,11.0,1.514,,1.364,201.292
2011-06-16,187.167,2.5,10.083,8.77,9.344,0.574,,0.51,197.25
2011-06-17,188.958,2.708,13.167,8.876,9.937,1.061,,0.958,202.125
2011-06-18,181.174,2.917,11.913,12.346,14.055,1.709,,1.125,193.087
2011-06-19,181.208,2.583,8.667,6.652,7.426,0.774,,0.544,189.875
2011-06-20,180.625,2.792,14.917,8.967,11.311,2.344,,0.374,195.542
2011-06-21,178.333,2.292,11.875,8.699,11.104,2.405,,0.967,190.208
2011-06-22,184.522,2.458,13.391,9.82,14.462,4.642,,1.729,197.913
2011-06-23,188.708,2.042,14.708,6.339,10.656,4.316,,0.811,203.417
2011-06-24,183.417,1.958,12.292,5.959,9.719,3.76,,0.667,195.708
2011-06-25,180.167,1.417,9.375,4.713,8.54,3.827,,0.669,189.542
2011-06-26,170.261,1.0,6.174,2.267,3.364,1.097,,0.197,176.435
2011-06-27,169.375,1.0,10.167,2.191,3.8,1.609,,0.106,179.542
2011-06-28,175.167,1.833,10.292,5.853,9.334,3.481,,0.713,185.458
2011-06-29,175.417,1.5,9.833,6.718,9.725,3.007,,1.508,185.25
2011-06-30,181.652,2.292,11.696,8.453,11.305,2.852,,1.487,193.348
2011-07-01,183.522,2.435,12.565,8.004,10.484,2.48,,0.99,196.087
2011-07-02,186.333,3.5,10.708,8.059,9.416,1.357,,1.543,197.042
2011-07-03,187.208,2.708,10.167,6.805,8.168,1.363,,1.428,197.375
2011-07-04,182.391,2.708,13.522,6.686,8.482,1.796,,0.644,195.913
2011-07-05,181.292,2.667,11.125,7.276,8.004,0.728,,1.162,192.417
2011-07-06,182.167,2.667,13.417,7.554,9.184,1.63,,0.939,195.583
2011-07-07,183.542,3.667,21.667,10.713,16.388,5.675,,0.721,205.208
2011-07-08,185.174,1.917,11.913,4.363,8.811,4.447,,0.329,197.087
2011-07-09,186.333,1.833,11.167,4.58,7.784,3.204,,0.51,197.5
2011-07-10,184.042,1.042,7.333,4.553,6.88,2.328,,0.729,191.375
2011-07-11,182.083,1.0,7.458,3.514,6.412,2.898,,0.419,189.542
2011-07-12,175.348,1.208,11.957,4.649,9.347,4.698,,0.432,187.304
2011-07-13,174.667,1.167,12.125,4.152,7.637,3.485,,0.587,186.792
2011-07-14,173.667,1.444,10.875,4.354,7.35,2.995,,0.619,184.542
2011-07-15,176.826,3.417,14.261,6.483,8.379,1.896,,1.174,191.087
2011-07-16,183.739,2.667,9.522,5.451,7.397,1.946,,0.873,193.261
2011-07-17,177.417,0.917,5.875,3.737,5.085,1.348,,0.961,183.292
2011-07-18,176.75,1.667,6.667,4.616,6.577,1.961,,0.348,183.417
2011-07-19,171.042,0.458,2.792,1.365,2.069,0.704,,0.049,173.833
2011-07-20,181.174,1.417,10.478,4.331,5.683,1.352,,0.284,191.652
2011-07-21,184.222,1.625,6.0,6.101,7.269,1.168,,0.561,190.222
2011-07-22,184.0,1.375,9.889,6.172,7.619,1.447,,0.36,193.889
2011-07-23,188.542,2.083,10.583,6.025,7.318,1.293,,0.95,199.125
2011-07-24,186.375,,15.667,4.38,5.251,0.87,,0.675,202.042
2011-07-25,184.542,,7.292,4.406,5.909,1.503,,0.164,191.833
2011-07-26,177.043,,10.217,4.413,6.23,1.816,,0.351,187.261
2011-07-27,175.667,,11.583,5.091,7.899,2.808,,0.26,187.25
2011-07-28,177.333,,13.5,7.022,10.203,3.182,,1.205,190.833
2011-07-29,176.833,2.583,12.333,8.631,10.717,2.086,,1.902,189.167
2011-07-30,180.652,2.773,12.696,7.383,8.647,1.265,,1.668,193.348
2011-07-31,187.667,,10.25,5.367,6.221,0.854,,0.857,197.917
2011-08-01,186.783,2.357,11.652,5.249,6.592,1.343,,0.722,198.435
