date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,6.271,10.616,18.148,7.531,23.375,1.278,13.478
2011-01-02,6.375,8.564,14.719,6.155,18.417,1.996,15.695
2011-01-03,5.646,10.86,18.409,7.549,9.0,0.946,4.87
2011-01-04,4.875,7.829,13.162,5.333,13.542,1.719,8.961
2011-01-05,6.416,12.924,22.522,9.598,5.25,3.278,4.956
2011-01-06,7.274,15.525,27.079,12.996,3.5,3.645,2.844
2011-01-07,5.75,11.895,20.773,8.878,9.125,3.803,4.789
2011-01-08,6.938,10.448,16.87,6.423,14.167,4.265,8.007
2011-01-09,6.188,12.107,20.435,8.327,8.958,5.215,4.821
2011-01-10,6.5,12.178,21.284,9.106,10.583,5.255,7.455
2011-01-11,6.812,10.99,17.27,6.28,32.625,5.433,26.807
2011-01-12,6.73,12.716,22.277,9.561,12.708,4.785,11.323
2011-01-13,7.604,15.645,26.984,11.339,9.417,4.728,8.048
2011-01-14,4.458,11.004,16.551,5.547,10.542,4.694,10.781
2011-01-15,3.208,5.743,8.541,2.799,10.917,4.051,12.592
2011-01-16,6.002,11.455,20.234,8.78,4.5,3.527,2.317
2011-01-17,6.104,11.297,19.991,8.695,6.083,1.857,5.184
2011-01-18,4.812,10.984,16.256,5.272,7.583,1.43,6.36
2011-01-19,3.812,10.516,16.546,6.03,8.625,0.932,5.282
2011-01-20,6.646,11.851,18.181,6.33,15.667,1.24,11.502
2011-01-21,7.562,12.37,18.615,6.245,12.375,1.205,12.06
2011-01-22,6.188,8.689,12.749,4.061,7.833,0.822,8.417
2011-01-23,5.896,10.262,17.074,6.812,18.167,1.037,11.625
2011-01-24,7.854,13.447,22.252,8.805,17.542,1.242,11.597
2011-01-25,5.729,9.49,14.755,5.266,14.917,1.481,10.029
2011-01-26,6.796,12.981,22.67,9.689,8.208,2.018,8.196
2011-01-27,3.02,9.444,13.206,3.762,6.833,0.86,7.501
2011-01-28,5.917,13.449,20.987,7.538,9.292,0.677,7.859
2011-01-29,7.125,9.688,15.161,5.473,5.833,0.912,6.539
2011-01-30,6.625,11.762,20.095,8.333,12.583,1.496,10.129
2011-01-31,6.666,13.485,22.385,8.9,13.875,1.909,14.538
2011-02-01,7.375,15.477,25.404,9.927,10.417,1.373,7.691
2011-02-02,6.292,10.758,17.536,6.778,17.708,2.116,12.856
2011-02-03,6.292,14.405,26.497,12.092,3.958,2.717,9.84
2011-02-04,5.062,13.214,20.061,6.847,4.167,3.041,7.074
2011-02-05,2.739,4.668,5.771,1.103,13.875,3.06,13.673
2011-02-06,2.666,6.291,8.352,2.061,15.167,3.053,15.594
2011-02-07,4.229,7.776,12.001,4.225,14.292,3.272,14.016
2011-02-08,4.458,9.744,15.945,6.202,11.208,2.546,9.314
2011-02-09,6.375,13.229,22.725,9.497,14.25,2.634,11.029
2011-02-10,5.208,13.257,21.171,7.915,16.958,3.078,11.834
2011-02-11,6.562,11.045,19.787,8.742,5.944,3.495,7.87
2011-02-12,3.708,5.84,8.486,2.647,10.75,4.927,8.042
2011-02-13,2.958,7.279,11.417,4.138,13.458,3.941,13.34
2011-02-14,3.25,8.469,13.647,5.179,15.75,3.896,15.458
2011-02-15,5.782,10.145,17.915,7.77,13.417,4.035,12.161
2011-02-16,6.166,10.828,19.608,8.78,11.958,4.844,6.485
2011-02-17,6.292,11.016,19.545,8.528,18.667,4.26,16.48
2011-02-18,5.584,10.052,18.334,8.282,15.958,4.515,15.957
2011-02-19,5.875,8.816,15.859,7.044,10.417,5.7,9.243
2011-02-20,4.854,11.285,19.158,7.873,13.583,4.435,11.311
2011-02-21,3.25,7.205,11.794,4.589,15.875,3.805,16.6
2011-02-22,2.521,7.363,12.091,4.728,7.667,4.259,12.725
2011-02-23,5.938,11.459,21.818,10.358,8.042,4.293,6.93
2011-02-24,5.77,13.22,20.344,7.123,15.75,4.157,11.443
2011-02-25,8.131,14.406,25.189,10.783,16.75,3.014,13.414
2011-02-26,6.438,10.563,18.341,7.778,5.042,2.406,4.446
2011-02-27,6.438,15.895,28.984,13.089,7.25,2.156,8.303
2011-02-28,3.562,8.153,12.979,4.826,12.0,1.891,13.398
2011-03-01,4.521,11.624,17.786,6.162,13.417,2.542,13.511
2011-03-02,4.562,7.555,14.446,6.891,8.042,2.671,6.598
2011-03-03,6.083,10.318,16.322,6.004,15.417,2.734,9.092
2011-03-04,2.584,3.743,7.634,3.89,14.875,2.357,11.663
2011-03-05,1.896,4.083,9.139,5.056,10.25,2.519,10.777
2011-03-06,5.416,10.611,17.48,6.869,11.375,2.909,7.87
2011-03-07,5.104,8.99,15.87,6.88,11.75,3.133,13.606
2011-03-08,4.375,10.038,14.612,4.574,7.708,3.781,8.309
2011-03-09,7.958,12.281,23.132,10.851,10.292,4.035,6.368
2011-03-10,8.438,12.511,20.183,7.672,13.583,3.682,10.257
2011-03-11,6.792,8.878,14.439,5.561,22.25,3.76,20.692
2011-03-12,7.104,10.075,18.584,8.509,17.458,3.704,19.43
2011-03-13,5.958,12.506,21.683,9.178,5.708,2.859,7.15
2011-03-14,2.916,5.138,8.276,3.139,10.208,2.988,9.936
2011-03-15,2.646,4.776,7.709,2.934,24.125,2.865,18.74
2011-03-16,2.209,5.445,8.866,3.421,20.708,2.267,25.23
2011-03-17,2.021,4.839,8.152,3.313,15.333,2.46,19.894
2011-03-18,3.938,5.956,9.796,3.84,16.708,2.579,19.783
2011-03-19,5.479,10.033,15.261,5.228,26.375,3.756,26.323
2011-03-20,5.979,10.803,16.596,5.793,28.25,3.979,24.875
2011-03-21,5.208,9.57,13.947,4.377,14.708,3.318,18.896
2011-03-22,3.0,6.425,7.572,1.148,19.958,1.991,24.187
2011-03-23,3.0,5.394,8.372,2.978,15.042,1.721,20.869
2011-03-24,6.854,8.543,13.234,4.691,42.958,2.813,50.72
2011-03-25,6.292,7.834,12.495,4.661,14.667,3.607,16.969
2011-03-26,7.312,14.515,22.12,7.604,27.208,4.565,26.522
2011-03-27,5.084,11.637,16.771,5.134,15.708,3.213,17.904
2011-03-28,5.292,12.009,18.893,6.883,21.125,3.455,20.439
2011-03-29,3.625,7.899,10.824,2.925,22.667,4.539,24.128
2011-03-30,2.604,5.919,7.32,1.4,24.792,2.409,27.592
2011-03-31,4.729,7.697,11.135,3.438,18.0,1.998,21.712
2011-04-01,3.449,10.394,13.406,3.012,32.609,1.046,26.822
2011-04-02,3.334,9.523,12.321,2.797,23.917,1.023,22.616
2011-04-03,6.021,12.181,19.035,6.854,19.125,1.228,15.581
2011-04-04,5.958,12.082,19.406,7.323,19.333,1.081,20.023
2011-04-05,4.584,9.845,13.729,3.884,19.75,0.953,19.421
2011-04-06,2.875,7.676,10.708,3.032,10.667,0.899,13.9
2011-04-07,2.12,6.887,8.595,1.708,10.25,0.99,13.282
2011-04-08,2.354,9.751,13.162,3.411,11.333,0.75,14.021
2011-04-09,4.666,9.932,15.155,5.223,11.542,1.124,11.868
2011-04-10,3.438,7.718,11.105,3.387,12.333,1.232,15.007
2011-04-11,5.708,10.849,15.017,4.168,36.5,1.186,34.925
2011-04-12,6.958,10.897,16.579,5.683,15.708,1.199,18.366
2011-04-13,6.75,14.947,21.762,6.814,22.087,1.207,15.88
2011-04-14,3.411,11.639,15.271,3.631,20.167,1.036,18.862
2011-04-15,2.812,8.564,11.814,3.25,20.375,0.869,20.849
2011-04-16,2.542,6.324,9.035,2.712,27.333,0.962,30.905
2011-04-17,6.417,9.474,13.967,4.493,18.0,0.943,18.596
2011-04-18,6.292,10.613,14.538,3.926,23.375,1.227,24.31
2011-04-19,6.146,9.679,13.49,3.811,21.458,2.114,24.652
2011-04-20,6.354,13.134,19.095,5.961,23.625,1.312,19.695
2011-04-21,3.587,11.439,14.14,2.701,24.083,0.805,21.822
2011-04-22,2.271,8.959,11.561,2.602,14.333,0.643,17.829
2011-04-23,6.062,10.648,15.152,4.504,22.125,0.753,21.13
2011-04-24,4.834,11.813,14.788,2.974,26.583,1.453,20.806
2011-04-25,4.688,14.223,19.932,5.71,21.708,0.745,20.413
2011-04-26,2.23,8.747,12.18,3.434,14.25,0.194,18.001
2011-04-27,3.562,11.247,16.409,5.162,15.0,0.59,20.65
2011-04-28,8.162,12.896,18.373,5.476,31.75,2.478,33.955
2011-04-29,4.758,8.565,9.96,1.395,31.0,1.262,31.384
2011-04-30,2.688,5.67,6.908,1.237,29.458,0.488,36.204
2011-05-01,3.612,5.556,9.65,4.094,14.625,0.387,27.718
2011-05-02,4.729,10.064,12.676,2.612,40.125,0.57,48.876
2011-05-03,3.854,5.842,10.731,4.889,11.083,0.517,16.398
2011-05-04,5.938,9.167,12.97,3.803,18.375,0.541,26.3
2011-05-05,3.884,7.858,11.572,3.714,9.083,0.463,14.083
2011-05-06,2.562,6.046,12.375,6.329,9.208,0.5,13.824
2011-05-07,2.375,4.274,9.56,5.286,9.292,0.508,14.059
2011-05-08,1.438,2.796,6.523,3.727,9.458,0.526,17.835
2011-05-09,1.458,3.596,8.48,4.884,11.708,0.652,24.77
2011-05-10,1.458,3.452,8.443,4.99,9.167,0.561,23.561
2011-05-11,2.5,3.75,7.444,3.695,9.364,0.516,25.089
2011-05-12,13.654,7.894,13.753,5.858,21.125,0.532,22.759
2011-05-13,8.138,14.434,20.839,6.405,35.417,2.147,40.263
2011-05-14,7.812,16.377,22.178,5.801,22.125,1.511,35.806
2011-05-15,3.812,6.666,7.364,0.698,21.0,0.905,20.747
2011-05-16,4.416,10.201,13.669,3.468,12.083,0.39,14.152
2011-05-17,4.52,11.328,15.254,3.926,7.208,0.455,9.792
2011-05-18,2.521,5.442,6.268,0.826,8.25,0.455,9.961
2011-05-19,2.192,6.252,10.328,4.076,7.167,0.33,16.325
2011-05-20,2.479,8.219,14.491,6.272,8.083,0.377,12.293
2011-05-21,2.304,5.771,10.235,4.464,6.333,0.264,10.857
2011-05-22,2.812,5.439,10.808,5.369,5.708,0.311,12.072
2011-05-23,1.334,3.968,8.668,4.7,6.667,0.19,17.435
2011-05-24,2.334,8.009,15.18,7.171,7.708,0.473,9.722
2011-05-25,4.917,8.251,15.193,6.942,9.042,1.462,10.208
2011-05-26,6.782,9.827,17.142,7.315,11.958,1.006,11.631
2011-05-27,1.875,4.41,7.707,3.297,11.444,0.476,15.47
2011-05-28,0.979,0.925,2.306,1.381,,0.111,33.182
2011-05-29,2.584,4.373,5.603,1.231,,0.188,16.282
2011-05-30,5.292,9.232,14.091,4.859,14.786,0.99,10.475
2011-05-31,5.448,11.552,17.699,6.148,13.522,0.739,12.298
2011-06-01,3.792,8.539,14.165,5.626,12.208,0.524,14.528
2011-06-02,4.052,8.551,15.534,6.983,8.5,0.669,12.923
2011-06-03,4.438,7.94,14.001,6.061,9.75,0.729,16.969
2011-06-04,2.458,5.554,9.672,4.118,10.833,0.571,15.24
2011-06-05,1.458,2.536,4.772,2.236,7.333,0.488,14.7
2011-06-06,1.75,3.28,7.942,4.662,7.375,0.622,12.817
2011-06-07,2.646,3.109,7.383,4.275,7.833,0.93,16.674
2011-06-08,3.416,3.468,8.376,4.908,8.25,1.18,16.835
2011-06-09,3.25,3.913,9.426,5.513,7.75,0.974,14.287
2011-06-10,1.458,3.027,9.319,6.293,6.417,0.437,11.336
2011-06-11,1.625,2.947,7.553,4.606,7.375,0.489,16.183
2011-06-12,1.458,2.594,5.136,2.543,7.0,0.416,15.233
2011-06-13,2.125,4.014,9.241,5.228,7.0,0.853,17.066
2011-06-14,1.646,3.789,8.756,4.967,7.708,1.086,16.022
2011-06-15,1.584,3.329,8.072,4.743,7.667,0.821,15.691
2011-06-16,1.521,4.087,8.685,4.598,8.417,0.746,20.231
2011-06-17,1.938,4.219,10.658,6.438,7.571,0.85,16.591
2011-06-18,1.75,3.257,7.828,4.572,6.458,0.444,14.474
2011-06-19,1.375,2.756,5.692,2.937,8.458,0.502,17.988
2011-06-20,1.396,3.371,8.695,5.324,10.5,0.435,22.092
2011-06-21,1.396,3.013,9.28,6.268,8.875,0.407,21.87
2011-06-22,1.375,2.489,9.344,6.855,9.958,0.398,23.55
2011-06-23,1.354,2.052,7.626,5.574,11.708,0.42,25.374
2011-06-24,1.5,2.259,6.509,4.25,11.727,0.597,29.906
2011-06-25,1.896,1.548,3.634,2.086,,0.784,34.425
2011-06-26,2.542,2.388,5.362,2.974,,0.765,24.397
2011-06-27,2.5,2.592,9.258,6.666,12.2,0.825,24.526
2011-06-28,1.871,2.708,10.988,8.281,8.792,0.697,17.997
2011-06-29,1.438,3.778,11.55,7.773,7.583,0.61,19.164
2011-06-30,1.479,3.845,12.815,8.97,6.917,0.742,14.177
2011-07-01,3.042,4.528,16.68,12.153,6.375,0.815,10.895
2011-07-02,2.646,4.866,14.141,9.275,7.417,0.553,12.426
2011-07-03,1.646,3.082,7.992,4.91,7.0,0.597,14.021
2011-07-04,1.584,4.207,10.963,6.756,7.208,0.791,13.639
2011-07-05,1.521,4.393,13.367,8.974,7.708,0.752,14.28
2011-07-06,0.875,3.934,11.495,7.561,7.083,0.708,15.56
2011-07-07,0.688,4.059,9.337,5.278,9.458,0.837,18.865
2011-07-08,0.75,4.398,8.954,4.555,10.417,0.556,18.121
2011-07-09,0.708,4.082,7.539,3.457,9.792,0.624,20.215
2011-07-10,1.152,2.726,6.169,3.442,6.542,0.614,15.923
2011-07-11,1.458,4.221,10.684,6.463,5.875,0.729,15.074
2011-07-12,1.458,4.441,10.065,5.624,6.208,1.774,16.364
2011-07-13,1.688,4.486,12.833,8.348,5.542,0.91,15.752
2011-07-14,1.604,4.166,12.714,8.547,4.542,0.721,9.468
2011-07-15,2.833,4.785,15.231,10.446,7.25,0.679,9.821
2011-07-16,5.125,6.487,17.524,11.037,,1.052,11.922
2011-07-17,4.208,3.976,11.181,7.205,,1.066,21.041
2011-07-18,3.688,4.07,10.334,6.264,,1.079,25.205
2011-07-19,3.292,6.933,12.94,6.008,21.0,0.849,22.167
2011-07-20,3.834,8.273,15.648,7.375,22.208,0.801,38.864
2011-07-21,4.792,8.948,17.274,8.325,18.5,1.261,29.591
2011-07-22,4.604,8.825,17.745,8.92,17.708,0.871,27.413
2011-07-23,5.625,7.411,16.058,8.648,16.375,0.748,24.992
2011-07-24,4.417,7.28,12.937,5.658,17.875,0.587,20.426
2011-07-25,2.979,8.396,16.199,7.803,15.25,0.556,18.904
2011-07-26,1.834,3.213,10.345,7.132,8.458,0.519,16.364
2011-07-27,1.729,3.15,8.518,5.368,10.458,1.762,17.963
2011-07-28,1.729,3.251,8.283,5.032,10.167,1.261,21.892
2011-07-29,1.958,3.574,9.54,5.966,7.0,0.57,13.412
2011-07-30,1.782,3.271,9.741,6.47,8.583,0.614,9.157
2011-07-31,1.729,2.594,7.032,4.438,5.917,0.627,8.316
2011-08-01,2.396,4.232,12.013,7.781,7.667,0.674,7.662
2011-08-02,4.062,5.035,17.121,12.085,8.583,1.158,15.868
2011-08-03,3.927,5.507,16.253,10.746,11.0,1.82,21.353
2011-08-04,2.889,5.332,18.726,13.394,,0.871,20.125
2011-08-05,,2.273,7.636,5.364,,,
2011-08-08,1.542,6.161,14.627,8.466,9.933,1.369,11.283
2011-08-09,1.392,3.901,9.662,5.761,8.625,0.833,14.369
2011-08-10,1.416,4.136,9.398,5.262,7.25,0.501,10.077
2011-08-11,1.896,5.238,13.476,8.238,8.667,0.477,11.479
2011-08-12,1.729,5.44,12.369,6.929,9.125,0.507,9.847
2011-08-13,1.458,3.009,7.473,4.464,6.333,0.363,11.593
2011-08-14,1.334,2.142,5.632,3.491,7.333,0.364,13.598
2011-08-15,1.458,3.369,8.288,4.918,7.917,0.366,10.832
2011-08-16,1.521,3.894,10.431,6.537,7.625,0.545,9.42
2011-08-17,1.812,3.721,12.084,8.364,6.167,0.725,10.331
2011-08-18,2.5,4.702,15.32,10.618,6.375,0.862,10.924
2011-08-19,3.065,6.152,16.91,10.759,6.667,0.652,8.488
2011-08-20,2.708,5.407,13.78,8.373,7.208,0.615,8.535
2011-08-21,2.229,3.795,9.031,5.235,5.875,0.574,11.656
2011-08-22,1.896,4.399,10.991,6.592,5.958,0.506,6.537
2011-08-23,2.542,4.8,14.974,10.174,5.375,0.666,10.021
2011-08-24,3.708,5.326,16.573,11.247,8.375,1.083,10.885
2011-08-25,2.333,3.166,11.038,7.872,7.875,0.729,11.921
2011-08-26,1.396,2.878,7.396,4.519,10.292,0.538,20.992
2011-08-27,1.5,3.213,6.815,3.603,9.25,0.455,23.301
2011-08-28,1.604,2.719,5.614,2.895,10.292,0.452,22.797
2011-08-29,1.457,3.479,7.711,4.232,9.375,0.785,20.616
2011-08-30,1.916,4.04,10.172,6.132,11.667,0.595,20.497
2011-08-31,4.792,8.401,23.461,15.06,15.0,1.014,23.2
