date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,200.875,6.104,23.417,12.643,15.557,2.914,16.914,2.124,16.115,224.292
2011-01-02,194.583,4.125,16.167,6.964,8.908,1.944,8.022,1.892,8.797,210.75
2011-01-03,189.826,4.022,11.609,7.894,9.311,1.417,3.022,1.516,3.185,201.435
2011-01-04,187.875,5.062,12.875,8.821,11.459,2.638,5.989,2.254,7.896,200.75
2011-01-05,191.583,4.292,9.917,8.087,10.339,2.252,3.385,1.244,4.193,201.5
2011-01-06,196.458,7.708,23.75,18.318,30.211,11.893,8.37,2.194,9.384,220.208
2011-01-07,196.333,5.208,16.75,13.332,21.046,7.714,7.285,2.01,7.254,213.083
2011-01-08,196.542,4.42,12.75,8.915,10.725,1.81,7.554,1.674,8.763,209.292
2011-01-09,194.125,4.562,12.167,12.115,16.145,4.03,9.806,2.3,12.755,206.292
2011-01-10,193.13,7.37,25.217,21.58,38.712,17.131,15.591,3.172,16.988,218.348
2011-01-11,189.0,5.583,18.625,13.712,27.995,14.283,12.71,2.524,14.156,207.625
2011-01-12,191.667,5.416,17.167,12.713,19.561,6.848,8.225,2.197,9.082,208.833
2011-01-13,189.083,6.166,18.042,16.839,30.963,14.123,10.032,2.682,12.422,207.125
2011-01-14,187.667,5.25,10.708,12.936,18.829,5.893,8.813,2.808,11.249,198.375
2011-01-15,190.542,6.27,17.542,13.897,19.518,5.621,13.108,2.35,15.177,208.083
2011-01-16,191.917,4.688,15.875,17.228,25.102,7.874,13.837,2.576,13.729,207.792
2011-01-17,188.773,4.152,12.136,15.904,21.29,5.386,15.391,1.918,17.543,200.909
2011-01-18,190.375,6.792,22.25,21.102,35.573,14.471,16.273,2.356,19.357,212.625
2011-01-19,190.5,6.104,20.833,19.275,35.917,16.642,18.725,2.701,19.844,211.333
2011-01-20,187.417,5.125,17.125,16.948,23.319,6.371,9.699,1.627,9.323,204.542
2011-01-21,185.042,4.667,12.208,15.356,20.246,4.891,7.419,1.32,11.177,197.25
2011-01-22,184.0,6.25,15.333,13.976,20.946,6.97,13.058,1.478,15.407,199.333
2011-01-23,184.667,5.875,18.833,13.533,25.976,12.443,9.189,2.09,12.102,203.5
2011-01-24,191.261,4.13,13.087,13.8,19.245,5.445,4.956,1.885,5.798,204.348
2011-01-25,191.708,5.271,16.5,15.611,25.551,9.939,7.017,2.148,8.104,208.208
