date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,185.899,4.718,88.743,72.821,46.038,12.274,11.732,15.905,4.173,,1.124,10.337,9.218,4.253,-0.211,198.173
2011-01-02,184.508,4.071,91.738,81.98,55.631,9.126,5.705,7.455,1.75,,1.312,8.868,6.974,3.846,2.127,193.633
2011-01-03,183.664,4.197,86.979,68.962,49.813,7.661,7.006,9.396,2.391,,1.381,10.419,6.693,3.929,1.596,191.325
2011-01-04,185.483,4.568,93.185,67.224,30.63,7.717,5.731,7.812,2.082,,3.374,18.141,7.524,2.953,0.248,193.2
2011-01-05,185.761,3.748,91.617,83.985,64.756,9.041,11.132,17.394,6.261,7.997,1.142,5.069,4.911,1.819,-0.161,194.802
2011-01-06,187.535,4.646,91.624,73.948,43.366,14.014,20.187,36.919,16.732,10.463,1.24,9.77,8.371,3.6,-0.092,201.549
2011-01-07,184.932,3.809,91.319,79.82,59.55,8.538,9.427,14.252,4.824,4.314,1.081,3.926,5.583,3.001,1.597,193.47
2011-01-08,186.627,4.411,87.865,75.479,56.369,11.567,11.211,16.772,5.56,6.065,1.135,6.031,5.592,2.287,-0.653,198.194
2011-01-09,188.096,4.988,88.855,75.271,55.182,13.936,14.716,23.814,9.098,10.704,1.757,11.509,8.427,3.85,0.366,202.033
2011-01-10,188.344,6.002,91.708,78.251,48.495,18.723,22.468,44.793,22.325,17.282,1.737,19.575,9.294,4.208,0.63,207.067
2011-01-11,186.508,4.789,92.029,72.467,39.221,14.98,15.292,26.398,11.105,14.004,1.974,17.849,8.911,3.825,0.076,201.487
2011-01-12,185.613,4.565,88.232,74.646,54.353,13.571,18.684,37.265,18.581,5.49,1.261,6.041,4.245,1.129,-0.873,199.184
2011-01-13,188.663,4.767,90.659,67.869,42.831,14.352,18.573,39.647,21.074,12.474,1.79,12.719,8.435,3.515,-1.111,203.015
2011-01-14,187.588,4.957,86.517,73.522,54.817,9.829,9.388,14.12,4.732,11.064,2.022,12.499,6.857,4.167,2.476,197.417
2011-01-15,186.333,3.91,83.389,70.433,49.952,8.82,7.865,10.649,2.784,7.559,1.321,7.545,7.203,4.482,2.042,195.154
2011-01-16,185.611,4.361,75.633,60.873,47.427,11.381,15.838,26.172,10.333,11.365,1.506,10.838,4.638,3.423,2.177,196.992
2011-01-17,187.137,4.311,88.54,64.517,34.794,13.15,19.108,37.347,18.239,9.885,1.314,11.422,8.355,3.441,-0.603,200.287
2011-01-18,189.06,5.28,89.732,71.028,42.913,21.064,27.929,67.235,39.305,12.43,1.543,12.61,8.344,2.587,-2.456,210.125
2011-01-19,188.737,5.497,92.585,84.151,64.717,26.228,28.214,69.367,41.153,12.019,1.528,12.631,6.029,3.325,0.783,214.965
2011-01-20,183.403,4.338,94.261,89.609,79.296,14.727,18.783,30.606,11.823,6.666,1.294,7.088,8.569,6.281,4.195,198.13
2011-01-21,184.669,4.526,93.437,90.444,83.931,15.759,19.107,28.504,9.397,10.181,1.31,12.123,7.305,6.254,4.945,200.428
2011-01-22,184.435,4.068,94.689,83.544,59.678,13.018,13.002,18.957,5.955,6.861,1.216,8.344,10.35,6.075,2.387,197.453
2011-01-23,185.407,3.983,91.302,79.476,57.101,10.444,10.636,17.315,6.679,3.366,1.246,4.062,8.212,5.223,1.902,195.851
2011-01-24,184.672,3.532,87.618,66.532,48.385,8.687,10.521,19.29,8.768,4.607,1.236,4.492,4.742,1.952,-0.036,193.359
2011-01-25,186.369,4.4,67.676,51.468,30.342,8.868,10.844,17.984,7.14,10.08,1.717,9.996,5.635,1.55,-0.707,195.236
2011-01-26,187.692,4.024,84.523,68.833,51.04,8.285,11.317,19.731,8.414,5.937,1.294,5.622,3.094,0.686,-1.105,195.978
2011-01-27,188.241,4.912,87.923,71.33,54.857,10.666,15.518,26.432,10.914,14.354,2.209,14.834,5.091,1.441,-1.21,198.907
2011-01-28,187.89,4.422,85.992,71.764,52.079,9.552,11.305,17.053,5.748,12.148,2.037,13.275,5.89,2.381,0.004,197.442
2011-01-29,186.179,3.281,84.14,66.489,43.849,6.917,5.81,8.441,2.631,7.404,1.336,5.123,4.202,1.382,-1.083,193.096
2011-01-30,187.199,4.136,92.685,80.074,59.008,10.745,15.245,26.54,11.296,6.804,1.288,6.387,3.299,1.001,-1.548,197.945
2011-01-31,186.51,3.94,89.393,69.868,40.974,10.524,16.263,29.597,13.334,6.112,1.307,6.302,5.461,1.358,-2.087,197.034
2011-02-01,187.233,4.181,87.782,66.914,41.886,12.0,17.062,31.654,14.592,9.924,1.968,11.68,5.633,1.469,-2.861,199.233
2011-02-02,186.162,3.395,85.654,70.508,55.344,6.569,7.298,11.817,4.519,4.342,1.324,4.463,0.891,-1.247,-3.016,192.731
2011-02-03,188.369,4.632,85.885,64.847,35.823,11.528,17.76,29.238,11.478,8.631,1.503,7.943,4.441,-0.323,-4.325,199.898
2011-02-04,187.152,4.622,80.711,57.551,31.955,11.797,14.412,21.854,7.442,17.362,2.591,16.934,7.552,2.841,-1.669,198.937
2011-02-05,187.491,5.155,83.246,62.755,37.337,10.039,13.091,17.357,4.266,23.684,3.273,27.149,7.686,4.245,0.435,197.53
2011-02-06,188.225,5.977,94.522,89.785,80.388,16.792,24.113,38.051,13.938,27.566,2.135,30.87,5.989,4.659,3.226,205.016
2011-02-07,187.141,5.833,94.846,79.069,55.229,15.769,17.961,30.317,12.356,9.592,1.609,11.219,9.07,6.628,4.128,202.91
2011-02-08,185.42,3.465,74.162,57.65,41.095,7.994,7.734,12.806,5.073,4.676,1.275,5.155,4.52,1.912,-1.029,193.414
2011-02-09,187.165,4.407,68.636,53.056,37.337,8.514,11.905,21.209,9.304,6.741,1.376,7.336,4.447,0.788,-2.448,195.679
2011-02-10,186.885,4.151,73.948,56.713,33.154,10.334,14.373,24.939,10.566,7.339,1.491,7.586,6.62,2.435,-0.995,197.218
2011-02-11,186.315,3.85,86.214,68.194,43.202,8.146,8.134,12.342,4.208,8.512,1.317,7.614,6.007,2.453,-0.746,194.461
2011-02-12,186.944,4.1,82.509,64.932,47.288,8.522,8.396,11.986,3.591,9.008,1.425,9.002,5.704,2.265,-0.531,195.466
2011-02-13,188.043,5.32,93.33,80.866,57.378,14.345,24.114,39.638,15.524,14.04,1.411,14.232,4.509,2.114,0.103,202.388
2011-02-14,186.657,5.994,93.211,91.392,87.621,21.212,27.199,48.707,21.509,15.877,1.308,18.385,5.803,4.236,2.608,207.868
2011-02-15,187.929,5.32,94.251,79.128,58.701,16.816,19.884,37.462,17.577,16.089,1.616,16.312,6.109,3.663,1.81,204.744
2011-02-16,185.0,4.039,76.213,53.24,27.874,11.253,13.334,20.836,7.503,7.184,1.52,9.16,7.616,3.469,0.679,196.253
2011-02-17,185.44,3.88,82.653,59.159,43.635,9.086,8.697,14.216,5.52,6.534,1.594,6.883,5.941,2.353,-0.78,194.526
2011-02-18,187.89,3.629,91.984,82.273,65.725,7.971,9.476,14.377,4.902,7.743,1.275,6.293,0.84,-0.96,-2.939,195.862
2011-02-19,189.902,4.29,88.817,74.071,49.273,10.277,14.306,21.483,7.177,10.371,1.408,11.063,4.081,-0.425,-5.077,200.179
2011-02-20,189.896,4.727,89.127,70.173,39.965,14.36,21.782,40.987,19.205,12.273,1.369,12.022,7.183,2.013,-2.364,204.256
2011-02-21,189.431,6.571,90.525,73.285,47.978,22.298,31.676,64.682,33.006,19.51,2.095,21.547,7.105,3.055,-1.808,211.73
2011-02-22,186.853,5.598,92.528,71.801,40.203,19.118,24.386,43.757,19.372,21.664,2.334,24.396,10.292,6.719,1.952,205.971
2011-02-23,184.395,5.292,94.104,82.49,54.655,16.243,15.393,23.223,7.83,16.22,1.59,16.655,11.163,8.567,6.857,200.638
2011-02-24,185.439,4.987,74.81,55.016,35.235,11.359,11.579,16.519,4.939,27.424,2.625,28.754,11.086,7.409,4.776,196.799
2011-02-25,185.534,5.593,87.621,79.647,67.451,15.025,17.247,25.289,8.042,20.064,1.573,22.095,7.146,5.715,3.484,200.559
2011-02-26,184.256,3.598,87.758,65.457,47.25,8.676,6.01,8.277,2.267,10.192,1.252,8.723,4.983,2.896,-0.001,192.932
2011-02-27,186.254,3.573,79.123,60.395,44.298,7.652,9.636,15.176,5.54,9.465,1.253,8.366,4.141,1.189,-1.185,193.906
2011-02-28,186.152,4.255,76.62,50.588,27.777,11.035,17.6,30.99,13.389,9.745,1.422,9.068,7.051,2.736,-2.997,197.186
2011-03-01,183.838,4.57,92.735,73.814,45.484,16.673,22.512,42.619,20.107,12.148,1.452,15.604,13.515,7.171,1.347,200.511
2011-03-02,184.109,5.126,94.622,87.684,72.458,18.57,22.433,38.495,16.062,11.814,1.625,14.347,9.49,7.856,6.278,202.68
2011-03-03,183.791,3.659,76.838,54.735,29.908,8.715,7.327,9.784,2.457,13.458,1.573,14.309,11.949,7.649,3.777,192.506
2011-03-04,185.796,4.235,92.009,81.024,58.979,10.35,11.203,14.05,2.847,15.251,1.373,16.033,7.941,5.101,1.31,196.146
2011-03-05,184.239,4.899,94.401,92.22,88.476,17.781,18.165,25.338,7.173,4.601,1.296,7.466,10.927,9.405,7.933,202.019
2011-03-06,187.504,6.88,94.21,82.571,58.364,19.656,23.653,39.859,16.206,6.907,1.796,12.994,16.993,11.979,8.458,207.161
2011-03-07,188.978,6.494,83.606,61.565,45.2,13.069,14.767,22.347,7.581,27.337,2.226,30.171,11.295,9.117,5.323,202.047
2011-03-08,190.06,6.879,86.428,61.903,37.179,15.087,19.746,33.619,13.874,23.07,2.185,28.29,12.738,7.875,3.317,205.146
2011-03-09,186.869,5.791,90.896,83.009,66.679,13.279,18.031,27.141,9.11,17.031,1.755,19.921,7.592,6.176,5.335,200.148
2011-03-10,186.688,4.258,89.931,62.633,41.35,9.438,8.632,12.932,4.3,8.52,1.336,11.598,10.32,7.007,4.759,196.127
2011-03-11,186.219,3.769,78.152,56.557,31.999,6.939,5.66,7.934,2.274,9.23,1.719,10.419,10.276,5.034,0.879,193.158
2011-03-12,188.441,3.919,91.207,74.776,52.049,7.116,8.144,12.192,4.048,9.071,1.348,9.506,5.488,2.0,0.048,195.557
2011-03-13,186.818,3.967,91.572,68.845,40.753,8.552,12.764,20.415,7.651,8.84,1.284,10.002,6.423,2.259,-0.28,195.37
2011-03-14,187.698,4.604,86.307,59.252,30.169,13.812,23.398,40.463,17.065,11.145,1.642,12.317,9.994,4.079,-1.351,201.51
2011-03-15,186.611,4.584,86.51,58.483,29.082,12.42,17.579,27.496,9.917,13.41,2.042,15.005,9.423,4.479,0.501,199.031
2011-03-16,187.12,4.352,80.762,59.008,26.46,11.801,19.52,30.024,10.504,13.79,1.966,15.286,12.861,6.574,-0.657,198.921
2011-03-17,185.388,5.076,94.005,90.528,79.971,15.802,19.088,25.724,6.636,11.082,1.414,15.696,11.283,9.866,8.462,201.19
2011-03-18,187.546,6.26,93.851,86.553,71.598,17.15,15.033,23.438,8.406,8.908,1.409,16.632,12.079,10.406,8.066,204.696
2011-03-19,185.305,3.367,83.095,58.393,35.341,6.468,7.335,11.474,4.14,6.105,1.264,7.808,8.525,5.244,0.98,191.774
2011-03-20,184.466,3.658,83.614,58.457,28.297,9.106,13.238,22.457,9.22,8.015,1.323,10.178,11.904,5.248,-1.226,193.572
2011-03-21,185.06,3.615,87.862,54.134,23.991,8.513,11.747,17.311,5.564,10.681,1.355,11.287,10.177,5.197,1.054,193.573
2011-03-22,187.295,4.779,83.322,63.124,37.209,15.098,23.957,38.539,14.583,14.453,1.944,18.434,12.931,7.103,0.194,202.393
2011-03-23,182.372,4.681,94.842,89.269,76.902,14.773,19.786,28.117,8.331,11.895,1.345,16.01,9.225,8.166,6.837,197.147
2011-03-24,182.415,4.865,94.488,77.353,53.284,10.949,10.967,15.019,4.053,4.077,1.356,8.42,11.033,8.454,5.047,193.364
2011-03-25,185.564,4.025,84.392,66.547,43.849,7.076,4.652,6.105,1.453,8.892,1.344,10.732,8.393,4.822,2.581,192.64
2011-03-26,187.127,3.793,84.949,64.882,38.852,7.749,8.832,13.209,4.377,9.62,1.265,9.956,8.297,4.472,1.317,194.876
2011-03-27,189.111,5.028,84.927,57.84,27.138,12.347,19.921,29.564,9.643,15.826,1.98,20.682,13.659,7.464,1.445,201.458
2011-03-28,188.362,5.204,86.749,62.767,35.502,14.109,20.53,32.394,11.864,26.704,2.614,31.149,14.538,8.183,3.015,202.472
2011-03-29,187.844,4.851,85.299,47.425,11.818,13.725,22.779,37.521,14.742,17.908,1.811,19.159,18.014,9.634,2.227,201.568
2011-03-30,186.432,4.689,76.766,54.208,32.908,17.697,23.111,39.707,16.596,16.169,2.24,19.061,19.583,12.696,4.555,204.129
2011-03-31,182.3,3.529,94.051,76.419,51.263,9.183,9.465,12.934,3.47,8.213,1.347,10.956,14.201,9.046,3.183,191.483
2011-04-01,187.075,4.563,93.094,53.196,13.161,15.195,25.609,40.567,14.958,,2.227,20.832,19.249,10.575,1.757,202.27
2011-04-02,187.303,4.426,89.523,64.456,37.297,12.305,17.467,25.972,8.505,,2.359,25.4,18.044,9.97,5.466,199.612
2011-04-03,185.808,3.038,72.671,51.728,35.509,5.294,4.861,6.704,1.843,,1.524,9.743,10.264,6.069,3.141,190.951
2011-04-04,186.059,3.405,80.987,54.627,26.334,6.629,11.082,17.635,6.553,,1.561,10.348,12.86,6.699,1.358,192.687
2011-04-05,187.671,3.872,88.646,58.662,28.759,10.864,20.887,33.938,13.052,,1.877,16.723,15.509,7.829,0.455,198.535
2011-04-06,187.858,4.35,94.753,54.137,13.14,15.984,24.666,39.085,14.419,,1.924,20.421,20.172,11.379,2.373,203.617
2011-04-07,187.16,4.191,83.611,60.261,36.957,18.149,23.774,36.097,12.323,,2.025,19.28,21.874,14.56,7.879,206.022
2011-04-08,182.589,3.846,95.311,86.615,63.614,16.686,22.571,33.333,10.761,,1.796,23.188,15.601,13.006,10.413,199.636
2011-04-09,184.93,3.98,95.257,80.612,51.483,12.962,11.305,16.333,5.028,,1.189,17.999,15.612,12.511,9.424,197.892
2011-04-10,186.738,4.656,93.262,53.843,18.77,10.348,12.452,15.923,3.47,,2.319,31.977,19.915,12.576,5.587,197.086
2011-04-11,187.69,4.369,83.82,61.964,30.987,12.915,16.852,24.108,7.255,,2.228,28.326,18.384,9.92,5.42,200.606
2011-04-12,185.567,3.445,78.592,46.782,19.361,8.512,12.771,18.363,5.592,,1.704,26.909,15.011,9.301,4.272,194.079
2011-04-13,187.085,4.681,84.315,51.011,19.473,18.143,25.17,41.182,16.012,,2.744,26.019,20.42,12.064,3.684,205.228
2011-04-14,186.785,5.263,89.554,52.983,17.898,20.316,27.539,41.814,14.276,,3.517,31.415,23.081,14.799,6.025,207.101
2011-04-15,186.08,4.989,93.108,76.746,45.267,19.669,23.743,33.986,10.244,,3.253,34.384,20.369,14.436,10.233,205.75
2011-04-16,185.647,4.033,93.435,71.609,49.946,10.931,9.229,13.175,3.946,,1.39,30.867,16.609,11.987,6.065,196.577
2011-04-17,184.793,3.379,86.072,56.951,25.956,7.576,7.289,9.729,2.44,,1.4,15.483,17.007,10.56,3.894,192.369
2011-04-18,183.855,4.021,95.704,77.639,44.006,13.001,14.414,22.94,8.527,,1.672,19.351,19.703,12.847,7.931,196.856
2011-04-19,185.985,4.314,95.616,82.628,43.277,9.112,14.976,22.857,7.88,,1.294,13.431,14.529,9.184,7.001,195.098
2011-04-20,187.04,3.371,94.167,78.805,58.168,7.179,10.187,16.627,6.44,,0.969,7.247,11.268,8.433,4.815,194.218
2011-04-21,188.235,4.452,94.145,61.378,25.426,15.662,22.138,38.117,15.979,,1.587,17.63,19.782,11.551,3.104,203.897
2011-04-22,188.851,5.434,95.088,85.446,66.268,23.052,27.425,41.373,13.948,,1.885,30.667,15.382,12.249,9.333,211.903
2011-04-23,184.054,4.517,95.159,92.549,87.004,12.979,14.952,22.022,7.07,,1.229,16.25,15.869,12.19,7.095,197.032
2011-04-24,186.912,4.632,95.304,79.686,46.095,10.479,12.494,16.64,4.146,,1.306,15.717,14.718,9.392,5.325,197.391
2011-04-25,186.925,4.459,95.21,80.659,47.771,13.826,18.794,32.006,12.757,,1.303,17.042,14.891,9.712,5.53,200.752
2011-04-26,186.889,4.207,94.502,72.955,41.549,18.085,24.693,40.455,15.139,,1.889,24.72,18.413,12.576,7.003,204.974
2011-04-27,183.475,4.542,96.083,78.687,42.986,17.438,17.297,31.807,14.457,,1.722,31.809,24.909,17.53,11.998,200.913
