date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-06-19,14.125,6.786,10.706,3.92,2.042,2.459
2011-06-20,13.875,8.856,14.29,5.434,1.125,2.394
2011-06-21,12.708,7.847,15.793,7.946,9.958,3.37
2011-06-22,12.333,5.512,12.735,7.222,23.583,3.784
2011-06-23,11.25,3.584,10.152,6.568,13.708,3.54
2011-06-24,11.333,3.189,9.133,5.944,12.792,3.359
2011-06-25,11.417,2.723,7.365,4.642,8.208,3.559
2011-06-26,10.708,1.638,3.989,2.351,12.125,2.076
2011-06-27,11.708,2.924,8.865,5.941,11.917,2.232
2011-06-28,12.25,3.486,8.592,5.106,11.625,3.569
2011-06-29,12.208,3.941,10.91,6.97,11.913,3.699
2011-06-30,12.292,4.82,10.15,5.33,16.042,3.983
2011-07-01,13.125,5.929,12.834,6.904,20.167,2.938
2011-07-02,13.0,5.471,13.746,8.275,37.125,3.897
2011-07-03,12.792,4.624,8.503,3.878,39.833,3.18
2011-07-04,11.5,4.77,8.983,4.213,29.542,3.614
2011-07-05,11.208,7.405,12.151,4.745,17.167,5.233
2011-07-06,11.917,8.163,17.171,9.008,16.292,3.125
2011-07-07,10.556,6.21,15.223,9.013,13.792,2.25
2011-07-08,5.739,3.975,12.103,8.128,12.0,1.887
2011-07-09,4.958,2.999,9.706,6.707,4.708,2.036
2011-07-10,3.375,2.414,6.536,4.122,5.083,2.621
2011-07-11,3.917,3.038,8.435,5.398,5.208,2.134
2011-07-12,4.875,3.161,10.917,7.757,4.0,2.01
2011-07-13,4.565,3.892,10.683,6.791,3.182,2.181
2011-07-14,3.542,3.68,9.581,5.902,4.5,2.61
2011-07-15,3.833,5.111,13.746,8.635,6.333,2.923
2011-07-16,3.917,4.202,10.815,6.613,9.625,2.874
2011-07-17,3.458,2.306,5.368,3.062,10.333,2.539
2011-07-18,3.833,3.361,10.158,6.797,4.292,1.658
2011-07-19,2.125,1.8,4.333,2.534,2.5,1.647
2011-07-20,4.087,3.783,8.762,4.979,3.25,2.554
2011-07-21,4.708,5.051,8.774,3.722,7.708,2.892
2011-07-22,7.167,6.553,10.322,3.77,9.208,2.056
2011-07-23,4.125,4.509,9.069,4.56,15.917,2.353
2011-07-24,3.958,3.341,6.079,2.739,25.375,2.553
2011-07-25,5.25,6.375,11.478,5.102,12.0,2.148
2011-07-26,4.75,4.918,9.499,4.582,8.292,1.891
2011-07-27,4.522,4.537,11.599,7.062,5.75,1.626
2011-07-28,4.375,4.112,11.227,7.114,8.375,1.85
2011-07-29,4.727,5.923,12.367,6.444,16.458,2.592
2011-07-30,5.333,5.364,13.847,8.483,12.708,2.871
2011-07-31,4.75,4.119,7.238,3.119,24.5,2.496
2011-08-01,5.708,5.434,9.539,4.106,23.0,2.616
2011-08-02,5.583,4.524,9.645,5.12,12.75,2.343
2011-08-03,3.783,3.21,8.699,5.489,6.565,2.284
2011-08-04,4.125,4.104,13.926,9.822,7.125,2.353
2011-08-05,4.25,4.01,13.267,9.256,7.708,2.209
2011-08-06,3.583,2.132,7.649,5.517,7.083,1.593
2011-08-07,2.875,2.359,7.607,5.248,5.292,1.99
2011-08-08,3.5,3.158,9.355,6.197,6.833,1.802
2011-08-09,4.0,4.322,10.245,5.923,10.125,1.971
2011-08-10,4.652,4.428,10.674,6.247,14.042,2.671
2011-08-11,4.208,6.06,12.82,6.76,21.792,3.315
2011-08-12,4.625,5.291,12.689,7.398,20.917,3.534
2011-08-13,4.125,4.037,9.413,5.377,21.083,3.093
2011-08-14,3.75,3.086,6.212,3.127,21.417,3.931
2011-08-15,3.958,3.739,7.111,3.372,16.833,3.72
2011-08-16,5.25,4.915,9.846,4.931,17.458,3.609
2011-08-17,4.522,4.439,12.024,7.586,19.333,9.234
2011-08-18,4.167,4.669,10.127,5.458,21.833,7.38
2011-08-19,5.75,7.503,12.247,4.744,11.333,3.188
2011-08-20,5.0,7.065,14.289,7.224,19.208,2.729
2011-08-21,4.958,5.248,12.397,7.148,21.333,1.578
2011-08-22,4.792,5.225,12.162,6.938,14.625,2.095
2011-08-23,4.667,4.857,12.117,7.26,12.917,1.687
2011-08-24,4.667,4.098,11.877,7.779,11.75,1.914
2011-08-25,5.708,4.936,16.196,11.26,4.167,1.355
2011-08-26,4.042,3.975,13.466,9.49,3.917,1.844
2011-08-27,3.917,3.929,14.567,10.638,6.542,2.354
2011-08-28,4.042,2.726,5.89,3.164,14.625,2.501
2011-08-29,4.042,4.865,15.456,10.591,12.917,2.747
2011-08-30,4.458,5.763,15.591,9.828,16.042,3.108
2011-08-31,5.217,5.64,12.183,6.544,15.375,3.191
2011-09-01,6.25,5.241,13.718,8.477,8.667,2.432
2011-09-02,4.542,5.134,14.988,9.854,0.167,1.759
2011-09-03,6.667,5.089,12.747,7.658,3.875,1.354
2011-09-04,5.083,4.045,10.25,6.205,5.625,1.487
2011-09-05,4.125,4.705,8.351,3.645,3.0,3.221
2011-09-06,5.25,7.168,11.477,4.309,5.458,4.35
2011-09-07,4.913,7.889,14.192,6.303,9.348,4.138
2011-09-08,5.0,6.649,11.225,4.576,17.625,4.013
2011-09-09,5.875,5.441,12.056,6.615,19.667,2.335
2011-09-10,5.542,3.749,9.841,6.092,8.917,2.107
2011-09-11,3.5,2.322,6.265,3.943,4.875,2.15
2011-09-12,5.25,4.194,9.976,5.781,5.625,2.543
2011-09-13,4.333,3.866,13.585,9.718,4.833,2.55
2011-09-14,4.652,5.063,11.967,6.904,4.545,2.75
2011-09-15,5.417,4.414,11.398,6.983,2.583,2.716
2011-09-16,6.125,3.611,11.481,7.87,0.375,1.664
2011-09-17,3.708,1.338,7.958,6.62,4.125,1.293
2011-09-18,2.958,1.114,6.657,5.542,4.208,1.241
2011-09-19,4.292,3.104,11.726,8.622,2.208,1.495
2011-09-20,4.833,2.028,6.67,4.642,1.833,1.33
2011-09-21,3.13,3.49,9.661,6.171,-1.5,2.752
2011-09-22,3.833,3.303,5.381,2.078,0.667,3.658
2011-09-23,4.042,4.346,6.964,2.618,3.458,4.148
2011-09-24,5.25,7.213,12.487,5.273,6.583,6.771
2011-09-25,5.25,6.067,11.631,5.564,7.583,3.741
2011-09-26,6.875,6.687,14.82,8.133,5.667,2.552
2011-09-27,5.833,6.947,14.593,7.646,5.625,3.568
2011-09-28,5.174,7.625,16.329,8.704,8.708,3.282
2011-09-29,6.25,7.604,18.264,10.661,11.083,3.066
2011-09-30,8.625,8.429,15.771,7.342,8.917,2.905
2011-10-01,5.083,5.369,9.587,4.218,11.042,3.925
2011-10-02,4.0,3.862,6.864,3.001,7.917,3.714
2011-10-03,3.875,3.975,5.991,2.015,6.5,4.233
2011-10-04,6.167,8.385,14.659,6.274,6.792,3.787
2011-10-05,6.0,8.308,16.447,8.14,6.333,2.594
2011-10-06,4.625,6.508,12.15,5.642,3.333,3.096
2011-10-07,6.542,8.826,15.836,7.011,31.458,4.413
2011-10-08,6.208,6.99,10.828,3.837,24.708,3.809
2011-10-09,5.083,4.015,6.389,2.374,26.208,3.644
2011-10-10,4.542,4.832,8.643,3.811,22.875,2.563
2011-10-11,5.833,8.895,15.667,6.771,26.875,3.463
2011-10-12,6.261,8.018,13.973,5.956,22.909,4.092
2011-10-13,7.542,8.609,17.771,9.162,21.458,2.691
2011-10-14,6.042,6.96,15.366,8.406,7.375,1.898
2011-10-15,7.292,7.69,20.47,12.78,2.125,1.905
2011-10-16,5.375,5.745,10.07,4.325,14.875,3.467
2011-10-17,6.708,9.579,20.972,11.394,19.375,4.062
2011-10-18,5.333,7.527,11.994,4.467,9.542,4.289
2011-10-19,6.043,8.488,14.461,5.972,11.125,4.043
2011-10-20,6.125,8.151,14.568,6.416,9.542,3.526
2011-10-21,7.958,11.339,21.485,10.146,6.833,2.609
2011-10-22,6.958,9.409,19.268,9.859,0.625,2.021
2011-10-23,4.958,4.831,9.813,4.982,1.0,2.557
2011-10-24,5.333,6.356,17.394,11.037,5.0,2.858
2011-10-25,4.708,5.951,14.247,8.297,12.958,3.26
2011-10-26,3.913,3.946,5.713,1.767,8.792,4.211
2011-10-27,5.625,9.635,30.518,20.882,6.125,3.89
2011-10-28,6.25,9.374,27.236,17.862,10.375,3.294
2011-10-29,6.375,8.1,22.889,14.788,11.333,3.035
2011-10-30,5.583,6.517,17.913,11.396,8.208,1.613
2011-10-31,4.792,6.109,13.894,7.785,4.25,2.683
2011-11-01,6.542,8.24,15.315,7.074,7.375,3.063
2011-11-02,6.739,8.541,15.595,7.054,6.292,2.503
2011-11-03,5.583,7.844,15.347,7.503,4.292,2.046
2011-11-04,6.875,8.235,23.647,15.412,5.292,2.188
2011-11-05,8.417,12.498,25.359,12.86,4.042,1.779
2011-11-06,6.375,5.083,16.283,11.2,3.542,1.735
2011-11-07,5.833,6.187,13.684,7.497,3.083,2.564
2011-11-08,5.708,6.505,14.339,7.835,6.792,3.503
2011-11-09,4.609,5.295,8.166,2.872,6.917,3.255
2011-11-10,6.125,8.614,16.439,7.825,8.292,3.372
2011-11-11,7.083,9.9,24.615,14.715,5.333,3.196
2011-11-12,6.458,8.273,23.937,15.663,5.208,2.87
2011-11-13,5.958,6.65,15.211,8.56,14.042,3.445
2011-11-14,7.375,10.757,16.797,6.041,32.917,5.602
2011-11-15,5.833,10.237,20.96,10.722,17.375,5.199
2011-11-16,6.043,11.425,20.768,9.344,12.182,4.987
2011-11-17,6.375,13.508,28.177,14.67,18.5,5.501
2011-11-18,8.542,11.37,25.235,13.865,17.417,2.604
2011-11-19,7.667,8.796,19.318,10.523,1.292,2.127
2011-11-20,4.875,5.002,8.705,3.703,10.333,3.688
2011-11-21,4.708,7.516,13.445,5.929,5.125,3.855
2011-11-22,5.875,11.301,22.189,10.888,3.125,4.013
2011-11-23,5.739,10.251,26.443,16.192,11.0,3.506
2011-11-24,5.917,9.95,20.413,10.463,6.708,4.055
2011-11-25,5.375,9.967,23.371,13.404,5.542,3.802
2011-11-26,6.208,10.599,23.001,12.402,9.583,4.045
2011-11-27,6.292,9.24,19.201,9.961,13.75,4.472
2011-11-28,7.0,11.826,33.464,21.639,12.958,2.748
2011-11-29,8.125,13.157,35.758,22.601,8.625,3.124
2011-11-30,7.565,12.313,31.344,19.03,9.292,3.099
2011-12-01,5.474,6.493,12.117,5.624,4.25,2.252
2011-12-02,7.375,8.62,19.76,11.14,1.667,2.386
2011-12-03,5.792,8.348,18.887,10.539,-0.583,2.727
2011-12-04,5.542,5.939,12.385,6.446,1.208,3.047
2011-12-05,6.167,8.471,18.548,10.077,7.542,3.867
2011-12-06,7.333,15.644,30.162,14.518,13.292,4.383
2011-12-07,8.826,15.41,32.701,17.291,13.542,3.785
2011-12-08,9.227,12.635,26.328,13.692,8.417,2.729
2011-12-09,5.542,6.836,11.65,4.814,5.708,3.161
2011-12-10,7.667,9.124,19.332,10.208,5.292,3.48
2011-12-11,6.583,7.275,12.593,5.318,9.167,3.334
2011-12-12,7.417,10.778,21.731,10.953,11.75,3.157
2011-12-13,8.75,13.224,25.529,12.304,16.333,2.91
2011-12-14,7.87,11.821,25.742,13.921,16.292,3.548
2011-12-15,8.25,14.723,29.575,14.851,21.375,4.314
2011-12-16,5.958,9.017,14.514,5.497,8.708,3.406
2011-12-17,7.458,12.3,20.481,8.181,5.875,4.101
2011-12-18,5.833,10.417,16.515,6.098,9.125,3.899
2011-12-19,6.917,14.033,25.52,11.486,10.0,4.44
2011-12-20,8.042,14.844,27.258,12.414,8.917,4.449
2011-12-21,8.217,15.572,25.855,10.283,18.5,5.472
2011-12-22,6.625,12.432,22.771,10.339,21.208,5.214
2011-12-23,5.708,9.221,16.836,7.614,3.792,3.472
2011-12-24,6.5,10.576,18.591,8.014,4.875,4.014
2011-12-25,4.667,6.813,9.939,3.126,4.167,3.394
2011-12-26,7.292,14.664,25.741,11.077,5.417,4.126
2011-12-27,6.833,13.278,24.064,10.785,4.667,3.618
2011-12-28,7.391,15.001,24.492,9.491,4.167,3.839
2011-12-29,7.25,13.025,21.268,8.243,13.708,5.312
2011-12-30,5.208,7.894,11.423,3.529,9.0,3.715
2011-12-31,5.458,9.353,16.073,6.72,2.917,3.809
2012-01-01,4.75,8.235,17.375,9.141,10.011,3.415
2012-01-02,5.125,7.191,17.876,10.686,19.018,4.412
2012-01-03,4.043,4.806,7.036,2.231,6.32,3.413
2012-01-04,5.208,5.937,9.481,3.544,1.086,2.956
2012-01-05,6.375,11.687,18.142,6.455,5.957,3.555
2012-01-06,5.125,8.994,13.329,4.336,9.359,3.972
2012-01-07,6.25,13.486,21.819,8.333,14.47,4.295
2012-01-08,6.833,14.717,23.839,9.122,16.04,4.857
2012-01-09,7.625,15.093,25.389,10.296,18.926,5.252
2012-01-10,6.348,12.497,21.61,9.113,10.406,4.147
2012-01-11,6.917,14.345,24.605,10.26,6.045,4.156
2012-01-12,5.708,14.135,23.418,9.283,14.284,5.66
2012-01-13,5.792,9.259,13.794,4.536,16.551,3.756
2012-01-14,4.167,4.699,7.43,2.731,6.235,3.231
2012-01-15,4.875,6.061,9.196,3.135,16.289,4.386
2012-01-16,6.833,10.926,17.768,6.842,18.153,3.928
2012-01-17,6.409,10.578,17.011,6.433,17.844,3.806
2012-01-18,4.917,5.447,7.785,2.338,4.437,2.648
2012-01-19,7.292,14.498,22.773,8.275,12.432,3.936
2012-01-20,6.292,10.625,15.248,4.624,17.984,4.009
2012-01-21,7.667,14.987,23.899,8.912,21.272,3.558
2012-01-22,5.917,8.941,17.061,8.12,6.905,2.574
2012-01-23,6.542,11.03,19.643,8.613,10.318,2.711
2012-01-24,7.0,12.393,22.866,10.474,13.628,3.65
2012-01-25,6.583,8.976,13.86,4.885,18.225,4.458
2012-01-26,6.167,9.183,13.097,3.913,15.715,6.034
2012-01-27,5.583,6.411,9.695,3.284,11.101,3.806
2012-01-28,7.125,11.633,19.036,7.403,11.753,3.799
2012-01-29,7.375,15.218,24.047,8.829,17.513,4.94
2012-01-30,6.917,13.113,19.71,6.597,29.107,5.83
2012-01-31,7.864,14.7,23.054,8.355,35.543,4.802
2012-02-01,9.458,19.169,32.827,13.657,33.777,3.45
2012-02-02,6.75,12.001,20.018,8.017,11.808,3.086
2012-02-03,5.292,6.981,10.39,3.409,11.905,3.036
2012-02-04,7.333,12.019,19.787,7.769,13.385,2.204
2012-02-05,7.0,11.138,18.213,7.075,18.833,2.812
2012-02-06,7.708,9.093,15.093,6.001,11.108,2.337
2012-02-07,7.348,10.804,21.032,10.229,18.888,3.48
2012-02-08,3.833,3.965,6.668,2.702,7.841,3.074
2012-02-09,6.125,7.102,11.478,4.376,12.099,3.42
2012-02-10,6.208,7.736,11.184,3.447,16.326,4.186
2012-02-11,6.167,9.627,14.241,4.614,23.015,4.83
2012-02-12,8.292,16.958,30.236,13.279,23.611,3.668
2012-02-13,5.375,6.408,8.813,2.405,16.086,3.606
2012-02-14,6.652,11.185,19.086,7.901,14.453,3.424
2012-02-15,6.167,9.515,15.136,5.621,12.892,2.799
2012-02-16,5.25,5.812,8.595,2.783,13.271,2.677
2012-02-17,5.625,7.38,11.978,4.598,11.493,2.559
2012-02-18,7.083,14.88,28.431,13.552,10.698,2.084
2012-02-19,5.125,9.893,14.397,4.503,8.75,1.858
2012-02-20,6.417,10.822,18.401,7.579,14.54,3.018
2012-02-21,6.652,10.649,17.532,6.884,18.514,4.896
2012-02-22,7.583,13.392,19.594,6.202,20.71,5.504
2012-02-23,7.583,14.473,20.143,5.669,25.937,5.709
2012-02-24,4.042,8.022,10.339,2.316,12.67,4.129
2012-02-25,6.417,13.405,20.523,7.118,12.28,5.134
2012-02-26,6.833,14.524,25.164,10.641,19.626,3.9
2012-02-27,6.042,9.971,17.698,7.727,14.792,3.264
2012-02-28,6.565,13.295,21.762,8.467,14.5,4.321
2012-03-01,8.0,15.438,29.014,13.577,17.034,2.816
2012-03-02,4.083,2.214,3.186,0.972,15.17,2.939
2012-03-03,5.042,4.434,6.293,1.861,12.176,3.074
2012-03-04,5.458,8.871,15.014,6.143,16.131,4.757
2012-03-05,7.292,13.392,21.499,8.106,33.729,6.634
2012-03-06,6.167,11.97,23.974,12.003,24.746,6.137
2012-03-07,6.348,11.337,25.439,14.102,22.852,5.652
2012-03-08,7.042,13.18,28.982,15.802,34.345,6.757
2012-03-09,8.375,14.579,24.38,9.8,49.655,8.006
2012-03-10,6.708,7.088,13.983,6.896,33.778,4.433
2012-03-11,4.792,5.798,9.014,3.216,8.713,3.237
2012-03-12,5.917,9.621,20.247,10.626,14.265,3.495
2012-03-13,8.083,15.508,27.959,12.451,18.151,2.57
2012-03-14,,3.947,5.358,1.411,11.005,2.725
2012-03-15,,9.706,16.801,7.096,12.968,3.179
2012-03-16,,10.992,20.931,9.939,18.678,4.379
2012-03-17,,8.003,13.948,5.945,26.812,4.214
2012-03-18,,7.438,12.601,5.163,25.521,2.716
2012-03-19,,10.805,18.412,7.607,26.617,4.466
2012-03-20,,11.089,17.926,6.838,30.906,2.821
2012-03-21,,6.122,9.272,3.15,6.857,3.424
2012-03-22,,9.09,15.732,6.642,13.382,3.833
2012-03-23,,7.887,13.135,5.249,18.032,3.273
2012-03-24,,8.724,11.034,2.31,24.915,4.079
2012-03-25,,6.806,8.433,1.626,22.465,4.004
2012-03-26,,8.05,10.895,2.846,9.823,3.622
