date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-08-10,178.976,3.097,10.879,9.28,15.473,6.205,13.123,0.73,18.49,27.2,22.712,18.5,189.854
2012-08-11,184.54,3.607,12.977,10.821,15.425,4.604,29.083,1.177,42.357,26.3,23.125,20.3,197.517
2012-08-12,182.356,3.579,11.796,7.799,10.879,3.08,35.674,1.053,51.741,27.4,24.192,22.4,194.152
2012-08-13,176.827,2.651,9.999,6.622,9.831,3.209,19.816,0.664,30.744,29.5,26.204,23.3,186.827
2012-08-14,180.08,2.928,10.045,4.934,7.196,2.261,10.487,0.128,15.499,30.0,24.825,22.5,190.126
2012-08-15,178.981,2.855,10.975,5.931,8.501,2.57,10.964,0.246,16.636,25.0,23.175,21.9,189.956
2012-08-16,180.142,3.161,12.634,7.232,11.339,4.107,15.739,0.194,23.307,31.8,27.538,22.3,192.776
2012-08-17,177.134,2.945,14.282,9.111,15.556,6.445,19.277,0.653,26.88,32.0,26.938,24.1,191.416
2012-08-18,177.347,2.951,12.282,9.154,14.556,5.401,22.358,0.529,34.494,27.0,25.088,23.6,189.629
2012-08-19,178.321,2.935,12.044,6.563,11.859,5.296,15.055,0.831,23.901,29.5,26.142,23.9,190.364
2012-08-20,177.837,2.598,10.974,7.161,14.251,7.09,12.632,0.753,19.04,29.4,25.833,23.2,188.811
2012-08-21,180.96,3.366,13.966,10.542,16.009,5.467,22.715,1.075,30.601,30.2,25.933,22.0,194.926
2012-08-22,184.771,3.548,14.935,10.99,15.833,4.843,27.56,1.369,40.888,29.7,25.858,22.3,199.706
2012-08-23,179.107,3.213,14.223,10.812,16.453,5.641,26.889,1.389,37.09,32.0,27.246,23.7,193.33
2012-08-24,176.486,2.978,14.355,8.693,13.257,4.564,26.447,1.236,38.026,28.9,26.267,24.0,190.842
2012-08-25,176.786,2.934,18.843,8.008,12.293,4.285,22.051,1.259,32.028,28.9,26.042,24.2,195.63
2012-08-26,175.417,2.739,15.663,6.536,9.915,3.379,18.015,1.181,26.061,29.2,26.033,23.8,191.08
2012-08-27,177.186,3.36,17.781,9.077,14.088,5.01,21.136,1.004,28.596,30.4,26.242,23.2,194.968
2012-08-28,176.756,3.363,14.63,8.846,13.181,4.335,22.366,0.99,29.969,29.5,25.529,22.2,191.386
2012-08-29,180.892,3.668,14.465,11.127,18.296,7.169,20.8,1.317,28.557,29.9,25.979,23.3,195.357
2012-08-30,183.063,3.668,15.1,12.274,18.307,6.033,25.835,0.967,36.649,31.2,26.821,24.0,198.163
2012-08-31,174.533,2.685,9.847,7.852,13.433,5.58,19.917,1.437,30.852,29.5,26.208,23.9,184.381
2012-09-01,174.192,2.795,8.9,5.81,11.989,6.179,10.069,0.299,15.085,28.0,25.312,23.5,183.091
2012-09-02,177.098,2.767,7.553,4.491,8.107,3.616,11.959,0.305,19.199,28.3,24.975,22.7,184.651
2012-09-03,173.794,2.266,9.727,7.119,12.28,5.161,11.16,0.207,15.606,28.3,25.112,22.7,183.522
2012-09-04,175.008,2.637,10.335,8.532,14.682,6.149,11.823,0.804,17.832,27.6,24.508,22.0,185.343
2012-09-05,176.328,3.351,12.623,9.022,15.133,6.111,14.14,0.207,17.606,29.5,25.212,21.6,188.951
2012-09-06,177.617,4.017,16.472,11.015,20.221,9.206,16.325,0.376,19.45,27.0,23.383,21.7,194.089
2012-09-07,179.99,3.829,13.815,11.125,18.772,7.647,13.343,0.702,17.229,28.4,24.538,20.0,193.805
2012-09-08,178.371,2.815,11.473,7.809,12.842,5.033,14.848,0.762,18.904,26.9,23.883,19.6,189.844
2012-09-09,173.722,2.317,9.261,5.446,8.634,3.188,15.893,0.83,20.994,28.1,25.121,23.0,182.982
2012-09-10,177.764,2.658,10.565,8.41,14.738,6.328,16.194,0.907,20.942,29.3,25.417,23.2,188.329
2012-09-11,177.792,2.86,12.597,8.092,16.68,8.588,13.728,0.755,19.216,28.4,25.125,20.9,190.39
2012-09-12,177.532,3.197,12.133,8.958,14.992,6.034,14.411,0.39,17.549,27.4,24.092,21.3,189.666
2012-09-13,175.078,2.718,11.378,7.838,13.712,5.874,13.883,0.349,17.148,31.1,25.667,21.2,186.456
2012-09-14,177.758,3.339,12.594,10.601,16.604,6.002,21.461,1.218,27.027,29.6,25.675,21.4,190.352
2012-09-15,174.769,2.632,9.988,8.251,13.506,5.255,14.29,0.789,20.579,28.8,25.388,23.3,184.757
2012-09-16,175.434,2.691,13.339,5.591,10.303,4.711,12.967,0.724,19.731,29.1,25.567,22.1,188.773
2012-09-17,172.571,1.74,6.615,4.137,6.98,2.843,16.483,0.915,29.017,29.0,25.538,23.6,179.186
2012-09-18,172.63,1.845,8.308,5.801,10.567,4.767,15.224,1.031,25.972,29.4,25.583,22.6,180.938
2012-09-19,175.093,3.014,11.983,9.645,18.194,8.549,14.539,0.576,23.24,27.4,24.375,21.6,187.077
2012-09-20,178.101,4.141,13.724,10.983,16.739,5.756,17.57,0.212,21.185,25.4,23.012,20.9,191.826
2012-09-21,180.127,4.518,12.743,12.315,20.098,7.782,17.201,0.158,20.069,21.4,19.133,17.0,192.87
2012-09-22,181.504,3.505,13.135,8.151,13.307,5.156,13.519,0.308,16.529,23.6,19.704,16.2,194.639
2012-09-23,181.107,3.527,11.844,6.468,9.777,3.308,12.062,0.127,16.274,19.0,17.721,16.5,192.951
2012-09-24,177.957,3.695,10.762,10.613,16.556,5.944,6.4,0.092,10.295,17.8,16.738,15.6,188.719
2012-09-25,179.064,3.831,12.249,11.134,19.832,8.698,10.022,0.157,14.324,20.6,17.442,15.8,191.313
2012-09-26,179.449,3.721,13.921,9.902,18.88,8.978,10.292,0.276,13.316,23.8,19.062,13.8,193.37
2012-09-27,178.951,3.79,10.531,8.28,15.104,6.824,9.631,0.117,13.543,21.6,18.217,15.6,189.482
2012-09-28,176.314,3.048,7.579,7.153,11.537,4.383,5.686,0.005,9.971,18.2,16.729,14.1,183.893
2012-09-29,175.982,2.844,7.848,7.218,12.127,4.909,7.966,0.201,12.048,25.2,21.188,18.0,183.83
2012-09-30,174.578,2.39,6.757,4.626,6.702,2.075,17.994,0.756,25.427,25.8,22.862,20.6,181.334
2012-10-01,177.624,2.993,8.319,7.268,11.263,3.995,9.773,0.059,14.923,26.7,23.821,19.2,185.943
2012-10-02,180.32,4.369,11.259,11.151,18.051,6.9,10.319,0.054,12.867,18.7,17.329,16.6,191.579
2012-10-03,178.767,3.991,9.53,9.375,15.718,6.343,9.606,0.069,14.293,18.0,17.25,16.3,188.298
2012-10-04,178.592,3.944,12.583,9.038,16.227,7.188,8.231,0.043,11.126,22.5,18.162,14.7,191.176
2012-10-05,181.23,4.354,14.777,11.617,22.641,11.024,10.625,0.265,13.906,24.2,19.658,15.0,196.007
2012-10-06,180.306,4.64,17.025,12.733,21.301,8.568,14.542,0.484,19.218,22.6,19.012,15.9,197.331
2012-10-07,179.639,3.5,10.778,6.32,9.3,2.981,16.184,0.289,19.525,21.4,17.362,14.0,190.418
2012-10-08,181.221,3.879,12.672,8.299,13.618,5.319,9.121,0.365,12.886,19.5,15.208,11.3,193.893
2012-10-09,180.713,4.181,14.178,10.995,20.323,9.328,9.264,0.282,13.617,19.1,15.792,12.1,194.891
2012-10-10,180.512,3.467,10.193,9.977,18.868,8.891,8.67,0.179,12.641,18.7,16.067,13.4,190.704
2012-10-11,179.817,4.138,14.004,13.509,23.305,9.797,9.091,0.094,13.251,18.6,16.112,13.9,193.821
2012-10-12,181.25,3.79,11.313,10.014,17.222,7.208,8.532,0.03,11.802,19.5,16.188,13.5,192.563
2012-10-13,179.685,2.71,6.921,6.593,9.824,3.231,5.346,0.039,9.477,19.6,16.046,12.4,186.606
2012-10-14,180.79,3.349,9.93,8.176,13.092,4.916,6.941,0.445,11.74,19.7,15.558,11.3,190.721
2012-10-15,182.605,4.211,14.71,9.052,17.436,8.384,13.84,0.484,18.033,21.3,15.692,11.6,197.315
2012-10-16,182.486,4.238,15.9,13.167,23.083,9.916,11.81,0.316,15.654,20.4,15.392,10.7,198.386
2012-10-17,179.888,3.934,15.833,12.774,23.895,11.121,14.262,0.515,19.256,21.4,15.929,11.5,195.721
2012-10-18,180.985,3.436,10.433,9.939,15.64,5.701,8.917,0.105,12.523,18.0,14.721,11.5,191.418
2012-10-19,181.279,4.142,11.841,10.361,17.845,7.485,7.382,0.145,10.231,17.1,12.808,9.0,193.12
2012-10-20,181.893,4.505,13.619,11.574,21.084,9.51,12.482,0.651,15.364,18.1,14.621,9.9,195.512
2012-10-21,182.757,4.272,13.026,8.376,11.934,3.558,22.038,0.741,24.45,20.8,16.183,13.4,195.783
2012-10-22,182.13,4.699,12.223,13.191,20.838,7.646,29.721,0.974,33.575,18.3,15.254,11.4,194.352
2012-10-23,180.27,3.98,10.97,11.519,17.193,5.674,13.19,0.325,18.296,19.5,16.208,12.8,191.24
2012-10-24,181.562,3.437,8.818,9.261,15.282,6.021,7.798,0.074,11.442,13.4,11.567,10.3,190.38
2012-10-25,181.272,4.688,15.541,14.799,26.992,12.193,11.798,0.323,14.951,,,,196.814
2012-10-26,182.874,5.928,18.04,15.091,26.156,11.065,23.344,0.837,27.09,17.5,14.375,12.4,200.914
2012-10-27,181.282,4.888,12.106,10.345,18.603,8.258,14.277,0.294,17.246,18.0,14.75,11.7,193.388
2012-10-28,179.837,3.664,11.117,9.318,14.592,5.274,9.733,0.14,14.325,16.1,14.433,13.4,190.953
2012-10-29,180.146,3.723,10.632,9.643,16.775,7.132,6.411,0.07,9.571,19.3,15.579,12.7,190.778
2012-10-30,181.812,4.696,14.181,14.223,27.321,13.097,10.825,0.339,14.053,16.9,13.329,10.5,195.993
2012-10-31,181.835,4.37,12.604,11.543,21.85,10.306,6.459,0.061,9.362,16.0,12.121,8.4,194.439
2012-11-01,180.166,4.121,10.127,11.619,23.463,11.844,6.97,0.402,10.373,16.0,11.925,7.9,190.293
2012-11-02,181.554,2.484,5.895,6.654,10.827,4.173,5.929,0.013,9.13,10.3,9.567,8.6,187.448
2012-11-03,180.712,2.977,6.177,6.701,10.788,4.087,6.393,0.006,9.018,14.5,11.458,9.0,186.888
2012-11-04,181.306,4.44,14.071,9.104,14.744,5.64,7.225,0.035,9.518,15.0,12.1,9.0,195.377
2012-11-05,181.949,5.061,17.395,14.469,29.188,14.718,10.113,0.237,13.326,14.4,11.988,7.3,199.343
2012-11-06,181.48,4.895,17.643,16.587,33.051,16.464,12.77,0.055,17.126,16.0,14.446,12.6,199.123
2012-11-07,184.289,5.661,14.001,13.462,20.994,7.531,9.725,0.216,12.115,19.2,13.975,10.4,198.29
2012-11-08,182.663,3.761,10.941,10.827,16.465,5.638,7.044,0.069,10.138,14.8,12.625,10.3,193.603
2012-11-09,180.108,3.403,9.237,9.33,15.65,6.32,6.986,0.024,9.612,15.5,13.146,11.0,189.345
2012-11-10,180.934,3.729,10.583,10.087,16.817,6.73,3.818,0.105,7.373,14.2,11.842,9.6,191.517
2012-11-11,180.642,3.447,13.766,7.538,12.786,5.248,6.369,0.139,9.574,12.6,10.625,7.9,194.408
2012-11-12,179.157,3.914,11.253,11.162,17.954,6.791,9.022,0.17,12.696,15.7,13.788,12.1,190.41
2012-11-13,184.707,5.788,17.4,16.534,28.483,11.949,20.253,0.581,23.628,16.7,13.362,11.0,202.107
2012-11-14,181.445,2.917,7.459,8.072,12.395,4.324,3.085,0.155,6.972,12.3,9.675,7.1,188.905
2012-11-15,184.943,5.567,16.564,12.59,23.066,10.476,5.62,0.161,7.431,10.8,7.708,5.7,201.507
2012-11-16,184.533,7.236,23.386,16.758,40.432,23.675,7.678,0.114,9.642,13.7,9.321,6.4,207.92
2012-11-17,182.322,5.165,17.455,16.454,31.954,15.501,10.388,0.288,15.196,13.0,9.396,5.8,199.777
2012-11-18,182.746,2.738,5.032,3.355,5.117,1.762,7.002,0.439,9.303,12.0,8.562,4.6,187.778
2012-11-19,182.762,3.733,14.072,14.037,23.78,9.743,10.369,0.865,12.969,9.7,6.767,2.7,196.835
2012-11-20,182.11,3.275,7.088,8.634,14.72,6.086,7.588,0.321,9.824,11.4,8.633,6.5,189.199
2012-11-21,182.499,3.343,8.033,9.016,15.326,6.31,5.404,0.069,7.998,9.3,6.667,4.4,190.531
2012-11-22,186.022,7.631,25.501,20.904,49.343,28.439,14.645,0.623,16.23,11.7,7.521,3.1,211.523
2012-11-23,183.556,4.993,14.618,12.73,25.211,12.481,11.449,0.435,14.07,12.9,8.888,4.7,198.174
2012-11-24,181.348,3.351,7.065,9.698,15.391,5.694,6.985,0.102,10.208,7.5,4.388,2.5,188.413
2012-11-25,182.21,4.098,11.784,12.241,19.149,6.908,7.742,0.241,11.127,9.2,6.412,4.1,193.994
2012-11-26,180.415,5.145,13.597,16.636,29.636,13.0,10.349,0.621,14.206,12.5,9.1,5.7,194.012
2012-11-27,183.137,2.735,6.053,6.156,10.104,3.949,4.718,0.179,7.836,10.2,4.95,2.6,189.19
2012-11-28,182.181,3.969,10.538,16.635,29.468,12.833,7.103,0.634,10.381,8.5,6.375,3.2,192.719
2012-11-29,183.368,5.279,13.202,15.704,29.106,13.403,13.22,0.504,16.074,11.1,7.333,4.4,196.57
2012-11-30,183.038,4.563,14.149,15.395,29.207,13.812,11.76,0.515,15.105,8.6,5.217,2.3,197.188
2012-12-01,182.038,3.596,6.604,7.885,12.702,4.818,7.959,0.677,11.04,4.5,2.092,-0.1,188.641
2012-12-02,182.875,4.459,10.897,12.516,19.112,6.596,6.735,0.078,10.001,4.4,2.483,0.4,193.772
2012-12-03,183.159,4.843,15.179,18.051,31.962,13.91,19.585,0.457,18.624,8.0,4.408,-0.4,198.338
2012-12-04,182.854,4.782,16.014,15.438,32.575,17.138,10.149,0.24,12.095,10.2,8.162,4.5,198.869
2012-12-05,183.301,4.648,11.071,12.643,22.622,9.979,3.227,0.36,7.66,9.1,5.233,1.7,194.372
2012-12-06,181.947,4.31,10.551,12.318,23.848,11.53,4.603,0.471,7.672,10.1,5.129,1.9,192.497
2012-12-07,183.267,5.579,15.144,15.07,28.738,13.667,4.654,0.497,7.077,6.6,3.867,1.0,198.41
2012-12-08,181.271,4.018,10.677,11.904,22.305,10.401,8.575,0.675,10.154,8.7,2.788,-0.1,191.948
2012-12-09,181.426,3.739,6.868,8.375,12.424,4.049,5.526,0.403,8.025,0.1,-1.025,-1.7,188.295
2012-12-10,183.647,4.28,10.452,11.51,20.079,8.57,6.151,0.32,8.2,3.7,1.612,-1.6,194.099
2012-12-11,184.482,5.647,18.038,17.459,34.92,17.461,7.472,1.744,8.795,6.7,3.508,0.9,202.521
2012-12-12,184.67,5.447,15.672,18.307,34.908,16.602,9.194,0.948,10.489,5.1,2.817,1.0,200.342
2012-12-13,184.765,5.842,14.855,18.738,36.555,17.817,10.974,0.429,12.627,6.4,3.446,0.9,199.621
2012-12-14,184.439,6.68,18.947,22.895,43.647,20.752,12.462,1.003,13.258,11.1,6.679,2.4,203.387
2012-12-15,184.702,6.933,21.271,22.92,42.873,19.952,15.685,0.338,17.474,8.0,5.812,4.6,205.973
2012-12-16,183.888,4.241,8.589,6.384,9.148,2.764,12.008,1.108,15.314,14.1,9.412,5.7,192.478
2012-12-17,184.407,6.021,15.012,21.705,39.574,17.869,24.04,1.085,25.96,7.4,5.912,3.0,199.42
2012-12-18,183.401,4.54,10.303,11.664,20.427,8.763,10.138,0.312,12.57,10.2,5.829,1.8,193.704
2012-12-19,182.401,3.075,6.893,8.214,14.039,5.825,2.735,0.268,5.744,2.1,0.779,-0.7,189.294
2012-12-20,183.671,4.084,14.256,12.788,23.759,10.971,3.644,0.233,6.561,4.9,2.038,-0.8,197.927
2012-12-21,186.401,4.878,15.898,17.064,29.741,12.677,9.865,0.287,11.056,5.2,3.358,1.1,202.299
2012-12-22,184.965,5.129,15.615,19.484,34.29,14.806,13.45,0.227,15.406,6.0,2.179,0.1,200.58
2012-12-23,184.961,3.184,9.836,6.035,9.095,3.061,6.369,0.251,8.187,6.4,2.083,-1.8,194.797
2012-12-24,186.592,3.6,10.31,11.09,16.83,5.74,5.799,0.329,8.294,1.7,-0.854,-2.4,196.902
2012-12-25,185.618,4.282,16.175,15.648,27.484,11.837,5.882,0.471,9.034,5.1,0.579,-2.7,201.793
2012-12-26,185.649,2.351,5.541,4.417,7.265,2.847,2.832,0.721,5.974,-0.3,-2.583,-3.3,191.19
2012-12-27,186.11,3.919,11.586,12.805,23.091,10.286,2.964,0.24,6.283,2.5,0.279,-2.8,197.696
2012-12-28,186.078,4.402,11.185,16.067,25.729,9.663,9.555,0.678,12.63,6.1,3.146,-0.5,197.263
2012-12-29,188.001,4.267,12.027,14.628,21.646,7.018,8.56,0.497,13.222,4.6,2.671,-0.5,200.028
2012-12-30,187.85,5.318,18.202,14.651,24.164,9.514,9.009,0.113,14.17,7.4,5.367,3.7,206.051
2012-12-31,188.397,3.963,8.881,5.45,7.761,2.311,3.309,0.644,7.1,7.0,3.521,0.3,197.279
2013-01-01,182.962,3.298,7.098,5.206,6.653,1.446,6.985,1.259,10.414,8.1,4.179,0.4,190.06
2013-01-02,183.127,2.428,5.324,3.419,4.854,1.435,3.512,0.581,6.942,1.9,0.442,-0.5,188.451
2013-01-03,182.65,3.75,8.516,8.917,13.009,4.092,5.301,0.797,9.295,6.3,3.208,0.5,191.167
2013-01-04,184.278,3.827,9.934,8.939,12.928,3.989,6.654,0.907,10.063,5.3,2.662,-0.8,194.212
2013-01-05,184.42,3.824,9.416,9.137,13.949,4.811,2.921,0.533,6.165,2.3,0.042,-2.7,193.836
2013-01-06,185.564,4.49,12.953,13.017,24.702,11.685,4.136,0.738,7.407,2.7,0.204,-2.5,198.517
2013-01-07,184.351,6.131,21.483,19.045,37.987,18.942,5.962,0.907,10.052,6.6,2.758,0.3,205.834
2013-01-08,186.175,6.224,22.542,25.203,48.746,23.542,10.704,1.534,15.793,7.4,4.45,1.1,208.811
2013-01-09,183.65,4.12,10.06,10.031,15.796,5.765,8.438,1.006,13.552,3.8,0.575,-2.9,193.711
2013-01-10,182.693,3.048,7.15,8.26,13.191,4.931,2.645,0.871,5.707,-0.9,-2.425,-3.7,189.843
2013-01-11,184.042,4.696,13.545,10.9,18.045,7.145,5.981,1.044,8.296,1.7,-0.883,-3.0,197.587
2013-01-12,183.001,5.339,18.398,11.258,18.473,7.215,5.775,0.968,8.705,6.1,1.142,-2.9,201.4
2013-01-13,182.464,2.71,5.77,5.577,7.805,2.227,3.656,0.704,6.526,-0.5,-2.092,-3.7,188.235
2013-01-14,182.74,3.627,8.342,11.109,17.916,6.807,4.41,0.612,7.187,-1.1,-2.344,-2.7,191.081
2013-01-15,184.182,4.222,12.403,18.336,33.206,14.871,6.284,0.773,9.145,3.8,1.233,-1.1,196.585
2013-01-16,185.14,3.989,12.004,13.646,24.038,10.392,5.855,0.878,9.322,3.7,0.904,-1.3,197.145
2013-01-17,185.384,4.993,11.651,16.093,27.092,10.999,9.983,1.054,13.373,3.3,0.271,-1.9,197.036
2013-01-18,184.177,4.842,15.23,17.218,27.429,10.211,8.945,0.771,13.115,4.6,0.138,-3.6,199.407
2013-01-19,183.924,3.258,7.735,6.892,9.841,2.949,3.54,0.48,6.648,1.3,-0.721,-2.3,191.659
2013-01-20,184.78,4.911,14.863,17.965,30.272,12.307,6.568,1.221,11.106,4.2,1.146,-2.5,199.643
2013-01-21,185.573,4.769,13.027,14.987,23.425,8.438,15.016,1.883,19.14,5.4,1.925,0.1,198.6
2013-01-22,184.767,2.946,7.45,8.864,14.185,5.321,7.434,1.094,11.129,2.6,0.225,-1.7,192.218
2013-01-23,184.666,4.255,10.731,13.168,21.584,8.416,7.489,0.808,10.073,1.3,-0.792,-1.9,195.397
2013-01-24,188.464,6.787,22.839,25.204,51.505,26.301,13.279,1.441,17.667,6.2,1.604,-4.7,211.303
2013-01-25,187.118,7.24,27.179,28.583,60.544,31.961,15.94,1.253,22.57,9.2,7.45,5.3,214.296
2013-01-26,185.831,3.843,16.451,8.287,13.709,5.422,7.363,0.934,11.577,8.8,3.95,-3.3,202.282
2013-01-27,184.968,3.933,10.799,13.221,23.504,10.282,5.724,0.663,8.091,2.1,-1.104,-4.2,195.767
2013-01-28,182.768,4.547,20.981,16.155,32.273,16.119,6.033,1.389,11.213,9.0,2.35,-4.7,203.749
2013-01-29,182.835,3.495,9.51,10.003,16.81,6.807,5.0,0.672,9.066,3.7,0.762,-1.6,192.345
2013-01-30,184.185,5.755,20.327,22.659,39.567,16.908,11.438,1.605,17.814,11.2,4.504,-3.2,204.512
2013-01-31,184.786,2.73,7.418,6.07,9.194,3.125,6.256,1.04,10.571,7.5,0.412,-2.2,192.204
2013-02-01,184.187,4.003,11.377,14.479,22.831,8.351,9.101,1.322,12.994,6.2,2.175,-1.1,195.564
2013-02-02,185.422,4.977,16.094,17.196,24.609,7.414,18.892,1.276,24.787,8.1,4.058,0.9,201.515
2013-02-03,187.577,6.385,19.547,21.352,37.245,15.893,18.229,1.261,24.981,12.0,8.208,2.8,207.125
2013-02-04,182.608,2.723,6.316,7.35,12.365,5.015,4.17,0.694,9.533,2.7,-0.575,-3.8,188.924
2013-02-05,183.714,2.42,5.534,4.824,7.844,3.021,3.849,0.946,6.771,-3.4,-4.467,-6.0,189.247
2013-02-06,183.675,3.602,8.541,11.596,19.447,7.851,4.404,0.741,7.15,0.2,-2.279,-4.4,192.216
2013-02-07,184.026,4.169,10.946,15.424,25.918,10.494,5.976,0.718,9.357,-0.4,-2.517,-4.3,194.973
2013-02-08,183.14,3.217,8.209,9.862,14.847,4.985,5.268,0.608,8.817,-3.6,-4.583,-5.6,191.349
2013-02-09,182.009,2.645,7.182,6.362,9.576,3.214,0.861,0.474,4.914,2.4,-0.508,-3.6,189.191
2013-02-10,186.189,5.721,17.894,20.789,38.87,18.08,6.488,1.009,8.907,3.1,-0.125,-2.5,204.083
2013-02-11,184.356,4.684,14.226,13.078,21.702,8.624,4.399,0.902,7.134,3.4,0.142,-2.2,198.582
2013-02-12,184.444,5.563,17.164,19.061,33.373,14.311,4.516,1.032,7.904,4.0,0.15,-2.9,201.608
2013-02-13,183.303,3.767,12.411,13.655,22.509,8.854,3.779,0.908,7.69,2.9,0.067,-2.4,195.715
2013-02-14,185.047,4.45,13.488,20.909,36.148,15.239,9.274,0.939,13.253,0.7,-1.371,-2.7,198.535
2013-02-15,178.9,2.458,5.444,6.028,8.744,2.716,0.825,0.58,6.207,2.3,-0.2,-2.6,184.344
2013-02-16,182.548,2.255,4.956,2.86,3.946,1.086,8.269,1.013,11.042,4.6,2.433,-0.6,187.504
2013-02-17,183.937,3.823,7.679,7.642,10.794,3.152,17.821,2.793,22.385,3.1,0.488,-1.2,191.617
2013-02-18,182.271,2.971,6.756,7.236,11.13,3.895,9.468,1.419,12.59,1.0,-1.338,-3.2,189.027
2013-02-19,182.002,3.217,7.063,10.682,16.835,6.153,5.391,1.158,9.886,1.8,-1.446,-3.8,189.065
2013-02-20,183.787,4.62,13.209,17.808,31.665,13.856,8.387,1.006,12.247,4.3,0.5,-2.9,196.997
2013-02-21,182.405,3.345,7.595,11.257,16.373,5.117,8.132,0.903,11.289,2.1,-0.212,-2.9,190.0
2013-02-22,183.635,4.224,10.768,15.189,22.418,7.23,6.078,0.69,9.824,2.4,-1.046,-3.3,194.403
2013-02-23,184.815,4.465,14.002,14.807,21.677,6.87,7.092,0.783,10.354,3.9,0.033,-3.8,198.817
2013-02-24,185.591,5.167,18.717,18.314,30.589,12.275,9.394,0.922,12.655,5.6,1.883,-1.4,204.309
2013-02-25,185.337,5.796,14.553,17.636,29.781,12.145,22.73,2.197,25.641,7.5,3.817,0.3,199.89
2013-02-26,186.644,7.092,12.263,19.452,27.124,7.672,50.031,3.003,55.627,8.1,4.929,2.5,198.907
2013-02-27,187.557,7.561,19.887,26.087,37.303,11.216,50.293,2.151,58.601,9.7,5.517,0.9,207.444
2013-02-28,187.276,5.471,13.942,13.137,19.366,6.23,24.296,1.354,28.619,11.0,7.883,3.1,201.219
2013-03-01,182.838,4.231,9.505,14.524,20.964,6.439,16.2,1.067,20.249,5.8,3.35,0.9,192.344
2013-03-02,181.85,3.539,7.597,9.277,13.039,3.762,11.772,0.736,16.032,2.5,1.596,0.2,189.446
2013-03-03,182.445,2.935,5.97,7.702,12.031,4.329,10.123,0.774,12.988,3.7,0.535,-1.1,188.415
2013-03-04,182.672,3.849,8.85,14.239,20.742,6.503,14.608,1.663,17.851,4.6,2.179,-0.8,191.522
2013-03-05,184.861,5.384,20.57,23.511,36.447,12.936,15.282,1.147,20.959,5.6,3.362,1.3,205.431
2013-03-06,183.544,2.521,6.425,5.653,8.462,2.81,8.738,0.799,11.498,2.8,-1.175,-3.7,189.969
2013-03-07,182.784,2.637,6.334,7.085,10.601,3.516,10.648,0.78,12.294,1.4,-1.662,-3.7,189.118
2013-03-08,181.748,2.115,5.499,4.621,6.888,2.267,7.164,0.808,10.347,1.4,-1.083,-2.8,187.247
2013-03-09,181.2,2.469,5.913,5.54,7.766,2.226,6.553,0.955,11.056,5.9,1.471,-0.9,187.113
2013-03-10,183.368,3.053,6.791,7.099,10.772,3.673,7.529,0.83,9.784,2.2,-0.538,-2.5,190.158
2013-03-11,183.066,2.978,8.206,9.19,14.538,5.349,6.801,0.676,9.311,4.1,1.346,-2.6,191.272
2013-03-12,183.713,4.273,10.26,17.005,23.941,6.936,13.828,1.181,16.869,2.7,1.742,0.1,193.972
2013-03-13,183.169,4.544,11.34,16.382,24.165,7.783,15.127,1.021,21.786,3.6,2.929,2.0,194.509
2013-03-14,183.191,3.178,7.14,8.321,12.535,4.214,3.306,0.834,6.899,5.5,3.258,1.1,190.331
2013-03-15,182.843,3.761,8.9,10.743,15.458,4.715,6.404,0.74,8.937,5.5,2.7,-0.5,191.743
2013-03-16,184.446,4.042,10.058,9.414,12.087,2.674,19.738,1.526,23.689,11.3,5.104,0.3,194.504
2013-03-17,187.726,4.842,14.039,15.441,22.605,7.164,23.669,1.479,28.251,9.4,5.375,2.6,201.765
2013-03-18,187.958,5.417,20.86,22.444,36.45,14.006,24.182,1.833,35.669,12.1,7.933,3.3,208.817
2013-03-19,185.869,2.794,8.289,6.968,10.439,3.471,8.657,0.861,12.073,9.1,5.804,3.8,194.158
2013-03-20,184.319,3.958,12.998,14.065,22.613,8.549,5.117,0.645,9.943,4.8,2.462,-0.1,197.317
2013-03-21,184.762,2.555,8.032,5.916,8.778,2.862,1.426,0.321,5.131,3.1,1.133,-0.7,192.793
2013-03-22,185.829,2.141,6.977,5.368,7.888,2.52,6.377,0.413,9.67,7.3,3.85,0.6,192.806
2013-03-23,186.654,3.434,10.488,8.464,11.086,2.621,10.221,0.45,12.538,7.7,5.046,2.6,197.142
2013-03-24,187.799,5.064,15.786,16.965,25.393,8.428,19.304,1.43,22.661,15.1,9.917,3.9,203.584
2013-03-25,184.077,3.652,11.488,11.375,15.777,4.402,23.258,1.728,27.993,17.4,12.975,7.8,195.564
2013-03-26,184.983,4.357,21.34,18.563,27.107,8.545,25.905,1.228,33.635,16.8,12.154,8.7,206.324
2013-03-27,185.455,4.275,12.597,14.083,18.17,4.087,30.419,0.919,39.936,14.8,9.388,5.2,198.052
2013-03-28,186.449,5.5,19.988,18.25,25.501,7.251,30.16,0.876,36.943,18.0,10.433,3.7,206.437
2013-03-29,187.201,6.704,28.895,24.437,35.954,11.517,28.353,1.871,35.94,21.7,15.317,9.6,216.097
2013-03-30,183.644,4.136,11.41,8.168,10.036,1.868,17.349,0.476,24.108,11.1,7.858,6.5,195.055
2013-03-31,186.159,2.557,7.803,3.852,5.393,1.541,9.665,0.049,12.874,12.1,8.633,5.6,193.962
