date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,208.125,,17.5,11.875,14.667,2.792,,1.167,22.583,225.625
2011-01-02,196.042,,12.625,6.75,9.75,3.0,,0.583,12.125,208.667
2011-01-03,189.417,,7.25,3.917,4.167,0.25,,0.375,2.417,196.667
2011-01-04,195.333,,10.792,8.667,10.208,1.542,,0.958,4.25,206.125
2011-01-05,191.652,,6.652,6.083,6.583,0.5,,1.0,3.125,198.304
2011-01-06,197.667,,22.125,18.739,33.783,15.043,,1.958,13.875,219.792
2011-01-07,193.583,,8.583,7.708,8.375,0.667,,0.875,4.875,202.167
2011-01-08,196.792,,8.542,6.083,6.417,0.333,,0.708,6.583,205.333
2011-01-09,202.375,,14.875,15.375,20.208,4.833,,1.875,21.333,217.25
2011-01-10,199.958,,23.375,21.167,36.083,14.917,,2.833,18.958,223.333
2011-01-11,195.292,,17.542,13.958,25.417,11.458,,2.25,18.083,212.833
2011-01-12,192.81,,15.095,12.545,15.318,2.773,,1.048,6.773,207.905
2011-01-13,197.25,,29.875,25.391,54.261,28.87,,4.167,16.583,227.125
2011-01-14,196.625,,18.917,11.875,13.75,1.875,,1.0,8.167,215.542
2011-01-15,198.292,,15.167,14.583,19.5,4.917,,2.458,19.0,213.458
2011-01-16,204.833,,21.458,21.167,35.083,13.917,,1.125,29.125,226.292
2011-01-17,198.542,,17.458,19.125,27.25,8.125,,1.458,19.708,216.0
2011-01-18,206.842,,35.579,27.278,59.944,32.667,,2.211,35.368,242.421
2011-01-19,195.957,,17.13,16.478,31.696,15.217,,2.435,26.292,213.087
2011-01-20,189.833,,9.583,8.375,8.5,0.125,,0.917,15.375,199.417
2011-01-21,188.667,,5.5,6.667,6.792,0.125,,0.125,6.292,194.167
2011-01-22,190.375,,7.208,6.083,6.458,0.375,,0.125,3.167,197.583
2011-01-23,200.792,,24.583,13.708,41.917,28.208,,0.583,19.542,225.375
2011-01-24,198.565,,18.522,18.609,26.696,8.087,,0.783,13.261,217.087
2011-01-25,193.458,,22.708,19.083,33.792,14.708,,1.792,16.167,216.167
2011-01-26,198.565,,16.609,14.261,21.043,6.783,,1.0,9.542,215.174
2011-01-27,209.958,,26.0,19.167,41.958,22.792,,1.375,17.417,235.958
2011-01-28,197.917,,16.417,12.667,16.875,4.208,,1.5,17.042,214.333
2011-01-29,191.792,,6.75,3.417,3.417,0.0,,1.125,5.5,198.542
2011-01-30,198.417,,15.5,12.792,18.833,6.042,,0.958,10.625,213.917
2011-01-31,203.542,,25.167,19.75,39.292,19.542,,2.792,12.208,228.708
2011-02-01,200.542,,17.625,15.375,28.5,13.125,,1.917,13.167,218.167
2011-02-02,191.696,,6.13,6.043,6.565,0.522,,1.478,7.917,197.826
2011-02-03,204.833,,24.333,19.5,30.208,10.708,,1.875,10.25,229.167
2011-02-04,198.917,,23.542,15.292,33.292,18.0,,2.167,16.042,222.458
2011-02-05,197.792,,11.75,9.917,10.75,0.833,,2.208,22.625,209.542
2011-02-06,197.542,,20.792,22.5,29.417,6.917,,1.625,41.958,218.333
2011-02-07,198.375,,29.458,21.917,38.25,16.333,,1.208,47.375,227.833
2011-02-08,191.625,,13.458,10.958,12.667,1.708,,0.958,7.792,205.083
2011-02-09,192.0,,9.048,9.682,10.455,0.773,,1.091,4.478,201.048
2011-02-10,195.875,,22.083,19.083,32.083,13.0,,2.417,13.917,217.958
2011-02-11,193.333,,10.958,9.625,10.125,0.5,,1.208,7.5,204.292
2011-02-12,198.125,,10.583,8.583,9.083,0.5,,1.25,10.25,208.708
2011-02-13,200.125,,14.167,18.792,23.083,4.292,,1.792,23.625,214.292
2011-02-14,196.0,,21.375,25.042,35.125,10.083,,1.875,38.667,217.375
2011-02-15,199.0,,28.75,22.5,49.625,27.125,,2.125,47.542,227.75
2011-02-16,195.087,,13.391,17.174,21.0,3.826,,2.957,22.542,208.478
2011-02-17,193.208,,12.792,13.583,18.542,4.958,,1.667,23.875,206.0
2011-02-18,191.833,,6.583,6.542,6.667,0.125,,1.042,5.917,198.417
2011-02-19,202.5,,12.75,10.792,12.25,1.458,,1.167,11.583,215.25
2011-02-20,199.417,,19.458,20.25,31.208,10.958,,3.375,15.542,218.875
2011-02-21,195.75,,18.583,22.125,34.167,12.042,,3.625,17.917,214.333
2011-02-22,194.333,,11.625,12.958,14.5,1.542,,3.917,25.458,205.958
2011-02-23,193.0,,17.286,17.0,21.048,4.048,,1.286,30.174,210.286
2011-02-24,191.5,,9.083,8.208,8.958,0.75,,3.458,25.542,200.583
2011-02-25,191.167,,8.625,8.0,8.167,0.167,,0.792,11.5,199.792
2011-02-26,198.208,,13.667,9.0,11.625,2.625,,0.5,10.042,211.875
2011-02-27,190.958,,6.25,4.583,4.917,0.333,,0.458,7.208,197.208
2011-02-28,197.208,,10.417,13.625,16.375,2.75,,1.167,14.458,207.625
2011-03-01,195.913,,19.522,20.522,30.652,10.13,,0.913,21.083,215.435
2011-03-02,192.833,,15.875,15.833,23.583,7.75,,1.292,18.125,208.708
2011-03-03,190.875,,4.958,6.042,7.083,1.042,,1.458,13.042,195.833
2011-03-04,191.458,,4.583,3.708,4.167,0.458,,0.708,15.833,196.042
2011-03-05,193.042,,12.125,17.375,21.5,4.125,,0.625,16.708,205.167
2011-03-06,193.458,,15.708,16.542,23.333,6.792,,1.375,34.583,209.167
2011-03-07,190.375,,13.958,12.833,16.667,3.833,,2.917,24.625,204.333
