date,CH4_mean,CO2_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-06-08,192.208,,98.0,76.083,51.0,11.5,8.261,9.435,1.174,21.292,1.083,29.958,27.2,21.604,16.4,200.312
2012-06-09,184.125,,99.0,96.833,88.0,8.542,4.87,5.522,0.652,9.417,0.25,12.375,19.7,17.967,17.0,192.667
2012-06-10,182.958,,91.0,73.458,56.0,8.292,4.478,5.13,0.652,1.958,0.542,7.167,23.4,19.996,17.3,191.25
2012-06-11,185.875,,94.0,73.208,54.0,7.333,4.609,5.348,0.739,4.042,0.5,8.792,21.8,18.446,16.1,193.208
2012-06-12,184.208,,98.0,86.208,76.0,5.792,4.652,5.217,0.565,6.0,0.087,11.25,16.8,15.779,14.6,190.0
2012-06-13,184.958,,98.0,75.875,58.0,5.375,3.435,4.174,0.739,6.458,0.0,11.583,19.1,16.104,14.4,190.333
2012-06-14,186.375,,85.0,68.0,51.0,6.375,4.783,6.043,1.261,7.458,0.583,12.917,19.0,16.15,14.2,192.75
2012-06-15,187.917,,90.0,74.208,54.0,8.167,6.043,7.304,1.261,9.125,0.75,13.833,20.3,17.017,13.5,196.083
2012-06-16,190.625,,100.0,93.958,78.0,10.083,9.13,10.609,1.478,9.25,0.25,16.667,20.0,18.125,15.8,200.708
2012-06-17,195.917,,98.0,81.583,61.0,12.0,7.13,8.391,1.261,9.333,0.083,12.042,27.5,22.267,18.6,207.917
2012-06-18,194.864,,87.0,66.958,46.0,11.182,8.45,9.45,1.0,11.5,1.208,16.261,26.6,22.579,17.7,206.045
2012-06-19,190.042,,99.0,93.0,82.0,10.458,6.304,7.348,1.043,12.292,0.174,21.792,22.2,21.242,20.2,200.5
2012-06-20,180.125,,93.0,67.458,47.0,8.833,6.304,8.0,1.696,5.625,0.542,13.125,30.8,23.338,19.1,188.958
2012-06-21,196.917,,92.0,75.75,55.0,12.167,13.0,15.304,2.304,14.042,1.375,21.917,26.6,22.242,18.5,209.083
2012-06-22,185.75,,99.0,82.333,69.0,9.708,10.913,12.826,1.913,8.042,1.292,14.5,20.7,18.692,16.7,195.458
2012-06-23,193.208,,96.0,73.333,52.0,8.625,7.87,9.043,1.174,9.958,0.917,15.458,24.6,20.675,17.0,201.833
2012-06-24,190.792,,94.0,73.042,51.0,7.625,4.739,5.609,0.87,6.875,0.875,11.708,22.6,19.438,16.9,198.417
2012-06-25,185.25,,98.0,79.208,62.0,6.042,4.696,5.696,1.0,4.333,0.375,10.292,17.8,16.329,13.0,191.292
2012-06-26,191.25,,99.0,72.333,48.0,8.0,5.304,7.13,1.826,10.375,0.739,16.0,20.3,16.054,10.3,199.25
2012-06-27,189.167,,97.0,72.333,48.0,8.417,7.522,9.522,2.0,9.667,1.375,13.75,20.6,16.904,12.4,197.583
2012-06-28,189.125,,97.0,78.583,55.0,11.542,8.348,10.217,1.87,11.042,1.625,16.292,23.7,19.325,14.0,200.667
2012-06-29,186.875,,97.0,77.042,52.0,8.583,6.565,8.609,2.043,4.833,1.042,9.25,25.4,21.154,18.1,195.458
2012-06-30,189.042,,99.0,77.708,56.0,7.708,5.609,7.609,2.0,5.333,0.75,10.917,24.0,20.333,16.8,196.75
2012-07-01,187.375,,99.0,81.333,55.0,7.417,5.304,6.739,1.435,8.5,0.625,12.542,24.7,20.254,17.6,194.792
2012-07-02,182.727,,99.0,84.417,58.0,8.0,6.826,8.478,1.652,3.708,0.625,8.217,24.6,20.779,18.4,190.727
2012-07-03,188.955,,97.0,81.875,53.0,12.091,9.5,11.833,2.333,10.167,1.087,16.833,27.5,21.758,18.3,201.045
2012-07-04,187.083,,97.0,75.167,52.0,10.75,7.667,8.75,1.083,10.208,1.042,15.458,26.9,23.096,19.8,197.833
2012-07-05,196.292,,97.0,82.0,59.0,13.25,8.792,10.083,1.292,18.292,1.0,28.667,28.3,23.275,20.3,209.542
2012-07-06,196.583,,98.0,79.167,44.0,13.208,7.875,8.75,0.875,22.542,1.042,35.333,32.2,24.867,21.2,209.792
2012-07-07,186.0,,98.0,91.708,82.0,9.417,4.696,5.043,0.348,6.917,0.25,12.958,22.9,21.271,19.9,195.417
2012-07-08,185.0,,98.0,82.125,60.0,9.167,4.25,5.167,0.917,5.167,0.583,9.125,23.7,20.517,18.7,194.167
2012-07-09,185.167,,98.0,75.417,51.0,10.375,6.083,7.208,1.125,11.292,0.792,18.083,27.1,22.658,17.6,195.542
2012-07-10,195.045,,95.0,75.583,47.0,11.273,7.0,8.583,1.583,12.583,0.87,21.833,29.7,25.033,20.4,206.318
2012-07-11,193.0,,99.0,70.292,41.0,10.542,6.208,7.667,1.458,11.833,0.958,22.167,31.2,26.554,20.9,203.542
2012-07-12,178.833,,99.0,81.958,69.0,9.125,3.958,5.417,1.458,5.542,0.583,16.208,27.8,26.388,24.7,187.958
2012-07-13,180.625,,97.0,83.792,66.0,11.208,9.167,11.417,2.25,12.125,1.042,24.75,29.9,26.717,24.7,191.833
2012-07-14,183.333,,99.0,83.125,58.0,11.875,8.348,9.696,1.348,13.167,1.292,22.5,31.9,26.012,22.1,195.208
2012-07-15,182.042,,97.0,77.667,57.0,10.625,6.292,7.792,1.5,11.708,1.292,24.75,32.9,26.979,21.0,192.667
2012-07-16,179.25,,90.0,70.625,53.0,9.958,6.208,8.292,2.083,5.542,1.083,14.792,33.0,28.871,25.3,189.208
2012-07-17,188.222,,96.0,76.208,44.0,14.111,9.45,12.55,3.1,14.739,0.85,25.261,36.9,28.321,23.6,202.333
2012-07-18,184.583,,96.0,78.708,58.0,13.208,9.13,11.435,2.304,9.125,0.913,18.542,28.1,24.85,22.4,197.792
2012-07-19,184.3,,96.0,78.542,51.0,6.4,6.708,8.25,1.542,13.958,0.875,24.792,30.0,23.162,18.7,190.7
2012-07-20,183.5,,83.0,74.458,63.0,5.545,5.042,6.125,1.083,4.25,0.375,11.917,20.8,18.971,17.5,189.045
2012-07-21,184.083,,88.0,75.125,59.0,6.292,4.375,5.125,0.75,5.0,0.458,8.292,21.9,19.442,17.5,190.375
2012-07-22,184.125,,100.0,86.792,77.0,8.167,5.333,6.208,0.875,9.042,0.083,16.375,20.8,19.429,18.1,192.292
2012-07-23,188.957,,98.0,80.542,52.0,8.783,5.682,6.773,1.091,12.364,0.522,17.375,28.5,23.296,19.1,197.739
2012-07-24,186.708,,97.0,82.833,56.0,10.792,8.208,10.458,2.25,10.5,0.417,17.125,30.2,25.225,21.3,197.5
2012-07-25,200.208,,97.0,72.583,46.0,15.5,10.261,12.652,2.391,29.75,1.087,44.5,33.6,28.033,22.9,215.708
2012-07-26,203.708,,95.0,70.292,49.0,15.542,10.333,11.458,1.125,40.125,1.917,56.625,32.6,28.725,25.0,219.25
2012-07-27,198.739,,95.0,70.958,39.0,15.0,10.75,12.083,1.333,40.083,2.708,53.5,35.4,28.858,23.5,213.739
2012-07-28,197.167,,94.0,73.542,46.0,13.083,7.833,9.0,1.167,26.542,1.042,39.0,34.7,29.442,25.6,210.25
2012-07-29,192.667,,99.0,73.583,50.0,11.833,6.042,6.833,0.792,19.25,0.667,30.0,34.6,29.208,24.3,204.5
2012-07-30,185.833,,97.0,74.583,42.0,9.792,5.625,7.583,1.958,8.042,0.708,17.75,34.9,29.233,25.4,195.625
2012-07-31,185.083,,97.0,75.958,47.0,8.917,5.208,6.833,1.625,6.667,0.542,17.792,31.6,27.45,24.2,194.0
2012-08-01,189.083,,98.0,77.0,52.0,9.542,5.304,7.652,2.348,7.792,0.304,20.043,31.8,27.904,23.4,198.625
2012-08-02,189.542,,97.0,75.542,52.0,9.958,6.375,8.958,2.583,8.0,0.542,19.333,32.1,28.412,24.6,199.5
2012-08-03,186.348,,98.0,78.792,49.0,8.087,6.458,9.042,2.583,5.75,0.375,14.667,31.0,27.412,24.7,194.435
2012-08-04,182.625,,98.0,78.0,55.0,6.458,4.542,6.125,1.583,4.542,0.0,12.875,30.6,27.183,23.6,189.083
2012-08-05,184.667,,98.0,75.083,51.0,6.333,4.25,5.458,1.208,8.25,0.292,16.167,33.0,28.704,24.5,191.0
2012-08-06,192.667,,98.0,89.25,73.0,11.25,9.167,14.0,4.833,4.542,0.25,23.417,28.5,26.267,23.5,203.917
2012-08-07,187.75,,99.0,79.208,50.0,7.708,7.75,10.333,2.583,10.0,0.542,21.958,30.1,25.162,22.2,195.458
2012-08-08,182.125,,97.0,74.5,55.0,5.208,6.478,7.435,0.957,1.125,1.13,15.667,27.1,23.112,21.0,187.333
2012-08-09,186.333,,95.0,71.25,50.0,4.708,6.458,7.708,1.25,6.292,0.875,11.917,26.7,22.95,18.9,191.042
2012-08-10,195.043,,97.0,76.458,48.0,13.13,10.167,12.125,1.958,16.792,1.542,25.75,30.5,24.933,20.2,208.174
2012-08-11,194.583,,99.0,86.958,56.0,12.833,6.583,7.792,1.208,17.958,0.25,29.125,31.7,25.567,22.8,207.417
2012-08-12,192.0,,99.0,82.667,62.0,12.292,5.708,6.917,1.208,12.917,1.0,21.875,30.6,26.762,23.4,204.292
2012-08-13,191.458,,96.0,75.125,52.0,12.625,6.208,8.042,1.833,10.583,0.875,18.0,33.7,28.421,23.5,204.083
2012-08-14,184.708,,94.0,83.208,65.0,12.292,6.083,7.292,1.208,10.5,1.0,19.417,29.1,27.204,24.8,197.0
2012-08-15,188.333,,96.0,82.167,59.0,11.583,6.304,7.043,0.739,12.375,0.652,16.25,31.3,26.638,24.3,199.917
2012-08-16,190.125,,98.0,72.458,46.0,13.542,7.042,8.667,1.625,10.833,0.583,21.733,35.4,28.9,23.2,203.667
2012-08-17,189.783,,96.0,78.625,48.0,13.652,7.917,10.458,2.542,12.458,0.792,25.0,33.5,28.158,25.1,203.435
2012-08-18,192.667,,97.0,83.667,58.0,12.208,6.917,9.792,2.875,12.792,0.333,25.708,31.2,27.079,24.9,204.875
2012-08-19,190.708,,98.0,73.75,49.0,11.5,4.833,7.458,2.625,5.542,0.458,11.708,31.5,27.417,23.5,202.208
2012-08-20,192.048,,98.0,74.0,33.0,12.19,5.391,8.565,3.174,6.952,0.318,14.375,32.7,26.804,21.6,204.238
2012-08-21,189.333,,98.0,69.292,42.0,13.167,8.042,11.125,3.083,9.0,1.0,15.875,33.6,28.533,22.8,202.5
2012-08-22,186.625,,93.0,70.667,42.0,12.042,7.174,10.957,3.783,10.375,1.826,17.792,34.5,29.029,23.8,198.667
2012-08-23,188.583,,98.0,74.458,54.0,12.542,6.583,10.875,4.292,8.125,1.708,18.208,32.6,28.2,23.3,201.125
2012-08-24,186.773,,98.0,72.625,49.0,12.0,6.458,10.458,4.0,9.625,1.167,17.958,32.8,27.983,23.6,198.773
2012-08-25,186.042,,96.0,74.5,45.0,10.375,6.292,8.417,2.125,8.542,0.875,16.0,32.5,27.617,22.9,196.417
2012-08-26,185.167,,99.0,74.333,44.0,10.083,4.958,6.958,2.0,9.0,1.0,14.208,32.8,27.671,23.5,195.25
2012-08-27,185.5,,97.0,72.833,47.0,9.542,5.583,7.75,2.167,9.125,0.458,16.583,32.8,27.912,22.7,195.042
2012-08-28,189.917,,96.0,71.958,46.0,9.875,6.625,9.0,2.375,8.25,0.875,15.5,33.2,27.771,23.3,199.792
2012-08-29,191.083,,97.0,70.667,44.0,11.792,8.609,11.783,3.174,8.708,0.739,15.917,33.3,27.921,23.0,202.875
2012-08-30,185.75,,97.0,75.917,48.0,13.083,9.583,12.167,2.583,10.417,1.708,23.667,32.7,27.879,23.6,198.833
2012-08-31,185.826,,97.0,78.292,55.0,8.652,7.5,10.625,3.125,8.667,0.875,17.583,32.0,27.738,24.8,194.478
2012-09-01,185.083,,99.0,80.167,55.0,5.792,5.0,7.208,2.208,5.917,0.208,13.417,30.3,26.233,23.0,190.875
2012-09-02,181.75,,98.0,85.208,62.0,5.75,4.583,5.542,0.958,4.75,0.083,12.417,28.3,25.121,23.1,187.5
2012-09-03,184.0,,97.0,85.042,61.0,8.208,7.625,8.958,1.333,6.958,0.208,12.304,28.8,24.404,22.1,192.208
2012-09-04,187.292,,99.0,85.583,62.0,7.667,7.0,8.833,1.833,8.0,0.208,15.708,29.6,24.688,21.9,194.958
2012-09-05,188.25,,98.0,76.125,46.0,9.833,9.13,10.87,1.739,13.792,0.565,20.5,31.1,26.346,21.6,198.083
2012-09-06,190.522,,98.0,86.625,54.0,10.739,9.261,10.478,1.217,21.609,0.435,34.348,31.4,24.579,22.0,201.261
2012-09-07,186.182,,99.0,75.583,43.0,11.0,8.667,10.25,1.583,8.708,0.333,14.833,29.4,24.833,20.4,197.182
2012-09-08,183.792,,96.0,79.542,54.0,8.792,5.917,7.0,1.083,14.083,0.667,23.333,30.1,25.6,21.1,192.583
2012-09-09,186.375,,99.0,79.333,52.0,10.875,5.75,7.375,1.625,10.333,0.417,17.958,30.3,26.267,22.6,197.25
2012-09-10,189.125,,98.0,77.458,48.0,10.292,5.917,9.5,3.583,7.083,0.333,14.833,31.4,26.304,21.3,199.417
2012-09-11,185.0,,96.0,75.458,46.0,9.917,7.458,10.167,2.708,8.792,0.917,17.458,30.7,26.5,23.0,194.917
2012-09-12,180.792,,98.0,74.042,47.0,8.375,8.261,9.522,1.261,5.042,0.348,10.542,29.2,25.242,21.9,189.167
2012-09-13,183.417,,93.0,69.333,36.0,10.417,7.0,7.833,0.833,14.625,0.417,23.583,33.5,26.992,21.4,193.833
2012-09-14,188.043,,99.0,75.042,43.0,11.217,7.458,8.917,1.458,18.25,0.458,27.083,32.0,27.221,22.5,199.261
2012-09-15,184.833,,98.0,83.708,52.0,10.917,6.875,9.083,2.208,8.75,0.333,12.292,30.6,26.008,22.8,195.75
2012-09-16,183.417,,99.0,84.5,67.0,9.458,4.833,6.25,1.417,6.667,0.167,15.0,29.0,25.975,21.9,192.875
2012-09-17,182.667,,97.0,78.0,49.0,7.458,3.167,4.292,1.125,6.333,0.0,17.875,31.4,27.312,24.5,190.125
2012-09-18,183.389,,98.0,86.625,58.0,8.778,4.5,6.273,1.773,3.667,0.0,16.875,30.1,26.083,24.4,192.167
2012-09-19,183.917,,97.0,90.708,72.0,10.625,7.261,9.13,1.87,5.0,0.391,17.042,28.7,25.858,24.6,194.542
2012-09-20,184.25,,98.0,86.25,66.0,9.792,7.167,8.708,1.542,8.708,0.375,14.542,27.1,24.433,21.4,194.042
2012-09-21,186.364,,97.0,86.625,63.0,6.909,9.0,10.0,1.0,13.167,0.667,19.125,25.2,22.021,19.6,193.273
2012-09-22,185.708,,100.0,82.0,58.0,4.875,4.875,5.458,0.583,9.042,0.125,13.083,24.3,21.175,18.8,190.583
2012-09-23,184.542,,99.0,94.875,89.0,4.583,3.583,3.625,0.042,5.208,0.0,10.333,20.0,18.792,16.8,189.125
2012-09-24,183.792,,96.0,77.333,50.0,4.625,4.625,5.083,0.458,4.0,0.125,6.417,25.3,20.446,17.4,188.417
2012-09-25,185.958,,99.0,86.125,64.0,4.625,6.333,7.167,0.833,5.083,0.208,10.875,21.7,18.754,17.1,190.583
2012-09-26,187.167,,96.0,69.875,45.0,4.458,5.348,6.261,0.913,6.458,0.522,11.5,24.6,19.621,15.8,191.625
2012-09-27,186.042,,88.0,70.625,53.0,4.25,3.875,4.458,0.583,4.958,0.125,9.458,22.9,19.196,15.6,190.292
2012-09-28,184.435,,97.0,85.167,78.0,6.304,3.667,4.167,0.5,2.875,0.208,5.542,22.3,19.996,17.5,190.739
2012-09-29,183.083,,96.0,81.542,60.0,8.292,5.125,5.917,0.792,4.0,0.333,9.875,26.5,22.967,20.2,191.375
2012-09-30,182.958,,99.0,81.042,50.0,8.292,3.875,4.292,0.417,12.0,0.708,20.167,29.0,24.783,21.7,191.25
2012-10-01,182.636,,83.0,61.208,42.0,12.182,8.455,9.318,0.864,6.864,0.955,13.25,31.0,26.308,22.4,194.818
2012-10-02,185.708,,92.0,78.0,57.0,11.667,7.75,8.583,0.833,6.292,1.208,8.958,25.6,21.788,19.4,197.375
2012-10-03,186.417,,99.0,91.778,86.0,9.542,5.478,6.217,0.739,5.458,0.174,9.542,20.1,19.072,18.2,195.958
2012-10-04,185.458,,91.0,71.125,49.0,9.125,7.083,8.167,1.083,5.042,0.042,3.542,24.7,20.971,17.3,194.583
2012-10-05,188.783,,97.0,80.625,53.0,9.522,8.458,10.5,2.042,7.083,0.458,10.583,26.2,21.675,18.2,198.304
2012-10-06,187.667,,100.0,83.333,58.0,9.083,7.5,8.583,1.083,9.833,0.625,13.75,25.6,21.775,18.9,196.75
2012-10-07,188.208,,100.0,90.917,67.0,6.792,5.333,5.583,0.25,15.125,0.25,16.042,20.0,17.717,15.9,195.0
2012-10-08,190.167,,96.0,70.208,52.0,5.625,3.458,4.0,0.542,6.417,0.125,8.0,21.6,17.167,12.7,195.792
2012-10-09,189.375,,86.0,71.5,54.0,5.417,4.75,5.5,0.75,6.0,0.458,8.125,21.1,16.971,13.8,194.792
2012-10-10,189.458,,99.0,73.292,51.0,5.458,4.696,5.348,0.652,5.167,0.087,8.208,21.7,17.554,13.2,194.917
2012-10-11,186.583,,99.0,85.667,61.0,6.5,5.792,6.708,0.917,4.625,0.083,5.625,22.4,18.508,15.6,193.083
2012-10-12,188.13,,99.0,69.875,33.0,8.087,6.667,7.542,0.875,8.75,0.083,7.792,23.2,18.1,14.0,196.217
2012-10-13,191.792,,93.0,58.125,34.0,9.25,7.042,8.125,1.083,12.375,0.167,11.958,23.2,17.775,11.6,201.042
2012-10-14,190.375,,100.0,80.875,53.0,9.125,5.083,5.583,0.5,14.458,0.417,15.75,20.1,15.821,10.8,199.5
2012-10-15,188.833,,100.0,68.75,31.0,8.458,7.292,8.208,0.917,15.75,0.458,15.833,26.0,19.142,15.1,197.292
2012-10-16,192.0,,100.0,68.5,41.0,10.625,10.042,12.583,2.542,13.292,0.5,13.542,20.4,15.421,10.5,202.625
2012-10-17,190.7,,100.0,85.0,47.0,10.35,8.957,10.522,1.565,20.542,0.913,25.5,22.8,16.142,10.2,201.05
2012-10-18,190.125,,100.0,94.375,83.0,11.75,9.5,11.292,1.792,7.958,0.083,9.958,18.8,16.642,12.5,201.875
2012-10-19,192.227,,100.0,69.042,35.0,12.409,8.708,11.875,3.167,7.167,0.208,5.958,19.1,13.938,9.2,204.636
2012-10-20,193.708,,100.0,74.708,32.0,11.458,9.833,12.25,2.417,11.167,0.958,10.458,20.5,13.783,6.5,205.167
2012-10-21,192.25,,100.0,73.375,27.0,12.667,8.375,9.583,1.208,20.667,0.5,21.333,25.0,16.896,9.6,204.917
2012-10-22,192.833,,100.0,79.708,56.0,13.25,11.958,13.833,1.875,30.75,0.917,33.792,21.4,16.754,11.5,206.083
2012-10-23,185.583,,100.0,90.208,70.0,8.542,6.667,7.208,0.542,6.667,1.125,9.042,23.7,18.133,12.7,194.125
2012-10-24,190.042,,100.0,68.0,33.0,9.125,10.217,12.522,2.304,7.042,0.043,6.917,19.4,13.846,9.0,199.167
2012-10-25,189.75,,97.0,78.208,47.0,10.5,9.542,12.0,2.458,13.333,0.083,12.667,18.2,13.192,9.6,200.25
2012-10-26,189.364,,100.0,76.208,37.0,10.773,8.5,9.75,1.25,17.792,0.292,20.875,22.0,15.15,8.8,200.136
2012-10-27,189.708,,91.0,72.333,42.0,7.625,4.958,5.5,0.542,13.792,0.417,16.125,20.0,15.25,11.7,197.333
2012-10-28,190.667,,100.0,93.167,63.0,9.75,6.833,7.75,0.917,14.333,0.0,16.458,19.1,14.454,10.7,200.417
2012-10-29,189.625,,100.0,69.625,32.0,8.167,5.833,6.833,1.0,7.958,0.0,8.042,22.1,16.179,11.3,197.792
2012-10-30,188.25,,99.0,72.5,46.0,9.583,8.708,10.5,1.792,11.667,0.333,11.333,17.2,12.471,8.3,197.833
2012-10-31,189.375,,100.0,83.0,51.0,8.542,6.783,8.043,1.261,8.083,0.217,6.375,16.5,11.442,7.7,197.917
2012-11-01,190.333,,100.0,73.375,42.0,11.583,12.348,14.696,2.348,13.917,1.0,15.174,18.8,13.008,6.8,201.917
2012-11-02,190.783,,82.0,54.0,29.0,5.13,6.875,7.583,0.708,5.417,0.125,4.458,18.0,12.55,7.6,195.913
2012-11-03,190.792,,91.0,65.417,37.0,3.917,3.625,3.917,0.292,5.667,0.0,4.5,17.0,10.842,6.0,194.708
2012-11-04,194.792,,100.0,69.958,33.0,8.417,8.417,9.375,0.958,14.5,0.292,14.833,17.9,10.596,3.5,203.208
2012-11-05,193.375,,100.0,84.042,58.0,8.583,12.333,15.417,3.083,20.917,0.542,22.625,16.8,12.0,5.5,201.958
2012-11-06,190.083,,100.0,99.083,96.0,8.5,12.042,14.5,2.458,10.042,0.167,12.5,16.6,15.046,13.4,198.583
2012-11-07,193.292,,100.0,79.583,49.0,9.5,10.261,15.609,5.348,13.458,0.217,13.833,18.9,13.708,7.4,202.792
2012-11-08,193.792,,100.0,70.917,32.0,11.0,12.25,18.792,6.542,10.417,0.042,10.417,19.6,12.221,5.0,204.792
2012-11-09,191.348,,100.0,67.25,37.0,8.522,10.042,15.375,5.333,11.0,0.042,11.708,20.0,12.304,6.4,199.87
2012-11-10,192.583,,96.0,71.042,41.0,7.958,8.958,11.125,2.167,11.542,0.167,10.042,18.0,11.679,4.9,200.542
2012-11-11,190.125,,100.0,92.0,74.0,6.333,6.125,7.042,0.917,7.75,0.0,7.583,14.9,11.688,7.4,196.458
2012-11-12,189.167,,100.0,93.167,79.0,6.333,7.333,8.625,1.292,5.667,0.0,8.917,17.3,14.358,11.2,195.5
2012-11-13,192.792,,100.0,89.083,59.0,10.958,11.625,18.708,7.083,19.417,0.417,23.542,16.8,11.725,8.3,203.75
2012-11-14,192.292,,100.0,70.0,25.0,8.708,9.87,13.783,3.913,11.75,0.783,11.375,17.0,10.392,5.3,201.0
2012-11-15,194.625,,99.0,68.0,33.0,9.125,11.417,17.292,5.875,6.875,0.333,7.0,14.1,8.067,2.6,203.75
2012-11-16,193.65,,100.0,72.542,38.0,12.25,13.333,19.792,6.458,15.571,0.5,12.542,15.7,8.946,3.5,205.9
2012-11-17,194.708,,100.0,98.375,91.0,14.667,15.042,27.333,12.292,21.458,0.458,29.292,12.7,8.696,4.1,209.375
2012-11-18,192.042,,99.0,63.583,32.0,6.417,7.917,9.167,1.25,5.292,0.417,6.042,14.7,9.425,4.3,198.458
2012-11-19,191.583,,96.0,76.708,66.0,5.75,9.083,10.458,1.375,14.75,0.542,14.833,8.0,6.183,3.6,197.333
2012-11-20,191.667,,100.0,66.458,29.0,9.458,12.0,17.042,5.042,11.958,0.708,12.792,17.1,9.025,2.3,201.125
2012-11-21,192.5,,97.0,62.917,27.0,8.458,11.957,16.609,4.652,8.542,0.043,6.958,13.7,7.333,2.0,200.958
2012-11-22,191.208,,100.0,83.5,56.0,9.375,13.042,17.875,4.833,17.5,0.417,19.667,14.9,8.708,4.4,200.583
2012-11-23,194.261,,100.0,96.083,80.0,13.565,10.042,14.708,4.667,19.042,0.083,25.167,10.8,8.025,4.6,207.826
2012-11-24,190.292,,89.0,65.5,48.0,7.917,7.542,8.708,1.167,7.208,0.167,5.792,10.7,7.733,2.9,198.208
2012-11-25,194.542,,99.0,68.083,29.0,12.5,10.708,15.167,4.458,11.333,0.0,10.167,11.8,5.421,-0.1,207.042
2012-11-26,192.542,,100.0,92.542,74.0,12.958,13.917,20.125,6.208,17.042,0.25,21.0,9.8,7.35,3.4,205.5
2012-11-27,192.833,,93.0,58.667,31.0,10.417,11.125,15.375,4.25,6.167,0.0,6.125,11.6,7.212,0.8,203.25
2012-11-28,193.708,,100.0,83.125,52.0,10.042,11.478,15.913,4.435,9.375,0.0,10.042,8.2,4.133,-0.8,203.75
2012-11-29,194.292,,100.0,76.5,48.0,14.875,12.75,19.417,6.667,13.083,0.25,14.208,13.5,7.192,0.1,209.167
2012-11-30,189.913,,95.0,79.417,64.0,10.478,8.542,10.125,1.583,13.292,0.375,14.958,11.1,8.55,6.3,200.391
2012-12-01,191.583,,100.0,88.333,70.0,11.792,10.292,15.125,4.833,11.208,0.208,8.333,7.1,3.554,-1.1,203.375
2012-12-02,192.083,,100.0,72.792,37.0,10.25,7.542,9.208,1.667,6.5,0.125,7.708,6.7,2.783,-2.4,202.333
2012-12-03,188.958,,100.0,91.167,83.0,8.625,6.409,7.409,1.0,8.167,0.045,7.174,8.7,6.146,2.1,197.583
2012-12-04,188.625,,100.0,84.083,49.0,12.458,8.458,18.0,9.542,5.875,0.0,7.875,10.7,7.488,5.7,201.083
2012-12-05,189.583,,96.0,59.708,22.0,12.333,12.478,17.696,5.217,8.833,0.217,7.292,13.3,6.704,-0.4,201.917
2012-12-06,190.167,,100.0,63.417,26.0,12.333,10.625,16.667,6.042,7.25,0.542,6.917,15.6,7.688,2.8,202.5
2012-12-07,189.25,,93.0,61.583,25.0,9.583,11.833,15.208,3.375,7.417,0.542,8.125,12.5,4.696,-1.4,198.833
2012-12-08,188.042,,99.0,61.833,31.0,8.208,7.542,10.208,2.667,7.167,0.833,5.208,13.6,5.783,0.3,196.25
2012-12-09,188.583,,89.0,50.458,28.0,7.875,6.042,7.042,1.0,8.792,1.417,8.333,9.0,3.883,-0.9,196.458
2012-12-10,190.292,,99.0,63.625,38.0,8.958,9.958,13.042,3.083,5.75,0.5,3.917,6.4,1.825,-3.4,199.25
2012-12-11,190.5,,93.0,61.958,31.0,11.458,15.833,21.556,5.722,7.042,0.263,7.7,10.4,3.529,-2.7,201.958
2012-12-12,193.042,,99.0,68.583,36.0,14.875,14.826,23.522,8.696,11.917,0.783,12.708,9.0,2.988,-2.7,207.917
2012-12-13,192.083,,99.0,68.542,36.0,13.542,14.958,20.0,5.042,12.833,0.417,12.708,9.8,2.988,-2.6,205.625
2012-12-14,192.333,,99.0,76.333,40.0,14.958,17.792,23.792,6.0,21.0,0.708,23.583,11.2,3.154,-3.5,207.292
2012-12-15,193.417,,100.0,96.875,83.0,19.167,18.167,24.583,6.417,26.75,0.375,39.208,8.7,6.062,2.1,212.583
2012-12-16,191.333,,99.0,63.542,29.0,12.375,9.0,11.75,2.75,12.125,0.167,14.292,16.6,9.804,5.3,203.708
2012-12-17,191.25,,99.0,85.708,68.0,10.875,10.208,11.792,1.583,24.0,0.542,27.167,9.6,6.104,1.8,202.125
2012-12-18,192.667,,99.0,70.708,49.0,14.0,9.292,18.667,9.375,11.917,0.25,14.75,12.1,7.929,4.4,206.667
2012-12-19,190.583,,78.0,48.917,27.0,10.833,11.478,16.652,5.174,4.583,0.043,3.458,7.5,3.088,-2.3,201.417
2012-12-20,192.25,,96.0,63.083,29.0,12.417,13.208,18.667,5.458,7.0,0.083,5.917,8.3,1.608,-4.9,204.667
2012-12-21,192.167,,98.0,70.583,39.0,12.917,15.042,19.083,4.042,12.125,0.417,11.833,7.5,2.842,-3.7,205.083
2012-12-22,190.75,,100.0,91.75,74.0,12.667,13.958,17.542,3.583,12.708,0.042,15.25,7.7,4.654,3.0,203.417
2012-12-23,191.792,,99.0,64.833,49.0,12.958,12.125,14.292,2.167,15.875,0.667,14.875,5.9,3.95,1.3,204.75
2012-12-24,192.167,,95.0,55.333,27.0,10.292,9.5,10.75,1.25,7.167,0.208,6.25,6.6,1.892,-2.7,202.458
2012-12-25,194.905,,92.0,63.625,38.0,17.524,20.583,31.708,11.125,17.545,1.042,16.304,7.9,1.867,-4.5,212.429
2012-12-26,194.25,,91.0,53.417,32.0,11.042,10.304,13.565,3.261,5.792,0.13,6.667,5.0,0.888,-2.7,205.292
2012-12-27,196.417,,79.0,55.958,32.0,15.417,18.458,29.208,10.75,15.25,0.542,16.375,5.5,0.171,-4.2,211.833
