date,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2012-02-03,67.0,44.0,25.0,,9.8,7.258,4.6
2012-02-04,99.0,82.375,46.0,,10.5,7.092,4.8
2012-02-05,44.0,33.458,21.0,,11.0,7.033,4.5
2012-02-06,99.0,85.875,44.0,,4.7,2.962,1.5
2012-02-07,99.0,79.542,59.0,,10.1,5.579,1.9
2012-02-08,58.0,34.667,21.0,,5.1,3.1,-0.6
2012-02-09,53.0,44.583,30.0,,6.3,2.304,-1.8
2012-02-10,79.0,58.375,33.0,,10.1,4.829,-0.1
2012-02-11,71.0,45.375,29.0,,7.5,3.267,-0.4
2012-02-12,99.0,63.083,44.0,,4.9,2.467,-2.2
2012-02-13,99.0,61.083,27.0,,9.9,5.929,1.8
2012-02-14,72.0,61.583,49.0,,7.9,5.012,-0.5
2012-02-15,99.0,87.083,66.0,,6.7,4.4,0.6
2012-02-16,72.0,40.667,27.0,,3.5,1.071,-2.9
2012-02-17,61.0,44.792,24.0,,6.3,1.017,-5.2
2012-02-18,99.0,76.667,46.0,,8.0,5.633,3.3
2012-02-19,99.0,49.583,34.0,,5.6,3.679,0.3
2012-02-20,46.0,35.917,23.0,,8.2,2.233,-2.4
2012-02-21,51.0,37.667,25.0,,6.1,1.529,-2.6
2012-02-22,63.0,47.792,37.0,,7.5,3.0,-2.6
2012-02-23,62.0,39.875,27.0,,7.8,4.283,1.6
2012-02-24,72.0,47.083,29.0,,4.8,1.292,-2.7
2012-02-25,58.0,41.625,28.0,,4.9,0.2,-5.0
2012-02-26,75.0,54.75,43.0,,5.8,2.204,-3.1
2012-02-27,99.0,91.667,69.0,,7.9,5.879,4.0
2012-02-28,95.0,64.667,38.0,,11.5,7.475,2.1
2012-03-01,99.0,72.833,52.0,,16.3,12.892,9.1
2012-03-02,60.0,33.292,21.0,,10.8,6.596,2.4
2012-03-03,66.0,48.083,25.0,,8.7,4.329,-1.1
2012-03-04,68.0,57.208,48.0,,6.8,4.896,3.7
2012-03-05,67.0,52.167,35.0,,12.2,6.592,1.8
2012-03-06,80.0,58.333,38.0,,14.2,9.154,2.9
2012-03-07,87.0,68.042,52.0,,14.2,10.712,4.6
2012-03-08,80.0,63.042,32.0,,19.2,14.004,9.2
2012-03-09,87.0,59.917,33.0,,16.5,13.079,10.4
2012-03-10,99.0,52.5,27.0,,24.3,11.475,3.7
2012-03-11,73.0,42.583,27.0,,7.2,4.329,1.6
2012-03-12,94.0,71.417,54.0,,12.9,8.817,2.4
2012-03-13,97.0,63.667,42.0,,20.1,15.175,8.6
2012-03-14,94.0,55.208,28.0,,10.2,5.658,0.3
2012-03-15,88.0,67.583,52.0,,10.5,5.704,-0.7
2012-03-16,99.0,58.917,25.0,,18.8,11.5,5.2
2012-03-17,89.0,56.083,42.0,,13.0,10.117,4.7
2012-03-18,99.0,69.333,48.0,,20.7,16.421,12.0
2012-03-19,99.0,75.042,51.0,,18.3,15.875,12.8
2012-03-20,97.0,75.375,55.0,,17.2,14.288,13.1
2012-03-21,68.0,41.167,20.0,,15.3,9.104,5.9
2012-03-22,93.0,81.083,66.0,,12.9,9.962,6.5
2012-03-23,90.0,58.667,43.0,,13.6,10.621,7.5
2012-03-24,89.0,76.542,66.0,,7.8,7.029,6.3
2012-03-25,91.0,81.688,67.0,,8.3,7.15,6.2
2012-04-01,72.0,51.875,41.0,0.25,10.8,6.729,1.7
2012-04-02,83.0,66.292,48.0,0.667,10.8,7.479,2.0
2012-04-03,99.0,81.208,52.0,1.087,16.9,12.733,8.3
2012-04-04,48.0,33.208,22.0,0.0,12.0,9.042,4.3
2012-04-05,67.0,49.042,33.0,1.5,16.5,10.375,6.3
2012-04-06,84.0,54.542,33.0,0.708,12.9,7.346,2.0
2012-04-07,72.0,51.042,31.0,0.5,9.2,5.262,1.0
2012-04-08,77.0,65.417,50.0,0.458,10.1,6.0,-0.5
2012-04-09,91.0,54.167,26.0,1.5,23.1,14.2,6.5
2012-04-10,89.0,66.875,47.0,0.957,13.3,10.888,6.8
2012-04-11,99.0,89.375,54.0,0.417,17.4,13.992,12.4
2012-04-12,99.0,68.708,44.0,0.958,15.3,12.562,9.4
2012-04-13,96.0,64.5,35.0,1.292,16.5,12.892,9.4
2012-04-14,99.0,80.875,39.0,1.333,11.7,9.146,7.0
2012-04-15,90.0,76.25,63.0,0.333,11.1,8.054,4.5
2012-04-16,95.0,77.833,62.0,0.292,12.0,9.871,5.0
2012-04-17,99.0,85.583,61.0,0.391,15.6,12.054,9.9
2012-04-18,99.0,79.625,67.0,2.167,15.0,12.033,9.0
2012-04-19,96.0,79.833,68.0,1.375,13.9,11.533,10.0
2012-04-20,82.0,73.375,66.0,0.958,11.4,10.112,9.2
2012-04-21,79.0,71.292,58.0,0.5,10.8,9.129,7.9
2012-04-22,99.0,76.75,68.0,0.25,13.1,10.617,7.8
2012-04-23,99.0,98.75,95.0,0.0,14.9,13.808,11.8
2012-04-24,99.0,73.167,55.0,2.783,16.9,15.225,13.2
2012-04-25,95.0,83.333,70.0,0.875,15.5,13.821,12.7
2012-04-26,98.0,86.958,75.0,0.294,17.5,15.775,13.4
2012-04-27,99.0,98.417,97.0,,15.2,14.321,12.7
2012-04-28,98.0,87.417,72.0,,14.2,11.888,9.9
2012-04-29,94.0,72.917,45.0,,18.5,15.321,10.0
2012-04-30,93.0,82.167,62.0,,21.4,18.396,15.9
2012-05-01,96.0,82.75,66.0,,20.4,18.517,16.3
2012-05-02,99.0,88.792,76.0,,19.3,17.933,16.5
2012-05-03,99.0,98.958,98.0,,17.7,16.575,15.5
2012-05-04,99.0,93.958,83.0,,17.5,16.062,15.0
2012-05-05,94.0,67.75,44.0,,21.3,17.617,12.1
2012-05-06,99.0,84.667,61.0,,18.9,15.508,10.1
2012-05-07,99.0,67.833,43.0,,17.8,14.512,9.7
2012-05-08,97.0,78.292,60.0,,19.7,17.092,13.0
2012-05-09,99.0,81.292,58.0,,20.0,16.825,14.3
2012-05-10,99.0,81.792,52.0,,16.1,14.038,13.0
2012-05-11,94.0,61.125,42.0,,18.7,14.604,11.4
2012-05-12,82.0,56.208,32.0,,17.9,13.542,9.2
2012-05-13,91.0,63.417,54.0,,16.0,13.242,9.2
2012-05-14,96.0,81.542,62.0,,17.8,15.404,10.9
2012-05-15,99.0,95.125,84.0,,18.4,16.954,16.1
2012-05-16,99.0,68.625,32.0,,22.6,18.654,16.2
2012-05-17,99.0,84.292,68.0,,20.8,18.162,15.0
2012-05-18,99.0,80.083,48.0,,15.7,14.446,13.5
2012-05-19,90.0,63.708,41.0,,19.7,16.212,10.4
2012-05-20,98.0,77.708,57.0,,18.8,17.029,14.4
2012-05-21,97.0,84.625,66.0,,18.6,16.429,14.4
2012-05-22,99.0,92.75,74.0,,14.9,13.621,12.6
2012-05-23,99.0,85.75,73.0,,17.3,14.812,13.0
2012-05-24,93.0,79.083,53.0,,20.1,17.896,14.2
2012-05-25,99.0,85.917,73.0,,20.8,18.708,16.2
2012-05-26,96.0,63.958,47.0,,19.9,17.558,13.8
2012-05-27,73.0,64.042,53.0,,21.0,18.412,14.4
2012-05-28,99.0,82.792,61.0,,21.6,17.375,13.7
2012-05-29,99.0,87.208,66.0,,20.7,17.408,14.7
2012-05-30,99.0,86.833,76.0,,17.3,15.721,14.1
2012-05-31,96.0,86.875,76.0,,16.6,15.338,13.7
2012-06-01,97.0,87.542,72.0,,19.9,18.104,16.1
2012-06-02,99.0,83.375,54.0,,19.9,16.412,14.2
2012-06-03,99.0,89.0,77.0,,19.2,16.55,14.5
2012-06-04,99.0,78.292,43.0,,22.9,18.75,14.9
2012-06-05,92.0,78.583,55.0,,23.6,20.354,18.2
2012-06-06,99.0,87.125,70.0,,18.8,17.317,15.0
2012-06-07,89.0,73.375,53.0,,21.5,18.867,15.2
2012-06-08,99.0,87.417,72.0,,22.0,19.488,17.7
2012-06-09,99.0,98.167,96.0,,18.3,17.083,16.5
2012-06-10,94.0,78.875,67.0,,20.8,18.896,17.0
2012-06-11,95.0,79.083,65.0,,20.0,17.225,15.8
2012-06-12,99.0,89.708,79.0,,16.1,15.358,14.3
2012-06-13,98.0,83.958,70.0,,17.7,15.367,14.0
2012-06-14,88.0,74.458,64.0,,16.5,15.292,14.0
2012-06-15,89.0,77.625,68.0,,17.2,15.925,14.5
2012-06-16,99.0,96.208,84.0,,18.8,17.408,15.5
2012-06-17,99.0,89.875,69.0,,26.4,20.7,18.2
2012-06-18,94.0,74.833,53.0,,23.9,21.062,17.5
2012-06-19,99.0,92.458,80.0,,22.6,20.367,19.5
2012-06-20,98.0,76.208,64.0,,27.2,21.567,18.4
2012-06-21,97.0,81.0,63.0,,25.2,20.412,17.2
2012-06-22,99.0,90.792,75.0,,18.9,17.412,16.0
2012-06-23,96.0,81.583,60.0,,21.4,18.583,16.6
2012-06-24,98.0,80.083,67.0,,19.7,18.271,17.0
2012-06-25,96.0,82.75,68.0,,16.8,15.721,13.5
2012-06-26,88.0,76.792,65.0,,17.8,15.696,11.8
2012-06-27,98.0,83.917,73.0,,17.3,15.625,13.7
2012-06-28,99.0,86.417,62.0,,20.2,18.067,14.4
2012-06-29,97.0,86.25,70.0,,22.5,20.204,18.4
2012-06-30,99.0,86.375,69.0,,22.0,19.454,17.3
2012-07-01,99.0,84.25,61.0,,21.8,19.317,17.3
2012-07-02,99.0,91.292,74.0,,22.8,19.75,17.7
2012-07-03,99.0,91.292,75.0,,21.7,19.554,17.1
2012-07-04,99.0,81.917,64.0,,22.5,21.183,19.1
2012-07-05,98.0,87.958,76.0,,24.6,22.533,20.4
2012-07-06,99.0,81.833,51.0,,30.1,23.733,20.3
2012-07-07,99.0,95.125,89.0,,21.6,20.471,19.5
2012-07-08,98.0,87.542,73.0,,21.1,19.558,17.8
2012-07-09,99.0,85.833,72.0,,22.8,20.329,17.1
2012-07-10,98.0,84.833,62.0,,26.5,23.333,20.2
2012-07-11,98.0,83.583,68.0,,27.2,24.167,21.7
2012-07-12,99.0,89.458,76.0,,27.1,24.412,20.9
2012-07-13,99.0,87.333,70.0,,28.8,25.225,22.2
2012-07-14,99.0,90.25,65.0,,29.9,23.929,20.6
2012-07-15,99.0,82.542,60.0,,32.3,25.458,19.7
2012-07-16,92.0,74.958,57.0,,32.2,28.321,25.1
2012-07-17,99.0,80.833,62.0,,31.0,26.892,23.3
2012-07-18,99.0,89.875,69.0,,24.4,22.671,21.5
2012-07-19,97.0,83.417,59.0,,25.7,21.983,18.2
2012-07-20,93.0,81.042,74.0,,19.2,18.0,16.7
2012-07-21,94.0,83.0,69.0,,20.4,18.396,17.1
2012-07-22,99.0,88.792,84.0,,19.6,18.688,17.6
2012-07-23,99.0,85.958,64.0,,25.6,22.421,19.0
2012-07-24,99.0,90.875,75.0,,25.4,23.312,21.3
2012-07-25,92.0,80.0,55.0,,30.6,26.146,23.8
2012-07-26,99.0,79.417,59.0,,29.9,26.971,24.2
2012-07-27,99.0,83.625,64.0,,28.2,25.738,22.8
2012-07-28,98.0,83.708,70.0,,29.3,26.979,24.3
2012-07-29,92.0,82.708,68.0,,29.7,27.479,25.9
2012-07-30,96.0,84.0,67.0,,29.6,26.721,25.2
2012-07-31,97.0,82.958,65.0,,27.8,25.979,24.3
2012-08-01,98.0,87.458,74.0,,27.9,26.183,24.3
2012-08-02,98.0,85.0,67.0,,29.1,26.633,24.2
2012-08-03,99.0,86.542,67.0,,27.8,25.746,23.9
2012-08-04,97.0,85.833,70.0,,28.0,26.108,23.5
2012-08-05,97.0,86.0,73.0,,28.6,26.654,25.2
2012-08-06,99.0,92.5,78.0,,28.2,25.604,23.3
2012-08-07,98.0,79.708,66.0,,26.4,24.404,21.7
2012-08-08,96.0,83.125,71.0,,24.2,22.304,20.8
2012-08-09,93.0,77.083,62.0,,24.2,22.338,20.4
2012-08-10,98.0,85.167,62.0,,27.1,23.221,19.6
2012-08-11,99.0,92.583,77.0,,27.0,24.912,23.3
2012-08-12,99.0,91.792,79.0,,26.4,25.017,23.6
2012-08-13,97.0,80.792,56.0,,33.0,27.7,24.4
2012-08-14,98.0,85.75,65.0,,29.1,26.704,25.0
2012-08-15,99.0,90.083,76.0,,26.6,25.017,23.5
2012-08-16,99.0,79.583,61.0,,31.5,27.567,23.5
2012-08-17,99.0,87.25,58.0,,29.7,26.542,24.7
2012-08-18,99.0,89.083,66.0,,28.6,25.975,24.7
2012-08-19,98.0,85.125,70.0,,27.8,25.954,24.3
2012-08-20,98.0,82.417,51.0,,29.2,25.879,22.5
2012-08-21,99.0,79.542,69.0,,29.2,26.75,23.0
2012-08-22,97.0,80.792,59.0,,31.2,27.162,25.2
2012-08-23,99.0,85.25,70.0,,28.6,26.612,24.7
2012-08-24,99.0,82.792,71.0,,29.2,26.683,24.5
2012-08-25,97.0,82.875,65.0,,28.5,26.55,23.9
2012-08-26,99.0,83.0,66.0,,28.6,26.792,24.7
2012-08-27,99.0,82.25,61.0,,29.3,26.879,23.7
2012-08-28,99.0,83.0,64.0,,29.7,26.446,24.5
2012-08-29,99.0,84.5,73.0,,28.8,26.271,23.4
2012-08-30,99.0,86.583,71.0,,28.3,26.425,24.4
2012-08-31,99.0,88.417,75.0,,28.3,26.146,24.2
2012-09-01,99.0,88.375,64.0,,28.3,25.558,23.9
2012-09-02,99.0,90.583,70.0,,27.9,25.125,23.1
2012-09-03,97.0,87.833,69.0,,27.8,24.983,23.0
2012-09-04,99.0,89.75,77.0,,26.9,24.671,22.8
2012-09-05,96.0,80.625,62.0,,28.0,25.246,22.0
2012-09-06,99.0,91.583,78.0,,27.5,24.292,21.6
2012-09-07,99.0,77.583,53.0,,27.1,24.079,20.4
2012-09-08,99.0,87.583,70.0,,27.2,24.9,22.2
2012-09-09,99.0,86.458,71.0,,27.7,25.638,23.5
2012-09-10,97.0,85.667,66.0,,27.9,25.775,23.6
2012-09-11,99.0,84.958,67.0,,27.5,25.812,23.4
2012-09-12,99.0,82.375,58.0,,27.5,24.242,21.5
2012-09-13,98.0,76.208,53.0,,28.8,25.592,21.5
2012-09-14,99.0,87.833,71.0,,27.9,25.779,22.9
2012-09-15,99.0,88.375,70.0,,28.5,25.658,23.7
2012-09-16,99.0,90.75,76.0,,27.8,25.342,22.1
2012-09-17,99.0,87.333,71.0,,28.2,26.196,24.6
2012-09-18,99.0,92.917,78.0,,27.3,25.483,24.5
2012-09-19,99.0,96.542,81.0,,26.3,24.817,24.0
2012-09-20,99.0,85.667,71.0,,26.7,24.333,22.7
2012-09-21,96.0,84.708,73.0,,24.1,22.275,20.8
2012-09-22,93.0,80.208,67.0,,23.6,22.025,20.7
2012-09-23,99.0,90.167,80.0,,22.2,19.854,18.2
2012-09-24,99.0,80.625,57.0,,23.5,20.117,17.7
2012-09-25,90.0,80.583,69.0,,21.2,19.671,18.6
2012-09-26,79.0,65.875,56.0,,23.0,20.7,18.9
2012-09-27,80.0,68.583,59.0,,22.5,20.338,18.3
2012-09-28,99.0,88.292,82.0,,22.9,21.296,18.4
2012-09-29,98.0,88.0,76.0,,24.7,22.779,21.4
2012-09-30,99.0,90.0,67.0,,25.8,23.85,21.3
2012-10-01,95.0,70.625,46.0,,29.9,25.317,23.1
2012-10-02,93.0,79.833,69.0,,23.7,21.733,20.3
2012-10-03,99.0,90.25,78.0,,21.8,20.092,17.6
2012-10-04,99.0,75.167,51.0,,24.3,20.738,17.9
2012-10-05,96.0,84.958,70.0,,23.7,21.517,19.2
2012-10-06,99.0,80.333,61.0,,24.8,22.083,20.5
2012-10-07,99.0,87.458,74.0,,20.0,17.975,16.3
2012-10-08,77.0,61.0,51.0,,20.4,18.171,16.2
2012-10-09,71.0,64.125,58.0,,20.6,18.367,16.6
2012-10-10,92.0,66.083,57.0,,20.7,18.358,16.3
2012-10-11,99.0,87.5,70.0,,21.4,18.896,16.9
2012-10-12,98.0,60.042,41.0,,21.3,18.162,13.3
2012-10-13,66.0,48.25,36.0,,22.7,18.142,13.2
2012-10-14,99.0,71.042,47.0,,20.4,16.704,12.0
2012-10-15,95.0,64.75,39.0,,23.8,19.504,16.1
2012-10-16,88.0,64.167,48.0,,19.3,16.017,13.4
2012-10-17,99.0,82.625,53.0,,20.9,17.225,12.5
2012-10-18,99.0,88.75,63.0,,19.1,17.071,11.9
2012-10-19,94.0,57.625,37.0,,18.0,14.342,11.1
2012-10-20,81.0,63.667,34.0,,19.6,15.638,9.3
2012-10-21,97.0,69.083,34.0,,24.9,18.358,14.1
2012-10-22,99.0,79.125,56.0,,20.3,17.296,13.6
2012-10-23,99.0,89.25,73.0,,22.8,18.125,11.9
2012-10-24,98.0,52.75,31.0,,19.0,14.008,9.3
2012-10-25,87.0,69.75,46.0,,17.4,13.958,10.5
2012-10-26,88.0,64.125,48.0,,20.4,16.938,12.4
2012-10-27,68.0,59.667,48.0,,19.1,16.838,14.5
2012-10-28,93.0,80.25,54.0,,20.0,16.517,14.0
2012-10-29,92.0,59.125,34.0,,21.6,17.05,13.0
2012-10-30,83.0,62.625,48.0,,16.4,12.771,9.1
2012-10-31,90.0,73.25,52.0,,15.9,12.288,8.9
2012-11-01,87.0,65.458,41.0,,18.6,14.5,9.1
2012-11-02,75.0,46.5,33.0,,17.3,13.112,8.5
2012-11-03,76.0,51.625,39.0,,16.0,12.15,7.4
2012-11-04,81.0,58.458,32.0,,18.2,12.146,6.7
2012-11-05,88.0,73.958,60.0,,16.6,13.917,8.2
2012-11-06,93.0,86.208,73.0,,19.7,17.45,16.0
2012-11-07,92.0,76.667,50.0,,17.9,13.958,8.8
2012-11-08,85.0,51.708,34.0,,19.7,14.525,8.1
2012-11-09,83.0,51.0,37.0,,18.8,14.45,9.2
2012-11-10,78.0,59.875,40.0,,17.9,13.367,8.0
2012-11-11,93.0,82.25,68.0,,15.6,13.629,11.9
2012-11-12,93.0,82.458,66.0,,19.1,15.879,11.9
2012-11-13,92.0,77.042,49.0,,16.9,13.321,10.6
2012-11-14,79.0,48.792,29.0,,16.3,11.829,7.1
2012-11-15,81.0,53.333,39.0,,13.4,9.408,4.1
2012-11-16,77.0,57.458,42.0,,15.7,11.317,5.9
2012-11-17,93.0,81.167,63.0,,15.4,12.904,11.0
2012-11-18,90.0,48.083,30.0,,14.0,10.242,4.4
2012-11-19,85.0,61.583,47.0,,10.7,8.0,4.7
2012-11-20,67.0,45.042,29.0,,16.8,12.067,8.2
2012-11-21,69.0,45.375,29.0,,12.9,8.762,5.0
2012-11-22,93.0,77.25,60.0,,14.0,10.117,7.1
2012-11-23,93.0,80.083,62.0,,12.7,10.567,8.5
2012-11-24,76.0,64.167,52.0,,10.0,7.508,2.9
2012-11-25,66.0,49.0,35.0,,11.1,8.071,3.7
2012-11-26,92.0,77.5,55.0,,14.1,11.5,8.6
2012-11-27,53.0,41.833,29.0,,12.7,8.367,3.7
2012-11-28,88.0,63.708,45.0,,9.3,6.933,2.0
2012-11-29,77.0,60.042,36.0,,14.7,10.858,6.8
2012-11-30,71.0,67.583,61.0,,10.9,9.504,8.5
2012-12-01,93.0,74.542,54.0,,8.2,4.379,0.0
2012-12-02,92.0,52.542,38.0,,6.7,4.975,1.8
2012-12-03,91.0,83.25,79.0,,11.0,8.129,4.8
2012-12-04,94.0,73.25,41.0,,13.2,10.175,7.1
2012-12-05,92.0,44.333,26.0,,13.0,8.8,3.3
2012-12-06,94.0,55.75,29.0,,15.6,9.238,5.9
2012-12-07,65.0,44.75,25.0,,12.1,6.438,1.4
2012-12-08,80.0,52.5,27.0,,13.8,7.642,2.5
2012-12-09,57.0,42.833,29.0,,9.0,4.317,1.1
2012-12-10,61.0,51.292,41.0,,6.4,3.154,0.8
2012-12-11,69.0,45.417,31.0,,10.6,6.592,2.0
2012-12-12,66.0,48.042,34.0,,9.5,5.117,-0.2
2012-12-13,70.0,53.542,36.0,,9.8,4.842,0.4
2012-12-14,63.0,49.917,38.0,,10.7,6.742,1.0
2012-12-15,95.0,81.875,39.0,,11.7,9.979,7.0
2012-12-16,95.0,48.042,24.0,,17.2,11.979,5.8
2012-12-17,92.0,73.917,59.0,,11.1,9.071,5.6
2012-12-18,91.0,59.0,41.0,,13.4,9.733,4.7
2012-12-19,53.0,36.958,25.0,,7.1,4.012,0.3
2012-12-20,63.0,44.25,27.0,,8.2,3.804,-1.2
2012-12-21,78.0,57.958,41.0,,7.4,4.717,-0.3
2012-12-22,94.0,83.958,60.0,,8.0,6.808,5.1
2012-12-23,90.0,53.208,37.0,,7.9,5.808,3.1
2012-12-24,89.0,44.208,25.0,,6.3,3.225,0.1
2012-12-25,53.0,43.25,31.0,,8.5,4.092,-0.5
2012-12-26,51.0,37.917,28.0,,4.9,2.354,-0.6
2012-12-27,53.0,39.125,27.0,,6.6,1.85,-1.8
2012-12-28,94.0,68.5,45.0,,7.9,5.217,1.5
2012-12-29,93.0,72.125,58.0,,9.1,6.85,4.7
2012-12-30,94.0,91.708,72.0,,11.3,9.25,7.0
2012-12-31,92.0,54.625,29.0,,9.2,7.079,4.6
