date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,100.0,99.708,99.0,16.125,24.5,8.375,24.75,6.5,1.046,-2.2
2011-01-02,100.0,99.542,99.0,7.833,10.042,2.208,20.833,9.2,2.471,-3.1
2011-01-03,100.0,99.5,99.0,6.375,6.958,0.583,16.75,8.6,3.642,-2.1
2011-01-04,100.0,99.583,99.0,8.609,10.739,2.13,14.458,8.4,1.929,-3.9
2011-01-05,100.0,99.625,99.0,6.792,7.167,0.375,16.333,6.3,2.212,-0.8
2011-01-06,100.0,99.625,99.0,18.625,30.333,11.708,18.917,9.3,2.725,-3.6
2011-01-07,100.0,99.583,99.0,8.833,9.625,0.792,14.667,6.6,2.667,-0.8
2011-01-08,100.0,99.625,99.0,9.125,9.958,0.833,17.875,7.8,2.538,-1.3
2011-01-09,100.0,99.625,99.0,17.375,21.167,3.792,21.958,8.4,1.904,-3.6
2011-01-10,100.0,99.5,99.0,24.417,38.917,14.5,24.542,8.3,2.846,-3.7
2011-01-11,100.0,99.625,99.0,16.826,28.087,11.261,23.083,9.0,2.946,-0.2
2011-01-12,100.0,99.667,99.0,13.217,16.478,3.261,19.261,5.9,0.875,-3.5
2011-01-13,100.0,99.5,99.0,25.5,38.917,13.417,21.417,10.1,1.942,-5.0
2011-01-14,100.0,99.625,99.0,13.5,17.083,3.583,19.667,6.3,1.767,-3.0
2011-01-15,100.0,99.708,99.0,15.542,17.792,2.25,21.208,5.9,0.883,-4.1
2011-01-16,100.0,99.833,99.0,26.0,43.208,17.208,28.042,3.6,0.825,-2.6
2011-01-17,100.0,99.667,99.0,23.542,32.875,9.333,25.833,5.8,1.604,-1.8
2011-01-18,100.0,99.667,99.0,27.565,58.739,31.174,30.208,7.4,0.788,-5.2
2011-01-19,100.0,99.542,99.0,20.667,40.208,19.542,26.0,8.5,2.658,-4.0
2011-01-20,100.0,100.0,100.0,8.458,9.5,1.042,22.083,1.9,1.288,0.6
2011-01-21,100.0,100.0,100.0,9.292,10.167,0.875,16.417,2.2,1.479,0.9
2011-01-22,100.0,99.75,99.0,9.667,13.042,3.375,16.5,6.4,3.579,0.4
2011-01-23,100.0,99.75,99.0,17.0,41.042,24.042,26.208,6.2,1.942,-1.4
2011-01-24,100.0,99.792,99.0,20.609,27.0,6.391,19.435,4.8,0.312,-3.0
2011-01-25,100.0,99.625,99.0,19.565,30.043,10.478,24.0,7.6,1.208,-3.2
2011-01-26,100.0,99.708,99.0,19.25,30.917,11.667,18.792,4.3,-0.421,-4.0
2011-01-27,100.0,99.75,99.0,23.208,48.083,24.875,22.667,5.3,-1.138,-6.9
2011-01-28,100.0,99.667,99.0,14.0,19.583,5.583,19.292,4.6,-0.317,-3.9
2011-01-29,100.0,99.708,99.0,4.417,4.583,0.167,19.458,3.7,0.029,-2.3
2011-01-30,100.0,99.708,99.0,17.0,21.211,4.211,18.737,4.6,-0.071,-3.9
2011-01-31,100.0,99.625,99.0,21.042,40.833,19.792,22.125,6.9,-0.192,-6.9
2011-02-01,100.0,99.625,99.0,16.609,27.739,11.13,18.833,8.3,0.412,-5.4
2011-02-02,100.0,99.833,99.0,6.792,7.458,0.667,19.917,3.1,-0.308,-3.2
2011-02-03,100.0,99.708,99.0,21.917,32.667,10.75,19.333,5.5,-0.204,-5.3
2011-02-04,100.0,99.5,99.0,15.333,24.25,8.917,20.167,9.4,1.783,-5.8
2011-02-05,100.0,99.542,99.0,12.583,13.917,1.333,28.5,6.9,2.504,-2.8
2011-02-06,100.0,99.833,99.0,27.917,39.625,11.708,41.542,5.3,2.046,-2.7
2011-02-07,100.0,99.417,99.0,26.583,43.667,17.083,43.625,9.0,5.825,2.8
2011-02-08,100.0,99.375,99.0,11.957,14.435,2.478,14.833,7.8,4.421,-0.3
2011-02-09,100.0,99.583,99.0,10.565,11.957,1.391,14.217,6.1,1.329,-2.3
2011-02-10,100.0,99.5,99.0,20.167,28.583,8.417,20.0,8.3,2.408,-2.7
2011-02-11,100.0,99.5,99.0,10.042,11.083,1.042,16.958,6.8,2.112,-2.6
