date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,7.917,21.958,48.375,26.417,23.542
2011-01-02,4.292,13.125,24.208,11.083,14.625
2011-01-03,3.375,10.208,15.875,5.667,9.25
2011-01-04,4.5,20.625,37.667,17.042,12.708
2011-01-05,2.625,19.364,30.0,10.636,9.167
2011-01-06,4.625,31.375,63.5,32.125,13.75
2011-01-07,2.696,20.375,44.333,23.958,9.958
2011-01-08,3.792,15.625,23.958,8.333,10.708
2011-01-09,4.792,24.458,44.708,20.25,18.042
2011-01-10,4.792,29.875,75.417,45.542,18.667
2011-01-11,4.045,28.682,77.045,48.364,17.682
2011-01-12,3.667,28.909,64.773,35.864,11.0
2011-01-13,5.292,43.083,120.333,77.25,16.25
2011-01-14,4.0,26.083,70.208,44.125,10.208
2011-01-15,5.208,25.0,52.625,27.625,16.25
2011-01-16,5.083,33.083,101.708,68.625,25.25
2011-01-17,2.542,21.167,42.167,21.0,13.458
2011-01-18,5.708,39.625,129.458,89.833,24.833
2011-01-19,3.833,27.318,79.409,52.091,22.083
2011-01-20,2.167,24.167,45.083,20.917,14.042
2011-01-21,2.348,17.583,28.5,10.917,10.958
2011-01-22,3.292,14.542,27.083,12.542,9.333
2011-01-23,4.609,29.391,104.435,75.043,15.087
2011-01-24,4.0,28.0,66.958,38.958,11.958
2011-01-25,4.25,34.542,103.833,69.292,17.208
2011-01-26,3.708,29.864,70.955,41.091,11.375
2011-01-27,5.167,38.667,144.292,105.625,14.542
2011-01-28,4.348,30.25,80.25,50.0,12.833
2011-01-29,2.25,9.583,14.167,4.583,7.417
2011-01-30,3.875,28.0,77.333,49.333,11.0
2011-01-31,4.958,39.542,121.917,82.375,14.292
2011-02-01,4.458,33.75,120.875,87.125,13.208
2011-02-02,2.333,18.0,28.955,10.955,7.625
2011-02-03,4.625,33.167,71.25,38.083,13.167
2011-02-04,6.043,36.875,104.875,68.0,16.417
2011-02-05,4.5,21.333,29.583,8.25,18.583
2011-02-06,5.75,38.792,97.917,59.125,30.667
2011-02-07,6.25,36.167,103.625,67.458,30.75
2011-02-08,3.783,29.957,59.087,29.13,14.174
2011-02-09,3.042,27.455,56.773,29.318,10.167
2011-02-10,4.792,33.0,91.5,58.5,14.833
2011-02-11,4.217,25.625,55.958,30.333,14.875
2011-02-12,3.125,17.667,30.5,12.833,12.25
2011-02-13,4.458,36.542,96.875,60.333,20.792
2011-02-14,4.917,38.958,105.833,66.875,29.667
2011-02-15,5.958,40.75,116.792,76.042,33.458
2011-02-16,2.333,20.227,34.0,13.773,15.083
2011-02-17,3.042,29.208,70.917,41.708,19.667
2011-02-18,2.522,20.042,35.542,15.5,10.5
2011-02-19,3.833,21.5,40.0,18.5,11.583
2011-02-20,4.292,31.333,71.917,40.583,18.375
2011-02-21,4.292,37.667,79.917,42.25,20.333
2011-02-22,3.75,25.958,46.125,20.167,23.25
2011-02-23,5.174,38.238,90.762,52.524,28.609
2011-02-24,4.0,26.417,35.208,8.792,26.833
2011-02-25,3.478,22.0,33.875,11.875,16.375
2011-02-26,3.0,15.875,20.625,4.75,13.542
2011-02-27,2.625,23.875,40.917,17.042,10.917
2011-02-28,2.333,20.542,29.0,8.458,12.167
2011-03-01,3.292,30.0,59.864,29.864,21.583
2011-03-02,2.792,27.25,41.167,13.917,20.708
2011-03-03,3.13,19.208,29.417,10.208,16.208
2011-03-04,2.125,8.958,10.125,1.167,14.125
2011-03-05,3.0,29.708,59.167,29.458,14.667
2011-03-06,3.333,27.542,64.417,36.875,31.417
2011-03-07,3.542,22.708,38.583,15.875,24.958
2011-03-08,2.696,17.762,20.333,2.571,16.261
2011-03-09,3.417,31.417,62.667,31.25,16.917
2011-03-10,3.478,24.708,37.333,12.625,10.083
2011-03-11,3.208,17.208,25.542,8.333,12.875
2011-03-12,2.417,23.0,39.917,16.917,12.208
2011-03-13,2.292,22.917,34.917,12.0,10.458
2011-03-14,3.05,33.05,72.7,39.65,12.85
2011-03-15,3.417,31.091,75.136,44.045,16.333
2011-03-16,3.125,29.208,65.667,36.458,17.083
2011-03-17,5.739,36.083,83.208,47.125,27.792
2011-03-18,4.708,23.958,41.042,17.083,20.208
2011-03-19,2.917,25.667,39.583,13.917,13.167
2011-03-20,3.208,23.75,38.417,14.667,16.25
2011-03-21,2.333,24.833,40.417,15.583,13.208
2011-03-22,6.375,54.273,172.0,117.727,29.083
2011-03-23,6.087,42.826,100.696,57.87,32.783
2011-03-24,4.391,31.5,56.708,25.208,12.25
2011-03-25,4.0,20.792,39.417,18.625,12.333
2011-03-26,3.75,37.458,91.083,53.625,12.125
2011-03-27,3.208,32.0,55.208,23.208,13.083
2011-03-28,3.833,37.875,77.042,39.167,22.792
2011-03-29,2.792,28.864,45.545,16.682,15.792
2011-03-30,3.75,38.25,77.042,38.792,22.917
2011-03-31,2.391,16.0,17.958,1.958,14.875
2011-04-01,2.667,27.583,60.208,32.625,20.0
2011-04-02,3.957,27.375,48.875,21.5,28.875
2011-04-03,3.042,13.208,24.208,11.0,15.792
2011-04-04,2.625,25.417,45.083,19.667,41.708
2011-04-05,2.667,29.909,62.273,32.364,17.333
2011-04-06,3.708,32.667,82.375,49.708,22.333
2011-04-07,3.042,31.583,54.0,22.417,24.708
2011-04-08,1.696,23.435,26.174,2.739,22.739
2011-04-09,2.0,14.875,18.875,4.0,16.25
2011-04-10,2.25,8.542,8.875,0.333,17.917
2011-04-11,3.25,23.75,44.75,21.0,22.083
2011-04-12,2.0,21.409,30.0,8.591,17.167
2011-04-13,3.167,29.333,53.0,23.667,19.833
