date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,100.0,82.667,67.0,,15.875,22.625,6.75,24.5,0.667,25.833,7.0,2.662,-1.4,
2011-01-02,,100.0,70.25,35.0,,9.609,13.348,3.739,15.417,0.292,19.083,11.2,3.442,-1.6,
2011-01-03,,85.0,54.875,28.0,,12.458,16.708,4.25,3.292,0.208,8.0,10.0,3.833,-1.8,
2011-01-04,,92.0,61.917,36.0,,13.542,19.333,5.792,7.25,0.875,13.083,10.3,3.788,-1.7,
2011-01-05,,74.0,53.333,32.0,,7.045,8.091,1.045,1.833,0.409,9.174,8.1,3.483,0.0,
2011-01-06,,85.0,63.583,36.0,,21.417,32.375,10.958,12.167,0.696,17.125,9.5,3.188,-1.8,
2011-01-07,,98.0,62.375,33.0,,15.5,22.75,7.25,6.667,0.292,12.333,8.9,2.638,-2.2,
2011-01-08,,89.0,65.833,35.0,,14.417,20.542,6.125,7.333,0.375,13.25,8.5,2.325,-3.1,
2011-01-09,,100.0,76.625,56.0,,14.217,18.826,4.609,11.417,1.333,17.958,9.0,3.708,-2.0,
2011-01-10,,100.0,69.875,40.0,,18.125,30.167,12.042,14.958,1.0,19.583,8.1,3.812,-2.7,
2011-01-11,,94.0,71.458,46.0,,12.125,17.917,5.792,10.792,1.083,15.5,8.9,3.75,-0.8,
2011-01-12,,88.0,55.542,31.0,,19.208,36.25,17.042,7.667,0.5,13.75,5.9,0.45,-3.9,
2011-01-13,,91.0,61.417,33.0,,29.083,59.042,29.958,15.625,1.435,20.042,10.9,2.658,-4.3,
2011-01-14,,92.0,57.333,30.0,,20.292,41.083,20.792,8.083,0.958,13.458,8.1,2.025,-3.2,
2011-01-15,,84.0,64.625,45.0,,17.667,25.292,7.625,20.375,0.917,23.792,6.8,1.65,-3.4,
2011-01-16,,77.0,62.958,49.0,,16.81,26.095,9.286,14.75,1.045,18.565,4.6,2.283,-0.7,
