date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,193.333,3.583,9.792,12.958,17.125,4.167,10.708,16.833,203.125
2011-01-02,190.5,2.792,7.542,8.292,11.833,3.542,6.75,15.25,198.042
2011-01-03,188.783,2.652,5.13,7.652,10.478,2.826,4.333,12.042,193.913
2011-01-04,196.083,3.304,6.333,11.826,17.435,5.609,7.5,15.826,202.417
2011-01-05,189.833,2.208,3.542,5.292,10.5,5.208,9.417,12.5,193.375
2011-01-06,192.667,3.958,10.542,21.708,40.167,18.458,9.208,14.333,203.208
2011-01-07,191.083,2.792,5.542,10.167,17.917,7.75,6.667,12.125,196.625
2011-01-08,192.167,2.875,6.583,10.208,13.917,3.708,6.708,11.625,198.75
2011-01-09,200.958,4.042,11.542,22.042,31.625,9.583,9.0,14.958,212.5
2011-01-10,193.261,3.348,12.261,18.348,27.087,8.739,10.458,15.917,205.522
2011-01-11,197.583,2.667,10.125,12.542,19.625,7.083,8.292,12.833,207.708
2011-01-12,190.208,3.0,12.667,17.5,28.0,10.5,5.583,10.667,202.875
2011-01-13,190.583,3.333,12.125,17.667,28.625,10.958,8.75,14.292,202.708
2011-01-14,193.625,2.958,8.875,7.875,13.75,5.875,9.083,13.292,202.5
2011-01-15,192.708,2.875,8.583,8.833,11.75,2.917,12.5,17.542,201.292
2011-01-16,195.667,4.792,15.958,26.042,48.042,22.0,18.292,23.875,211.625
2011-01-17,191.435,4.136,16.043,26.045,42.136,16.091,13.5,18.826,207.478
2011-01-18,192.542,4.375,17.083,28.917,50.208,21.292,13.875,18.042,209.625
2011-01-19,194.125,5.333,21.792,31.875,53.625,21.75,17.083,24.542,215.917
2011-01-20,201.375,7.208,29.5,37.375,86.208,48.833,23.625,31.167,230.875
2011-01-21,196.333,5.583,23.708,31.25,57.375,26.125,15.417,23.583,220.042
2011-01-22,190.792,4.125,14.583,17.917,25.583,7.667,7.0,15.625,205.375
2011-01-23,189.792,3.042,11.125,12.458,18.292,5.833,9.458,14.25,200.917
2011-01-24,190.87,3.174,9.522,19.783,33.348,13.565,9.042,13.208,200.391
2011-01-25,193.792,2.792,7.708,14.958,25.167,10.208,5.208,11.833,201.5
2011-01-26,194.083,2.542,5.083,11.417,19.292,7.875,8.5,13.208,199.167
2011-01-27,190.208,3.5,7.542,19.458,31.625,12.167,11.542,16.042,197.75
2011-01-28,193.625,2.333,4.042,8.917,15.583,6.667,8.917,11.75,197.667
2011-01-29,192.667,2.042,2.5,3.125,5.833,2.708,7.167,11.042,195.167
2011-01-30,192.958,2.708,5.083,11.208,19.917,8.708,7.75,13.083,198.042
2011-01-31,193.273,3.182,6.091,12.227,19.591,7.364,7.696,13.125,199.364
2011-02-01,190.75,3.292,7.458,15.333,23.75,8.417,9.333,13.333,198.208
2011-02-02,191.792,2.917,6.208,9.792,17.792,8.0,8.375,12.542,198.0
2011-02-03,193.833,3.625,9.708,19.417,32.458,13.042,6.667,11.792,203.542
2011-02-04,191.917,3.458,7.417,11.5,18.375,6.875,10.333,15.083,199.333
2011-02-05,198.792,4.292,10.458,18.333,25.292,6.958,13.542,17.667,209.25
2011-02-06,206.458,8.208,26.917,42.583,75.5,32.917,30.125,36.042,233.375
2011-02-07,194.522,5.957,17.217,29.87,50.609,20.739,16.417,22.125,211.739
2011-02-08,193.292,3.292,9.125,11.0,19.333,8.333,9.375,14.083,202.417
2011-02-09,194.5,3.167,8.375,13.542,21.125,7.583,5.0,9.125,202.875
2011-02-10,193.833,3.167,8.792,13.625,21.542,7.917,7.667,13.792,202.625
2011-02-11,193.083,3.083,7.417,10.292,15.792,5.5,7.708,12.667,200.5
2011-02-12,190.5,2.958,6.292,5.208,8.167,2.958,8.0,13.375,196.792
2011-02-13,196.25,5.042,14.0,27.875,48.25,20.375,15.917,23.708,210.25
2011-02-14,199.609,5.857,19.348,35.864,67.091,31.227,20.25,29.0,218.957
2011-02-15,191.875,4.0,10.042,19.417,30.542,11.125,21.0,27.292,201.917
2011-02-16,190.125,2.917,8.042,13.458,18.125,4.667,8.875,11.583,198.167
2011-02-17,194.208,2.958,8.083,15.25,23.375,8.125,10.042,15.333,202.292
2011-02-18,191.458,2.792,6.042,11.0,20.625,9.625,6.917,12.125,197.5
2011-02-19,201.292,3.042,6.833,12.417,16.333,3.917,7.458,11.833,208.125
2011-02-20,192.875,4.083,10.917,23.583,40.167,16.583,11.0,17.667,203.792
2011-02-21,191.391,4.087,11.565,23.609,36.261,12.652,16.167,20.958,202.957
2011-02-22,198.792,6.667,18.625,34.667,57.417,22.75,28.167,33.375,217.417
2011-02-23,199.667,7.0,23.5,36.25,76.958,40.708,29.542,40.0,223.167
2011-02-24,192.467,4.667,11.267,18.375,25.208,6.833,29.708,34.25,203.733
2011-02-25,,5.25,,26.833,39.042,12.208,15.375,21.667,
2011-02-26,,3.583,,11.458,15.167,3.708,11.125,15.917,
2011-02-27,,3.208,,11.333,20.708,9.375,9.333,13.625,
2011-02-28,,3.682,,22.045,30.0,7.955,11.818,15.609,
2011-03-01,,5.417,,33.667,52.208,18.542,17.542,28.625,
2011-03-02,,5.042,,32.208,53.0,20.792,20.25,30.25,
2011-03-03,,3.333,,13.792,17.917,4.125,12.0,18.167,
2011-03-04,,2.625,,10.375,12.0,1.625,11.708,15.5,
2011-03-05,,5.375,,33.792,59.5,25.708,14.917,22.708,
2011-03-06,,5.348,,32.261,57.087,24.826,7.875,18.391,
2011-03-07,,6.208,,26.208,44.75,18.542,22.875,29.958,
2011-03-08,,6.208,,29.167,47.667,18.5,22.042,28.792,
2011-03-09,,5.5,,26.5,42.375,15.875,23.208,29.083,
2011-03-10,,4.833,,20.167,28.708,8.542,9.0,17.542,
2011-03-11,,2.917,,7.083,9.5,2.417,8.875,14.958,
2011-03-12,,2.882,,8.778,14.333,5.556,10.667,16.111,
2011-03-13,,3.1,,,,,7.625,16.9,
2011-03-14,,2.833,,,,,9.625,20.167,
2011-03-15,,3.042,,,,,15.292,26.667,
2011-03-16,,4.042,,,,,20.0,31.125,
2011-03-17,,5.167,,,,,18.917,34.417,
2011-03-18,,4.458,,,,,5.458,19.917,
2011-03-19,,2.542,,9.917,19.083,9.167,8.042,17.583,
2011-03-20,,2.304,,6.957,10.957,4.0,9.042,16.708,
2011-03-21,,3.0,,13.5,21.667,8.167,10.667,18.0,
2011-03-22,,4.0,,22.292,31.417,9.125,23.917,35.833,
2011-03-23,,4.0,,19.125,25.083,5.958,33.583,46.208,
2011-03-24,,2.583,,9.333,13.958,4.625,7.083,16.75,
2011-03-25,,2.208,,5.667,7.875,2.208,5.833,13.292,
2011-03-26,,2.875,,12.25,18.625,6.375,9.917,16.875,
2011-03-27,,3.545,,14.5,20.364,5.864,11.333,21.208,
2011-03-28,,4.0,,16.708,22.708,6.0,25.7,32.042,
2011-03-29,,3.917,,18.542,25.75,7.208,18.792,25.583,
2011-03-30,,3.875,,22.375,30.042,7.667,18.625,29.583,
2011-03-31,,3.958,,16.667,25.0,8.333,14.875,24.042,
2011-04-01,192.208,3.0,11.333,19.625,27.917,8.292,17.708,20.0,203.542
2011-04-02,190.417,2.167,7.458,11.0,18.167,7.167,13.5,18.375,197.875
2011-04-03,190.542,1.917,5.792,6.292,11.042,4.75,9.0,14.708,196.333
2011-04-04,191.542,2.783,6.375,12.458,22.083,9.625,8.958,13.75,197.917
2011-04-05,192.478,3.292,9.87,18.0,26.826,8.826,14.458,17.542,202.348
2011-04-06,191.583,3.5,11.583,18.583,26.125,7.542,14.542,19.333,203.167
2011-04-07,188.542,3.333,12.625,20.0,26.75,6.75,14.417,21.125,201.167
2011-04-08,188.792,3.917,16.25,22.375,32.667,10.292,13.5,20.458,205.042
2011-04-09,189.5,3.875,14.375,16.792,23.083,6.292,7.208,17.292,203.875
2011-04-10,188.083,3.5,8.667,9.25,11.625,2.375,16.667,22.875,196.75
2011-04-11,188.167,3.391,9.417,12.292,16.125,3.833,19.542,26.417,197.583
2011-04-12,187.609,3.348,9.826,15.045,22.909,7.864,14.875,17.958,197.435
2011-04-13,187.292,3.417,10.125,14.833,21.0,6.167,18.958,28.375,197.417
2011-04-14,187.708,3.833,11.875,17.458,23.375,5.917,26.417,35.333,199.583
2011-04-15,188.75,4.167,13.667,20.875,28.208,7.333,28.5,40.708,202.417
2011-04-16,185.833,3.167,9.458,9.958,14.667,4.708,21.333,33.375,195.292
2011-04-17,187.042,2.208,7.333,5.208,7.292,2.083,11.833,20.042,194.375
2011-04-18,192.75,3.348,12.375,15.5,22.542,7.042,15.0,25.417,205.125
2011-04-19,186.826,3.542,11.739,19.043,28.478,9.435,4.875,12.75,198.565
2011-04-20,190.25,2.458,8.417,10.958,17.792,6.833,2.833,9.542,198.667
2011-04-21,192.75,3.208,11.083,15.708,26.083,10.375,8.417,15.375,203.833
2011-04-22,192.625,3.708,14.292,18.042,25.542,7.5,18.333,29.833,206.917
2011-04-23,196.458,3.417,14.083,16.292,23.458,7.167,14.125,25.5,210.542
2011-04-24,188.583,2.75,6.167,6.917,9.417,2.5,13.083,20.667,194.75
2011-04-25,189.458,3.522,7.875,11.333,16.708,5.375,9.905,25.5,197.333
2011-04-26,190.571,3.609,12.19,16.773,24.545,7.773,9.667,25.565,202.762
2011-04-27,188.875,3.208,12.792,12.708,17.042,4.333,15.0,29.167,201.667
2011-04-28,183.917,2.875,9.833,10.875,17.667,6.792,8.708,18.625,193.75
2011-04-29,185.917,2.792,8.583,7.625,11.417,3.792,11.292,17.583,194.5
2011-04-30,188.75,3.708,12.792,13.292,18.25,4.958,19.375,25.625,201.542
2011-05-01,190.083,3.792,12.5,10.792,15.25,4.458,28.667,41.333,202.583
2011-05-02,186.917,3.261,8.833,8.833,14.667,5.833,17.833,28.625,195.75
2011-05-03,195.609,3.375,9.609,8.522,11.913,3.391,21.292,36.792,205.217
2011-05-04,187.667,3.042,6.917,6.0,9.208,3.208,23.708,41.167,194.583
