date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,3.042,10.083,12.75,2.667,,7.625
2011-01-02,2.348,5.952,9.19,3.238,,3.5
2011-01-03,2.75,8.083,12.292,4.208,,2.833
2011-01-04,2.792,10.0,13.458,3.458,,4.875
2011-01-05,2.091,6.458,11.042,4.583,,5.833
2011-01-06,2.667,10.917,19.583,8.667,,5.333
2011-01-07,2.417,7.208,13.375,6.167,,4.917
2011-01-08,2.458,6.625,11.042,4.417,,2.083
2011-01-09,2.696,14.2,17.7,3.5,,4.864
2011-01-10,3.083,15.875,21.625,5.75,,9.958
2011-01-11,2.458,6.667,9.917,3.25,,3.417
2011-01-12,2.792,13.375,21.792,8.417,,1.792
2011-01-13,3.792,17.083,28.75,11.667,,9.0
2011-01-14,2.792,5.875,12.0,6.125,,7.125
2011-01-15,3.083,6.833,11.583,4.75,,11.042
2011-01-16,4.227,25.857,42.619,16.762,,12.5
2011-01-17,4.25,27.792,48.542,20.75,,12.667
2011-01-18,3.75,25.833,39.917,14.083,,9.542
2011-01-19,3.708,23.292,35.542,12.25,,12.667
2011-01-20,3.042,18.958,25.583,6.625,,9.625
2011-01-21,1.75,7.167,8.958,1.792,,0.875
2011-01-22,3.292,16.125,22.542,6.417,,5.0
2011-01-23,3.957,6.381,9.524,3.143,,6.565
2011-01-24,3.0,12.125,18.25,6.125,,3.25
2011-01-25,3.625,12.5,19.417,6.917,,4.292
2011-01-26,2.958,9.625,17.125,7.5,,3.458
2011-01-27,3.5,10.667,16.917,6.25,,8.958
2011-01-28,2.625,6.458,11.708,5.25,,3.792
2011-01-29,2.542,3.792,6.667,2.875,,2.042
2011-01-30,2.652,9.905,17.19,7.286,,4.455
2011-01-31,2.833,10.917,18.667,7.75,,4.792
2011-02-01,2.833,11.292,17.042,5.75,,5.833
2011-02-02,2.667,9.417,15.958,6.542,,4.667
2011-02-03,2.667,13.5,22.125,8.625,,4.667
2011-02-04,3.208,10.625,17.083,6.458,,8.208
2011-02-05,2.875,13.125,16.375,3.25,,9.208
2011-02-06,6.13,35.35,64.0,28.65,,20.818
2011-02-07,6.583,31.375,55.417,24.042,,25.292
2011-02-08,2.667,8.458,15.333,6.875,,6.917
2011-02-09,2.458,9.917,18.083,8.167,,3.958
2011-02-10,2.917,11.667,16.0,4.333,,8.083
2011-02-11,2.958,9.083,15.0,5.917,,5.0
2011-02-12,3.042,8.875,13.083,4.208,,6.458
2011-02-13,4.043,27.4,41.3,13.9,,12.565
2011-02-14,4.5,29.417,49.292,19.875,,20.25
2011-02-15,3.208,14.125,21.958,7.833,,19.75
2011-02-16,2.292,10.958,15.375,4.417,,4.542
2011-02-17,2.875,14.125,19.208,5.083,,8.708
2011-02-18,2.792,11.0,19.333,8.333,,4.875
2011-02-19,3.458,14.5,19.917,5.417,,8.208
2011-02-20,4.227,23.381,40.048,16.667,,10.524
2011-02-21,4.625,20.458,30.167,9.708,,18.625
2011-02-22,4.292,23.208,30.667,7.458,,20.417
2011-02-23,5.375,26.625,47.625,21.0,,25.708
2011-02-24,3.792,12.917,16.417,3.5,,26.542
2011-02-25,3.875,18.875,26.667,7.792,,13.333
2011-02-26,2.708,7.75,11.292,3.542,,9.583
2011-02-27,2.609,7.619,13.429,5.81,,4.682
2011-02-28,3.333,17.042,23.917,6.875,,9.5
2011-03-01,4.0,24.458,37.375,12.917,,17.458
2011-03-02,3.833,20.917,32.208,11.292,,19.208
2011-03-03,2.583,7.375,9.042,1.667,,12.542
2011-03-04,2.125,4.917,5.5,0.583,,8.0
2011-03-05,4.348,26.476,37.143,10.667,,10.762
2011-03-06,5.167,28.25,45.875,17.625,,11.375
2011-03-07,3.25,12.792,17.292,4.5,,10.167
2011-03-08,3.625,13.083,17.208,4.125,,11.25
2011-03-09,3.458,11.042,12.708,1.667,,18.208
2011-03-10,3.667,13.952,18.476,4.524,,7.048
2011-03-11,5.083,9.833,14.125,4.292,,7.917
2011-03-12,4.957,8.81,13.143,4.333,,8.429
2011-03-13,3.083,13.25,19.833,6.583,,3.583
2011-03-14,3.333,15.708,23.417,7.708,,5.25
2011-03-15,3.458,11.5,16.458,4.958,,8.583
2011-03-16,3.375,15.0,18.708,3.708,,11.708
2011-03-17,3.792,19.917,25.042,5.125,,17.042
2011-03-18,3.5,14.417,17.125,2.708,,10.833
2011-03-19,2.818,8.9,14.8,5.9,,6.238
2011-03-20,4.167,14.917,22.625,7.708,,9.375
