date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,188.625,8.75,7.042,7.625,0.583,5.708,197.375
2011-01-02,187.958,9.125,7.125,9.333,2.208,9.333,197.083
2011-01-03,185.667,6.333,3.75,4.25,0.5,3.625,192.0
2011-01-04,188.25,9.208,10.292,14.292,4.0,8.042,197.458
2011-01-05,190.174,7.043,5.652,6.609,0.957,9.0,197.217
2011-01-06,190.957,11.739,24.783,41.087,16.304,10.708,202.696
2011-01-07,187.875,6.667,4.958,7.042,2.083,9.083,194.542
2011-01-08,190.583,8.875,8.875,10.708,1.833,6.167,199.458
2011-01-09,190.042,9.25,9.833,12.542,2.708,7.458,199.292
2011-01-10,190.042,11.5,22.833,35.083,12.25,9.125,201.542
2011-01-11,191.75,14.375,21.625,37.417,15.792,11.458,206.125
2011-01-12,187.042,7.583,12.458,23.0,10.542,5.958,194.625
2011-01-13,186.435,11.174,14.696,25.087,10.391,13.833,197.609
2011-01-14,189.833,10.292,16.625,31.292,14.667,17.208,200.125
2011-01-15,189.208,10.792,14.542,23.958,9.417,15.875,200.0
2011-01-16,191.25,11.5,22.417,36.792,14.375,13.25,202.75
2011-01-17,189.542,12.125,22.5,32.792,10.292,11.167,201.667
2011-01-18,188.417,13.292,22.667,34.375,11.708,11.292,201.708
2011-01-19,191.85,12.8,24.652,35.522,10.87,6.565,204.65
2011-01-20,193.348,14.348,25.652,42.0,16.348,9.458,207.696
2011-01-21,189.042,10.5,17.375,22.375,5.0,5.292,199.542
2011-01-22,191.458,10.458,14.708,19.125,4.417,6.167,201.917
2011-01-23,189.0,12.375,10.417,14.333,3.917,8.583,201.375
2011-01-24,191.417,11.5,19.583,31.792,12.208,8.625,202.917
2011-01-25,190.417,8.458,12.292,17.875,5.583,4.292,198.875
2011-01-26,193.542,13.625,14.833,23.083,8.25,9.833,207.167
2011-01-27,189.652,11.87,15.739,27.652,11.913,18.875,201.522
2011-01-28,188.208,14.667,10.958,18.125,7.167,12.042,202.875
2011-01-29,189.25,5.5,4.417,6.958,2.542,9.875,194.75
2011-01-30,188.708,6.667,15.208,27.25,12.042,15.25,195.375
2011-01-31,187.696,7.13,12.696,22.304,9.609,7.174,194.826
2011-02-01,188.083,6.667,8.5,13.375,4.875,8.625,194.75
2011-02-02,188.458,6.792,6.208,9.083,2.875,10.292,195.25
2011-02-03,191.609,9.043,16.913,21.87,4.957,5.583,200.652
2011-02-04,189.708,6.833,9.583,13.0,3.417,9.417,196.542
2011-02-05,194.292,9.542,14.167,17.708,3.542,12.792,203.833
2011-02-06,195.958,17.542,33.458,53.0,19.542,22.375,213.5
2011-02-07,193.583,13.125,22.25,36.875,14.625,18.542,206.708
2011-02-08,187.583,9.875,17.208,32.833,15.625,14.333,197.458
2011-02-09,188.0,7.083,9.667,16.625,6.958,6.25,195.083
2011-02-10,190.783,8.478,18.043,24.478,6.435,4.875,199.261
2011-02-11,190.5,8.792,19.5,31.25,11.75,15.875,199.292
2011-02-12,189.708,7.0,6.25,7.792,1.542,10.625,196.708
2011-02-13,192.333,10.833,23.458,34.333,10.875,10.042,203.167
2011-02-14,197.708,17.792,32.583,54.708,22.125,16.292,215.5
2011-02-15,190.958,12.875,25.875,39.75,13.875,26.458,203.833
2011-02-16,188.273,7.955,17.304,24.826,7.522,7.522,196.227
2011-02-17,190.043,9.261,14.13,18.435,4.304,7.708,199.304
2011-02-18,190.833,6.708,9.25,15.208,5.958,9.583,197.542
2011-02-19,193.917,8.542,14.917,19.5,4.583,6.542,202.458
2011-02-20,193.458,11.625,23.958,32.833,8.875,9.542,205.083
2011-02-21,192.75,10.25,24.25,43.583,19.333,18.667,203.0
2011-02-22,197.167,14.167,37.611,52.556,14.944,29.708,211.333
2011-02-23,198.5,18.75,26.652,49.478,22.826,27.833,217.25
2011-02-24,191.652,13.304,20.708,25.917,5.208,32.25,204.957
2011-02-25,194.167,12.083,21.458,25.417,3.958,12.333,206.25
2011-02-26,191.792,9.5,12.292,16.625,4.333,14.417,201.292
2011-02-27,191.217,7.087,8.913,12.435,3.522,11.913,198.304
2011-02-28,191.667,8.458,18.5,24.292,5.792,9.833,200.125
2011-03-01,193.875,14.875,23.043,32.435,9.391,18.875,208.75
2011-03-02,195.304,17.957,32.208,45.292,13.083,19.083,213.261
2011-03-03,191.292,9.667,17.208,21.125,3.917,13.917,200.958
2011-03-04,191.042,7.833,10.625,12.167,1.542,11.583,198.875
2011-03-05,192.083,15.167,21.375,32.417,11.042,9.25,207.25
2011-03-06,193.667,18.042,24.167,37.833,13.667,9.708,211.708
2011-03-07,192.042,12.958,13.167,17.458,4.292,20.917,205.0
2011-03-08,196.0,15.625,26.652,38.652,12.0,15.542,211.625
2011-03-09,195.435,13.652,23.917,30.583,6.667,20.167,209.087
2011-03-10,193.375,10.833,17.625,21.167,3.542,9.0,204.208
2011-03-11,188.583,8.5,6.5,7.375,0.875,9.708,197.083
2011-03-12,188.957,6.304,3.864,4.545,0.682,10.435,195.261
2011-03-13,190.708,8.375,9.583,12.583,3.0,4.75,199.083
2011-03-14,191.583,9.75,18.542,23.667,5.125,11.958,201.333
2011-03-15,191.333,8.875,10.696,13.478,2.783,14.917,200.208
2011-03-16,192.478,11.565,19.708,24.208,4.5,20.167,204.043
2011-03-17,190.0,14.5,21.875,25.958,4.083,15.167,204.5
2011-03-18,190.333,13.125,17.542,21.375,3.833,11.542,203.458
2011-03-19,188.75,10.708,15.375,23.333,7.958,15.708,199.458
2011-03-20,188.625,7.708,11.875,15.708,3.833,11.375,196.333
2011-03-21,188.042,7.417,8.3,9.1,0.8,13.478,195.458
2011-03-22,190.0,9.375,17.5,22.318,4.818,31.583,199.375
2011-03-23,190.739,10.652,17.958,21.958,4.0,49.25,201.391
2011-03-24,188.375,7.333,6.708,7.042,0.333,5.875,195.708
2011-03-25,189.375,7.333,6.417,7.083,0.667,5.708,196.708
2011-03-26,189.364,7.182,7.957,9.435,1.478,6.826,196.545
2011-03-27,189.0,8.417,12.083,14.25,2.167,13.667,197.417
2011-03-28,189.75,11.958,19.208,26.333,7.125,30.917,201.708
2011-03-29,191.583,12.5,20.174,26.174,6.0,27.833,204.083
2011-03-30,189.13,11.609,19.458,22.833,3.375,24.917,200.739
2011-03-31,185.792,7.292,7.5,8.833,1.333,15.5,193.083
2011-04-01,187.261,16.304,18.565,23.565,5.0,17.417,203.565
2011-04-02,188.375,13.667,18.125,26.167,8.042,21.042,202.042
2011-04-03,185.042,10.208,13.125,20.625,7.5,17.042,195.25
2011-04-04,185.542,12.958,13.5,19.708,6.208,5.917,198.5
2011-04-05,190.167,12.292,13.208,15.125,1.917,17.0,202.458
2011-04-06,191.667,15.667,19.083,23.458,4.375,20.208,207.333
2011-04-07,187.583,17.375,20.333,24.0,3.667,20.375,204.958
2011-04-08,181.913,13.478,14.957,16.522,1.565,15.75,195.391
2011-04-09,183.125,15.25,12.167,13.875,1.708,8.625,198.375
2011-04-10,184.542,17.25,11.333,12.417,1.083,22.375,201.792
2011-04-11,186.762,15.952,15.476,17.286,1.81,21.957,202.714
2011-04-12,186.292,11.667,11.708,13.583,1.875,21.292,197.958
2011-04-13,188.417,11.833,11.5,12.958,1.458,21.917,200.25
2011-04-14,188.958,13.667,18.375,20.667,2.292,31.458,202.625
2011-04-15,192.261,21.304,24.087,27.696,3.609,34.708,213.565
2011-04-16,181.292,8.042,12.083,15.333,3.25,26.125,189.333
2011-04-17,178.417,9.458,8.333,11.292,2.958,14.25,187.875
2011-04-18,179.917,9.333,13.958,16.25,2.292,18.375,189.25
2011-04-19,176.792,7.667,15.542,17.917,2.375,7.542,184.458
2011-04-20,177.417,11.083,13.833,22.5,8.667,9.0,188.5
2011-04-21,179.75,10.542,14.833,18.583,3.75,9.083,190.292
2011-04-22,186.565,19.565,24.913,32.609,7.696,23.625,206.13
2011-04-23,182.792,11.708,14.042,18.542,4.5,14.333,194.5
2011-04-24,183.583,7.792,7.417,8.458,1.042,15.292,191.375
2011-04-25,185.105,9.421,9.522,10.348,0.826,15.87,194.526
2011-04-26,187.542,11.917,17.583,21.042,3.458,15.125,199.458
2011-04-27,184.75,12.333,13.0,15.917,2.917,14.0,197.083
2011-04-28,185.875,11.917,10.875,15.208,4.333,15.667,197.792
2011-04-29,186.348,9.13,8.478,9.652,1.174,11.958,195.478
2011-04-30,186.375,10.625,10.875,12.667,1.792,18.042,197.0
