date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,5.0,6.167,1.167,1.917,7.167
2011-01-02,3.083,3.333,0.25,1.042,8.167
2011-01-03,3.208,3.583,0.375,1.167,6.167
2011-01-04,4.522,6.261,1.739,1.391,15.478
2011-01-05,3.208,4.375,1.167,1.292,14.5
2011-01-06,7.083,8.958,1.875,1.667,16.208
2011-01-07,3.458,4.208,0.75,2.042,9.125
2011-01-08,3.417,3.958,0.542,1.583,7.667
2011-01-09,8.125,9.333,1.208,2.083,6.958
2011-01-10,10.375,12.292,1.917,1.667,10.958
2011-01-11,3.826,4.217,0.391,1.348,8.167
2011-01-12,6.75,8.833,2.083,1.625,7.833
2011-01-13,6.625,8.542,1.917,1.75,8.958
2011-01-14,3.083,3.75,0.667,2.375,11.125
2011-01-15,3.875,4.667,0.792,2.708,10.833
2011-01-16,13.792,17.333,3.542,2.167,12.5
2011-01-17,11.458,13.833,2.375,2.083,15.292
2011-01-18,18.957,26.783,7.826,3.87,8.0
2011-01-19,14.083,19.375,5.292,3.0,13.417
2011-01-20,5.875,7.75,1.875,2.5,9.25
2011-01-21,9.667,12.042,2.375,1.458,13.708
2011-01-22,10.417,13.833,3.417,1.75,7.542
2011-01-23,2.917,3.667,0.75,1.375,5.333
2011-01-24,6.292,7.875,1.583,1.708,12.083
2011-01-25,8.435,10.739,2.304,2.043,8.333
2011-01-26,4.917,6.708,1.792,1.958,8.583
2011-01-27,6.542,8.667,2.125,3.375,9.333
2011-01-28,4.208,5.417,1.208,2.458,11.458
2011-01-29,2.0,2.833,0.833,1.667,12.583
2011-01-30,4.292,5.792,1.5,1.75,12.167
2011-01-31,5.208,7.292,2.083,1.917,7.375
2011-02-01,4.0,5.913,1.913,2.0,12.478
2011-02-02,4.375,5.917,1.542,1.833,12.083
2011-02-03,5.708,7.708,2.0,1.583,8.958
2011-02-04,5.042,6.583,1.542,2.333,9.958
2011-02-05,11.833,15.375,3.542,2.458,18.417
2011-02-06,19.042,24.375,5.333,2.917,10.0
