date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,185.917,99.0,82.542,56.0,5.708,7.958,9.833,1.875,,2.0,0.667,17.417,6.7,3.783,0.9,191.625
2011-01-02,182.625,99.0,86.833,59.0,3.542,3.818,4.5,0.682,,21.0,1.227,15.542,6.8,3.925,1.7,186.167
2011-01-03,182.167,93.0,75.083,61.0,2.833,6.0,6.792,0.792,,4.0,0.708,14.5,4.4,2.871,1.4,185.0
2011-01-04,184.4,99.0,85.833,65.0,3.8,7.818,8.682,0.864,,12.0,1.818,15.864,3.9,1.738,0.4,188.2
2011-01-05,184.083,97.0,75.417,61.0,2.375,6.0,8.0,2.0,,5.0,4.292,17.0,3.2,1.904,0.7,186.458
2011-01-06,185.75,94.0,81.125,61.0,2.875,6.042,7.208,1.167,,6.0,1.5,17.667,3.5,2.496,1.4,188.625
2011-01-07,185.583,89.0,68.458,52.0,2.375,3.917,5.125,1.208,,0.0,3.333,18.458,4.5,2.567,1.4,187.958
2011-01-08,186.833,90.0,73.625,55.0,3.0,4.375,5.25,0.875,,0.0,1.625,15.75,5.3,2.608,1.2,189.833
2011-01-09,190.167,96.0,81.958,69.0,6.5,13.864,15.727,1.864,,2.0,1.045,16.417,3.8,2.038,-0.3,196.667
2011-01-10,187.0,95.0,80.458,60.0,4.958,12.792,14.25,1.458,,1.0,1.375,17.125,4.2,2.492,0.7,191.958
2011-01-11,183.524,99.0,90.042,68.0,3.143,4.957,5.391,0.435,,7.0,1.0,14.696,1.9,0.054,-1.8,186.667
2011-01-12,184.208,91.0,73.208,54.0,3.958,9.333,10.458,1.125,,2.0,2.458,14.042,1.7,-0.104,-1.8,188.167
2011-01-13,185.208,99.0,87.833,63.0,5.0,12.25,14.458,2.208,,16.0,1.667,15.958,4.0,2.179,-0.3,190.208
2011-01-14,185.292,91.0,70.125,55.0,2.958,2.167,2.5,0.333,,3.0,1.125,15.875,2.1,1.071,0.0,188.25
2011-01-15,185.417,99.0,73.917,56.0,3.167,4.167,5.0,0.833,,7.0,1.417,19.667,2.1,1.312,-0.6,188.583
2011-01-16,189.542,89.0,74.583,52.0,11.792,21.864,28.318,6.455,,0.0,1.5,20.292,2.8,1.292,-0.3,201.333
2011-01-17,190.417,92.0,81.5,54.0,9.667,23.25,30.542,7.292,,1.0,1.542,21.667,4.7,1.583,0.2,200.083
2011-01-18,189.476,96.0,74.833,46.0,11.19,22.609,26.739,4.13,,0.0,1.273,18.364,7.3,2.729,-1.4,200.667
2011-01-19,190.167,99.0,81.375,65.0,10.125,20.208,28.25,8.042,,0.0,1.458,17.708,7.1,4.021,0.7,200.292
2011-01-20,187.083,76.0,68.917,57.0,7.875,18.875,22.708,3.833,,0.0,2.333,18.917,7.0,4.417,2.9,194.958
2011-01-21,182.208,98.0,80.875,67.0,4.333,9.333,11.125,1.792,,7.0,1.167,12.625,5.1,3.942,2.7,186.542
2011-01-22,189.417,99.0,88.5,69.0,8.417,16.583,20.417,3.833,,0.0,1.208,16.083,7.8,4.542,2.1,197.833
2011-01-23,183.958,99.0,86.375,71.0,4.375,2.364,2.773,0.409,,9.0,0.955,16.5,6.0,2.362,-0.7,188.333
2011-01-24,183.375,95.0,68.0,50.0,4.375,8.75,9.958,1.208,,1.0,1.333,15.625,2.0,0.05,-2.1,187.75
2011-01-25,185.5,99.0,94.826,80.0,4.95,9.522,10.696,1.174,,18.0,1.273,14.955,0.9,-0.426,-1.5,190.45
2011-01-26,185.375,97.0,70.417,52.0,3.542,5.083,6.042,0.958,,1.0,1.208,15.0,0.8,-0.5,-2.2,188.917
2011-01-27,187.042,99.0,83.792,59.0,3.458,5.208,5.958,0.75,,16.0,2.333,20.292,1.7,0.2,-2.3,190.5
2011-01-28,184.292,81.0,63.625,48.0,2.25,1.833,2.5,0.667,,0.0,1.167,17.792,1.5,-0.221,-1.4,186.542
2011-01-29,184.708,80.0,61.667,49.0,2.375,2.167,2.958,0.792,,0.0,2.083,15.833,1.4,0.0,-1.4,187.083
2011-01-30,184.833,99.0,78.292,59.0,3.042,6.045,7.455,1.409,,8.0,1.136,16.792,1.2,-0.558,-2.2,187.875
2011-01-31,186.375,92.0,74.083,54.0,3.583,7.75,9.917,2.167,,0.0,3.083,17.417,1.4,-0.267,-2.9,189.958
2011-02-01,184.19,99.0,76.458,57.0,3.952,7.409,8.591,1.182,,21.0,1.545,16.727,3.5,0.192,-4.9,188.143
2011-02-02,182.958,99.0,76.583,57.0,2.958,5.625,7.25,1.625,,7.0,1.375,16.583,0.5,-0.621,-2.1,185.917
2011-02-03,167.917,99.0,82.875,55.0,3.542,9.083,11.125,2.042,,10.0,2.458,13.583,1.4,-0.188,-1.5,171.458
2011-02-04,184.125,99.0,88.333,71.0,2.917,6.875,8.75,1.875,,16.0,3.292,18.792,3.6,1.9,0.0,187.042
2011-02-05,188.792,87.0,77.708,65.0,5.292,11.375,13.208,1.833,,0.0,1.083,16.792,3.4,1.954,0.3,194.083
2011-02-06,194.375,97.0,75.958,51.0,14.542,29.5,41.545,12.045,,4.0,1.682,24.083,8.0,3.983,0.4,208.917
2011-02-07,195.292,99.0,97.958,91.0,12.083,28.042,36.208,8.167,,28.0,1.583,23.125,5.0,3.658,1.6,207.375
2011-02-08,184.3,99.0,93.667,84.0,2.7,3.565,4.913,1.348,,14.0,1.043,14.087,0.8,-1.129,-2.1,187.0
2011-02-09,185.875,99.0,89.375,76.0,3.0,4.417,5.667,1.25,,6.0,0.958,12.792,0.4,-0.896,-1.7,188.875
2011-02-10,189.542,99.0,95.208,84.0,4.917,8.917,10.083,1.167,,14.0,1.542,16.083,0.3,-0.85,-1.9,194.458
2011-02-11,186.333,99.0,78.083,59.0,3.0,4.167,5.208,1.042,,2.0,1.0,14.667,1.4,-0.425,-2.2,189.333
2011-02-12,187.667,99.0,71.333,51.0,3.042,5.458,6.5,1.042,,4.0,2.083,16.125,2.4,0.608,-2.2,190.708
2011-02-13,193.083,95.0,77.458,54.0,9.0,22.409,29.545,7.136,,0.0,0.773,19.375,4.3,1.583,-2.7,202.083
2011-02-14,194.958,99.0,87.292,69.0,14.292,26.167,35.083,8.917,,0.0,1.458,25.167,5.5,3.271,1.2,209.25
2011-02-15,186.368,98.0,72.958,56.0,5.158,11.3,13.0,1.7,,3.0,2.364,25.545,5.1,2.558,0.4,191.526
2011-02-16,183.708,76.0,58.542,45.0,3.958,7.625,9.042,1.417,,0.0,1.125,14.667,2.2,0.512,-1.4,187.667
2011-02-17,185.708,99.0,95.75,72.0,6.667,12.958,15.708,2.75,,37.0,1.375,16.042,-0.3,-1.767,-2.9,192.375
2011-02-18,184.292,96.0,76.458,43.0,3.417,4.042,4.667,0.625,,2.0,1.333,12.708,0.6,-1.508,-3.2,187.708
2011-02-19,191.958,99.0,90.75,66.0,6.417,10.333,11.5,1.167,,6.0,1.042,16.5,2.0,-0.871,-3.3,198.375
2011-02-20,192.5,99.0,90.417,76.0,7.417,14.909,19.091,4.182,,1.0,0.818,17.833,3.4,1.171,-1.6,199.917
2011-02-21,187.182,95.0,84.174,65.0,6.364,13.913,15.957,2.043,,1.0,2.261,19.783,3.6,2.152,0.9,193.545
2011-02-22,191.739,99.0,74.667,47.0,9.87,21.875,27.375,5.5,,0.0,2.375,23.542,4.8,2.271,-2.2,201.609
2011-02-23,189.208,99.0,88.417,69.0,10.583,20.208,27.708,7.5,,13.0,2.042,24.958,8.7,5.746,3.4,199.792
2011-02-24,187.75,92.0,71.5,59.0,5.292,8.083,9.708,1.625,,1.0,2.917,33.0,5.8,4.083,1.4,193.042
2011-02-25,189.167,99.0,92.167,75.0,7.083,14.292,16.375,2.083,,16.0,1.167,17.708,3.8,1.992,0.5,196.25
2011-02-26,184.458,99.0,79.208,56.0,3.458,3.167,4.292,1.125,,13.0,1.0,18.042,3.9,1.454,0.5,187.917
2011-02-27,184.5,80.0,68.542,57.0,2.625,2.5,3.545,1.045,,0.0,0.864,14.583,1.1,-0.033,-1.0,187.125
2011-02-28,187.696,92.0,71.043,56.0,6.261,12.217,13.739,1.522,,0.0,1.739,16.19,2.9,0.474,-1.9,193.957
2011-03-01,192.875,97.0,83.458,63.0,12.042,21.875,29.25,7.375,,0.0,1.625,20.333,8.3,4.279,-1.0,204.917
2011-03-02,191.958,99.0,90.833,73.0,11.875,19.625,26.458,6.833,,13.0,1.375,22.792,6.2,3.508,0.2,203.833
2011-03-03,185.667,99.0,72.542,56.0,4.5,3.0,3.667,0.667,,3.0,1.167,19.708,5.0,3.529,2.1,190.167
2011-03-04,186.083,90.0,62.792,49.0,3.375,2.792,3.708,0.917,,1.0,1.25,18.5,5.6,3.375,0.4,189.458
2011-03-05,191.292,99.0,97.208,90.0,12.958,26.0,32.273,6.273,,23.0,1.409,18.292,7.7,5.425,2.8,204.25
2011-03-06,193.667,99.0,98.667,91.0,12.875,24.708,31.083,6.375,,13.0,1.167,19.958,9.9,7.288,5.3,206.542
2011-03-07,188.2,93.0,73.609,61.0,5.05,8.143,9.143,1.0,,1.0,1.636,19.682,9.1,7.344,4.3,193.25
2011-03-08,,96.0,74.292,53.0,,9.083,11.417,2.333,,0.0,1.333,20.125,9.2,6.029,1.9,
2011-03-09,,99.0,80.875,67.0,,7.708,8.75,1.042,,6.0,1.167,23.083,7.8,5.883,4.0,
2011-03-10,189.381,99.0,95.375,84.0,5.81,10.143,11.0,0.857,,14.0,0.762,15.81,5.0,3.892,2.9,195.19
2011-03-11,185.5,99.0,80.708,45.0,3.833,5.417,6.125,0.708,,6.0,1.208,19.0,9.3,4.367,2.0,189.333
2011-03-12,183.75,99.0,71.292,47.0,2.708,3.091,3.864,0.773,,3.0,1.5,19.167,7.1,4.033,0.9,186.458
2011-03-13,184.75,99.0,87.167,63.0,3.333,8.542,9.917,1.375,,10.0,1.625,15.958,4.7,1.938,0.5,188.083
2011-03-14,186.818,99.0,78.625,44.0,4.364,9.227,10.591,1.364,,3.0,1.545,19.667,8.0,3.817,0.2,191.182
2011-03-15,185.458,99.0,68.458,50.0,2.75,4.792,5.875,1.083,,10.0,2.208,21.667,6.9,4.421,1.8,188.208
2011-03-16,187.957,77.0,57.042,35.0,6.87,10.875,13.167,2.292,,0.0,1.792,20.417,8.6,5.729,1.5,194.826
2011-03-17,185.667,99.0,76.042,52.0,7.875,15.042,16.958,1.917,,12.0,1.5,20.083,11.3,8.8,6.6,193.542
2011-03-18,185.792,99.0,98.333,88.0,5.833,9.167,10.333,1.167,,7.0,1.042,18.5,9.2,8.017,5.7,191.625
2011-03-19,182.375,97.0,68.458,49.0,2.333,4.682,5.909,1.227,,4.0,1.409,16.458,4.8,2.604,0.8,184.708
2011-03-20,184.083,99.0,93.708,69.0,4.083,10.917,12.583,1.667,,20.0,1.333,18.792,2.3,1.333,0.4,188.167
2011-03-21,183.043,95.0,62.042,47.0,2.696,6.217,7.348,1.13,,0.0,2.455,21.571,7.7,4.492,0.0,185.739
2011-03-22,186.571,86.0,74.619,55.0,6.571,16.286,18.524,2.238,,0.0,3.238,35.667,10.4,5.857,1.0,193.143
2011-03-23,185.0,99.0,76.958,55.0,5.0,8.333,10.042,1.708,,13.0,1.25,28.667,8.4,6.812,5.1,190.0
2011-03-24,182.708,99.0,84.917,74.0,3.417,5.417,6.625,1.208,,2.0,1.25,16.208,8.1,6.429,4.4,186.125
2011-03-25,182.5,99.0,85.417,61.0,2.958,4.042,4.625,0.583,,12.0,1.0,15.75,6.7,3.858,1.5,185.458
2011-03-26,185.167,98.0,75.75,41.0,2.625,6.818,7.909,1.091,,3.0,2.773,20.917,8.0,3.521,1.0,187.792
2011-03-27,186.667,87.0,64.292,39.0,4.25,10.208,11.708,1.5,,0.0,2.333,25.25,10.8,7.042,2.2,190.917
2011-03-28,185.0,97.0,75.696,63.0,4.696,8.727,9.909,1.182,,8.0,2.391,29.636,10.4,6.765,5.1,189.696
2011-03-29,190.5,93.0,62.458,39.0,6.542,14.208,15.958,1.75,,0.0,2.167,26.417,12.1,8.471,2.9,197.042
2011-03-30,187.478,57.0,46.875,35.0,7.522,15.375,17.5,2.125,,0.0,2.917,27.667,18.5,13.658,7.5,195.0
2011-03-31,185.042,99.0,78.542,53.0,5.458,11.792,13.458,1.667,,26.0,2.042,22.083,12.8,7.942,4.5,190.5
2011-04-01,187.522,90.0,54.875,22.0,7.391,11.917,13.958,2.042,,0.0,1.208,23.042,14.8,9.475,3.2,194.913
2011-04-02,184.625,80.0,58.792,50.0,3.875,5.292,6.917,1.625,,0.0,1.708,23.167,8.7,6.954,4.1,188.5
2011-04-03,184.625,66.0,48.792,39.0,2.625,3.875,5.292,1.417,,0.0,1.417,16.875,7.6,5.55,3.8,187.25
2011-04-04,185.583,72.0,50.667,40.0,3.542,6.091,6.864,0.773,,0.0,0.955,13.792,7.4,5.512,3.3,189.125
2011-04-05,188.542,83.0,63.708,50.0,6.5,14.5,16.292,1.792,,0.0,2.208,22.125,12.3,7.217,2.0,195.042
2011-04-06,193.2,80.0,65.545,45.0,11.8,21.1,23.5,2.4,,0.0,2.1,24.15,13.4,8.527,2.6,205.0
2011-04-07,187.167,64.0,42.375,27.0,8.292,15.417,16.708,1.292,,0.0,1.708,19.333,18.8,13.617,7.9,195.458
2011-04-08,184.696,99.0,75.167,43.0,7.87,12.625,13.417,0.792,,20.0,1.25,21.583,17.4,11.288,8.9,192.565
2011-04-09,183.5,99.0,97.792,93.0,5.0,8.083,8.667,0.583,,15.0,1.042,21.042,10.9,8.946,7.5,188.5
2011-04-10,186.583,99.0,67.208,33.0,6.0,9.542,10.75,1.208,,0.0,1.375,25.667,16.2,11.017,5.0,192.583
2011-04-11,184.583,95.0,82.708,62.0,6.333,9.136,9.182,0.045,,2.0,1.545,26.542,9.3,6.758,4.5,190.917
2011-04-12,183.667,57.0,44.25,33.0,4.167,8.083,8.583,0.5,,0.0,1.583,22.542,10.9,8.1,5.1,187.833
2011-04-13,186.0,78.0,59.13,39.0,6.65,12.043,13.261,1.217,,0.0,2.217,31.045,15.6,10.73,4.4,192.65
2011-04-14,186.625,80.0,53.042,25.0,7.167,13.708,14.458,0.75,,0.0,3.333,33.375,18.9,13.588,6.7,193.792
2011-04-15,187.417,64.0,48.375,30.0,8.583,15.708,17.0,1.292,,0.0,4.083,38.917,21.2,15.821,9.4,196.0
2011-04-16,185.542,97.0,65.583,48.0,6.167,10.042,10.583,0.542,,6.0,2.292,26.625,16.8,10.942,7.5,191.708
2011-04-17,182.708,66.0,52.167,33.0,2.292,2.417,2.708,0.292,,0.0,1.208,15.417,10.5,8.575,6.1,185.0
2011-04-18,184.583,82.0,66.458,51.0,5.25,9.636,12.318,2.682,,0.0,1.682,20.708,13.7,10.175,4.1,189.833
2011-04-19,181.625,99.0,93.667,86.0,5.917,11.042,11.667,0.625,,30.0,1.083,15.5,10.9,7.654,4.7,187.542
2011-04-20,185.409,99.0,76.87,57.0,3.5,5.0,5.783,0.783,,4.0,1.0,12.864,10.1,7.33,4.3,188.909
2011-04-21,187.083,91.0,73.583,55.0,5.792,9.458,11.208,1.75,,0.0,1.583,15.375,12.9,9.929,6.0,192.875
2011-04-22,188.958,76.0,61.333,48.0,9.25,14.583,16.083,1.5,,0.0,1.958,25.375,17.1,14.35,10.4,198.208
2011-04-23,182.5,99.0,82.25,65.0,5.0,9.0,10.292,1.292,,21.0,1.583,19.542,17.6,13.958,9.0,187.5
2011-04-24,184.292,99.0,75.208,50.0,3.792,4.875,5.542,0.667,,3.0,1.042,20.417,14.3,11.133,8.0,188.083
2011-04-25,184.542,90.0,75.083,52.0,5.0,8.409,9.227,0.818,,4.0,1.773,24.375,13.6,10.092,6.9,189.542
2011-04-26,186.125,97.0,75.292,35.0,6.708,12.458,13.833,1.375,,7.0,1.917,28.083,17.9,11.696,6.2,192.833
2011-04-27,183.25,97.0,80.875,60.0,6.5,8.955,10.636,1.682,,6.0,1.5,21.739,20.4,14.838,10.9,189.75
2011-04-28,181.667,99.0,83.167,74.0,3.5,4.583,4.792,0.208,,16.0,1.083,21.417,14.4,11.042,8.3,185.167
2011-04-29,183.583,92.0,76.708,61.0,4.042,6.083,6.083,0.0,,2.0,1.042,18.25,13.3,10.562,8.0,187.625
2011-04-30,186.083,90.0,67.167,40.0,7.375,11.667,12.208,0.542,,4.0,1.208,24.208,18.0,14.471,9.9,193.458
2011-05-01,183.458,97.0,84.0,69.0,6.5,7.208,7.542,0.333,,9.0,1.042,36.583,20.3,16.446,13.7,189.958
2011-05-02,184.5,86.0,72.458,56.0,3.833,7.364,8.864,1.5,,0.0,2.727,24.125,14.9,12.492,9.7,188.333
2011-05-03,187.042,91.0,72.917,49.0,7.167,9.292,10.333,1.042,,0.0,2.042,23.208,16.7,12.654,7.5,194.208
2011-05-04,186.714,88.0,72.875,56.0,4.714,5.409,6.364,0.955,,0.0,1.364,37.318,17.1,13.042,10.6,191.429
2011-05-05,183.208,92.0,77.958,68.0,2.792,1.667,2.292,0.625,,0.0,0.875,23.125,14.0,11.567,10.2,186.0
2011-05-06,186.0,95.0,70.333,55.0,6.292,9.417,11.708,2.292,,0.0,1.833,26.333,18.8,14.646,8.3,192.292
2011-05-07,182.5,99.0,60.917,37.0,5.0,5.417,7.292,1.875,,8.0,1.292,24.958,26.4,19.7,14.8,187.5
2011-05-08,182.875,99.0,83.917,68.0,3.917,2.458,3.792,1.333,,0.0,1.125,25.917,19.3,15.329,12.1,186.792
2011-05-09,189.042,93.0,63.75,42.0,7.875,13.091,14.545,1.455,,1.0,1.773,17.833,21.6,16.788,10.8,196.917
