date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,6.542,16.917,31.375,14.458,
2011-01-02,6.083,18.875,39.75,20.875,
2011-01-03,7.304,27.042,62.625,35.583,
2011-01-04,4.708,26.125,59.875,33.75,
2011-01-05,6.0,37.783,119.043,81.261,
2011-01-06,6.417,37.833,137.583,99.75,
2011-01-07,6.208,31.458,109.625,78.167,
2011-01-08,4.708,23.833,56.75,32.917,
2011-01-09,7.042,29.875,78.0,48.125,
2011-01-10,8.913,40.75,162.417,121.667,
2011-01-11,5.958,40.083,124.667,84.583,
2011-01-12,5.417,41.833,140.042,98.208,
2011-01-13,6.167,45.125,157.208,112.083,
2011-01-14,6.292,34.792,107.958,73.167,
2011-01-15,5.292,24.708,56.042,31.333,
2011-01-16,4.458,23.458,40.958,17.5,
2011-01-17,4.273,29.0,59.174,30.174,
2011-01-18,5.875,36.875,130.375,93.5,
2011-01-19,5.667,32.25,109.792,77.542,
2011-01-20,3.667,20.125,29.958,9.833,
2011-01-21,3.833,26.708,40.375,13.667,
2011-01-22,4.542,23.25,48.875,25.625,
2011-01-23,4.542,43.667,137.708,94.042,
2011-01-24,4.435,40.75,118.958,78.208,
2011-01-25,5.792,47.042,170.292,123.25,
2011-01-26,5.125,46.833,163.292,116.458,
2011-01-27,5.875,40.792,130.5,89.708,
2011-01-28,5.125,26.0,56.333,30.333,
2011-01-29,4.458,21.917,38.333,16.417,
2011-01-30,5.042,36.333,91.542,55.208,
2011-01-31,5.957,40.0,128.208,88.208,
2011-02-01,5.783,49.696,162.217,112.522,
2011-02-02,3.75,36.292,100.292,64.0,
2011-02-03,5.292,41.042,152.333,111.292,
2011-02-04,5.958,40.708,139.333,98.625,
2011-02-05,5.667,23.958,52.833,28.875,
2011-02-06,6.292,29.917,69.208,39.292,
2011-02-07,5.391,38.458,104.0,65.542,
2011-02-08,4.042,40.458,128.583,88.125,
2011-02-09,5.381,42.0,141.333,99.333,
2011-02-10,5.625,42.958,149.542,106.583,
2011-02-11,4.875,32.458,104.0,71.542,
2011-02-12,5.083,27.25,65.083,37.833,
2011-02-13,5.348,33.652,70.348,36.696,
2011-02-14,6.174,34.75,98.417,63.667,
2011-02-15,5.4,38.458,69.792,31.333,
2011-02-16,5.591,42.318,134.091,91.773,
2011-02-17,4.583,46.042,147.792,101.75,
2011-02-18,4.333,35.542,88.875,53.333,
2011-02-19,4.5,25.0,53.708,28.708,
2011-02-20,5.042,37.083,106.667,69.583,
2011-02-21,4.087,27.625,59.333,31.708,
2011-02-22,5.458,31.0,85.0,54.0,
2011-02-23,5.667,29.708,86.458,56.75,
2011-02-24,5.083,18.75,24.083,5.333,
2011-02-25,6.25,33.875,68.708,34.833,
2011-02-26,3.958,17.458,30.167,12.708,
2011-02-27,3.917,27.292,55.083,27.792,
