date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,7.417,8.042,0.625,6.083,44.417
2011-01-02,10.375,12.208,1.833,2.5,14.667
2011-01-03,8.75,9.458,0.708,4.292,29.708
2011-01-04,7.5,8.583,1.083,2.417,19.0
2011-01-05,11.174,13.739,2.565,1.696,11.333
2011-01-06,15.542,21.0,5.458,2.25,14.083
2011-01-07,17.875,31.208,13.333,2.208,19.083
2011-01-08,10.375,11.917,1.542,1.667,11.958
2011-01-09,16.708,22.583,5.875,6.208,35.75
2011-01-10,22.167,36.708,14.542,5.739,51.167
2011-01-11,13.958,18.542,4.583,3.125,25.375
2011-01-12,17.391,29.783,12.391,2.739,13.5
2011-01-13,15.333,19.208,3.875,4.25,24.75
2011-01-14,20.958,31.375,10.417,3.542,31.208
2011-01-15,11.792,13.542,1.75,2.333,15.833
2011-01-16,12.348,15.957,3.609,1.739,12.957
2011-01-17,10.958,14.333,3.375,1.208,9.708
2011-01-18,19.458,26.917,7.458,2.042,12.417
2011-01-19,14.0,18.435,4.435,1.913,24.5
2011-01-20,9.333,12.042,2.708,1.583,10.125
2011-01-21,6.042,7.458,1.417,1.042,7.0
2011-01-22,10.458,11.917,1.458,1.25,11.833
2011-01-23,6.75,8.0,1.25,1.348,8.304
2011-01-24,7.208,9.292,2.083,2.792,17.042
2011-01-25,8.792,10.667,1.875,3.292,18.667
2011-01-26,13.913,17.783,3.87,1.957,9.0
2011-01-27,17.292,21.833,4.542,2.375,17.708
2011-01-28,11.125,13.208,2.083,3.125,28.917
2011-01-29,11.25,13.25,2.0,3.125,22.208
2011-01-30,16.333,24.5,8.167,2.083,18.435
2011-01-31,20.583,27.375,6.792,4.217,21.667
2011-02-01,8.042,9.125,1.083,3.25,29.0
2011-02-02,8.13,10.087,1.957,1.696,9.583
2011-02-03,15.667,19.458,3.792,2.125,11.792
2011-02-04,16.875,26.833,9.958,3.333,23.375
2011-02-05,9.458,11.0,1.542,2.667,29.75
2011-02-06,12.875,18.333,5.458,2.167,28.125
2011-02-07,7.125,8.25,1.125,2.125,16.917
2011-02-08,5.667,7.0,1.333,1.333,10.917
2011-02-09,8.913,10.826,1.913,1.391,12.25
2011-02-10,17.708,23.958,6.25,1.875,12.542
2011-02-11,14.75,20.583,5.833,2.208,12.0
2011-02-12,10.25,12.708,2.458,2.042,12.75
2011-02-13,11.917,15.958,4.042,2.042,16.208
2011-02-14,15.125,21.125,6.0,1.0,14.875
2011-02-15,13.667,17.25,3.583,1.625,29.042
2011-02-16,14.043,19.609,5.565,1.565,16.792
2011-02-17,6.625,8.083,1.458,2.042,13.083
2011-02-18,8.0,9.708,1.708,1.792,13.75
2011-02-19,8.583,9.792,1.208,1.958,12.667
2011-02-20,13.5,16.875,3.375,1.75,13.583
2011-02-21,12.435,16.609,4.174,1.625,15.125
2011-02-22,11.667,15.208,3.542,2.333,10.429
2011-02-23,11.348,14.391,3.043,1.652,11.045
2011-02-24,9.667,11.208,1.542,4.042,39.708
2011-02-25,12.625,14.625,2.0,1.917,26.583
2011-02-26,9.875,11.75,1.875,1.0,12.417
2011-02-27,9.958,14.167,4.208,1.0,9.042
2011-02-28,9.333,12.167,2.833,2.25,11.083
2011-03-01,16.739,21.652,4.913,1.522,16.375
2011-03-02,10.167,12.5,2.333,1.292,12.176
2011-03-03,6.375,7.583,1.208,1.292,18.739
2011-03-04,6.583,8.0,1.417,1.583,16.542
2011-03-05,12.708,17.708,5.0,1.042,6.792
2011-03-06,11.708,13.083,1.375,1.583,32.542
2011-03-07,18.5,22.958,4.458,2.958,48.125
2011-03-08,10.478,11.957,1.478,2.957,49.391
2011-03-09,6.583,7.833,1.25,1.583,28.417
2011-03-10,7.542,8.833,1.292,1.083,17.13
2011-03-11,8.708,10.833,2.125,3.417,28.042
2011-03-12,8.667,10.375,1.708,1.667,12.208
2011-03-13,12.917,15.333,2.417,2.042,13.5
2011-03-14,16.0,20.083,4.083,2.667,21.292
2011-03-15,14.783,18.957,4.174,4.087,39.25
2011-03-16,12.083,14.667,2.583,3.042,32.792
2011-03-17,7.0,7.042,0.042,1.625,29.917
2011-03-18,11.0,11.708,0.708,1.167,26.583
2011-03-19,11.167,13.792,2.625,1.542,22.042
2011-03-20,14.588,16.294,1.706,1.125,20.611
2011-03-21,15.476,19.238,3.762,,17.955
2011-03-22,13.087,17.0,3.913,,21.25
2011-03-23,5.542,6.375,0.833,,15.958
2011-03-24,5.083,5.25,0.167,,36.833
2011-03-25,3.667,3.667,0.0,,19.292
2011-03-26,6.083,6.958,0.875,1.6,15.0
2011-03-27,13.875,15.958,2.083,1.792,17.958
2011-03-28,11.083,14.125,3.042,2.125,38.0
2011-03-29,13.13,14.478,1.348,3.826,41.042
2011-03-30,6.0,6.292,0.292,2.292,29.667
2011-03-31,3.375,3.583,0.208,1.5,26.125
2011-04-01,16.458,17.917,1.458,3.75,40.0
2011-04-02,10.875,11.917,1.042,2.042,37.583
2011-04-03,4.917,5.708,0.792,1.875,24.083
2011-04-04,5.542,6.75,1.208,1.5,13.25
2011-04-05,8.833,10.375,1.542,1.75,13.292
2011-04-06,15.333,17.333,2.0,2.958,16.542
2011-04-07,6.043,6.478,0.435,2.609,14.292
2011-04-08,8.833,9.75,0.917,1.5,23.875
2011-04-09,10.875,12.708,1.833,2.458,35.792
2011-04-10,11.708,13.042,1.333,3.292,33.167
2011-04-11,13.478,15.478,2.0,2.435,35.917
2011-04-12,10.292,12.042,1.75,1.792,27.833
2011-04-13,13.125,14.917,1.792,4.167,31.167
2011-04-14,11.261,13.435,2.174,2.565,24.333
2011-04-15,7.667,8.333,0.667,1.917,48.083
2011-04-16,6.542,7.5,0.958,2.0,54.583
2011-04-17,8.375,9.083,0.708,2.292,32.042
2011-04-18,6.208,6.625,0.417,1.958,28.333
2011-04-19,9.583,10.833,1.25,1.4,15.042
2011-04-20,10.667,12.542,1.875,1.364,19.75
2011-04-21,14.348,15.913,1.565,2.238,27.625
2011-04-22,8.792,9.75,0.958,2.318,25.167
2011-04-23,7.542,8.042,0.5,1.783,31.375
2011-04-24,11.375,12.375,1.0,1.609,32.958
2011-04-25,10.609,12.13,1.522,2.067,28.833
2011-04-26,6.167,6.625,0.458,1.938,31.208
2011-04-27,5.25,5.583,0.333,1.833,35.458
2011-04-28,8.391,9.391,1.0,1.929,22.208
2011-04-29,9.042,10.417,1.375,2.267,18.458
2011-04-30,3.792,3.792,0.0,2.615,33.083
2011-05-01,4.958,5.167,0.208,2.0,84.625
2011-05-02,9.792,11.667,1.875,1.714,193.167
2011-05-03,11.792,13.0,1.208,1.083,150.125
2011-05-04,8.625,9.625,1.0,2.042,68.917
2011-05-05,6.783,7.043,0.261,1.913,51.833
2011-05-06,12.458,13.833,1.375,1.542,30.875
2011-05-07,10.958,12.833,1.875,1.375,17.167
2011-05-08,5.875,6.458,0.583,1.375,35.458
2011-05-09,6.261,7.652,1.391,1.478,27.625
2011-05-10,3.583,4.375,0.792,1.125,11.167
2011-05-11,3.25,5.417,2.167,1.042,16.917
2011-05-12,5.13,6.348,1.217,1.391,20.792
2011-05-13,6.042,6.75,0.708,2.792,50.208
2011-05-14,11.333,12.167,0.833,2.792,40.125
2011-05-15,12.958,13.75,0.792,3.333,42.042
2011-05-16,8.917,9.333,0.417,2.458,42.5
2011-05-17,7.625,8.542,0.917,1.667,35.417
2011-05-18,11.375,12.792,1.417,2.375,36.583
2011-05-19,10.261,11.739,1.478,3.783,32.792
2011-05-20,7.042,8.042,1.0,2.25,15.708
2011-05-21,4.333,5.167,0.833,1.875,13.792
2011-05-22,4.042,4.958,0.917,1.167,17.0
2011-05-23,5.565,6.478,0.913,1.0,8.917
2011-05-24,5.875,6.708,0.833,1.292,8.125
2011-05-25,7.917,8.792,0.875,2.333,14.208
2011-05-26,8.261,9.261,1.0,1.043,11.792
2011-05-27,10.833,12.0,1.167,1.792,41.667
2011-05-28,9.125,10.5,1.375,1.0,24.458
2011-05-29,3.5,4.167,0.667,1.0,9.542
2011-05-30,5.417,6.042,0.625,1.333,25.261
2011-05-31,7.417,8.333,0.917,1.417,19.375
2011-06-01,6.667,7.25,0.583,1.708,24.75
2011-06-02,5.609,6.391,0.783,2.087,30.875
2011-06-03,6.625,7.708,1.083,2.875,43.375
2011-06-04,7.5,8.75,1.25,2.875,31.458
2011-06-05,7.625,8.667,1.042,3.5,37.417
2011-06-06,11.417,12.958,1.542,2.4,46.333
2011-06-07,11.042,12.417,1.375,1.5,27.208
2011-06-08,8.292,9.083,0.792,1.625,34.083
2011-06-09,6.739,8.13,1.391,1.739,39.292
2011-06-10,5.875,7.25,1.375,1.292,19.125
2011-06-11,7.5,8.5,1.0,1.042,10.5
2011-06-12,8.542,9.333,0.792,1.0,13.125
2011-06-13,6.182,6.545,0.364,1.13,31.826
2011-06-14,8.333,9.5,1.167,1.542,49.625
2011-06-15,9.5,11.083,1.583,1.583,45.583
2011-06-16,10.652,11.913,1.261,1.0,8.833
2011-06-17,7.75,8.583,0.833,1.042,15.083
2011-06-18,8.542,9.583,1.042,1.0,17.0
2011-06-19,8.917,9.792,0.875,1.0,10.875
2011-06-20,6.25,7.125,0.875,1.042,10.167
2011-06-21,4.833,5.792,0.958,1.417,12.292
2011-06-22,3.833,5.458,1.625,1.875,18.917
2011-06-23,2.391,3.87,1.478,1.522,21.292
2011-06-24,2.0,3.0,1.0,1.167,27.25
2011-06-25,5.083,7.958,2.875,1.458,23.083
2011-06-26,1.833,2.5,0.667,1.042,29.667
2011-06-27,7.652,8.565,0.913,1.0,20.826
2011-06-28,2.75,4.792,2.042,1.0,22.25
2011-06-29,4.125,7.5,3.375,1.542,26.333
2011-06-30,4.913,8.609,3.696,1.261,19.208
2011-07-01,3.792,4.625,0.833,1.0,25.0
2011-07-02,4.792,5.625,0.833,1.0,41.625
2011-07-03,2.375,2.5,0.125,1.0,49.042
2011-07-04,3.125,3.375,0.25,1.0,43.625
2011-07-05,6.5,7.375,0.875,1.333,35.333
2011-07-06,5.667,6.792,1.125,1.0,17.458
2011-07-07,1.913,2.783,0.87,1.0,21.0
2011-07-08,2.792,3.917,1.125,1.167,25.375
2011-07-09,3.125,4.875,1.75,2.208,17.583
2011-07-10,4.458,6.542,2.083,3.5,20.375
2011-07-11,5.565,7.261,1.696,1.652,18.375
2011-07-12,5.542,7.333,1.792,1.542,16.667
2011-07-13,5.5,8.958,3.458,2.125,16.5
2011-07-14,5.348,7.913,2.565,1.609,15.708
2011-07-15,6.0,9.0,3.0,2.083,15.792
2011-07-16,5.292,9.333,4.042,2.542,25.375
2011-07-17,5.833,7.25,1.417,2.125,29.0
2011-07-18,3.458,4.792,1.333,1.333,11.208
2011-07-19,2.667,4.333,1.667,1.042,22.292
2011-07-20,4.833,6.833,2.0,1.0,20.542
2011-07-21,4.391,6.609,2.217,1.0,15.0
2011-07-22,4.792,6.417,1.625,1.0,28.292
2011-07-23,5.5,6.625,1.125,2.292,34.833
2011-07-24,6.125,7.083,0.958,1.958,34.667
2011-07-25,7.652,10.348,2.696,1.696,38.667
2011-07-26,4.917,6.542,1.625,1.667,23.667
2011-07-27,3.833,5.792,1.958,2.0,17.583
2011-07-28,4.043,6.696,2.652,1.957,18.292
2011-07-29,4.125,8.25,4.125,1.625,17.25
2011-07-30,4.583,7.208,2.625,1.25,19.625
2011-07-31,4.667,8.25,3.583,1.333,20.25
2011-08-01,6.792,11.417,4.625,1.583,21.375
2011-08-02,7.25,12.0,4.75,2.417,42.708
2011-08-03,6.292,8.25,1.958,2.5,31.167
2011-08-04,5.13,7.13,2.0,2.348,12.917
2011-08-05,6.167,8.167,2.0,1.583,15.667
2011-08-06,4.542,6.667,2.125,1.792,12.792
2011-08-07,2.875,4.0,1.125,2.125,16.875
2011-08-08,3.087,4.13,1.043,1.565,26.833
2011-08-09,7.292,12.208,4.917,2.0,20.625
2011-08-10,4.708,8.583,3.875,2.333,17.75
2011-08-11,3.565,7.043,3.478,1.522,14.125
2011-08-12,6.792,10.542,3.75,3.125,14.625
2011-08-13,3.417,5.167,1.75,1.208,13.25
