date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,20.0,27.958,7.958,,12.75
2011-01-02,13.583,19.208,5.625,,5.083
2011-01-03,16.0,22.583,6.583,,2.0
2011-01-04,17.667,27.833,10.167,,3.667
2011-01-05,20.091,41.727,21.636,,2.217
2011-01-06,27.875,61.167,33.292,,7.417
2011-01-07,18.083,32.333,14.25,,3.0
2011-01-08,14.833,23.125,8.292,,2.333
2011-01-09,22.042,38.292,16.25,,14.292
2011-01-10,29.417,59.583,30.167,,14.875
2011-01-11,18.917,42.792,23.875,,9.917
2011-01-12,23.5,43.091,19.591,,3.13
2011-01-13,29.917,72.792,42.875,,13.542
2011-01-14,22.708,47.208,24.5,,8.625
2011-01-15,21.042,37.875,16.833,,11.667
2011-01-16,20.333,24.875,4.542,,11.333
2011-01-17,25.875,40.167,14.292,,15.333
2011-01-18,35.957,86.217,50.261,,20.364
2011-01-19,22.913,47.261,24.348,,16.375
2011-01-20,12.292,13.708,1.417,,5.583
2011-01-21,13.167,15.625,2.458,,0.625
2011-01-22,14.792,25.25,10.458,,5.5
2011-01-23,23.708,63.958,40.25,,8.958
2011-01-24,20.917,34.458,13.542,,5.292
2011-01-25,24.478,52.565,28.087,,6.783
2011-01-26,23.391,50.565,27.174,,5.042
2011-01-27,23.75,47.625,23.875,,6.25
2011-01-28,15.458,26.0,10.542,,4.708
2011-01-29,10.25,11.917,1.667,,2.083
2011-01-30,22.917,43.375,20.458,,4.917
2011-01-31,23.292,46.958,23.667,,5.917
2011-02-01,18.652,35.522,16.87,,7.609
2011-02-02,16.13,27.304,11.174,,1.667
2011-02-03,25.458,47.333,21.875,,4.333
2011-02-04,30.875,59.042,28.167,,11.458
2011-02-05,25.583,42.625,17.042,,14.708
2011-02-06,33.542,64.0,30.458,,32.625
2011-02-07,28.458,53.375,24.917,,21.417
2011-02-08,17.391,24.261,6.87,,3.478
2011-02-09,23.174,41.913,18.739,,3.792
2011-02-10,28.208,59.458,31.25,,10.25
2011-02-11,19.958,31.375,11.417,,6.667
2011-02-12,14.875,22.667,7.792,,5.125
2011-02-13,30.333,50.208,19.875,,16.208
2011-02-14,29.042,41.917,12.875,,24.792
2011-02-15,18.25,35.167,16.917,,13.208
2011-02-16,21.364,28.045,6.682,,8.13
2011-02-17,22.833,34.167,11.333,,14.208
2011-02-18,10.958,14.958,4.0,,2.5
2011-02-19,18.958,25.958,7.0,,6.417
2011-02-20,25.792,43.042,17.25,,7.833
2011-02-21,32.125,56.417,24.292,,11.292
2011-02-22,22.917,27.125,4.208,,18.208
2011-02-23,26.095,36.143,10.048,,20.783
2011-02-24,18.167,20.917,2.75,,16.042
2011-02-25,16.375,18.208,1.833,,9.083
2011-02-26,14.208,17.042,2.833,,4.167
2011-02-27,6.333,6.958,0.625,,1.75
2011-02-28,16.042,18.958,2.917,,4.792
