date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,4.5,80.0,60.541666666666664,49.0,19.608695652173914,24.08695652173913,4.478260869565218,20.875,1.1666666666666667,16.458333333333332,90.0,51.041666666666664,21.0
2011-01-02,3.260869565217391,94.0,65.79166666666667,38.0,14.208333333333334,17.458333333333332,3.25,14.416666666666666,1.1666666666666667,12.291666666666666,107.0,51.125,20.0
2011-01-03,2.4166666666666665,59.0,45.208333333333336,31.0,7.541666666666667,7.791666666666667,0.25,3.5,0.9583333333333334,1.7083333333333333,105.0,60.5,24.0
2011-01-04,3.375,69.0,55.208333333333336,45.0,14.458333333333334,17.333333333333332,2.875,9.166666666666666,1.5454545454545454,6.125,98.0,51.916666666666664,12.0
2011-01-05,2.5416666666666665,57.0,43.791666666666664,31.0,13.583333333333334,16.416666666666668,2.8333333333333335,4.333333333333333,1.0,1.75,95.0,53.291666666666664,24.0
2011-01-06,5.086956521739131,68.0,51.458333333333336,34.0,34.26086956521739,53.56521739130435,19.304347826086957,14.652173913043478,3.391304347826087,11.08695652173913,110.0,56.375,20.0
2011-01-07,2.4583333333333335,69.0,48.958333333333336,32.0,11.956521739130435,13.130434782608695,1.173913043478261,5.208333333333333,1.0833333333333333,2.7083333333333335,92.0,51.083333333333336,24.0
2011-01-08,2.347826086956522,54.0,44.791666666666664,35.0,9.541666666666666,10.291666666666666,0.75,4.958333333333333,1.0416666666666667,2.2916666666666665,96.0,54.125,19.0
2011-01-09,4.291666666666667,87.0,59.208333333333336,44.0,26.166666666666668,33.083333333333336,6.916666666666667,19.333333333333332,2.25,13.142857142857142,113.0,58.708333333333336,17.0
2011-01-10,4.583333333333333,87.0,63.833333333333336,41.0,33.833333333333336,48.375,14.541666666666666,21.208333333333332,2.1739130434782608,10.692307692307692,102.0,62.0,12.0
2011-01-11,3.4583333333333335,80.0,64.91666666666667,49.0,22.5,34.083333333333336,11.583333333333334,18.0,1.625,14.458333333333334,110.0,54.458333333333336,14.0
2011-01-12,2.6956521739130435,56.0,46.375,34.0,18.17391304347826,23.47826086956522,5.304347826086956,7.521739130434782,1.3478260869565217,4.173913043478261,80.0,37.125,2.0
2011-01-13,5.416666666666667,67.0,55.375,40.0,40.56521739130435,83.08695652173913,42.52173913043478,19.791666666666668,3.625,15.333333333333334,114.0,52.875,-5.0
2011-01-14,3.9565217391304346,65.0,50.125,39.0,17.958333333333332,22.791666666666668,4.833333333333333,9.666666666666666,1.5,5.0,85.0,49.0,22.0
2011-01-15,4.958333333333333,61.0,55.333333333333336,47.0,25.333333333333332,33.541666666666664,8.208333333333334,16.041666666666668,2.5,12.166666666666666,68.0,40.333333333333336,11.0
2011-01-16,3.6666666666666665,61.0,54.833333333333336,50.0,24.416666666666668,28.875,4.458333333333333,18.583333333333332,1.434782608695652,15.208333333333334,49.0,39.333333333333336,23.0
2011-01-17,2.9583333333333335,68.0,56.375,43.0,21.125,26.25,5.125,12.333333333333334,1.1666666666666667,9.291666666666666,90.0,47.833333333333336,24.0
2011-01-18,6.083333333333333,71.0,61.958333333333336,49.0,42.291666666666664,75.75,33.458333333333336,28.541666666666668,2.7083333333333335,23.916666666666668,95.0,49.166666666666664,3.0
2011-01-19,4.0,82.0,69.08333333333333,59.0,24.52173913043478,41.78260869565217,17.26086956521739,25.125,2.1666666666666665,22.583333333333332,107.0,56.25,12.0
2011-01-20,2.590909090909091,100.0,97.58333333333333,81.0,16.869565217391305,19.26086956521739,2.391304347826087,17.608695652173914,1.2173913043478262,12.565217391304348,40.0,23.291666666666668,16.0
