date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,199.58333333333334,60.0,49.916666666666664,44.0,17.416666666666668,,2.4583333333333335,21.333333333333332,96.0,63.666666666666664,33.0,217.0
2011-01-02,194.5,72.0,52.458333333333336,38.0,13.75,,1.5217391304347827,15.875,111.0,64.83333333333333,42.0,208.25
2011-01-03,188.75,42.0,36.791666666666664,26.0,9.291666666666666,,0.875,6.416666666666667,110.0,67.79166666666667,45.0,198.04166666666666
2011-01-04,192.91666666666666,57.0,46.541666666666664,36.0,12.708333333333334,,1.375,11.708333333333334,111.0,60.416666666666664,25.0,205.625
2011-01-05,193.2173913043478,46.0,36.666666666666664,25.0,12.391304347826088,,1.0,7.625,99.0,57.833333333333336,24.0,205.6086956521739
2011-01-06,198.35,55.0,39.47826086956522,27.0,17.5,,3.772727272727273,13.909090909090908,94.0,61.083333333333336,32.0,215.85
2011-01-07,195.83333333333334,45.0,32.458333333333336,20.0,9.916666666666666,,1.0,7.375,95.0,59.791666666666664,36.0,205.75
2011-01-08,196.83333333333334,36.0,28.958333333333332,21.0,10.041666666666666,,0.8695652173913043,8.291666666666666,102.0,61.833333333333336,32.0,206.875
2011-01-09,203.0,69.0,44.208333333333336,34.0,15.166666666666666,,4.375,19.458333333333332,102.0,65.45833333333333,32.0,218.16666666666666
2011-01-10,210.83333333333334,71.0,53.875,30.0,17.791666666666668,,5.25,23.291666666666668,99.0,70.875,38.0,228.625
2011-01-11,195.8,71.0,53.583333333333336,33.0,16.95,,1.7826086956521738,20.208333333333332,105.0,59.125,21.0,212.75
2011-01-12,192.0,47.0,36.333333333333336,27.0,12.26086956521739,,1.5416666666666667,10.583333333333334,66.0,37.583333333333336,9.0,204.2608695652174
2011-01-13,196.45454545454547,62.0,45.291666666666664,36.0,23.40909090909091,,3.3636363636363638,21.391304347826086,111.0,59.583333333333336,9.0,219.86363636363637
2011-01-14,194.83333333333334,51.0,40.416666666666664,32.0,13.166666666666666,,2.608695652173913,13.083333333333334,84.0,52.541666666666664,32.0,208.0
2011-01-15,202.45833333333334,49.0,44.583333333333336,40.0,16.375,,2.4166666666666665,16.041666666666668,56.0,43.708333333333336,20.0,218.83333333333334
2011-01-16,192.66666666666666,47.0,42.375,40.0,13.375,,2.0833333333333335,19.5,50.0,43.291666666666664,29.0,206.04166666666666
2011-01-17,195.54166666666666,60.0,45.791666666666664,35.0,10.541666666666666,,4.173913043478261,15.416666666666666,78.0,47.583333333333336,26.0,206.08333333333334
2011-01-18,201.8695652173913,62.0,50.958333333333336,41.0,23.17391304347826,,4.833333333333333,28.958333333333332,90.0,58.541666666666664,20.0,225.04347826086956
2011-01-19,194.54166666666666,71.0,56.291666666666664,51.0,17.0,,3.7916666666666665,28.583333333333332,100.0,64.70833333333333,33.0,211.54166666666666
2011-01-20,191.04545454545453,99.0,93.0,75.0,11.318181818181818,,1.25,15.826086956521738,47.0,30.416666666666668,23.0,202.36363636363637
2011-01-21,191.0,99.0,89.875,73.0,12.666666666666666,,0.5833333333333334,10.916666666666666,36.0,33.291666666666664,29.0,203.66666666666666
2011-01-22,194.41666666666666,98.0,87.58333333333333,64.0,14.666666666666666,,0.75,9.291666666666666,82.0,53.708333333333336,36.0,209.08333333333334
2011-01-23,216.95833333333334,99.0,88.5,53.0,28.208333333333332,,3.0434782608695654,17.541666666666668,87.0,51.75,8.0,245.16666666666666
2011-01-24,193.52173913043478,99.0,53.791666666666664,32.0,12.521739130434783,,1.75,11.208333333333334,48.0,29.208333333333332,9.0,206.04347826086956
2011-01-25,200.0,88.0,58.375,30.0,24.75,,2.25,22.0,84.0,42.0,2.0,224.75
2011-01-26,194.70833333333334,88.0,44.5,26.0,14.0,,1.173913043478261,15.291666666666666,67.0,33.875,8.0,208.70833333333334
2011-01-27,201.04545454545453,62.0,47.791666666666664,28.0,23.636363636363637,,1.7391304347826086,19.304347826086957,85.0,38.333333333333336,-4.0,224.6818181818182
2011-01-28,196.20833333333334,62.0,43.25,30.0,15.791666666666666,,1.2083333333333333,18.333333333333332,65.0,29.208333333333332,6.0,212.0
2011-01-29,192.125,39.0,33.041666666666664,24.0,9.25,,1.0869565217391304,11.25,67.0,32.25,15.0,201.375
2011-01-30,191.6086956521739,36.0,31.541666666666668,27.0,9.565217391304348,,3.125,11.583333333333334,70.0,40.166666666666664,17.0,201.17391304347825
2011-01-31,196.0,49.0,40.958333333333336,35.0,17.166666666666668,,3.2916666666666665,16.291666666666668,86.0,43.083333333333336,5.0,213.16666666666666
2011-02-01,191.79166666666666,52.0,41.041666666666664,31.0,13.375,,2.260869565217391,18.083333333333332,117.0,64.625,12.0,205.16666666666666
2011-02-02,190.0,43.0,32.416666666666664,20.0,9.833333333333334,,1.25,11.041666666666666,51.0,25.875,6.0,199.83333333333334
2011-02-03,202.47619047619048,49.0,32.391304347826086,19.0,15.904761904761905,,4.130434782608695,13.08695652173913,68.0,30.791666666666668,-3.0,218.38095238095238
2011-02-04,198.08333333333334,54.0,35.958333333333336,20.0,20.541666666666668,,3.1739130434782608,14.083333333333334,107.0,56.625,2.0,218.625
2011-02-05,195.7826086956522,76.0,43.125,32.0,13.695652173913043,,3.7916666666666665,14.875,81.0,60.0,33.0,209.47826086956522
2011-02-06,199.0,99.0,82.16666666666667,60.0,22.541666666666668,,1.4166666666666667,28.791666666666668,56.0,49.625,44.0,221.54166666666666
