date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-17,3.739,99.0,72.542,33.0,21.522,28.652,7.13,18.333,15.75,72.0,29.042,3.0
2011-02-18,2.833,99.0,47.042,18.0,8.417,9.542,1.125,6.773,9.375,47.0,13.333,-16.0
2011-02-19,4.25,73.0,48.083,29.0,18.167,22.625,4.458,8.708,10.25,68.0,19.833,-30.0
2011-02-20,4.75,69.0,52.375,28.0,27.208,38.333,11.125,11.542,11.875,96.0,43.458,-15.0
2011-02-21,4.792,78.0,47.0,24.0,32.833,48.417,15.583,10.542,13.875,126.0,66.708,-3.0
2011-02-22,4.167,96.0,65.542,55.0,21.667,25.292,3.625,19.833,19.292,94.0,69.75,48.0
2011-02-23,4.818,99.0,87.625,48.0,23.727,30.682,6.955,26.391,21.391,110.0,70.833,39.0
2011-02-24,4.542,75.0,44.833,30.0,13.917,14.917,1.0,21.25,22.292,144.0,107.458,69.0
2011-02-25,4.25,99.0,89.625,77.0,17.5,19.292,1.792,16.042,13.875,83.0,51.667,28.0
2011-02-26,3.0,68.0,53.583,38.0,9.792,10.792,1.0,7.833,8.208,76.0,49.208,27.0
2011-02-27,2.708,41.0,33.208,25.0,4.875,5.333,0.458,8.391,9.625,73.0,35.875,5.0
2011-02-28,3.167,58.0,44.0,33.0,16.5,19.167,2.667,5.0,9.208,62.0,28.958,-4.0
2011-03-01,5.435,99.0,80.783,54.0,27.435,49.087,21.652,22.0,13.826,104.0,62.167,12.0
2011-03-02,4.667,99.0,98.333,94.0,24.375,44.125,19.75,22.0,17.042,65.0,53.667,39.0
2011-03-03,3.375,99.0,65.792,40.0,12.917,14.792,1.875,12.625,10.875,114.0,69.083,29.0
2011-03-04,3.208,99.0,67.0,51.0,10.958,12.042,1.083,17.917,14.417,60.0,48.25,17.0
2011-03-05,4.5,99.0,98.083,92.0,23.208,30.917,7.708,8.25,7.375,87.0,49.958,11.0
2011-03-06,6.0,99.0,89.208,60.0,31.913,55.435,23.522,20.667,18.667,171.0,110.417,68.0
2011-03-07,4.417,98.0,63.417,36.0,17.458,19.083,1.625,23.792,21.917,144.0,120.833,105.0
2011-03-08,4.13,84.0,69.0,61.0,18.348,20.087,1.739,21.783,17.13,101.0,89.5,77.0
2011-03-09,4.167,99.0,95.542,67.0,20.708,22.75,2.042,17.792,15.417,90.0,64.292,41.0
2011-03-10,3.292,99.0,88.25,71.0,10.375,11.083,0.708,5.292,4.958,67.0,46.333,27.0
2011-03-11,3.833,93.0,73.208,48.0,14.125,16.042,1.917,13.208,10.0,101.0,61.542,31.0
2011-03-12,3.0,68.0,42.292,21.0,10.957,14.826,3.87,6.583,5.458,104.0,58.292,15.0
2011-03-13,2.542,66.0,42.208,26.0,10.25,11.25,1.0,6.375,6.667,95.0,55.292,10.0
2011-03-14,3.609,73.0,54.042,41.0,20.174,22.565,2.391,13.667,9.217,102.0,61.333,18.0
2011-03-15,3.167,89.0,54.958,31.0,15.917,21.042,5.125,17.625,13.542,114.0,61.417,18.0
2011-03-16,3.625,69.0,51.25,35.0,18.542,21.417,2.875,17.958,13.292,102.0,61.458,15.0
2011-03-17,5.458,99.0,86.792,71.0,33.792,40.833,7.042,42.458,31.042,78.0,59.333,39.0
2011-03-18,6.391,99.0,95.292,83.0,26.261,44.478,18.217,34.292,29.625,113.0,86.292,59.0
2011-03-19,2.625,99.0,44.417,25.0,10.667,12.167,1.5,8.083,8.708,102.0,76.667,48.0
2011-03-20,2.833,53.0,37.5,26.0,12.708,14.0,1.292,13.167,10.0,121.0,73.875,28.0
2011-03-21,2.417,47.0,34.0,19.0,7.792,8.5,0.708,10.0,8.375,119.0,68.417,33.0
2011-03-22,4.913,66.0,46.333,32.0,34.304,47.87,13.565,20.913,14.826,147.0,86.583,15.0
2011-03-23,4.792,99.0,74.917,50.0,26.292,29.375,3.083,29.167,24.75,113.0,89.542,69.0
2011-03-24,4.391,99.0,81.125,42.0,22.435,26.609,4.174,13.375,11.625,114.0,75.458,56.0
2011-03-25,3.667,86.0,48.083,19.0,13.208,16.292,3.083,8.833,7.0,137.0,80.083,30.0
2011-03-26,3.583,73.0,42.667,28.0,16.667,20.583,3.917,11.792,10.708,99.0,65.167,19.0
2011-03-27,3.625,77.0,50.417,26.0,19.25,22.75,3.5,14.708,11.792,131.0,80.042,19.0
2011-03-28,3.957,85.0,60.958,32.0,21.043,29.087,8.043,19.13,17.783,165.0,92.917,38.0
2011-03-29,3.167,61.0,48.792,27.0,15.0,17.708,2.708,14.125,13.667,165.0,106.333,51.0
2011-03-30,3.478,72.0,59.0,46.0,20.783,27.435,6.652,13.5,14.917,192.0,137.542,86.0
2011-03-31,2.375,98.0,68.042,42.0,4.0,4.25,0.25,8.125,12.583,178.0,130.875,80.0
2011-04-01,3.167,73.0,57.75,35.0,19.125,24.042,4.917,14.458,12.75,143.0,93.917,27.0
2011-04-02,4.417,93.0,55.667,30.0,23.478,30.609,7.13,20.478,20.167,182.0,115.708,55.0
2011-04-03,2.913,80.0,54.333,39.0,12.75,13.875,1.125,10.833,10.75,78.0,63.75,50.0
2011-04-04,2.042,61.0,40.5,25.0,6.458,6.75,0.292,6.083,7.625,126.0,75.5,36.0
2011-04-05,3.292,61.0,42.167,25.0,23.167,26.333,3.167,11.875,11.542,155.0,85.25,11.0
2011-04-06,3.75,70.0,52.25,27.0,24.0,28.542,4.542,13.5,12.833,188.0,120.333,44.0
2011-04-07,3.478,86.0,58.957,30.0,23.957,30.217,6.261,15.391,15.783,195.0,137.708,81.0
2011-04-08,2.0,62.0,52.167,43.0,5.783,6.13,0.348,8.208,10.792,188.0,164.417,141.0
2011-04-09,2.609,97.0,87.375,55.0,9.792,10.0,0.208,10.478,19.0,171.0,149.042,123.0
2011-04-10,3.167,97.0,66.208,43.0,7.0,7.0,0.0,10.083,10.667,162.0,131.917,100.0
2011-04-11,3.375,97.0,76.417,41.0,13.417,14.167,0.75,17.292,20.0,186.0,122.833,80.0
2011-04-12,2.375,55.0,31.417,19.0,8.417,8.417,0.0,13.25,13.167,143.0,100.167,62.0
2011-04-13,3.522,53.0,42.0,28.0,18.913,20.043,1.13,17.091,18.0,201.0,131.125,50.0
2011-04-14,3.75,73.0,48.375,26.0,21.87,24.13,2.261,23.792,24.375,219.0,155.042,90.0
2011-04-15,3.13,89.0,60.125,45.0,19.458,23.375,3.917,23.167,24.125,218.0,168.958,114.0
2011-04-16,2.333,97.0,63.25,34.0,5.75,7.125,1.375,14.042,18.208,243.0,169.125,99.0
2011-04-17,2.292,82.0,51.292,35.0,4.917,5.292,0.375,12.167,12.208,168.0,123.708,77.0
2011-04-18,2.917,90.0,68.958,55.0,14.333,15.583,1.25,12.208,12.625,158.0,135.875,107.0
2011-04-19,2.458,97.0,91.083,78.0,11.5,12.25,0.75,7.083,6.75,122.0,88.958,59.0
2011-04-20,3.083,86.0,62.667,40.0,16.174,19.87,3.696,6.273,6.125,155.0,101.292,45.0
2011-04-21,3.045,94.0,78.667,59.0,17.182,19.318,2.136,12.545,12.391,153.0,111.958,78.0
2011-04-22,2.833,97.0,77.625,50.0,13.0,14.458,1.458,17.208,15.792,175.0,139.583,100.0
2011-04-23,2.0,97.0,95.5,88.0,4.609,5.174,0.565,4.958,9.958,168.0,151.0,132.0
2011-04-24,2.625,96.0,55.0,32.0,5.875,6.583,0.708,6.542,7.0,189.0,148.667,107.0
2011-04-25,3.292,94.0,57.333,30.0,14.292,16.625,2.333,10.667,10.958,183.0,131.833,82.0
2011-04-26,3.625,68.0,50.25,35.0,18.958,22.167,3.208,14.083,13.542,200.0,137.833,77.0
2011-04-27,3.13,96.0,72.667,51.0,12.565,14.739,2.174,27.083,28.565,228.0,172.458,100.0
2011-04-28,2.5,96.0,57.083,30.0,6.042,7.458,1.417,9.667,12.375,246.0,182.0,114.0
2011-04-29,2.783,86.0,49.875,40.0,11.0,11.522,0.522,9.667,10.583,181.0,141.5,102.0
2011-04-30,3.583,95.0,61.125,34.0,14.25,15.292,1.042,18.652,16.792,224.0,161.5,101.0
2011-05-01,2.75,96.0,72.542,46.0,11.458,11.667,0.208,14.708,13.625,200.0,168.667,146.0
2011-05-02,3.0,96.0,46.708,22.0,12.042,14.208,2.167,47.208,67.708,232.0,179.542,126.0
2011-05-03,3.083,97.0,67.333,39.0,11.783,12.174,0.391,36.125,52.5,173.0,144.333,121.0
2011-05-04,2.833,97.0,69.25,43.0,10.25,10.75,0.5,16.792,20.833,203.0,159.167,119.0
2011-05-05,2.864,84.0,67.783,55.0,7.545,7.591,0.045,13.217,16.652,152.0,138.375,125.0
2011-05-06,3.375,80.0,68.583,50.0,15.333,16.792,1.458,16.458,19.667,190.0,152.833,117.0
2011-05-07,4.083,97.0,95.458,77.0,21.042,24.083,3.042,23.333,22.0,161.0,146.417,137.0
2011-05-08,3.5,97.0,56.875,27.0,9.625,12.167,2.542,16.625,17.333,263.0,194.875,123.0
2011-05-09,3.958,84.0,58.667,33.0,16.875,20.5,3.625,21.208,25.208,220.0,181.333,127.0
2011-05-10,4.0,95.0,74.417,50.0,22.765,26.353,3.588,17.478,19.708,281.0,209.167,172.0
2011-05-11,3.609,97.0,96.583,93.0,19.13,20.348,1.217,9.5,9.083,174.0,143.0,131.0
2011-05-12,3.522,97.0,96.083,87.0,13.478,14.087,0.609,7.667,6.217,155.0,144.125,130.0
2011-05-13,4.083,97.0,81.542,57.0,21.625,25.083,3.458,11.0,13.583,242.0,191.167,149.0
2011-05-14,3.167,91.0,49.0,27.0,14.167,15.167,1.0,23.167,36.542,239.0,193.417,132.0
2011-05-15,2.5,57.0,34.792,18.0,6.542,6.625,0.083,13.208,15.208,236.0,189.5,129.0
2011-05-16,3.0,71.0,54.458,37.0,14.167,16.125,1.958,16.042,21.833,219.0,182.458,134.0
2011-05-17,3.609,97.0,78.625,56.0,18.826,20.565,1.739,22.792,26.042,206.0,164.833,137.0
2011-05-18,3.667,97.0,67.0,38.0,17.958,20.125,2.167,25.375,25.458,229.0,179.25,135.0
2011-05-19,3.826,87.0,58.583,32.0,19.391,21.304,1.913,26.87,27.348,245.0,198.125,134.0
2011-05-20,3.792,86.0,64.292,38.0,21.125,24.292,3.167,31.875,33.833,271.0,213.292,164.0
2011-05-21,3.0,96.0,73.783,48.0,14.318,18.955,4.636,29.818,31.636,267.0,220.261,175.0
2011-05-22,2.292,96.0,83.125,51.0,7.958,10.083,2.125,15.542,14.667,283.0,198.958,145.0
2011-05-23,2.652,97.0,80.708,60.0,14.696,15.913,1.217,9.958,10.25,166.0,145.792,117.0
2011-05-24,2.833,97.0,82.292,53.0,15.792,16.958,1.167,7.958,7.542,174.0,135.542,108.0
2011-05-25,3.13,97.0,67.042,29.0,15.957,22.478,6.522,11.083,12.435,224.0,171.708,113.0
2011-05-26,3.292,96.0,80.042,55.0,19.792,21.875,2.083,16.125,18.042,206.0,178.708,152.0
2011-05-27,3.75,96.0,85.417,61.0,19.792,21.625,1.833,14.25,14.625,191.0,170.667,156.0
2011-05-28,3.292,96.0,96.0,96.0,14.333,14.917,0.583,8.542,13.125,183.0,169.125,155.0
2011-05-29,2.87,96.0,96.0,96.0,8.609,9.391,0.783,3.333,5.833,183.0,172.125,157.0
2011-05-30,2.0,96.0,72.792,50.0,4.875,5.458,0.583,0.708,4.375,204.0,168.375,150.0
2011-05-31,2.125,65.0,57.875,47.0,7.292,8.5,1.208,9.958,12.708,189.0,149.375,116.0
2011-06-01,2.739,83.0,61.913,50.0,13.739,16.043,2.304,25.609,27.217,164.0,140.25,114.0
2011-06-02,4.0,97.0,96.042,84.0,23.0,29.333,6.333,26.667,23.542,160.0,140.167,126.0
2011-06-03,4.125,97.0,77.458,47.0,18.0,23.292,5.292,14.917,15.208,245.0,188.333,135.0
2011-06-04,3.522,97.0,74.583,45.0,11.522,13.957,2.435,26.208,27.958,255.0,209.083,153.0
2011-06-05,3.792,96.0,80.375,58.0,10.958,12.083,1.125,36.0,41.0,254.0,208.958,168.0
2011-06-06,3.042,96.0,67.167,26.0,8.542,9.167,0.625,27.125,27.583,279.0,217.542,161.0
2011-06-07,2.958,95.0,74.667,55.0,12.375,13.75,1.375,26.167,29.042,232.0,204.042,185.0
2011-06-08,2.833,96.0,81.625,63.0,15.25,16.667,1.417,12.125,13.375,221.0,192.167,169.0
2011-06-09,3.478,96.0,78.875,56.0,16.0,18.857,2.857,15.174,18.818,242.0,205.625,172.0
2011-06-10,3.261,96.0,82.75,66.0,14.208,16.583,2.375,17.875,22.208,247.0,218.875,188.0
2011-06-11,4.25,96.0,87.917,61.0,13.478,14.565,1.087,22.0,27.333,254.0,213.917,200.0
2011-06-12,5.208,96.0,82.125,48.0,14.417,15.792,1.375,28.333,29.875,252.0,218.75,197.0
2011-06-13,5.083,96.0,89.083,74.0,24.125,26.875,2.75,21.625,24.083,228.0,202.292,170.0
2011-06-14,3.75,96.0,82.917,56.0,20.458,22.833,2.375,17.375,19.875,244.0,208.625,189.0
2011-06-15,2.875,87.0,57.417,45.0,16.375,18.458,2.083,7.522,10.208,230.0,206.083,189.0
2011-06-16,3.636,96.0,85.25,70.0,20.696,25.087,4.391,13.043,16.13,225.0,192.833,164.0
2011-06-17,2.5,96.0,95.917,95.0,12.087,13.174,1.087,5.208,7.625,193.0,178.917,162.0
2011-06-18,3.583,96.0,91.458,75.0,16.375,19.083,2.708,10.75,14.083,209.0,190.083,177.0
2011-06-19,3.542,96.0,86.0,64.0,8.792,9.458,0.667,16.333,16.583,239.0,206.625,182.0
2011-06-20,3.125,96.0,86.417,66.0,12.917,15.0,2.083,12.125,17.0,253.0,226.917,200.0
2011-06-21,2.542,96.0,78.542,53.0,13.792,19.875,6.083,5.75,8.833,291.0,244.833,213.0
2011-06-22,3.565,96.0,65.667,36.0,18.708,22.25,3.542,19.833,25.542,328.0,275.0,211.0
2011-06-23,2.783,96.0,75.708,55.0,12.091,18.273,6.182,17.409,25.043,317.0,272.625,241.0
2011-06-24,1.375,79.0,65.375,50.0,4.792,6.792,2.0,16.042,18.25,323.0,287.375,255.0
2011-06-25,2.958,96.0,81.958,66.0,11.917,15.667,3.75,14.208,17.5,276.0,243.542,206.0
2011-06-26,3.333,96.0,94.417,88.0,9.625,11.0,1.375,21.083,23.75,222.0,207.167,197.0
2011-06-27,3.75,96.0,95.667,94.0,20.833,25.208,4.375,17.167,17.208,222.0,211.625,203.0
2011-06-28,4.522,96.0,73.375,45.0,24.417,33.0,8.583,22.708,25.958,333.0,271.0,213.0
2011-06-29,3.174,92.0,67.25,45.0,14.455,16.5,2.045,19.478,21.783,344.0,289.958,248.0
2011-06-30,2.75,96.0,76.958,47.0,15.083,17.292,2.208,16.333,19.667,329.0,271.792,235.0
2011-07-01,3.0,96.0,74.25,40.0,12.917,17.292,4.375,18.0,22.333,332.0,271.708,233.0
2011-07-02,2.833,96.0,81.0,56.0,10.583,11.875,1.292,27.5,32.75,293.0,260.583,238.0
2011-07-03,2.25,96.0,76.375,60.0,6.292,7.5,1.208,17.5,20.458,303.0,270.0,231.0
2011-07-04,1.652,86.0,70.708,51.0,3.958,5.167,1.208,24.739,29.542,329.0,287.917,258.0
2011-07-05,2.5,96.0,74.583,51.0,10.783,11.565,0.783,13.042,17.083,324.0,272.333,236.0
2011-07-06,3.292,90.0,66.542,43.0,14.583,15.875,1.292,20.125,23.125,318.0,272.375,240.0
2011-07-07,2.0,96.0,79.957,65.0,9.913,12.087,2.174,11.391,13.043,282.0,257.083,227.0
2011-07-08,2.583,96.0,75.333,59.0,14.25,17.958,3.708,12.958,14.75,317.0,279.333,247.0
2011-07-09,3.292,90.0,72.583,58.0,18.167,30.292,12.125,16.833,20.208,322.0,292.75,270.0
2011-07-10,1.739,96.0,73.708,50.0,7.875,9.917,2.042,11.5,12.583,329.0,285.25,248.0
2011-07-11,1.833,95.0,75.458,49.0,10.13,14.435,4.304,10.875,12.208,327.0,283.75,251.0
2011-07-12,1.542,96.0,78.556,50.0,8.5,13.667,5.167,9.25,11.958,305.0,270.944,246.0
2011-07-13,1.75,86.0,69.458,53.0,9.958,14.25,4.292,11.708,13.333,320.0,285.125,257.0
2011-07-14,1.826,87.0,63.5,45.0,10.391,13.957,3.565,11.458,12.217,331.0,290.5,254.0
2011-07-15,2.333,95.0,65.542,42.0,12.833,16.042,3.208,13.708,15.792,350.0,293.875,249.0
2011-07-16,1.696,96.0,69.75,40.0,8.542,10.583,2.042,15.958,17.542,341.0,285.75,249.0
2011-07-17,1.708,92.0,68.792,47.0,6.435,8.565,2.13,14.542,16.667,340.0,291.542,249.0
2011-07-18,1.167,96.0,75.167,55.0,5.25,7.5,2.25,12.958,17.625,330.0,291.417,268.0
2011-07-19,1.208,97.0,94.042,87.0,5.167,8.458,3.292,10.167,23.5,275.0,267.125,259.0
2011-07-20,1.667,97.0,91.417,76.0,5.458,6.958,1.5,10.875,30.125,288.0,251.667,201.0
2011-07-21,1.522,97.0,73.042,53.0,6.783,7.609,0.826,6.0,15.391,222.0,197.75,177.0
2011-07-22,1.87,74.0,58.375,47.0,8.625,9.667,1.042,8.333,11.833,242.0,208.417,173.0
2011-07-23,1.833,77.0,65.375,53.0,8.087,9.217,1.13,7.5,10.417,285.0,233.375,181.0
2011-07-24,2.167,93.0,74.917,58.0,7.5,8.75,1.25,10.833,13.792,285.0,254.333,221.0
2011-07-25,2.083,95.0,72.125,52.0,8.042,9.167,1.125,14.125,17.958,305.0,271.5,239.0
2011-07-26,2.542,81.0,72.625,63.0,13.625,15.667,2.042,10.0,11.125,293.0,267.833,248.0
2011-07-27,3.652,94.0,73.042,51.0,24.261,29.739,5.478,14.174,16.043,318.0,279.625,252.0
2011-07-28,4.261,97.0,86.625,67.0,26.542,28.75,2.208,18.667,25.667,292.0,260.0,239.0
2011-07-29,4.083,97.0,86.417,59.0,17.217,20.739,3.522,22.417,29.917,293.0,262.083,243.0
2011-07-30,2.75,97.0,84.667,55.0,12.167,13.208,1.042,8.958,13.833,288.0,250.792,231.0
2011-07-31,2.333,97.0,93.708,86.0,5.833,6.75,0.917,11.0,18.625,236.0,224.042,217.0
2011-08-01,2.875,97.0,73.958,54.0,11.958,13.75,1.792,16.875,21.5,273.0,240.875,214.0
2011-08-02,3.583,94.0,76.667,53.0,17.833,20.625,2.792,19.875,26.167,288.0,251.667,223.0
2011-08-03,3.435,97.0,82.625,53.0,15.583,19.542,3.958,20.625,26.417,305.0,258.792,232.0
2011-08-04,2.087,97.0,81.0,61.0,10.773,14.727,3.955,10.957,15.304,297.0,265.875,238.0
2011-08-05,1.833,97.0,81.0,56.0,7.417,11.792,4.375,6.478,10.5,311.0,271.958,243.0
2011-08-06,2.375,95.0,73.75,50.0,10.417,14.917,4.5,10.792,15.833,328.0,287.875,256.0
2011-08-07,2.833,96.0,77.792,45.0,9.833,10.875,1.042,14.25,19.042,345.0,282.667,248.0
2011-08-08,2.875,97.0,75.958,53.0,11.667,13.75,2.083,15.5,20.417,334.0,285.375,240.0
2011-08-09,2.565,90.0,71.625,47.0,12.958,15.208,2.25,18.125,22.792,354.0,299.5,263.0
2011-08-10,2.5,97.0,71.75,47.0,11.783,14.174,2.391,23.333,29.375,350.0,307.167,266.0
2011-08-11,3.435,90.0,73.609,41.0,18.739,20.957,2.217,23.917,31.696,371.0,305.458,274.0
2011-08-12,3.417,86.0,65.625,40.0,11.375,12.333,0.958,24.75,30.292,357.0,306.792,274.0
2011-08-13,3.208,95.0,73.667,45.0,8.583,8.833,0.25,31.792,40.167,346.0,296.792,272.0
2011-08-14,2.875,96.0,70.75,48.0,6.25,6.708,0.458,29.292,37.25,344.0,299.25,268.0
2011-08-15,2.435,80.0,65.792,48.0,7.583,8.25,0.667,19.083,21.958,347.0,302.917,268.0
2011-08-16,2.958,87.0,69.125,53.0,7.87,9.0,1.13,21.833,29.292,339.0,305.292,269.0
2011-08-17,3.083,84.0,66.5,50.0,9.083,10.0,0.917,21.5,24.583,347.0,309.208,271.0
2011-08-18,2.783,82.0,64.25,47.0,11.826,14.348,2.522,25.043,31.696,371.0,320.583,282.0
2011-08-19,2.458,97.0,89.042,73.0,10.792,11.542,0.75,9.083,14.042,304.0,249.625,214.0
2011-08-20,2.292,97.0,81.458,66.0,10.542,10.917,0.375,5.625,8.958,246.0,228.375,216.0
2011-08-21,2.087,97.0,96.708,95.0,5.083,5.083,0.0,2.833,6.083,213.0,198.417,188.0
2011-08-22,2.625,97.0,92.125,81.0,15.261,16.826,1.565,5.667,9.375,228.0,210.167,192.0
2011-08-23,2.875,97.0,87.708,63.0,13.25,16.042,2.792,12.792,17.333,296.0,247.667,215.0
2011-08-24,1.958,97.0,82.292,60.0,9.458,15.375,5.917,10.208,14.958,307.0,266.833,229.0
2011-08-25,2.087,97.0,89.75,71.0,10.522,20.391,9.87,3.667,7.913,282.0,255.167,242.0
2011-08-26,2.708,97.0,85.792,52.0,10.708,20.667,9.958,8.292,12.5,314.0,254.542,227.0
2011-08-27,2.522,97.0,84.875,68.0,12.25,14.125,1.875,8.333,14.0,264.0,239.25,222.0
2011-08-28,2.458,95.0,68.625,46.0,8.957,9.391,0.435,10.125,13.125,305.0,259.958,217.0
2011-08-29,2.042,96.0,69.5,46.0,10.167,11.417,1.25,10.125,12.333,307.0,263.875,227.0
2011-08-30,1.958,97.0,69.958,38.0,9.542,10.875,1.333,9.083,12.292,317.0,260.75,222.0
2011-08-31,2.261,97.0,77.25,59.0,11.652,15.348,3.696,9.435,12.435,300.0,261.75,215.0
2011-09-01,2.042,97.0,80.583,60.0,10.542,17.792,7.25,9.75,15.917,310.0,282.458,258.0
2011-09-02,2.13,97.0,83.542,66.0,7.375,13.083,5.708,11.625,19.0,302.0,277.875,258.0
2011-09-03,1.0,97.0,80.875,68.0,3.087,4.304,1.217,13.542,23.458,295.0,276.0,257.0
2011-09-04,1.167,97.0,78.583,61.0,4.0,5.125,1.125,9.833,18.792,286.0,265.875,227.0
2011-09-05,2.917,97.0,91.625,74.0,16.792,22.917,6.125,8.583,13.75,272.0,246.917,224.0
2011-09-06,1.833,88.0,64.792,41.0,10.625,10.875,0.25,7.5,13.792,287.0,248.167,221.0
2011-09-07,2.583,92.0,65.5,38.0,13.583,13.792,0.208,13.75,14.833,302.0,243.958,205.0
