date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,197.0,4.542,16.833,21.083,28.625,7.542,,1.0,28.292,213.833
2011-01-02,196.0,3.167,13.652,18.333,28.958,10.625,,0.917,26.375,209.652
2011-01-03,191.792,2.292,8.542,10.958,14.167,3.208,,0.708,16.375,200.333
2011-01-04,195.333,4.435,15.917,22.261,32.826,10.565,,0.87,22.792,211.25
2011-01-05,194.042,4.333,15.875,25.167,46.833,21.667,,0.917,21.583,209.917
2011-01-06,198.524,5.652,22.0,40.476,76.952,36.476,,2.409,31.826,220.524
2011-01-07,193.042,3.542,12.542,20.125,34.583,14.458,,1.0,22.875,205.583
2011-01-08,192.957,3.208,10.87,14.875,20.333,5.458,,0.792,20.042,203.826
2011-01-09,196.333,5.042,19.125,32.292,55.5,23.208,,1.5,31.917,215.458
2011-01-10,200.042,4.913,24.458,37.478,63.0,25.522,,2.13,34.542,224.5
2011-01-11,195.417,4.417,29.917,31.375,67.417,36.042,,1.542,33.458,225.333
2011-01-12,196.958,3.583,16.75,28.917,49.667,20.75,,1.167,27.708,213.708
2011-01-13,202.333,6.625,30.917,46.042,120.292,74.25,,3.333,33.333,233.25
2011-01-14,197.0,4.208,15.826,25.417,44.833,19.417,,1.083,23.292,212.826
2011-01-15,202.167,4.792,19.958,26.5,40.875,14.375,,1.708,29.5,222.125
2011-01-16,195.167,4.13,18.667,28.957,48.043,19.087,,1.0,30.087,213.833
2011-01-17,192.917,3.75,14.125,23.333,34.083,10.75,,1.292,30.333,207.042
2011-01-18,201.292,6.292,34.667,45.0,91.333,46.333,,2.625,43.136,235.958
2011-01-19,196.583,4.583,24.75,31.0,57.875,26.875,,1.708,41.458,221.333
2011-01-20,191.773,3.783,16.364,23.87,40.174,16.304,,1.043,33.375,208.136
2011-01-21,191.708,3.25,14.083,21.75,36.458,14.708,,0.792,,205.792
2011-01-22,192.375,4.391,14.292,19.0,42.391,23.391,,0.348,,206.667
2011-01-23,212.625,8.375,36.083,36.917,153.292,116.375,,1.0,16.917,248.708
2011-01-24,196.75,4.625,16.25,32.417,59.542,27.125,,1.208,22.375,213.0
2011-01-25,200.792,6.958,31.292,38.833,96.708,57.875,,1.542,27.417,232.083
2011-01-26,195.391,5.375,23.0,31.542,62.125,30.583,,1.0,25.167,218.391
2011-01-27,200.042,7.167,31.25,37.083,94.25,57.167,,1.083,23.75,231.292
2011-01-28,196.333,4.304,17.75,26.304,48.783,22.478,,1.348,25.083,214.083
2011-01-29,193.958,2.792,9.375,11.0,15.083,4.083,,1.0,18.042,203.333
2011-01-30,194.708,4.542,16.208,24.958,42.375,17.417,,1.0,18.167,210.917
2011-01-31,200.625,5.875,24.417,38.0,70.375,32.375,,1.958,23.667,225.042
2011-02-01,197.739,6.375,25.957,31.583,72.917,41.333,,2.167,26.042,223.696
2011-02-02,193.75,4.083,14.833,21.958,36.375,14.417,,1.208,20.125,208.583
2011-02-03,201.429,5.818,20.571,38.571,68.619,30.048,,3.591,24.348,222.0
2011-02-04,200.792,6.833,26.5,40.167,97.125,56.958,,2.208,26.75,227.292
2011-02-05,195.125,4.375,14.667,20.583,25.417,4.833,,2.5,27.417,209.792
2011-02-06,197.833,6.625,26.375,37.667,71.042,33.375,,1.167,39.5,224.208
2011-02-07,201.043,7.667,34.913,37.125,77.292,40.167,,1.0,41.0,235.957
2011-02-08,193.667,4.75,19.667,25.042,44.583,19.542,,1.0,18.826,213.333
2011-02-09,193.833,4.348,15.583,28.609,52.783,24.174,,1.0,19.333,209.417
2011-02-10,202.083,5.708,22.167,39.333,69.333,30.0,,2.5,23.696,224.25
2011-02-11,196.875,4.208,14.167,22.583,32.875,10.292,,1.167,24.375,211.042
2011-02-12,194.833,3.333,10.667,14.042,18.792,4.75,,0.917,23.1,205.5
2011-02-13,193.391,4.958,19.391,33.042,47.375,14.333,,1.708,25.542,212.783
2011-02-14,195.875,6.417,29.083,37.5,74.625,37.125,,1.292,42.435,224.958
2011-02-15,195.833,6.609,26.792,34.696,73.0,38.304,,1.261,38.217,222.625
2011-02-16,190.708,4.042,14.333,25.417,36.375,10.958,,1.042,27.75,205.042
2011-02-17,191.913,4.826,20.478,29.13,47.87,18.739,,0.957,27.143,212.391
2011-02-18,191.292,3.708,10.833,18.792,30.833,12.042,,0.917,20.625,202.125
2011-02-19,194.957,4.292,13.435,17.25,22.542,5.292,,1.625,21.542,208.391
2011-02-20,200.167,6.583,21.917,39.125,63.833,24.708,,2.375,26.292,222.083
2011-02-21,202.125,6.0,29.708,46.522,78.652,32.13,,3.0,30.056,231.833
2011-02-22,192.208,3.708,13.958,23.208,28.625,5.417,,2.583,34.583,206.167
2011-02-23,196.208,5.75,28.042,36.667,65.5,28.833,,1.042,39.583,224.25
2011-02-24,195.792,4.375,21.167,26.833,33.167,6.333,,2.917,37.375,216.958
2011-02-25,193.522,3.875,14.783,24.25,35.167,10.917,,1.042,23.917,208.304
2011-02-26,192.292,2.5,9.917,12.542,16.375,3.833,,0.667,15.292,202.208
