date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,200.0,6.042,14.792,7.0,8.667,1.667,,5.042,23.25,214.792
2011-01-02,195.208,5.292,13.208,7.333,8.917,1.583,,5.542,13.125,208.417
2011-01-03,200.583,6.083,12.708,8.25,10.25,2.0,,7.333,27.125,213.292
2011-01-04,197.87,5.957,11.217,10.083,13.0,2.917,,9.583,20.5,209.087
2011-01-05,194.375,5.667,15.042,11.5,14.583,3.083,,6.0,16.542,209.417
2011-01-06,195.417,5.042,19.125,12.917,17.375,4.458,,4.833,13.696,214.542
2011-01-07,195.292,5.333,18.792,13.125,17.375,4.25,,5.292,12.417,214.083
2011-01-08,197.417,5.333,15.333,10.0,12.792,2.792,,4.958,9.958,212.75
2011-01-09,200.417,6.542,21.0,12.292,14.625,2.333,,9.292,31.792,221.417
2011-01-10,202.917,7.833,22.0,15.583,21.0,5.417,,8.542,46.542,224.917
2011-01-11,197.304,5.522,17.391,11.833,15.125,3.292,,7.75,23.417,214.696
2011-01-12,196.417,6.458,18.917,14.75,19.583,4.833,,4.833,14.667,215.333
2011-01-13,196.75,6.292,14.042,11.75,15.208,3.458,,7.458,22.25,210.792
2011-01-14,198.792,6.667,19.583,13.042,16.375,3.333,,6.458,31.708,218.375
2011-01-15,195.333,5.25,17.333,11.208,13.25,2.042,,5.083,12.708,212.667
2011-01-16,194.417,5.917,28.5,12.875,16.875,4.0,,3.542,14.083,222.917
2011-01-17,193.458,5.042,19.708,12.0,15.833,3.833,,3.25,9.0,213.167
2011-01-18,197.87,7.043,18.696,16.917,24.083,7.167,,4.958,13.375,216.565
2011-01-19,196.833,6.958,20.167,20.125,29.083,8.958,,4.333,17.375,217.0
2011-01-20,191.125,4.875,26.833,11.167,14.375,3.208,,5.25,8.25,217.958
2011-01-21,191.542,4.958,18.125,11.625,14.5,2.875,,5.458,9.167,209.667
2011-01-22,195.75,5.458,13.208,9.0,12.083,3.083,,4.375,12.583,208.958
2011-01-23,193.292,5.652,11.25,10.667,14.167,3.5,,8.083,10.667,204.542
2011-01-24,194.292,5.792,19.0,10.75,14.333,3.583,,7.875,12.667,213.292
2011-01-25,200.435,6.87,15.174,12.75,17.167,4.417,,7.625,17.417,215.609
2011-01-26,196.25,6.25,16.542,13.375,18.625,5.25,,6.458,12.25,212.792
2011-01-27,198.583,6.875,21.75,12.667,16.458,3.792,,5.167,23.167,220.333
2011-01-28,198.542,6.708,24.708,11.208,15.625,4.417,,5.583,30.083,223.25
2011-01-29,195.208,5.458,20.542,7.458,9.375,1.917,,4.875,14.625,215.75
2011-01-30,196.458,6.208,16.75,11.042,15.292,4.25,,4.792,17.0,213.208
2011-01-31,197.917,7.042,16.292,16.792,23.333,6.542,,6.583,18.417,214.208
2011-02-01,200.652,7.913,14.348,14.292,17.792,3.5,,10.708,28.864,215.0
2011-02-02,194.375,5.957,13.75,11.0,14.583,3.583,,7.417,10.333,208.125
2011-02-03,195.25,6.042,14.583,8.583,11.833,3.25,,3.583,8.875,209.833
2011-02-04,196.167,6.292,14.5,10.042,13.208,3.167,,6.292,18.458,210.667
2011-02-05,199.125,7.625,16.333,11.625,13.917,2.292,,6.333,33.167,215.458
2011-02-06,201.0,10.375,25.75,19.917,30.75,10.833,,5.292,45.125,226.75
2011-02-07,196.0,7.958,14.125,15.958,19.5,3.542,,6.625,21.125,210.125
2011-02-08,196.739,6.13,13.13,10.0,14.083,4.083,,7.125,11.542,209.87
2011-02-09,194.208,6.333,19.833,12.792,17.0,4.208,,7.25,11.708,214.042
2011-02-10,195.333,6.917,17.875,13.833,19.542,5.708,,5.625,12.875,213.208
2011-02-11,194.625,6.0,17.0,10.583,13.833,3.25,,5.833,10.583,211.625
2011-02-12,197.0,6.542,14.292,10.583,13.167,2.583,,5.0,13.5,211.292
2011-02-13,199.083,8.792,21.75,19.25,27.833,8.583,,3.458,17.667,220.833
2011-02-14,197.25,8.042,23.583,21.042,28.542,7.5,,4.417,14.833,220.833
2011-02-15,198.0,7.261,18.696,17.625,23.25,5.625,,4.75,17.542,216.696
2011-02-16,194.5,6.625,14.333,15.167,19.667,4.5,,5.583,14.792,208.833
2011-02-17,195.125,7.167,11.917,11.625,14.958,3.333,,8.042,14.417,207.042
2011-02-18,195.5,6.417,14.25,10.0,13.042,3.042,,6.708,12.167,209.75
2011-02-19,196.958,6.375,16.917,6.333,8.292,1.958,,3.958,12.375,213.875
2011-02-20,197.75,7.417,18.5,13.875,18.167,4.292,,4.958,12.75,216.25
2011-02-21,196.545,7.625,20.682,17.182,22.364,5.182,,7.583,18.708,217.227
2011-02-22,199.625,9.478,26.542,23.042,36.042,13.0,,4.875,22.458,226.167
2011-02-23,200.125,8.708,28.625,20.208,30.167,9.958,,5.708,22.792,228.75
2011-02-24,197.917,8.375,14.917,15.708,18.417,2.708,,7.5,36.25,212.833
2011-02-25,195.833,7.875,19.625,15.625,18.125,2.5,,6.625,31.833,215.458
2011-02-26,194.667,6.208,14.125,8.292,9.708,1.417,,4.375,9.292,208.792
2011-02-27,198.083,7.25,17.5,13.792,20.375,6.583,,3.875,12.833,215.583
2011-02-28,195.783,6.458,11.478,10.833,12.708,1.875,,3.375,11.958,207.261
2011-03-01,198.917,9.333,23.958,24.542,36.042,11.5,,6.083,22.391,222.875
2011-03-02,195.958,7.917,22.333,23.833,34.5,10.667,,6.083,17.667,218.292
2011-03-03,192.833,6.5,19.583,11.0,13.125,2.125,,5.042,16.917,212.417
2011-03-04,194.583,7.0,10.25,10.292,11.625,1.333,,3.917,21.625,204.833
2011-03-05,196.375,8.75,20.917,19.625,27.125,7.5,,4.417,10.375,217.292
2011-03-06,199.0,8.708,22.13,18.042,25.75,7.708,,6.083,20.167,221.13
2011-03-07,198.708,8.478,29.833,14.667,17.583,2.917,,5.75,39.75,228.542
2011-03-08,204.375,10.667,22.625,19.125,26.125,7.0,,5.0,46.208,227.0
2011-03-09,198.75,9.083,18.083,16.333,19.708,3.375,,4.833,32.792,216.833
2011-03-10,194.792,7.0,10.417,12.083,14.625,2.542,,5.25,15.333,205.208
2011-03-11,197.167,8.667,11.875,10.167,12.375,2.208,,10.5,29.208,209.042
