date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,200.667,7.125,12.208,14.042,27.625,13.583,,25.792,212.875
2011-01-02,205.042,6.125,10.083,15.25,35.125,19.875,,13.625,215.125
2011-01-03,199.75,6.875,9.75,17.417,37.417,20.0,,29.542,209.5
2011-01-04,196.375,6.0,9.75,16.042,38.667,22.625,,17.667,206.125
2011-01-05,194.913,6.174,10.652,22.458,53.792,31.333,,18.083,205.565
2011-01-06,196.583,6.042,10.917,21.375,47.667,26.292,,17.087,207.5
2011-01-07,197.625,6.875,12.583,23.333,54.0,30.667,,15.917,210.208
2011-01-08,196.875,7.208,11.958,19.083,42.083,23.0,,14.25,208.833
2011-01-09,203.958,7.417,13.792,20.667,38.958,18.292,,36.667,217.75
2011-01-10,202.542,8.917,15.375,28.542,62.875,34.333,,51.958,217.917
2011-01-11,196.458,6.083,9.583,18.333,38.208,19.875,,25.875,206.042
2011-01-12,199.087,7.348,15.435,26.167,58.417,32.25,,17.083,214.522
2011-01-13,197.417,6.917,13.583,23.667,56.208,32.542,,25.375,211.0
2011-01-14,198.25,7.375,14.75,24.625,50.667,26.042,,36.333,213.0
2011-01-15,197.583,6.792,13.917,23.333,51.083,27.75,,19.75,211.5
2011-01-16,195.667,6.5,13.75,23.917,60.958,37.042,,15.792,209.417
2011-01-17,193.917,5.625,13.042,21.375,48.5,27.125,,10.875,206.958
2011-01-18,195.0,8.708,19.417,27.042,69.625,42.583,,19.5,214.417
2011-01-19,196.261,8.957,19.696,29.875,79.625,49.75,,25.625,215.957
2011-01-20,195.458,5.792,11.917,22.875,46.25,23.375,,12.208,207.375
2011-01-21,194.25,6.458,12.125,23.667,53.542,29.875,,12.958,206.375
2011-01-22,194.083,5.875,8.958,14.25,34.542,20.292,,12.5,203.042
2011-01-23,194.5,5.083,6.375,15.708,36.833,21.125,,12.292,200.875
2011-01-24,195.708,5.958,7.125,19.167,46.042,26.875,,14.75,202.833
2011-01-25,199.042,7.542,11.583,21.417,57.333,35.917,,21.375,210.625
2011-01-26,198.087,6.261,13.435,22.0,51.792,29.792,,11.833,211.522
2011-01-27,200.0,8.292,19.792,25.167,60.208,35.042,,28.125,219.792
2011-01-28,203.25,8.25,21.0,24.583,54.5,29.917,,35.167,224.25
2011-01-29,197.375,5.875,12.875,16.375,35.25,18.875,,16.708,210.25
2011-01-30,197.125,6.042,12.583,18.625,39.542,20.917,,16.5,209.708
2011-01-31,198.25,7.167,18.083,25.417,56.208,30.792,,21.167,216.333
2011-02-01,199.273,7.5,14.227,22.667,48.292,25.625,,29.708,213.5
2011-02-02,196.538,5.478,12.538,15.0,38.167,23.167,,11.045,209.077
2011-02-03,196.75,6.417,13.833,18.917,51.917,33.0,,12.625,210.583
2011-02-04,198.208,6.833,13.917,20.5,50.042,29.542,,21.583,212.125
2011-02-05,200.375,8.875,27.25,23.208,50.458,27.25,,36.875,227.625
