date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,1.667,2.667,1.0,7.167,1.125
2011-01-02,0.75,1.667,0.917,10.208,1.435
2011-01-03,2.333,3.333,1.0,18.458,2.542
2011-01-04,2.125,3.25,1.125,26.227,4.083
2011-01-05,1.708,2.75,1.042,14.136,1.333
2011-01-06,3.417,4.458,1.042,13.167,1.083
2011-01-07,3.167,4.292,1.125,6.875,1.042
2011-01-08,2.583,4.0,1.417,5.583,1.042
2011-01-09,3.667,4.958,1.292,21.375,3.5
2011-01-10,5.75,7.167,1.417,31.667,3.542
2011-01-11,4.0,4.955,0.955,22.042,3.167
2011-01-12,4.958,6.292,1.333,7.875,1.217
2011-01-13,4.333,5.792,1.458,15.708,2.542
2011-01-14,3.417,4.375,0.958,31.833,4.083
2011-01-15,4.208,5.25,1.042,15.625,2.0
2011-01-16,3.833,4.833,1.0,9.167,1.0
2011-01-17,4.667,6.0,1.333,7.435,0.75
2011-01-18,7.958,9.958,2.0,12.083,1.417
2011-01-19,10.75,13.167,2.417,10.083,1.25
2011-01-20,6.958,8.208,1.25,6.625,0.833
2011-01-21,6.333,7.583,1.25,8.75,0.667
2011-01-22,5.042,6.333,1.292,7.417,1.391
2011-01-23,2.708,3.667,0.958,8.042,1.25
2011-01-24,1.917,2.958,1.042,6.667,1.042
2011-01-25,3.583,4.708,1.125,14.208,2.292
2011-01-26,2.542,3.542,1.0,7.958,1.208
2011-01-27,5.917,7.542,1.625,25.75,3.5
2011-01-28,5.583,7.083,1.5,32.292,3.75
2011-01-29,3.292,4.292,1.0,9.667,1.542
2011-01-30,5.75,7.583,1.833,13.5,2.833
2011-01-31,4.458,5.75,1.292,11.083,2.333
2011-02-01,3.958,5.417,1.458,14.818,2.913
2011-02-02,2.292,3.292,1.0,5.5,1.417
2011-02-03,4.125,5.417,1.292,10.042,1.833
2011-02-04,4.875,6.333,1.458,16.542,3.167
2011-02-05,5.25,6.458,1.208,31.042,4.583
2011-02-06,12.083,14.5,2.417,35.0,3.25
2011-02-07,10.125,11.75,1.625,16.125,2.083
2011-02-08,2.708,3.75,1.042,6.667,1.667
2011-02-09,4.083,5.167,1.083,9.583,1.792
2011-02-10,5.0,6.333,1.333,12.708,2.208
2011-02-11,3.583,4.583,1.0,8.25,1.348
2011-02-12,3.167,4.167,1.0,10.917,1.833
2011-02-13,10.958,12.792,1.833,22.217,1.75
2011-02-14,11.0,13.0,2.0,12.625,1.0
