date,CH4_mean,NMHC_mean,SO2_mean,SPM_mean,THC_mean
2011-02-16,190.043,13.087,3.696,24.583,203.13
2011-02-17,189.042,6.667,2.583,11.083,195.708
2011-02-18,191.25,7.917,2.542,14.417,199.167
2011-02-19,191.833,8.917,2.478,18.5,200.75
2011-02-20,191.542,14.917,3.042,22.375,206.458
2011-02-21,190.583,16.667,2.75,26.522,207.25
2011-02-22,189.667,19.5,2.278,31.708,209.167
2011-02-23,193.652,18.174,2.286,23.667,211.826
2011-02-24,193.417,11.583,6.682,35.458,205.0
2011-02-25,191.833,11.042,3.714,41.542,202.875
2011-02-26,192.083,10.25,2.0,12.25,202.333
2011-02-27,194.917,14.208,2.55,13.208,209.125
2011-02-28,195.217,16.261,3.882,9.565,211.478
2011-03-01,188.478,18.652,2.217,26.917,207.13
2011-03-02,185.625,12.625,2.067,16.0,198.25
2011-03-03,186.75,10.5,2.438,17.458,197.25
2011-03-04,188.042,12.0,2.091,28.167,200.042
2011-03-05,188.083,17.667,1.524,17.125,205.75
2011-03-06,187.875,8.875,2.217,25.435,196.75
2011-03-07,192.208,13.583,4.5,54.792,205.792
2011-03-08,195.609,17.261,3.6,55.917,212.87
2011-03-09,191.875,12.792,3.636,34.458,204.667
2011-03-10,191.083,11.917,3.421,19.75,203.0
2011-03-11,191.208,10.458,3.708,26.875,201.667
2011-03-12,190.458,10.583,2.739,11.583,201.042
2011-03-13,191.125,13.083,3.458,14.792,204.208
2011-03-14,191.917,13.5,3.667,19.208,205.417
2011-03-15,191.609,13.13,5.083,41.875,204.739
2011-03-16,189.267,17.133,3.125,56.125,206.4
2011-03-17,182.25,10.0,1.333,20.792,192.25
2011-03-18,182.125,11.333,1.0,35.75,193.458
2011-03-19,182.625,13.333,2.938,28.667,195.958
2011-03-20,182.625,14.917,3.591,25.125,197.542
2011-03-21,182.542,15.583,3.261,19.208,198.125
2011-03-22,190.348,15.478,3.25,23.75,205.826
2011-03-23,184.75,7.75,1.708,15.958,192.5
2011-03-24,188.375,4.875,4.208,38.125,193.25
2011-03-25,189.125,4.083,3.458,15.208,193.208
2011-03-26,189.25,6.167,3.583,11.917,195.417
2011-03-27,193.045,6.818,2.957,16.217,199.864
2011-03-28,188.826,8.87,4.958,34.208,197.696
2011-03-29,187.917,15.667,5.042,31.375,203.583
2011-03-30,191.125,6.708,10.667,28.333,197.833
2011-03-31,184.833,6.708,4.042,12.458,191.542
2011-04-01,189.625,12.333,4.458,32.375,201.958
2011-04-02,186.042,11.708,5.042,28.667,197.75
2011-04-03,186.417,9.833,4.2,20.292,196.25
2011-04-04,187.167,9.542,3.615,10.542,196.708
2011-04-05,187.458,14.375,4.455,11.75,201.833
2011-04-06,187.0,14.417,3.708,13.167,201.417
2011-04-07,184.304,8.087,4.208,16.0,192.391
2011-04-08,183.708,8.417,5.375,14.292,192.125
2011-04-09,186.458,9.5,3.625,27.25,195.958
2011-04-10,188.625,12.5,5.083,19.875,201.125
2011-04-11,188.583,12.375,4.273,25.167,200.958
2011-04-12,189.625,12.333,3.458,23.417,201.958
2011-04-13,187.708,8.458,4.333,20.333,196.167
2011-04-14,186.391,8.478,4.083,19.042,194.87
2011-04-15,184.25,8.083,3.0,31.125,192.333
2011-04-16,188.583,13.083,4.13,45.958,201.667
2011-04-17,188.083,15.417,5.2,34.542,203.5
2011-04-18,184.0,8.083,4.625,23.917,192.083
2011-04-19,186.958,9.375,3.3,11.167,196.333
2011-04-20,188.696,12.565,3.294,8.913,201.261
2011-04-21,187.435,12.913,3.25,13.542,200.348
2011-04-22,182.917,9.792,8.75,23.292,192.708
2011-04-23,183.542,9.458,2.708,11.583,193.0
2011-04-24,187.542,9.458,2.083,18.458,197.0
2011-04-25,186.125,9.25,3.625,15.917,195.375
2011-04-26,182.913,9.522,4.783,14.696,192.435
2011-04-27,180.125,9.667,4.125,19.083,189.792
2011-04-28,186.609,7.522,4.042,11.167,194.13
2011-04-29,188.208,9.375,3.542,8.458,197.583
2011-04-30,185.708,7.542,6.25,16.458,193.25
2011-05-01,183.375,8.208,3.542,41.583,191.583
2011-05-02,188.0,12.75,3.042,120.833,200.75
2011-05-03,190.5,14.958,2.556,105.542,205.458
2011-05-04,190.083,12.833,2.636,57.0,202.917
2011-05-05,187.217,19.13,3.826,28.75,206.348
2011-05-06,186.833,17.458,4.167,16.542,204.292
2011-05-07,183.167,18.833,3.3,11.708,202.0
2011-05-08,181.333,11.375,,18.083,192.708
2011-05-09,178.458,9.958,2.75,16.826,188.417
2011-05-10,174.042,8.167,2.25,6.75,182.208
2011-05-11,173.875,9.917,1.833,13.042,183.792
2011-05-12,183.957,13.261,2.0,3.667,197.217
2011-05-13,186.333,8.583,,,194.917
2011-05-14,189.042,14.083,,,203.125
2011-05-15,190.458,12.417,,,202.875
2011-05-16,191.0,14.083,,,205.083
2011-05-17,188.917,12.833,,,201.75
2011-05-18,189.75,12.583,6.333,9.667,202.333
2011-05-19,186.13,19.478,5.542,19.125,205.609
2011-05-20,183.0,14.0,4.0,11.208,197.0
2011-05-21,178.083,12.167,3.708,8.125,190.25
2011-05-22,179.667,10.042,2.0,5.417,189.708
2011-05-23,185.619,12.381,2.348,10.304,198.0
2011-05-24,185.458,16.75,6.042,4.625,202.208
2011-05-25,182.667,13.125,6.083,6.708,195.792
2011-05-26,185.696,15.609,2.667,8.417,201.304
2011-05-27,186.792,8.708,2.833,24.125,195.5
2011-05-28,188.708,15.542,2.333,18.292,204.25
2011-05-29,184.583,8.625,2.25,6.083,193.208
2011-05-30,185.625,9.25,3.083,10.167,194.875
2011-05-31,185.875,9.417,4.042,12.625,195.292
2011-06-01,186.0,11.267,4.333,13.125,197.267
2011-06-02,,,4.435,20.75,
2011-06-03,,,3.792,24.083,
2011-06-04,,,5.708,14.417,
2011-06-05,,,3.833,15.667,
2011-06-06,,,4.75,17.625,
2011-06-07,,,2.625,8.333,
2011-06-08,181.769,9.308,2.5,12.083,191.077
2011-06-09,187.087,11.348,2.375,26.667,198.435
2011-06-10,180.083,9.417,1.833,12.417,189.5
2011-06-11,174.333,9.042,1.667,13.478,183.375
2011-06-12,184.125,14.167,1.875,10.25,198.292
2011-06-13,186.25,13.0,2.125,16.5,199.25
2011-06-14,186.333,11.208,2.958,19.25,197.542
2011-06-15,187.542,15.833,2.478,25.083,203.375
2011-06-16,181.957,13.478,1.818,5.0,195.435
2011-06-17,181.958,10.083,2.0,5.167,192.042
2011-06-18,185.375,16.542,2.0,5.667,201.917
2011-06-19,182.333,14.625,1.708,6.5,196.958
2011-06-20,178.708,11.5,1.5,5.958,190.208
2011-06-21,177.522,10.043,1.652,4.348,187.565
2011-06-22,177.917,7.417,2.13,12.391,185.333
2011-06-23,172.478,6.043,2.65,14.55,178.522
2011-06-24,172.417,6.792,2.875,18.083,179.208
2011-06-25,174.792,15.625,3.583,17.792,190.417
2011-06-26,172.167,6.125,2.0,18.833,178.292
2011-06-27,176.875,9.333,1.625,7.375,186.208
2011-06-28,172.958,7.167,2.25,13.375,180.125
2011-06-29,175.125,7.667,3.375,12.167,182.792
2011-06-30,175.957,8.391,2.5,12.333,184.348
2011-07-01,172.25,7.25,,,179.5
2011-07-02,173.167,8.042,,,181.208
2011-07-03,173.167,7.625,,,180.792
2011-07-04,172.0,6.667,,,178.667
2011-07-05,182.917,10.583,4.875,12.625,193.5
2011-07-06,177.042,9.042,2.435,9.435,186.083
2011-07-07,173.522,7.565,1.75,10.333,181.087
2011-07-08,176.542,7.875,1.958,15.87,184.417
2011-07-09,177.958,10.167,3.583,11.333,188.125
2011-07-10,180.583,14.958,1.87,11.273,195.542
2011-07-11,184.333,14.708,2.0,8.958,199.042
2011-07-12,184.087,18.174,1.478,10.87,202.261
2011-07-13,182.125,10.292,1.542,5.458,192.417
2011-07-14,178.174,10.435,2.042,11.125,188.609
2011-07-15,177.25,11.292,2.375,10.708,188.542
2011-07-16,178.792,18.167,2.417,14.125,196.958
2011-07-17,176.792,14.333,2.762,5.5,191.125
2011-07-18,173.083,18.167,1.05,8.167,191.25
2011-07-19,172.083,11.25,1.542,8.333,183.333
2011-07-20,176.083,12.625,1.545,13.909,188.708
2011-07-21,182.409,13.0,2.0,8.087,195.409
2011-07-22,187.417,14.917,2.238,18.208,202.333
2011-07-23,190.208,16.417,2.952,22.625,206.625
2011-07-24,193.0,18.167,3.042,23.917,211.167
2011-07-25,183.792,11.833,2.0,17.417,195.625
2011-07-26,183.625,11.5,2.042,11.75,195.125
2011-07-27,180.792,9.708,2.333,6.042,190.5
2011-07-28,176.391,10.304,2.375,6.875,186.696
2011-07-29,176.667,10.875,2.125,9.792,187.542
2011-07-30,178.292,11.667,2.167,15.583,189.958
2011-07-31,182.417,16.375,1.696,10.542,198.792
2011-08-01,183.792,14.458,1.739,16.417,198.25
2011-08-02,185.0,15.435,1.87,21.217,200.435
2011-08-03,177.167,12.5,3.375,9.0,189.667
2011-08-04,178.087,14.87,2.5,3.75,192.957
2011-08-05,176.667,15.792,2.25,10.5,192.458
2011-08-06,175.292,16.333,1.625,5.333,191.625
2011-08-07,173.458,10.458,1.833,6.25,183.917
2011-08-08,175.375,9.667,2.417,14.625,185.042
2011-08-09,176.0,10.667,1.958,14.917,186.667
2011-08-10,173.917,9.792,2.375,9.125,183.708
2011-08-11,174.087,12.565,2.435,4.348,186.652
2011-08-12,174.125,11.5,2.458,10.833,185.625
2011-08-13,174.417,10.5,1.208,5.5,184.917
2011-08-14,176.417,9.542,1.167,4.583,185.958
2011-08-15,176.458,10.417,1.708,10.417,186.875
2011-08-16,172.583,11.083,1.833,12.292,183.667
2011-08-17,169.958,10.292,2.0,17.042,180.25
2011-08-18,179.455,9.864,1.0,13.696,189.318
2011-08-19,183.458,10.958,1.25,12.542,194.417
2011-08-20,184.917,12.208,1.913,23.542,197.125
2011-08-21,181.0,10.292,1.375,15.875,191.292
2011-08-22,187.167,13.042,1.042,18.25,200.208
2011-08-23,175.208,9.75,1.625,4.792,184.958
2011-08-24,174.739,12.217,5.125,15.417,186.957
2011-08-25,182.783,18.043,2.13,14.75,200.826
2011-08-26,180.125,17.792,1.45,7.125,197.917
2011-08-27,183.792,19.583,1.45,12.042,203.375
2011-08-28,181.458,17.875,2.208,15.667,199.333
2011-08-29,181.042,17.708,2.125,9.375,198.75
2011-08-30,184.375,16.542,1.9,20.0,200.917
2011-08-31,185.917,20.0,2.267,25.167,205.917
2011-09-01,183.0,17.087,2.727,26.0,200.087
2011-09-02,177.417,12.25,1.864,3.5,189.667
2011-09-03,176.375,7.833,2.333,7.667,184.208
2011-09-04,179.458,8.958,1.474,5.583,188.417
2011-09-05,183.542,12.625,2.417,9.5,196.167
2011-09-06,189.75,13.917,2.583,11.542,203.667
2011-09-07,194.333,15.708,2.714,14.625,210.042
2011-09-08,186.87,13.217,2.667,21.357,200.087
2011-09-09,186.75,18.667,1.833,15.792,205.417
2011-09-10,182.25,13.625,1.542,12.083,195.875
2011-09-11,179.458,14.208,2.0,11.083,193.667
2011-09-12,181.0,12.5,3.391,4.875,193.5
2011-09-13,182.792,15.75,2.636,14.0,198.542
2011-09-14,182.875,16.833,2.545,5.792,199.708
2011-09-15,179.0,17.364,1.545,10.348,196.364
2011-09-16,178.292,18.5,1.091,12.083,196.792
2011-09-17,177.917,15.708,2.227,5.5,193.625
2011-09-18,178.208,14.0,1.0,10.333,192.208
2011-09-19,183.083,13.042,1.435,4.958,196.125
2011-09-20,181.292,13.083,1.708,3.375,194.375
2011-09-21,189.083,11.167,4.0,8.625,200.25
2011-09-22,194.043,16.739,8.0,15.565,210.783
2011-09-23,190.833,18.333,4.875,11.125,209.167
2011-09-24,190.792,17.875,5.208,13.375,208.667
2011-09-25,191.833,17.083,4.958,12.708,208.917
2011-09-26,188.167,19.0,3.625,7.958,207.167
2011-09-27,187.042,21.5,3.579,15.208,208.542
2011-09-28,188.208,18.458,5.292,13.875,206.667
2011-09-29,184.652,11.348,3.5,13.583,196.0
2011-09-30,184.375,12.458,2.958,12.792,196.833
2011-10-01,189.375,15.292,5.652,14.5,204.667
2011-10-02,188.375,14.333,4.4,12.125,202.708
2011-10-03,189.583,15.417,3.867,11.083,205.0
2011-10-04,187.958,19.0,5.0,6.917,206.958
2011-10-05,186.458,14.708,4.421,6.5,201.167
2011-10-06,188.913,14.739,3.833,11.167,203.652
2011-10-07,191.958,17.5,4.417,23.083,209.458
2011-10-08,192.917,24.333,4.792,23.875,217.25
2011-10-09,192.792,19.208,5.833,31.75,212.0
2011-10-10,190.792,19.458,7.083,24.208,210.25
2011-10-11,189.583,18.917,4.652,23.958,208.5
2011-10-12,188.913,18.0,3.957,19.783,206.913
2011-10-13,188.261,19.304,4.833,24.833,207.565
2011-10-14,184.542,15.792,2.167,21.208,200.333
2011-10-15,184.667,12.75,1.958,8.125,197.417
2011-10-16,188.708,10.917,4.417,20.083,199.625
2011-10-17,191.5,16.417,4.083,12.875,207.917
2011-10-18,191.167,19.125,3.389,12.208,210.292
2011-10-19,190.25,25.792,4.474,16.1,216.042
2011-10-20,186.391,20.217,4.792,29.143,206.609
2011-10-21,184.417,19.708,3.292,,204.125
2011-10-22,181.958,9.917,2.375,,191.875
2011-10-23,183.417,12.667,2.208,,196.083
2011-10-24,184.667,13.208,3.333,,197.875
2011-10-25,186.917,12.875,4.0,,199.792
2011-10-26,189.75,14.958,3.524,,204.708
2011-10-27,188.739,16.174,3.542,,204.913
2011-10-28,189.583,19.417,2.444,,209.0
2011-10-29,187.042,19.0,1.762,,206.042
2011-10-30,183.5,13.875,1.625,,197.375
2011-10-31,184.708,14.417,2.429,19.875,199.125
2011-11-01,185.75,20.833,3.708,15.417,206.583
2011-11-02,189.458,27.667,3.348,22.167,217.125
2011-11-03,189.696,23.522,2.542,9.917,213.217
2011-11-04,190.0,27.208,3.0,18.0,217.208
2011-11-05,185.0,17.083,1.875,21.542,202.083
2011-11-06,183.708,15.0,1.6,27.917,198.708
2011-11-07,186.667,15.625,3.824,26.083,202.292
2011-11-08,189.13,17.348,3.562,21.917,206.478
2011-11-09,188.217,14.478,3.636,31.304,202.696
2011-11-10,188.565,16.0,3.412,25.0,204.565
2011-11-11,190.583,18.833,3.136,19.167,209.417
2011-11-12,189.958,15.125,2.542,24.333,205.083
2011-11-13,190.875,14.833,3.75,39.333,205.708
2011-11-14,193.792,16.75,4.0,47.667,210.542
2011-11-15,198.55,23.75,5.174,22.87,222.3
2011-11-16,195.583,25.958,3.917,20.875,221.542
2011-11-17,192.217,27.0,4.542,52.792,219.217
2011-11-18,182.875,14.083,2.348,16.042,196.958
2011-11-19,177.958,7.75,1.783,18.292,185.708
2011-11-20,185.5,6.667,3.0,17.333,192.167
2011-11-21,190.25,14.75,4.0,18.304,205.0
2011-11-22,190.292,18.125,2.708,9.0,208.417
2011-11-23,187.333,7.958,3.292,25.25,195.292
2011-11-24,187.783,9.957,2.682,8.583,197.739
2011-11-25,191.708,17.125,2.952,14.083,208.833
2011-11-26,192.458,21.833,3.542,22.375,214.292
2011-11-27,193.5,23.583,4.667,45.167,217.083
2011-11-28,193.75,36.458,4.167,55.792,230.208
2011-11-29,190.458,34.667,3.125,37.75,225.125
2011-11-30,186.167,26.667,3.625,40.458,212.833
2011-12-01,188.565,11.652,3.0,,200.217
2011-12-02,189.167,13.75,2.778,,202.917
2011-12-03,187.125,9.625,2.565,,196.75
2011-12-04,191.167,13.083,2.625,,204.25
2011-12-05,192.792,19.708,2.833,,212.5
2011-12-06,193.542,22.0,3.833,,215.542
2011-12-07,193.875,23.833,2.722,,217.708
2011-12-08,191.773,13.136,2.905,,204.909
2011-12-09,188.667,7.333,2.792,,196.0
2011-12-10,189.792,8.542,2.125,,198.333
2011-12-11,191.083,10.0,2.167,,201.083
2011-12-12,191.75,15.375,2.435,,207.125
2011-12-13,191.87,20.957,2.875,32.8,212.826
2011-12-14,193.292,23.583,3.375,33.958,216.875
2011-12-15,190.304,11.522,3.458,27.167,201.826
2011-12-16,190.417,8.625,3.091,6.167,199.042
2011-12-17,192.708,11.208,2.435,11.667,203.917
2011-12-18,192.542,11.458,2.435,20.792,204.0
2011-12-19,192.25,13.792,2.792,20.958,206.042
2011-12-20,194.875,26.583,2.75,21.292,221.458
2011-12-21,194.542,27.375,3.083,39.167,221.917
2011-12-22,190.522,11.304,3.708,28.083,201.826
2011-12-23,190.833,13.125,2.75,3.542,203.958
2011-12-24,192.042,13.792,3.0,15.375,205.833
2011-12-25,191.625,6.5,2.174,10.333,198.125
2011-12-26,191.25,8.333,2.826,12.625,199.583
2011-12-27,193.875,16.417,2.875,12.917,210.292
2011-12-28,196.167,25.958,4.087,26.304,222.125
2011-12-29,193.783,29.13,3.739,39.083,222.913
2011-12-30,191.292,20.917,2.952,18.042,212.208
2011-12-31,191.083,20.875,2.667,11.25,211.958
2012-01-01,196.917,9.583,1.5,17.208,206.5
2012-01-02,196.917,9.25,2.333,28.375,206.167
2012-01-03,195.417,8.875,2.042,7.125,204.292
2012-01-04,197.304,13.0,1.522,5.913,210.304
2012-01-05,196.958,17.5,2.583,12.542,214.458
2012-01-06,197.625,21.125,1.917,18.708,218.75
2012-01-07,197.417,22.042,2.625,28.167,219.458
2012-01-08,196.696,24.304,3.111,26.727,221.0
2012-01-09,199.292,20.5,5.625,29.042,219.792
2012-01-10,196.792,17.0,2.65,13.333,213.792
2012-01-11,197.958,21.792,2.083,13.0,219.75
2012-01-12,197.792,27.625,2.875,26.583,225.417
2012-01-13,198.25,22.875,2.0,31.958,221.125
2012-01-14,193.125,13.458,1.889,14.042,206.583
2012-01-15,196.75,17.292,3.25,31.625,214.042
2012-01-16,196.583,20.292,2.565,34.667,216.875
2012-01-17,196.375,11.542,2.792,31.792,207.917
2012-01-18,196.667,14.708,2.542,21.042,211.375
2012-01-19,196.25,15.333,1.875,10.292,211.583
2012-01-20,197.208,16.75,2.391,26.625,213.958
2012-01-21,196.5,19.708,3.708,33.792,216.208
2012-01-22,192.958,12.125,1.3,13.083,205.083
2012-01-23,194.542,21.333,3.368,10.696,215.875
2012-01-24,194.875,13.917,2.708,19.958,208.792
2012-01-25,193.875,9.167,3.25,17.25,203.042
2012-01-26,196.208,9.75,4.083,35.458,205.958
2012-01-27,195.25,9.417,1.917,10.917,204.667
2012-01-28,195.583,14.083,2.5,8.833,209.667
2012-01-29,199.174,25.391,2.739,13.348,224.565
2012-01-30,200.625,33.917,3.583,32.417,234.542
2012-01-31,200.708,33.75,4.913,49.917,234.458
2012-02-01,194.125,16.667,2.583,37.417,210.792
2012-02-02,188.0,10.0,2.625,16.0,198.0
2012-02-03,,,3.167,25.625,
2012-02-04,,,2.083,33.833,
2012-02-05,,,2.947,24.083,
2012-02-06,,,2.25,25.0,
2012-02-07,194.0,9.182,2.708,19.708,203.182
2012-02-08,197.625,11.208,2.333,9.5,208.833
2012-02-09,197.917,14.583,3.059,11.958,212.5
2012-02-10,196.875,18.25,2.583,21.083,215.125
2012-02-11,197.708,14.375,2.533,24.5,212.083
2012-02-12,198.792,25.5,2.292,30.458,224.292
2012-02-13,197.833,13.625,4.154,24.25,211.458
2012-02-14,196.875,23.5,3.208,23.292,220.375
2012-02-15,194.167,15.417,3.7,22.417,209.583
2012-02-16,197.125,18.25,2.737,16.958,215.375
2012-02-17,197.083,31.375,2.5,17.75,228.458
2012-02-18,191.125,12.083,1.941,21.667,203.208
2012-02-19,193.708,12.625,2.0,12.375,206.333
2012-02-20,196.25,14.042,3.5,11.667,210.292
2012-02-21,198.0,16.167,4.478,25.042,214.167
2012-02-22,197.792,14.042,4.25,36.417,211.833
2012-02-23,194.917,13.75,3.208,21.083,208.667
2012-02-24,196.125,18.917,2.474,10.167,215.042
2012-02-25,196.826,20.565,3.75,14.174,217.391
2012-02-26,197.292,28.125,2.958,30.0,225.417
2012-02-27,194.25,17.458,3.059,30.792,211.708
2012-02-28,194.167,20.125,3.75,11.583,214.292
2012-03-01,191.0,11.792,2.958,23.667,202.792
2012-03-02,194.542,13.5,2.75,18.167,208.042
2012-03-03,195.375,13.625,2.913,16.333,209.0
2012-03-04,195.579,11.158,4.318,34.636,206.737
2012-03-05,193.273,15.318,6.167,52.167,208.591
2012-03-06,189.792,12.208,4.083,17.083,202.0
2012-03-07,186.958,8.25,3.667,28.625,195.208
2012-03-08,185.75,9.333,5.792,53.5,195.083
2012-03-09,183.958,9.333,4.25,52.0,193.292
2012-03-10,182.542,9.208,2.773,37.125,191.75
2012-03-11,189.625,13.792,3.647,15.375,203.417
2012-03-12,191.043,19.826,3.75,22.25,210.87
2012-03-13,184.333,9.583,6.0,26.417,193.917
2012-03-14,193.125,11.792,2.538,12.625,204.917
2012-03-15,192.625,13.958,5.0,8.708,206.583
2012-03-16,192.333,17.25,3.708,22.167,209.583
2012-03-17,192.292,20.333,3.375,27.208,212.625
2012-03-18,184.417,10.75,3.042,25.292,195.167
2012-03-19,190.13,16.652,3.625,28.875,206.783
2012-03-20,190.458,14.375,4.348,42.208,204.833
2012-03-21,190.958,11.292,4.0,13.417,202.25
2012-03-22,191.208,13.792,1.826,10.625,205.0
2012-03-23,191.583,14.458,3.083,21.25,206.042
2012-03-24,193.875,15.458,2.913,32.833,209.333
2012-03-25,192.167,12.083,3.316,26.292,204.25
2012-03-26,193.652,16.696,3.143,19.75,210.348
2012-03-27,192.217,18.217,2.786,31.739,210.435
2012-03-28,190.958,16.083,4.143,24.708,207.042
2012-03-29,192.167,17.375,3.3,39.333,209.542
2012-03-30,190.917,12.958,3.789,22.125,203.875
2012-03-31,192.333,14.625,3.333,18.458,206.958
2012-04-01,187.917,6.792,3.625,14.625,194.708
2012-04-02,189.652,15.391,5.136,16.5,205.043
2012-04-03,185.208,6.333,3.125,23.875,191.542
2012-04-04,187.957,4.609,3.458,18.25,192.565
2012-04-05,187.667,6.0,3.042,30.125,193.667
2012-04-06,187.333,5.0,4.417,16.792,192.333
2012-04-07,188.167,5.333,3.13,9.5,193.5
2012-04-08,189.542,8.25,3.125,13.75,197.792
2012-04-09,188.458,10.625,4.292,29.167,199.083
2012-04-10,187.792,17.792,5.043,38.826,205.583
2012-04-11,184.261,6.913,4.583,21.542,191.174
2012-04-12,186.0,8.5,4.625,24.292,194.5
2012-04-13,188.5,11.917,3.286,25.208,200.417
2012-04-14,188.792,11.708,3.368,27.292,200.5
2012-04-15,189.792,15.417,4.917,26.042,205.208
2012-04-16,187.083,18.583,7.125,32.917,205.667
2012-04-17,187.708,17.875,4.667,34.667,205.583
2012-04-18,189.348,14.826,7.348,30.25,204.174
2012-04-19,191.455,24.455,4.652,40.609,215.909
2012-04-20,187.917,17.083,8.25,22.125,205.0
2012-04-21,183.542,10.417,3.125,9.458,193.958
2012-04-22,184.958,9.417,2.25,14.042,194.375
2012-04-23,189.667,12.75,5.75,52.708,202.417
2012-04-24,193.304,19.043,4.696,66.304,212.348
2012-04-25,189.609,15.478,3.542,36.958,205.087
2012-04-26,187.792,13.417,2.792,11.667,201.208
2012-04-27,190.75,13.5,4.708,16.583,204.25
2012-04-28,190.292,12.458,10.625,31.625,202.75
2012-04-29,190.5,24.833,7.792,32.958,215.333
2012-04-30,183.958,17.583,3.0,10.375,201.542
2012-05-01,184.25,20.333,4.25,7.292,204.583
2012-05-02,183.391,10.304,2.5,7.333,193.696
2012-05-03,183.75,8.375,2.545,10.417,192.125
2012-05-04,185.792,8.917,2.261,7.583,194.708
2012-05-05,186.917,7.958,2.917,13.375,194.875
2012-05-06,186.583,5.958,4.167,17.208,192.542
2012-05-07,187.542,6.792,3.667,52.208,194.333
2012-05-08,186.917,10.125,3.417,42.958,197.042
2012-05-09,186.13,18.174,4.333,31.667,204.304
2012-05-10,188.875,15.333,3.75,43.625,204.208
2012-05-11,187.292,11.917,3.375,17.875,199.208
2012-05-12,186.875,12.75,3.625,6.667,199.625
2012-05-13,190.208,18.833,3.708,35.75,209.042
2012-05-14,188.708,18.25,2.042,48.167,206.958
2012-05-15,184.458,12.042,1.458,14.083,196.5
2012-05-16,187.136,14.591,2.696,31.913,201.727
2012-05-17,187.5,12.25,2.375,34.583,199.75
2012-05-18,189.458,14.958,3.708,32.625,204.417
2012-05-19,191.667,21.875,4.917,38.417,213.542
2012-05-20,188.875,19.958,3.583,27.667,208.833
2012-05-21,185.875,16.417,1.375,15.583,202.292
2012-05-22,186.583,16.292,2.708,14.167,202.875
2012-05-23,189.739,17.739,3.792,27.625,207.478
2012-05-24,191.087,19.522,3.87,42.13,210.609
2012-05-25,187.5,16.542,3.292,36.5,204.042
2012-05-26,189.458,20.583,2.458,18.417,210.042
2012-05-27,190.292,28.0,3.583,36.167,218.292
2012-05-28,190.125,19.167,4.417,44.25,209.292
2012-05-29,189.875,15.292,4.783,55.174,205.167
2012-05-30,189.478,20.0,5.75,70.042,209.478
2012-05-31,187.958,17.833,3.708,54.792,205.792
2012-06-01,187.833,22.5,3.625,30.0,210.333
2012-06-02,184.375,17.208,2.833,23.875,201.583
2012-06-03,182.583,15.792,3.083,15.667,198.375
2012-06-04,182.958,22.417,5.167,15.208,205.375
2012-06-05,182.304,17.304,2.5,11.667,199.609
2012-06-06,184.609,15.652,2.875,13.875,200.261
2012-06-07,184.917,15.458,1.917,19.458,200.375
2012-06-08,184.083,15.208,1.667,21.917,199.292
