date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2018-01-01,3.333,7.25,10.833,3.583,9.167,8.917
2018-01-02,3.25,6.958,11.042,4.083,7.917,9.458
2018-01-03,4.167,22.333,40.542,18.208,5.708,7.958
2018-01-04,4.25,22.417,41.542,19.125,6.75,7.833
2018-01-05,5.458,21.583,34.625,13.042,26.583,35.125
2018-01-06,5.417,23.333,39.042,15.708,16.333,25.5
2018-01-07,5.458,31.792,82.708,50.917,11.958,17.458
2018-01-08,5.333,22.042,46.792,24.75,15.333,16.25
2018-01-09,5.917,24.083,53.417,29.333,8.304,9.792
2018-01-10,5.875,18.5,31.375,12.875,7.542,10.917
2018-01-11,7.667,31.292,75.167,43.875,13.958,20.042
2018-01-12,6.833,23.417,46.25,22.833,12.542,20.917
2018-01-13,6.792,14.25,25.0,10.75,6.875,10.542
2018-01-14,7.435,26.478,48.739,22.261,12.167,17.125
2018-01-15,6.696,18.0,31.739,13.739,33.625,43.75
2018-01-16,3.167,14.542,27.083,12.542,11.583,15.667
2018-01-17,2.917,13.542,22.917,9.375,9.917,13.0
2018-01-18,3.542,20.292,34.542,14.25,14.458,18.5
2018-01-19,3.208,16.375,26.292,9.917,13.417,16.625
2018-01-20,3.042,5.333,7.625,2.292,14.208,21.208
2018-01-21,2.167,9.625,17.792,8.167,6.5,8.917
2018-01-22,3.087,13.143,22.857,9.714,12.583,15.917
2018-01-23,4.542,12.208,16.792,4.583,26.375,33.125
2018-01-24,5.583,38.583,84.042,45.458,21.208,32.0
2018-01-25,3.583,17.792,29.792,12.0,16.833,21.833
2018-01-26,3.167,9.625,20.333,10.708,11.792,13.5
2018-01-27,3.458,14.875,26.917,12.042,9.75,10.25
2018-01-28,3.478,12.783,18.826,6.043,17.167,22.667
2018-01-29,4.583,31.792,84.375,52.583,13.75,21.875
2018-01-30,4.125,26.917,69.25,42.333,14.333,20.958
2018-01-31,3.833,17.5,37.333,19.833,10.625,21.739
2018-02-01,2.583,8.083,15.208,7.125,7.375,10.667
2018-02-02,3.208,11.25,15.083,3.833,13.458,13.042
2018-02-03,3.458,4.542,6.0,1.458,14.125,20.667
2018-02-04,4.625,21.292,40.625,19.333,15.625,23.292
2018-02-05,4.75,28.333,68.125,39.792,20.083,28.208
2018-02-06,3.708,21.375,35.333,13.958,16.609,25.25
2018-02-07,3.958,21.5,36.917,15.417,16.625,29.292
2018-02-08,4.083,25.333,53.25,27.917,13.5,20.5
2018-02-09,3.417,17.625,28.917,11.292,9.042,11.333
2018-02-10,3.125,10.292,17.458,7.167,5.292,5.542
2018-02-11,3.522,11.0,16.783,5.783,9.042,13.917
2018-02-12,5.375,36.417,87.625,51.208,20.043,26.609
2018-02-13,6.292,37.875,66.417,28.542,29.792,37.75
2018-02-14,5.292,35.542,65.0,29.458,18.542,24.958
2018-02-15,4.375,23.417,42.667,19.25,13.833,21.667
2018-02-16,4.958,11.083,17.417,6.333,20.333,27.375
2018-02-17,5.0,19.542,25.375,5.833,22.0,28.333
2018-02-18,5.458,40.292,78.833,38.542,17.083,18.5
2018-02-19,3.75,15.625,28.042,12.417,8.917,16.625
2018-02-20,4.0,14.292,22.833,8.542,9.583,16.208
2018-02-21,5.292,32.417,63.708,31.292,19.625,25.625
2018-02-22,5.292,30.583,53.708,23.125,25.5,32.208
2018-02-23,4.0,15.958,29.458,13.5,14.0,18.792
2018-02-24,4.542,21.125,30.042,8.917,16.167,19.708
2018-02-25,5.792,36.5,71.208,34.708,21.958,30.0
2018-02-26,5.792,37.75,72.5,34.75,26.917,40.667
2018-02-27,5.167,32.208,54.375,22.167,21.25,29.667
2018-02-28,5.375,30.667,59.333,28.667,14.25,23.875
2018-03-01,5.958,35.625,74.167,38.542,30.417,43.708
2018-03-02,5.875,30.417,53.917,23.5,32.875,47.25
2018-03-03,4.542,12.917,19.583,6.667,8.292,11.042
2018-03-04,4.261,30.217,57.565,27.348,6.75,11.375
2018-03-05,5.125,36.042,84.5,48.458,19.087,33.125
2018-03-06,5.125,34.5,64.292,29.792,20.696,27.217
2018-03-07,4.708,27.125,45.75,18.625,17.958,16.042
2018-03-08,5.0,36.0,76.917,40.917,16.042,18.0
2018-03-09,4.583,31.875,54.708,22.833,19.0,23.917
2018-03-10,3.458,11.25,16.917,5.667,4.958,9.792
2018-03-11,3.292,10.833,19.083,8.25,8.625,11.708
2018-03-12,4.292,11.458,14.833,3.375,19.625,25.667
2018-03-13,3.083,8.458,14.583,6.125,9.333,11.625
2018-03-14,3.792,19.917,33.833,13.917,7.417,9.458
2018-03-15,3.667,20.083,37.833,17.75,9.708,10.917
2018-03-16,3.167,8.708,12.833,4.125,9.667,9.292
