date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2014-02-02,12.75,14.25,1.5,13.416666666666666,1.75,13.416666666666666
2014-02-03,12.75,18.041666666666668,5.291666666666667,11.416666666666666,1.375,13.208333333333334
2014-02-04,12.333333333333334,16.458333333333332,4.125,18.791666666666668,2.0416666666666665,23.625
2014-02-05,6.583333333333333,7.0,0.4166666666666667,28.916666666666668,2.7083333333333335,30.833333333333332
2014-02-06,10.291666666666666,12.083333333333334,1.7916666666666667,20.208333333333332,1.0833333333333333,23.958333333333332
2014-02-07,10.208333333333334,11.75,1.5416666666666667,18.375,0.7083333333333334,20.875
2014-02-08,3.6666666666666665,4.0,0.3333333333333333,21.458333333333332,1.8333333333333333,26.583333333333332
2014-02-09,4.130434782608695,4.565217391304348,0.43478260869565216,4.291666666666667,0.4583333333333333,6.458333333333333
2014-02-10,8.083333333333334,8.583333333333334,0.5,18.0,2.625,21.708333333333332
2014-02-11,7.375,7.625,0.25,21.5,1.9166666666666667,26.5
2014-02-12,7.125,7.666666666666667,0.5416666666666666,16.833333333333332,2.1666666666666665,21.583333333333332
2014-02-13,6.25,6.625,0.375,7.0,1.375,8.26086956521739
2014-02-14,6.791666666666667,7.333333333333333,0.5416666666666666,9.708333333333334,1.9166666666666667,10.25
2014-02-15,7.708333333333333,7.875,0.16666666666666666,25.916666666666668,2.5416666666666665,32.208333333333336
2014-02-16,13.958333333333334,14.458333333333334,0.5,45.458333333333336,2.5416666666666665,62.833333333333336
2014-02-17,7.541666666666667,7.958333333333333,0.4166666666666667,26.791666666666668,1.2083333333333333,34.958333333333336
2014-02-18,8.083333333333334,8.375,0.2916666666666667,31.166666666666668,1.375,37.166666666666664
2014-02-19,8.25,8.708333333333334,0.4583333333333333,14.208333333333334,0.9166666666666666,13.916666666666666
2014-02-20,12.25,14.708333333333334,2.4583333333333335,8.958333333333334,0.8333333333333334,10.625
2014-02-21,12.708333333333334,14.708333333333334,2.0,11.666666666666666,2.9166666666666665,15.625
2014-02-22,5.0,5.208333333333333,0.20833333333333334,6.208333333333333,0.9583333333333334,11.083333333333334
2014-02-23,9.434782608695652,10.304347826086957,0.8695652173913043,27.583333333333332,1.3333333333333333,50.041666666666664
2014-02-24,12.125,15.75,3.625,22.791666666666668,0.7916666666666666,43.25
2014-02-25,13.208333333333334,21.125,7.916666666666667,21.875,1.0416666666666667,41.416666666666664
2014-02-26,9.083333333333334,11.208333333333334,2.125,15.25,1.2916666666666667,22.125
2014-02-27,4.75,5.0,0.25,11.083333333333334,1.3333333333333333,12.541666666666666
2014-02-28,9.458333333333334,10.875,1.4166666666666667,17.208333333333332,1.625,21.583333333333332
2014-03-01,5.916666666666667,6.041666666666667,0.125,9.5,0.875,14.291666666666666
2014-03-02,8.791666666666666,10.041666666666666,1.25,18.791666666666668,1.0,27.916666666666668
2014-03-03,15.833333333333334,21.666666666666668,5.833333333333333,17.291666666666668,2.875,28.458333333333332
2014-03-04,4.894736842105263,5.2631578947368425,0.3684210526315789,13.782608695652174,1.565217391304348,18.73913043478261
2014-03-05,10.833333333333334,13.833333333333334,3.0,12.708333333333334,1.5833333333333333,14.333333333333334
2014-03-06,11.291666666666666,11.916666666666666,0.625,16.5,2.9166666666666665,18.666666666666668
2014-03-07,8.541666666666666,9.958333333333334,1.4166666666666667,15.833333333333334,1.3333333333333333,18.583333333333332
2014-03-08,6.666666666666667,7.75,1.0833333333333333,9.583333333333334,1.0833333333333333,11.608695652173912
2014-03-09,8.652173913043478,9.0,0.34782608695652173,10.916666666666666,1.8333333333333333,15.333333333333334
2014-03-10,3.625,4.0,0.375,7.25,1.4583333333333333,9.625
2014-03-11,4.458333333333333,4.916666666666667,0.4583333333333333,8.125,1.7916666666666667,10.0
2014-03-12,5.75,6.083333333333333,0.3333333333333333,22.75,2.9583333333333335,27.458333333333332
2014-03-13,8.083333333333334,9.833333333333334,1.75,13.08695652173913,3.75,17.166666666666668
2014-03-14,6.791666666666667,9.791666666666666,3.0,16.666666666666668,1.9166666666666667,25.25
2014-03-15,7.708333333333333,8.083333333333334,0.375,13.875,1.625,18.125
2014-03-16,10.583333333333334,12.041666666666666,1.4583333333333333,19.0,2.5833333333333335,25.695652173913043
2014-03-17,14.833333333333334,18.416666666666668,3.5833333333333335,23.416666666666668,4.791666666666667,29.5
2014-03-18,15.083333333333334,17.458333333333332,2.375,17.833333333333332,2.8333333333333335,26.416666666666668
2014-03-19,4.916666666666667,4.916666666666667,0.0,7.25,1.0833333333333333,9.458333333333334
2014-03-20,5.458333333333333,5.875,0.4166666666666667,13.291666666666666,1.125,16.916666666666668
2014-03-21,6.708333333333333,7.125,0.4166666666666667,19.541666666666668,1.5,24.291666666666668
2014-03-22,7.791666666666667,7.875,0.08333333333333333,54.25,4.25,69.33333333333333
2014-03-23,5.608695652173913,5.956521739130435,0.34782608695652173,5.75,2.0,10.5
2014-03-24,6.958333333333333,7.583333333333333,0.625,9.833333333333334,2.375,12.375
2014-03-25,7.916666666666667,9.333333333333334,1.4166666666666667,11.208333333333334,2.0416666666666665,12.041666666666666
2014-03-26,11.125,14.916666666666666,3.7916666666666665,18.375,2.6666666666666665,19.333333333333332
2014-03-27,8.625,9.791666666666666,1.1666666666666667,15.125,3.9166666666666665,17.916666666666668
2014-03-28,6.791666666666667,7.375,0.5833333333333334,18.625,6.791666666666667,24.083333333333332
2014-03-29,4.791666666666667,5.041666666666667,0.25,16.083333333333332,2.5833333333333335,19.375
