date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,3.083,11.542,15.875,4.333,6.75
2011-01-02,2.375,6.0,8.583,2.583,6.333
2011-01-03,2.958,10.583,14.458,3.875,8.167
2011-01-04,4.042,10.833,15.583,4.75,12.292
2011-01-05,4.167,15.25,23.417,8.167,6.875
2011-01-06,4.417,18.391,29.348,10.957,9.125
2011-01-07,2.792,8.75,13.792,5.042,6.333
2011-01-08,2.783,10.478,15.391,4.913,6.042
2011-01-09,3.667,15.375,21.5,6.125,11.375
2011-01-10,6.0,22.5,40.75,18.25,16.792
2011-01-11,4.208,13.609,25.391,11.783,12.0
2011-01-12,3.708,14.25,23.042,8.792,7.0
2011-01-13,4.208,17.625,29.042,11.417,11.958
2011-01-14,4.5,13.5,20.958,7.458,10.417
2011-01-15,3.875,14.0,22.208,8.208,11.542
2011-01-16,4.957,21.043,37.522,16.478,11.917
2011-01-17,4.375,19.0,31.125,12.125,9.833
2011-01-18,4.5,20.957,33.261,12.304,10.333
2011-01-19,4.875,23.292,37.833,14.542,14.625
2011-01-20,4.375,20.208,33.625,13.417,8.792
2011-01-21,3.625,17.958,25.583,7.625,7.375
2011-01-22,3.208,11.667,16.917,5.25,6.167
2011-01-23,3.875,13.667,24.542,10.875,7.625
2011-01-24,3.391,12.391,21.348,8.957,5.042
2011-01-25,3.5,12.917,21.208,8.292,9.833
2011-01-26,6.75,14.5,27.042,12.542,7.5
2011-01-27,5.292,15.708,24.583,8.875,11.375
2011-01-28,4.0,15.958,23.458,7.5,12.583
2011-01-29,3.042,8.833,12.792,3.958,7.083
2011-01-30,4.208,16.792,30.375,13.583,7.708
2011-01-31,4.167,18.667,29.542,10.875,8.708
2011-02-01,3.913,13.273,22.0,8.727,8.417
2011-02-02,3.458,11.5,16.333,4.833,5.792
2011-02-03,5.25,23.917,39.583,15.667,12.083
2011-02-04,4.5,18.292,30.208,11.917,14.25
2011-02-05,4.333,13.875,19.333,5.458,17.583
2011-02-06,5.13,20.167,33.667,13.5,17.167
2011-02-07,6.167,20.583,33.833,13.25,9.583
2011-02-08,2.792,8.917,14.542,5.625,7.208
2011-02-09,3.304,11.13,19.0,7.87,7.042
2011-02-10,3.348,12.292,21.083,8.792,8.304
2011-02-11,3.375,11.167,15.167,4.0,8.542
2011-02-12,3.167,10.75,14.625,3.875,9.958
2011-02-13,3.833,17.667,28.083,10.417,9.875
2011-02-14,5.208,21.958,42.042,20.083,10.292
2011-02-15,4.625,15.75,26.125,10.375,14.083
2011-02-16,3.667,15.333,24.458,9.125,9.417
2011-02-17,3.348,11.304,18.957,7.652,7.375
2011-02-18,2.75,7.125,11.0,3.875,7.542
2011-02-19,3.167,9.583,13.042,3.458,8.0
2011-02-20,3.708,14.917,22.875,7.958,8.208
2011-02-21,3.417,15.417,23.958,8.542,10.792
2011-02-22,5.083,23.0,32.083,9.083,25.333
2011-02-23,5.583,17.0,28.333,11.333,20.458
2011-02-24,4.5,15.792,22.208,6.417,28.583
2011-02-25,3.913,13.783,18.043,4.261,21.458
2011-02-26,2.708,7.667,10.042,2.375,7.958
2011-02-27,3.348,10.455,17.0,6.545,10.833
2011-02-28,3.875,16.792,23.583,6.792,10.583
2011-03-01,4.75,23.0,35.042,12.042,14.917
2011-03-02,5.087,20.652,32.304,11.652,14.792
2011-03-03,3.125,8.667,11.208,2.542,12.583
2011-03-04,5.261,21.478,28.609,7.13,27.958
2011-03-05,5.625,27.708,42.042,14.333,10.875
2011-03-06,6.0,22.083,38.0,15.917,9.958
2011-03-07,4.792,10.583,14.667,4.083,24.458
2011-03-08,5.667,16.75,24.167,7.417,23.167
2011-03-09,4.625,16.833,21.625,4.792,17.833
2011-03-10,3.7,12.375,14.375,2.0,10.611
2011-03-11,2.458,4.958,6.125,1.167,7.708
2011-03-12,3.0,7.87,10.478,2.609,8.333
2011-03-13,3.087,7.75,10.583,2.833,10.826
2011-03-14,3.409,14.682,21.091,6.409,12.136
2011-03-15,3.292,10.458,14.75,4.292,13.875
2011-03-16,4.458,20.875,27.625,6.75,18.708
2011-03-17,5.417,23.5,31.375,7.875,19.417
2011-03-18,4.348,15.333,20.792,5.458,10.375
2011-03-19,2.792,6.667,9.417,2.75,6.708
2011-03-20,2.458,6.958,8.542,1.583,8.292
2011-03-21,2.708,7.652,10.739,3.087,10.125
2011-03-22,3.292,12.875,20.167,7.292,12.042
2011-03-23,4.708,21.583,32.625,11.042,15.542
2011-03-24,3.5,12.458,17.208,4.75,9.083
2011-03-25,3.13,7.5,9.958,2.458,10.583
2011-03-26,3.565,8.5,12.458,3.958,9.375
2011-03-27,3.708,13.375,19.625,6.25,11.958
2011-03-28,3.625,10.667,15.625,4.958,19.583
2011-03-29,3.958,16.783,23.0,6.217,17.042
2011-03-30,4.167,17.875,24.875,7.0,18.875
2011-03-31,3.417,12.625,17.083,4.458,14.833
2011-04-01,3.583,19.167,25.667,6.5,12.833
2011-04-02,3.125,10.833,14.0,3.167,19.542
2011-04-03,2.042,4.417,6.25,1.833,5.0
2011-04-04,2.458,9.5,13.625,4.125,6.5
2011-04-05,3.455,15.545,22.136,6.591,12.542
2011-04-06,3.5,16.5,22.042,5.542,16.167
2011-04-07,3.417,15.75,20.917,5.167,16.75
2011-04-08,3.583,20.292,28.417,8.125,32.958
2011-04-09,3.0,10.583,14.292,3.708,15.625
2011-04-10,3.625,8.833,11.417,2.583,24.333
2011-04-11,3.375,10.458,14.75,4.292,23.167
2011-04-12,2.958,8.708,12.625,3.917,19.435
2011-04-13,3.826,14.826,20.0,5.174,19.333
2011-04-14,3.917,18.333,23.0,4.667,23.042
2011-04-15,4.125,18.75,24.542,5.792,28.25
2011-04-16,3.208,6.875,9.833,2.958,24.417
2011-04-17,2.542,9.5,12.458,2.958,14.083
2011-04-18,3.417,13.292,18.458,5.167,17.333
2011-04-19,3.13,10.696,15.348,4.652,7.391
2011-04-20,2.375,7.125,10.375,3.25,4.333
2011-04-21,3.174,16.304,22.565,6.261,11.583
2011-04-22,4.667,21.958,29.667,7.708,27.875
2011-04-23,2.958,10.75,13.792,3.042,16.042
2011-04-24,3.167,8.917,11.917,3.0,12.917
2011-04-25,3.667,13.542,19.417,5.875,15.875
2011-04-26,3.792,14.042,20.292,6.25,18.0
2011-04-27,3.708,13.917,18.708,4.792,39.458
2011-04-28,3.333,9.75,13.792,4.042,13.917
2011-04-29,2.739,8.043,10.87,2.826,11.333
2011-04-30,3.792,12.542,17.542,5.0,18.292
2011-05-01,2.833,10.375,13.708,3.333,22.167
2011-05-02,3.417,9.333,13.167,3.833,90.75
2011-05-03,4.083,14.542,17.583,3.042,66.917
2011-05-04,2.792,6.417,8.833,2.417,32.708
2011-05-05,2.75,11.917,15.042,3.125,20.708
2011-05-06,3.75,14.375,18.958,4.583,29.792
2011-05-07,2.913,12.652,15.826,3.174,19.0
2011-05-08,3.167,7.625,9.542,1.917,28.478
2011-05-09,4.25,17.125,21.375,4.25,36.583
2011-05-10,5.217,19.522,30.217,10.696,34.522
2011-05-11,3.75,20.125,26.167,6.042,19.913
2011-05-12,4.958,20.333,32.083,11.75,12.833
