date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,2.5833333333333335,67.0,55.083333333333336,37.0,13.75,14.875,1.125,2.9166666666666665,12.875,114.0,64.75,17.0
2011-01-02,2.9583333333333335,83.0,61.25,46.0,6.833333333333333,7.166666666666667,0.3333333333333333,3.2916666666666665,14.541666666666666,89.0,58.958333333333336,41.0
2011-01-03,3.0,61.0,52.541666666666664,42.0,11.125,11.875,0.75,3.9583333333333335,18.166666666666668,76.0,55.833333333333336,33.0
2011-01-04,3.391304347826087,78.0,52.208333333333336,22.0,9.565217391304348,10.217391304347826,0.6521739130434783,5.826086956521739,24.82608695652174,83.0,41.75,15.0
2011-01-05,3.1666666666666665,76.0,62.916666666666664,47.0,17.166666666666668,21.458333333333332,4.291666666666667,2.625,9.875,70.0,31.875,2.0
2011-01-06,4.25,80.0,54.833333333333336,32.0,27.565217391304348,45.34782608695652,17.782608695652176,3.4583333333333335,16.625,96.0,49.333333333333336,-2.0
2011-01-07,2.4583333333333335,68.0,56.791666666666664,33.0,10.166666666666666,11.541666666666666,1.375,2.2083333333333335,8.75,89.0,49.916666666666664,22.0
2011-01-08,3.2083333333333335,70.0,58.166666666666664,42.0,18.041666666666668,20.875,2.8333333333333335,2.5833333333333335,10.333333333333334,75.0,41.708333333333336,17.0
2011-01-09,4.208333333333333,75.0,61.041666666666664,44.0,20.125,26.083333333333332,5.958333333333333,3.9583333333333335,17.916666666666668,103.0,55.5,20.0
2011-01-10,6.0,81.0,59.75,37.0,35.583333333333336,54.875,19.291666666666668,5.125,32.375,110.0,62.833333333333336,11.0
2011-01-11,3.7083333333333335,63.0,51.875,29.0,15.875,19.75,3.875,4.25,25.25,102.0,59.25,12.0
2011-01-12,3.9583333333333335,70.0,54.041666666666664,34.0,24.916666666666668,37.333333333333336,12.416666666666666,3.3333333333333335,10.416666666666666,74.0,32.0,0.0
2011-01-13,4.958333333333333,72.0,52.125,29.0,24.73913043478261,52.91304347826087,28.17391304347826,3.8333333333333335,16.82608695652174,102.0,53.083333333333336,10.0
2011-01-14,4.666666666666667,68.0,57.25,48.0,19.875,22.541666666666668,2.6666666666666665,5.416666666666667,31.708333333333332,75.0,54.166666666666664,38.0
