date,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,20.916666666666668,29.833333333333332,8.916666666666666,17.75,114.0,73.875,34.0
2011-01-02,9.416666666666666,12.166666666666666,2.75,14.333333333333334,88.0,62.916666666666664,45.0
2011-01-03,15.375,21.291666666666668,5.916666666666667,22.791666666666668,78.0,59.041666666666664,38.0
2011-01-04,11.0,14.681818181818182,3.6818181818181817,24.565217391304348,79.0,43.375,16.0
2011-01-05,11.416666666666666,19.208333333333332,7.791666666666667,8.5,70.0,36.208333333333336,6.0
2011-01-06,32.458333333333336,74.29166666666667,41.833333333333336,12.875,102.0,58.875,13.0
2011-01-07,9.583333333333334,15.166666666666666,5.583333333333333,7.041666666666667,86.0,54.333333333333336,39.0
2011-01-08,11.75,16.291666666666668,4.541666666666667,7.333333333333333,81.0,53.791666666666664,33.0
2011-01-09,20.958333333333332,37.041666666666664,16.083333333333332,19.0,111.0,65.45833333333333,36.0
2011-01-10,38.583333333333336,89.25,50.666666666666664,34.833333333333336,110.0,70.04166666666667,28.0
2011-01-11,14.583333333333334,24.916666666666668,10.333333333333334,26.583333333333332,105.0,61.708333333333336,22.0
2011-01-12,27.08695652173913,49.82608695652174,22.73913043478261,12.478260869565217,65.0,37.416666666666664,12.0
2011-01-13,30.869565217391305,84.8695652173913,54.0,18.708333333333332,104.0,61.958333333333336,25.0
2011-01-14,20.5,35.416666666666664,14.916666666666666,31.416666666666668,84.0,62.25,47.0
2011-01-15,19.0,31.666666666666668,12.666666666666666,13.166666666666666,86.0,62.75,30.0
2011-01-16,18.75,30.5,11.75,13.0,66.0,58.25,52.0
2011-01-17,24.458333333333332,48.708333333333336,24.25,11.583333333333334,99.0,59.875,28.0
2011-01-18,35.125,65.58333333333333,30.458333333333332,9.875,111.0,59.833333333333336,10.0
2011-01-19,31.043478260869566,61.04347826086956,30.0,13.652173913043478,82.0,64.375,51.0
2011-01-20,30.458333333333332,62.5,32.041666666666664,9.541666666666666,100.0,81.75,55.0
2011-01-21,27.25,46.166666666666664,18.916666666666668,14.458333333333334,92.0,78.75,58.0
2011-01-22,28.666666666666668,59.458333333333336,30.791666666666668,15.541666666666666,117.0,76.20833333333333,42.0
2011-01-23,12.208333333333334,20.291666666666668,8.083333333333334,6.333333333333333,98.0,66.41666666666667,32.0
2011-01-24,14.875,24.541666666666668,9.666666666666666,7.583333333333333,63.0,32.25,16.0
2011-01-25,22.791666666666668,42.666666666666664,19.875,17.166666666666668,65.0,27.208333333333332,3.0
2011-01-26,19.363636363636363,37.09090909090909,17.727272727272727,9.478260869565217,61.0,21.791666666666668,-12.0
2011-01-27,21.52173913043478,37.56521739130435,16.043478260869566,22.083333333333332,84.0,39.25,10.0
2011-01-28,9.416666666666666,12.583333333333334,3.1666666666666665,18.416666666666668,87.0,47.958333333333336,32.0
2011-01-29,10.625,16.0,5.375,5.916666666666667,67.0,38.291666666666664,16.0
2011-01-30,28.208333333333332,54.708333333333336,26.5,9.25,60.0,31.125,8.0
2011-01-31,24.5,50.125,25.625,8.583333333333334,75.0,30.291666666666668,1.0
2011-02-01,33.416666666666664,83.33333333333333,49.916666666666664,17.625,87.0,41.458333333333336,1.0
2011-02-02,17.73913043478261,32.130434782608695,14.391304347826088,8.391304347826088,31.0,3.7916666666666665,-18.0
2011-02-03,30.583333333333332,59.166666666666664,28.583333333333332,11.625,57.0,12.458333333333334,-30.0
2011-02-04,17.25,25.125,7.875,17.958333333333332,90.0,48.958333333333336,18.0
2011-02-05,24.541666666666668,34.75,10.208333333333334,35.791666666666664,94.0,62.25,22.0
2011-02-06,32.458333333333336,57.166666666666664,24.708333333333332,32.541666666666664,100.0,77.25,52.0
2011-02-07,27.791666666666668,54.166666666666664,26.375,19.958333333333332,104.0,88.08333333333333,60.0
2011-02-08,18.458333333333332,31.25,12.791666666666666,12.666666666666666,64.0,36.166666666666664,3.0
2011-02-09,16.347826086956523,26.347826086956523,10.0,7.913043478260869,58.0,25.208333333333332,-12.0
2011-02-10,21.869565217391305,41.52173913043478,19.652173913043477,13.166666666666666,81.0,45.416666666666664,5.0
2011-02-11,19.291666666666668,30.083333333333332,10.791666666666666,12.333333333333334,75.0,48.416666666666664,21.0
2011-02-12,11.375,14.708333333333334,3.3333333333333335,14.666666666666666,76.0,45.416666666666664,20.0
2011-02-13,31.375,50.416666666666664,19.041666666666668,17.75,66.0,51.666666666666664,33.0
2011-02-14,40.125,95.70833333333333,55.583333333333336,21.708333333333332,81.0,65.08333333333333,51.0
2011-02-15,25.041666666666668,60.833333333333336,35.791666666666664,20.333333333333332,82.0,56.166666666666664,31.0
2011-02-16,30.52173913043478,58.869565217391305,28.347826086956523,18.347826086956523,84.0,45.75,15.0
2011-02-17,13.5,21.083333333333332,7.583333333333333,11.833333333333334,73.0,38.375,10.0
2011-02-18,9.958333333333334,15.666666666666666,5.708333333333333,6.166666666666667,50.0,18.083333333333332,-3.0
2011-02-19,24.833333333333332,46.083333333333336,21.25,11.083333333333334,69.0,25.041666666666668,-15.0
2011-02-20,41.5,88.54166666666667,47.041666666666664,17.5,95.0,44.125,-4.0
2011-02-21,40.333333333333336,90.70833333333333,50.375,25.583333333333332,91.0,60.75,14.0
2011-02-22,23.791666666666668,32.333333333333336,8.541666666666666,25.791666666666668,121.0,90.04166666666667,51.0
2011-02-23,19.652173913043477,38.34782608695652,18.695652173913043,24.08695652173913,132.0,110.83333333333333,90.0
2011-02-24,15.043478260869565,21.130434782608695,6.086956521739131,31.625,132.0,94.45833333333333,67.0
2011-02-25,20.791666666666668,34.583333333333336,13.791666666666666,28.833333333333332,88.0,75.45833333333333,64.0
2011-02-26,6.0,7.791666666666667,1.7916666666666667,7.416666666666667,72.0,50.666666666666664,22.0
2011-02-27,12.217391304347826,17.91304347826087,5.695652173913044,9.347826086956522,65.0,32.708333333333336,10.0
2011-02-28,24.0,49.44444444444444,25.444444444444443,9.166666666666666,93.0,49.375,-5.0
2011-03-01,44.541666666666664,79.625,35.083333333333336,25.17391304347826,160.0,104.04166666666667,49.0
2011-03-02,29.916666666666668,61.625,31.708333333333332,26.916666666666668,118.0,107.91666666666667,86.0
2011-03-03,12.083333333333334,16.291666666666668,4.208333333333333,23.083333333333332,130.0,95.04166666666667,69.0
2011-03-04,13.791666666666666,16.791666666666668,3.0,18.583333333333332,100.0,83.25,56.0
2011-03-05,27.833333333333332,62.5,34.666666666666664,20.083333333333332,133.0,115.875,100.0
2011-03-06,40.583333333333336,97.75,57.166666666666664,35.916666666666664,181.0,139.33333333333334,118.0
2011-03-07,10.043478260869565,13.304347826086957,3.260869565217391,36.82608695652174,134.0,113.70833333333333,88.0
2011-03-08,31.125,55.125,24.0,35.958333333333336,153.0,106.91666666666667,65.0
2011-03-09,34.869565217391305,58.08695652173913,23.217391304347824,28.041666666666668,99.0,78.375,68.0
2011-03-10,8.875,13.333333333333334,4.458333333333333,15.166666666666666,112.0,83.54166666666667,60.0
2011-03-11,14.541666666666666,20.541666666666668,6.0,16.041666666666668,104.0,59.5,22.0
2011-03-12,11.666666666666666,17.708333333333332,6.041666666666667,14.083333333333334,76.0,39.083333333333336,10.0
2011-03-13,19.041666666666668,31.875,12.833333333333334,12.0,86.0,44.666666666666664,9.0
2011-03-14,39.791666666666664,71.75,31.958333333333332,19.375,118.0,64.58333333333333,12.0
2011-03-15,20.869565217391305,42.47826086956522,21.608695652173914,22.73913043478261,109.0,70.25,35.0
2011-03-16,27.708333333333332,40.75,13.041666666666666,16.875,136.0,84.95833333333333,27.0
2011-03-17,32.791666666666664,58.333333333333336,25.541666666666668,26.333333333333332,147.0,121.41666666666667,98.0
2011-03-18,35.208333333333336,77.29166666666667,42.083333333333336,46.75,137.0,121.08333333333333,96.0
2011-03-19,10.291666666666666,14.416666666666666,4.125,10.708333333333334,100.0,73.79166666666667,40.0
2011-03-20,24.708333333333332,38.75,14.041666666666666,16.5,118.0,72.41666666666667,16.0
2011-03-21,19.166666666666668,26.708333333333332,7.541666666666667,15.083333333333334,133.0,82.5,42.0
2011-03-22,41.30434782608695,71.52173913043478,30.217391304347824,23.652173913043477,151.0,105.95833333333333,46.0
2011-03-23,28.17391304347826,44.08695652173913,15.91304347826087,17.75,124.0,105.45833333333333,84.0
2011-03-24,25.333333333333332,39.458333333333336,14.125,21.333333333333332,128.0,103.25,75.0
2011-03-25,9.833333333333334,13.166666666666666,3.3333333333333335,16.125,112.0,72.29166666666667,46.0
2011-03-26,11.625,16.416666666666668,4.791666666666667,11.833333333333334,99.0,63.0,29.0
2011-03-27,35.041666666666664,52.125,17.083333333333332,25.666666666666668,147.0,92.95833333333333,34.0
2011-03-28,33.166666666666664,73.79166666666667,40.625,34.666666666666664,163.0,108.375,63.0
2011-03-29,45.391304347826086,77.65217391304348,32.26086956521739,22.91304347826087,176.0,117.625,51.0
2011-03-30,37.458333333333336,56.25,18.791666666666668,22.75,204.0,151.79166666666666,89.0
2011-03-31,23.291666666666668,31.625,8.333333333333334,18.0,171.0,112.95833333333333,51.0
2011-04-01,42.56521739130435,55.30434782608695,12.73913043478261,23.75,207.0,137.95833333333334,60.0
