date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,4.417,18.333,25.458,7.125,,0.667,13.458
2011-01-02,4.042,8.792,11.625,2.833,,1.125,13.583
2011-01-03,4.042,12.583,15.25,2.667,,1.708,17.833
2011-01-04,4.261,11.583,14.25,2.667,,2.917,24.292
2011-01-05,4.304,20.682,36.318,15.636,,0.348,9.955
2011-01-06,6.0,34.043,84.391,50.348,,1.5,17.042
2011-01-07,3.25,11.833,18.75,6.917,,0.652,8.292
2011-01-08,5.042,22.167,40.833,18.667,,0.042,10.125
2011-01-09,5.542,25.125,47.375,22.25,,1.875,18.333
2011-01-10,8.043,39.522,99.174,59.652,,2.13,35.13
2011-01-11,4.478,20.083,35.5,15.417,,2.083,24.583
2011-01-12,5.042,30.208,71.667,41.458,,1.0,9.833
2011-01-13,6.125,27.391,81.13,53.739,,1.5,19.583
2011-01-14,6.0,23.667,37.125,13.458,,2.826,34.292
2011-01-15,4.417,18.375,31.75,13.375,,1.0,13.167
2011-01-16,4.824,29.583,70.292,40.708,,0.75,19.292
2011-01-17,4.833,28.955,79.5,50.545,,0.636,30.381
2011-01-18,6.261,41.375,115.917,74.542,,1.042,15.583
2011-01-19,6.167,42.042,114.292,72.25,,1.042,20.875
2011-01-20,4.708,30.957,68.261,37.304,,0.542,9.875
2011-01-21,5.458,34.25,76.792,42.542,,0.435,17.5
2011-01-22,5.167,25.292,44.333,19.042,,0.5,17.5
2011-01-23,3.318,17.458,27.875,10.417,,0.333,2.458
2011-01-24,2.826,14.0,21.348,7.348,,0.087,5.304
2011-01-25,3.609,20.458,33.417,12.958,,1.542,17.417
2011-01-26,3.292,22.792,41.375,18.583,,0.667,6.417
2011-01-27,5.0,29.87,61.261,31.391,,2.667,24.792
2011-01-28,4.375,21.0,34.333,13.333,,1.783,19.292
2011-01-29,3.625,16.333,26.917,10.583,,0.75,8.958
2011-01-30,4.333,27.458,53.042,25.583,,0.833,11.458
2011-01-31,4.435,28.435,56.565,28.13,,0.957,10.182
2011-02-01,5.565,24.875,68.458,43.583,,2.042,19.708
2011-02-02,3.458,9.958,15.083,5.125,,1.042,7.375
2011-02-03,5.625,33.739,69.435,35.696,,1.375,13.25
2011-02-04,5.5,26.958,60.125,33.167,,2.609,22.833
2011-02-05,5.833,25.25,38.292,13.042,,3.667,37.042
2011-02-06,7.13,39.409,93.864,54.455,,2.5,35.545
2011-02-07,5.625,29.667,60.208,30.542,,1.333,13.5
2011-02-08,3.087,12.208,19.5,7.292,,0.875,9.375
2011-02-09,4.0,21.583,36.375,14.792,,1.25,13.0
2011-02-10,4.208,28.261,56.478,28.217,,1.75,13.417
2011-02-11,3.667,17.0,26.917,9.917,,1.043,11.0
2011-02-12,3.792,15.208,20.208,5.0,,0.917,13.042
2011-02-13,6.217,38.652,93.826,55.174,,0.87,20.391
2011-02-14,7.0,39.708,111.708,72.0,,0.917,22.167
2011-02-15,5.609,25.167,62.5,37.333,,0.708,21.0
2011-02-16,4.667,27.958,53.5,25.542,,1.458,15.625
2011-02-17,3.917,18.043,29.565,11.522,,1.083,9.792
2011-02-18,3.667,13.208,21.208,8.0,,0.783,8.333
2011-02-19,4.875,19.75,34.625,14.875,,0.792,11.708
2011-02-20,6.217,37.565,87.261,49.696,,1.286,16.818
2011-02-21,6.792,44.417,99.167,54.75,,2.75,27.208
2011-02-22,5.261,34.833,72.583,37.75,,2.375,30.542
2011-02-23,5.167,32.333,77.833,45.5,,1.25,19.708
2011-02-24,4.792,23.217,42.174,18.957,,2.042,29.042
2011-02-25,5.083,27.833,51.75,23.917,,0.826,27.167
2011-02-26,3.25,9.25,12.833,3.583,,0.083,10.792
2011-02-27,4.083,21.333,42.292,20.958,,0.667,13.792
2011-02-28,5.087,37.318,85.955,48.636,,0.696,13.261
2011-03-01,5.417,42.667,90.375,47.708,,1.0,20.458
2011-03-02,5.208,34.087,86.348,52.261,,0.917,18.958
2011-03-03,3.375,12.333,20.542,8.208,,0.826,16.5
2011-03-04,4.625,22.042,36.333,14.292,,0.375,18.375
2011-03-05,5.957,37.273,84.955,47.682,,0.391,17.739
2011-03-06,6.542,37.583,88.333,50.75,,2.083,21.833
2011-03-07,5.913,19.333,30.417,11.083,,1.75,34.458
2011-03-08,6.417,26.708,58.583,31.875,,1.417,34.375
2011-03-09,6.125,34.217,67.957,33.739,,0.75,24.0
2011-03-10,3.833,11.917,18.833,6.917,,0.13,14.208
2011-03-11,3.5,11.458,14.958,3.5,,0.875,15.542
2011-03-12,3.478,13.286,18.81,5.524,,0.545,12.696
2011-03-13,3.75,22.739,36.522,13.783,,0.208,11.875
2011-03-14,5.174,38.208,76.792,38.583,,1.458,17.917
2011-03-15,5.208,29.13,69.696,40.565,,1.5,21.667
2011-03-16,4.917,37.5,79.375,41.875,,0.958,15.125
2011-03-17,6.333,38.957,83.304,44.348,,0.217,23.792
2011-03-18,7.75,29.5,64.625,35.125,,1.125,34.667
2011-03-19,3.708,16.609,29.609,13.0,,0.083,8.583
2011-03-20,3.583,18.875,29.917,11.042,,0.792,13.625
2011-03-21,3.091,21.727,33.909,12.182,,0.826,13.739
2011-03-22,5.458,43.75,83.833,40.083,,2.75,26.833
2011-03-23,4.875,40.0,84.0,44.0,,0.5,16.667
2011-03-24,4.875,22.667,31.75,9.083,,0.739,17.167
2011-03-25,3.208,8.458,9.917,1.458,,0.25,16.125
2011-03-26,3.261,17.091,24.455,7.364,,0.261,12.565
2011-03-27,5.958,42.125,82.25,40.125,,2.292,25.375
2011-03-28,5.913,30.542,68.667,38.125,,2.292,37.125
2011-03-29,5.667,38.667,72.75,34.083,,1.917,23.708
2011-03-30,5.125,33.087,70.087,37.0,,1.792,21.333
2011-03-31,3.708,21.0,32.875,11.875,,0.087,11.136
2011-04-01,6.042,43.261,77.217,33.957,,8.25,29.125
