date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,,17.833,22.292,4.458,2.0,11.167
2011-01-02,,8.833,10.958,2.125,3.125,10.958
2011-01-03,,13.75,16.583,2.833,3.542,16.583
2011-01-04,,12.913,17.13,4.217,5.792,21.292
2011-01-05,,26.375,39.375,13.0,2.042,5.542
2011-01-06,,36.609,85.87,49.261,2.5,13.625
2011-01-07,,15.208,21.292,6.083,1.25,3.458
2011-01-08,,20.875,27.917,7.042,1.5,4.083
2011-01-09,,26.917,42.583,15.667,3.208,15.208
2011-01-10,,43.542,91.583,48.042,4.958,34.583
2011-01-11,,24.167,38.833,14.667,3.792,23.583
2011-01-12,,34.304,58.87,24.565,2.478,6.125
2011-01-13,,35.458,92.083,56.625,2.75,17.042
2011-01-14,,27.083,36.958,9.875,5.0,34.417
2011-01-15,,24.625,38.167,13.542,2.458,13.042
2011-01-16,,18.583,24.208,5.625,1.5,7.792
2011-01-17,,30.792,69.417,38.625,2.083,8.625
2011-01-18,,39.417,77.042,37.625,1.917,12.083
2011-01-19,,36.208,58.167,21.958,1.625,14.542
2011-01-20,,24.958,33.083,8.125,1.042,8.0
2011-01-21,,32.125,48.333,16.208,1.0,16.625
2011-01-22,,31.292,50.333,19.042,2.208,19.708
2011-01-23,,21.125,30.667,9.542,1.375,3.708
2011-01-24,,21.261,32.565,11.304,1.625,4.833
2011-01-25,,25.667,37.875,12.208,2.958,12.333
2011-01-26,,29.208,45.083,15.875,1.833,7.083
2011-01-27,,38.609,61.304,22.696,4.391,24.708
2011-01-28,,26.708,38.333,11.625,4.292,18.583
2011-01-29,,12.917,17.542,4.625,3.167,5.208
2011-01-30,,30.542,46.125,15.583,3.167,6.095
2011-01-31,,31.25,49.292,18.042,2.917,5.5
2011-02-01,,32.875,81.833,48.958,3.957,17.25
2011-02-02,,18.375,28.875,10.5,2.167,3.667
2011-02-03,,31.348,50.043,18.696,2.826,8.773
2011-02-04,,28.875,42.833,13.958,4.25,18.208
2011-02-05,,23.667,30.708,7.042,6.333,34.75
2011-02-06,,31.708,41.25,9.542,3.417,36.792
2011-02-07,,36.375,56.958,20.583,1.833,13.292
2011-02-08,,21.042,33.917,12.875,2.125,7.625
2011-02-09,,25.478,37.87,12.391,2.667,9.625
2011-02-10,,31.5,52.75,21.25,2.958,11.875
2011-02-11,,17.417,22.583,5.167,2.375,8.167
2011-02-12,,16.708,21.875,5.167,2.25,7.625
2011-02-13,,36.783,53.217,16.435,1.708,18.333
2011-02-14,,39.417,74.5,35.083,1.375,25.5
2011-02-15,,31.542,69.917,38.375,2.0,26.542
2011-02-16,,38.261,58.087,19.826,3.13,12.0
2011-02-17,,24.083,35.208,11.125,2.333,9.333
2011-02-18,,15.25,20.833,5.583,1.583,4.667
2011-02-19,,23.25,33.083,9.833,2.042,10.958
2011-02-20,,42.333,85.083,42.75,2.625,15.042
2011-02-21,,50.625,102.167,51.542,4.542,30.917
2011-02-22,,32.083,46.583,14.5,3.458,25.75
2011-02-23,,28.458,47.0,18.542,1.875,18.333
2011-02-24,,17.958,22.5,4.542,3.75,26.083
2011-02-25,,33.667,49.5,15.833,2.958,27.958
2011-02-26,,10.083,12.75,2.667,2.0,8.375
2011-02-27,,17.261,22.261,5.0,2.542,10.714
2011-02-28,,24.917,33.958,9.042,2.167,6.417
2011-03-01,,39.348,53.478,14.13,2.739,17.833
2011-03-02,,31.917,55.458,23.542,2.5,22.0
2011-03-03,,8.542,10.042,1.5,2.667,12.917
2011-03-04,,14.333,16.542,2.208,2.083,15.5
2011-03-05,,31.739,52.348,20.609,1.739,18.25
2011-03-06,,37.417,68.667,31.25,3.75,22.333
2011-03-07,,19.083,23.5,4.417,4.583,31.583
2011-03-08,,19.478,24.739,5.261,4.292,29.375
2011-03-09,,23.542,28.333,4.792,2.708,20.583
2011-03-10,,15.208,19.208,4.0,2.167,13.208
2011-03-11,,10.917,13.833,2.917,3.042,13.167
2011-03-12,,17.25,23.708,6.458,2.333,9.917
2011-03-13,,20.792,27.333,6.542,2.042,7.958
2011-03-14,,37.625,54.167,16.542,3.708,15.667
2011-03-15,,28.625,65.333,36.708,3.583,19.375
2011-03-16,,32.762,49.381,16.619,2.783,11.542
2011-03-17,,29.083,46.833,17.75,1.667,21.917
2011-03-18,,33.667,69.083,35.417,3.708,46.75
2011-03-19,,11.857,14.0,2.143,1.833,7.333
2011-03-20,,17.625,21.042,3.417,2.792,9.75
2011-03-21,,20.25,23.167,2.917,3.0,10.833
2011-03-22,,36.125,49.458,13.333,5.375,23.042
2011-03-23,,20.958,23.208,2.25,1.565,12.167
2011-03-24,,22.0,24.75,2.75,3.0,16.833
2011-03-25,,10.0,11.375,1.375,2.75,11.792
2011-03-26,,23.091,28.0,4.909,2.292,12.167
2011-03-27,,36.708,46.917,10.208,4.875,25.583
2011-03-28,,32.125,60.583,28.458,4.75,30.917
2011-03-29,,35.522,49.217,13.696,5.0,24.182
