date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,200.333,21.208,18.125,21.083,2.958,,4.0,19.5,221.542
2011-01-02,192.545,8.0,5.917,6.25,0.333,,4.375,12.458,200.545
2011-01-03,192.208,7.625,9.208,10.375,1.167,,4.875,15.0,199.833
2011-01-04,192.409,6.727,6.913,7.826,0.913,,6.833,23.875,199.136
2011-01-05,196.0,19.208,19.792,26.208,6.417,,3.583,12.667,215.208
2011-01-06,203.318,34.818,28.667,54.125,25.458,,4.792,17.792,238.136
2011-01-07,193.042,9.875,10.042,11.333,1.292,,3.042,6.042,202.917
2011-01-08,200.227,22.409,18.542,21.875,3.333,,3.292,10.125,222.636
2011-01-09,203.875,26.833,24.917,34.417,9.5,,6.208,25.375,230.708
2011-01-10,204.091,41.727,34.043,53.13,19.087,,7.083,37.333,245.818
2011-01-11,194.182,13.727,14.773,16.864,2.091,,6.087,26.391,207.909
2011-01-12,198.208,24.083,22.583,31.208,8.625,,3.958,9.5,222.292
2011-01-13,199.045,29.955,23.417,36.208,12.792,,5.833,20.417,229.0
2011-01-14,195.583,16.583,19.625,21.792,2.167,,8.125,37.375,212.167
2011-01-15,197.136,22.636,18.083,21.208,3.125,,5.125,19.25,219.773
2011-01-16,192.292,14.125,14.696,16.0,1.304,,3.542,12.208,206.417
2011-01-17,194.045,22.0,19.708,24.458,4.75,,3.364,11.304,216.045
2011-01-18,201.875,49.333,36.542,60.583,24.042,,4.0,19.167,251.208
2011-01-19,195.273,37.091,32.583,43.583,11.0,,3.25,18.583,232.364
2011-01-20,190.524,21.81,22.95,24.65,1.7,,2.667,7.238,212.333
2011-01-21,192.625,23.875,24.667,27.167,2.5,,3.0,11.833,216.5
2011-01-22,196.409,25.682,25.826,30.217,4.391,,4.292,20.333,222.091
2011-01-23,192.542,12.333,12.292,14.5,2.208,,3.792,5.375,204.875
2011-01-24,191.455,10.864,12.667,15.083,2.417,,3.417,7.958,202.318
2011-01-25,192.5,9.833,14.0,16.042,2.042,,5.167,15.542,202.333
2011-01-26,195.909,16.727,18.667,23.792,5.125,,4.042,8.25,212.636
2011-01-27,196.136,19.864,21.739,26.478,4.739,,7.174,24.609,216.0
2011-01-28,194.458,14.292,18.435,20.0,1.565,,6.542,22.417,208.75
2011-01-29,193.5,11.273,11.208,11.833,0.625,,3.583,6.667,204.773
2011-01-30,198.625,22.542,24.667,32.958,8.292,,3.875,11.083,221.167
2011-01-31,195.273,22.864,23.375,29.0,5.625,,4.0,11.167,218.136
2011-02-01,197.792,27.042,21.542,30.625,9.083,,5.542,20.292,224.833
2011-02-02,190.909,8.5,8.958,10.333,1.375,,3.25,8.542,199.409
2011-02-03,198.091,22.0,23.773,31.364,7.591,,4.391,13.043,220.091
2011-02-04,193.75,11.625,13.75,15.917,2.167,,6.417,20.417,205.375
2011-02-05,197.545,17.5,18.5,21.208,2.708,,8.5,40.292,215.045
2011-02-06,195.917,30.958,27.167,33.167,6.0,,5.375,32.0,226.875
2011-02-07,194.091,24.773,27.333,34.708,7.375,,4.375,20.042,218.864
2011-02-08,193.0,9.875,11.208,13.708,2.5,,4.0,11.167,202.875
2011-02-09,193.455,11.045,13.409,16.0,2.591,,4.095,10.818,204.5
2011-02-10,196.0,19.708,26.083,33.208,7.125,,5.042,15.417,215.708
2011-02-11,191.318,7.227,11.875,12.542,0.667,,4.125,12.167,198.545
2011-02-12,193.458,10.667,12.333,13.125,0.792,,4.375,10.667,204.125
2011-02-13,196.864,33.409,33.875,42.125,8.25,,3.792,21.708,230.273
2011-02-14,200.625,51.917,38.083,64.083,26.0,,3.875,23.75,252.542
2011-02-15,201.739,45.826,29.045,57.091,28.045,,4.565,25.348,247.565
2011-02-16,198.417,25.667,24.458,36.542,12.083,,5.292,18.792,224.083
2011-02-17,192.227,13.273,13.292,15.0,1.708,,4.333,10.917,205.5
2011-02-18,193.542,9.042,8.458,9.125,0.667,,3.167,5.875,202.583
2011-02-19,198.955,19.5,18.0,20.125,2.125,,4.083,14.375,218.455
2011-02-20,203.0,36.5,33.333,50.958,17.625,,4.958,21.833,239.5
2011-02-21,207.773,57.364,47.783,79.174,31.391,,8.083,36.0,265.136
2011-02-22,195.708,27.083,24.957,28.609,3.652,,5.696,27.0,222.792
2011-02-23,195.773,34.0,25.25,38.458,13.208,,4.25,18.292,229.773
2011-02-24,193.208,14.625,12.125,12.917,0.792,,5.417,27.083,207.833
2011-02-25,196.591,25.364,26.292,33.125,6.833,,5.208,31.417,221.955
2011-02-26,194.708,10.5,7.708,8.292,0.583,,3.375,8.583,205.208
2011-02-27,197.091,16.182,16.391,20.348,3.957,,3.792,11.833,213.273
2011-02-28,194.0,17.917,21.042,23.833,2.792,,3.375,11.875,211.917
2011-03-01,199.0,43.227,37.478,49.652,12.174,,4.913,26.304,242.227
2011-03-02,195.542,37.667,30.25,44.25,14.0,,4.375,24.083,233.208
2011-03-03,190.545,8.682,7.958,8.25,0.292,,4.125,16.833,199.227
2011-03-04,192.292,12.458,10.957,11.478,0.522,,3.458,17.667,204.75
2011-03-05,192.864,34.136,30.417,41.792,11.375,,3.25,21.833,227.0
2011-03-06,199.208,34.917,28.458,49.875,21.417,,5.0,22.875,234.125
2011-03-07,196.045,15.045,14.417,15.625,1.208,,5.792,33.958,211.091
2011-03-08,196.917,20.875,21.292,24.25,2.958,,6.167,33.5,217.792
2011-03-09,194.455,20.091,20.435,21.739,1.304,,3.909,21.182,214.545
2011-03-10,193.333,14.292,12.565,13.696,1.13,,3.125,16.625,207.625
2011-03-11,192.409,11.591,8.792,9.583,0.792,,4.0,17.083,204.0
2011-03-12,193.375,9.583,10.208,11.458,1.25,,3.458,12.958,202.958
2011-03-13,193.955,11.545,13.708,14.792,1.083,,3.25,11.083,205.5
2011-03-14,198.375,28.792,29.25,38.375,9.125,,4.625,16.583,227.167
2011-03-15,197.818,34.091,24.708,36.958,12.25,,5.25,22.042,231.909
2011-03-16,200.565,36.609,34.455,46.136,11.682,,4.957,20.261,237.174
2011-03-17,202.417,51.417,38.5,54.625,16.125,,4.333,28.875,253.833
2011-03-18,204.636,43.227,29.125,39.292,10.167,,6.083,45.25,247.864
2011-03-19,192.25,10.792,8.542,9.333,0.792,,3.708,7.0,203.042
2011-03-20,193.864,13.182,15.875,17.542,1.667,,4.625,15.625,207.045
2011-03-21,193.0,13.167,14.957,16.522,1.565,,4.391,14.174,206.167
2011-03-22,199.318,34.909,35.783,50.043,14.261,,7.167,28.542,234.227
2011-03-23,191.125,27.792,25.75,28.417,2.667,,3.5,16.417,218.917
2011-03-24,189.909,12.5,16.0,17.833,1.833,,5.333,21.0,202.409
2011-03-25,192.917,6.75,6.625,6.833,0.208,,4.333,14.25,199.667
2011-03-26,196.727,12.5,18.667,20.958,2.292,,4.208,11.792,209.227
2011-03-27,200.125,28.583,31.125,36.917,5.792,,6.625,29.0,228.708
2011-03-28,198.727,36.773,28.727,36.409,7.682,,6.348,34.696,235.5
2011-03-29,197.583,25.667,31.375,38.333,6.958,,7.083,25.833,223.25
2011-03-30,198.636,44.0,26.458,44.5,18.042,,5.917,23.708,242.636
2011-03-31,188.625,13.125,12.708,14.0,1.292,,3.792,14.042,201.75
2011-04-01,193.409,23.864,33.208,37.167,3.958,,9.333,34.375,217.273
2011-04-02,198.0,37.167,25.125,29.167,4.042,,10.625,41.417,235.167
2011-04-03,190.136,4.636,3.958,4.167,0.208,,4.667,10.25,194.773
2011-04-04,191.625,10.792,11.0,13.125,2.125,,4.833,13.417,202.417
2011-04-05,196.818,27.0,27.304,32.217,4.913,,6.304,20.957,223.818
2011-04-06,194.792,23.417,28.87,32.739,3.87,,9.375,25.042,218.208
2011-04-07,195.091,37.682,25.25,32.875,7.625,,7.417,19.958,232.773
2011-04-08,192.917,41.333,27.917,31.042,3.125,,5.708,22.125,234.25
2011-04-09,189.182,18.182,16.125,19.708,3.583,,5.417,18.333,207.364
2011-04-10,192.833,13.583,12.75,13.167,0.417,,8.458,38.083,206.417
2011-04-11,193.591,22.909,18.542,21.375,2.833,,8.792,35.292,216.5
2011-04-12,192.625,18.708,15.739,17.696,1.957,,6.042,30.5,211.333
2011-04-13,196.864,34.091,27.522,34.826,7.304,,9.636,32.565,230.955
2011-04-14,194.125,30.125,30.292,33.417,3.125,,12.75,41.292,224.25
2011-04-15,193.955,41.091,30.0,34.458,4.458,,11.625,46.708,235.045
2011-04-16,193.667,23.792,17.333,19.792,2.458,,8.417,40.25,217.458
2011-04-17,192.091,8.773,10.958,11.75,0.792,,8.042,20.083,200.864
2011-04-18,189.833,14.75,15.435,16.522,1.087,,6.25,27.792,204.583
2011-04-19,190.864,13.0,12.667,13.958,1.292,,5.667,16.417,203.864
2011-04-20,190.792,9.792,11.0,11.913,0.913,,4.174,9.739,200.583
2011-04-21,195.818,25.682,30.292,35.583,5.292,,8.458,25.208,221.5
2011-04-22,201.875,65.25,45.625,58.5,12.875,,17.333,40.625,267.125
2011-04-23,195.773,40.409,27.75,34.667,6.917,,5.125,24.542,236.182
2011-04-24,193.333,14.167,12.87,13.435,0.565,,6.583,23.833,207.5
2011-04-25,194.227,17.273,17.542,19.375,1.833,,6.375,24.958,211.5
2011-04-26,191.542,24.708,21.348,25.609,4.261,,6.826,32.478,216.25
2011-04-27,183.773,14.591,8.417,9.292,0.875,,6.0,27.542,198.364
2011-04-28,189.792,12.042,11.125,12.208,1.083,,6.792,24.875,201.833
2011-04-29,193.773,15.545,15.042,16.208,1.167,,7.333,18.708,209.318
2011-04-30,194.417,25.083,21.609,24.0,2.391,,10.5,31.042,219.5
2011-05-01,192.955,23.273,17.75,18.75,1.0,,6.75,29.708,216.227
2011-05-02,192.958,16.667,15.0,16.292,1.292,,6.917,113.458,209.625
2011-05-03,194.364,19.0,17.292,18.333,1.042,,7.458,126.917,213.364
2011-05-04,192.958,15.708,13.625,15.167,1.542,,8.542,81.792,208.667
2011-05-05,190.091,9.045,11.375,11.875,0.5,,7.708,26.333,199.136
2011-05-06,190.542,18.042,17.261,18.696,1.435,,7.417,33.5,208.583
2011-05-07,183.5,8.364,7.792,7.958,0.167,,6.625,16.833,191.864
2011-05-08,186.458,7.417,8.875,9.583,0.708,,8.565,29.542,193.875
2011-05-09,190.682,15.727,21.25,23.5,2.25,,10.125,45.125,206.409
2011-05-10,184.125,23.375,19.375,30.667,11.292,,9.75,48.542,207.5
2011-05-11,184.5,34.273,22.292,33.208,10.917,,5.708,27.875,218.773
2011-05-12,186.273,27.182,18.333,21.667,3.333,,4.545,24.304,213.455
2011-05-13,185.375,12.542,13.375,14.833,1.458,,6.833,42.667,197.917
2011-05-14,187.773,9.909,12.0,12.667,0.667,,8.042,35.583,197.682
2011-05-15,192.917,20.208,12.458,13.875,1.417,,7.125,33.833,213.125
2011-05-16,194.182,22.0,20.167,23.333,3.167,,8.167,37.458,216.182
2011-05-17,190.5,19.875,15.792,16.75,0.958,,8.542,40.917,210.375
2011-05-18,197.5,31.727,26.455,30.182,3.727,,8.913,38.478,229.227
2011-05-19,198.5,32.042,24.833,28.333,3.5,,10.208,42.458,230.542
2011-05-20,193.5,24.955,17.375,19.542,2.167,,8.667,37.083,218.455
2011-05-21,186.083,24.042,15.042,17.292,2.25,,7.958,25.0,210.125
2011-05-22,183.909,10.091,6.167,6.958,0.792,,5.333,13.125,194.0
2011-05-23,187.417,17.167,14.727,15.955,1.227,,3.696,13.652,204.583
2011-05-24,185.591,10.727,12.174,13.565,1.391,,3.583,5.917,196.318
2011-05-25,189.083,22.542,21.292,23.458,2.167,,6.625,17.625,211.625
2011-05-26,186.5,12.636,10.167,11.042,0.875,,6.0,26.083,199.136
2011-05-27,186.292,11.583,8.667,9.167,0.5,,3.917,10.167,197.875
2011-05-28,191.636,25.773,22.542,25.792,3.25,,3.042,14.167,217.409
2011-05-29,186.792,13.125,11.833,13.5,1.667,,2.917,9.458,199.917
2011-05-30,184.091,10.273,6.435,7.261,0.826,,2.958,11.458,194.364
2011-05-31,187.0,13.5,11.375,12.375,1.0,,4.167,10.542,200.5
2011-06-01,189.227,20.409,19.952,21.952,2.0,,3.478,11.087,209.636
2011-06-02,190.542,27.583,24.708,31.083,6.375,,4.708,21.417,218.125
2011-06-03,190.636,25.682,22.5,25.875,3.375,,7.75,41.917,216.318
2011-06-04,189.0,22.75,18.875,21.292,2.417,,9.042,50.458,211.75
2011-06-05,187.864,17.182,13.87,14.957,1.087,,8.042,32.875,205.045
