date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,14.042,15.792,1.75,,15.583,108.0,68.167,22.0
2011-01-02,5.375,5.917,0.542,,13.375,83.0,61.625,42.0
2011-01-03,9.167,10.208,1.042,,16.875,76.0,61.167,35.0
2011-01-04,7.304,8.217,0.913,,24.217,74.0,47.792,24.0
2011-01-05,17.217,21.696,4.478,,10.917,63.0,36.833,10.0
2011-01-06,27.25,46.667,19.417,,17.5,89.0,54.667,8.0
2011-01-07,10.125,10.75,0.625,,7.833,73.0,51.542,26.0
2011-01-08,15.208,17.875,2.667,,11.417,74.0,45.917,25.0
2011-01-09,20.417,26.458,6.042,,21.042,96.0,60.75,32.0
2011-01-10,30.167,51.5,21.333,,34.083,107.0,66.0,24.0
2011-01-11,16.652,20.783,4.13,,24.708,98.0,62.833,20.0
2011-01-12,21.304,26.913,5.609,,9.792,60.0,36.167,6.0
2011-01-13,22.333,32.333,10.0,,19.333,92.0,63.0,34.0
2011-01-14,16.083,17.083,1.0,,32.333,81.0,62.083,46.0
2011-01-15,15.083,16.583,1.5,,14.583,82.0,60.917,38.0
2011-01-16,12.0,12.333,0.333,,12.0,58.0,51.25,45.0
2011-01-17,17.261,22.478,5.217,,13.25,89.0,55.208,32.0
2011-01-18,26.833,40.5,13.667,,15.5,108.0,56.375,1.0
2011-01-19,21.217,25.391,4.174,,15.292,80.0,64.0,47.0
2011-01-20,13.958,14.833,0.875,,8.542,95.0,74.708,52.0
2011-01-21,15.542,16.667,1.125,,15.292,87.0,75.042,65.0
2011-01-22,22.542,27.333,4.792,,21.542,112.0,75.5,38.0
2011-01-23,11.542,13.167,1.625,,7.25,98.0,70.667,42.0
2011-01-24,13.25,15.708,2.458,,8.542,52.0,34.792,17.0
2011-01-25,16.25,18.75,2.5,,17.0,56.0,29.75,9.0
2011-01-26,19.565,23.0,3.435,,9.5,49.0,23.667,-1.0
2011-01-27,23.87,28.217,4.348,,25.292,75.0,39.75,10.0
2011-01-28,18.0,28.652,10.652,,21.0,75.0,45.25,23.0
2011-01-29,7.304,8.043,0.739,,7.542,54.0,31.042,13.0
2011-01-30,19.391,22.957,3.565,,9.792,57.0,33.125,8.0
2011-01-31,19.909,25.818,5.909,,11.917,59.0,31.542,3.0
2011-02-01,21.652,36.391,14.739,,19.375,80.0,40.708,-6.0
2011-02-02,7.783,9.391,1.609,,7.958,27.0,5.625,-14.0
2011-02-03,19.955,23.818,3.864,,13.652,44.0,12.542,-29.0
2011-02-04,16.792,19.5,2.708,,21.0,67.0,47.875,24.0
2011-02-05,16.917,19.0,2.083,,33.458,87.0,56.625,17.0
2011-02-06,14.417,16.0,1.583,,23.75,102.0,73.542,49.0
2011-02-07,22.833,27.5,4.667,,14.292,98.0,84.667,65.0
2011-02-08,10.125,12.333,2.208,,12.708,58.0,35.292,4.0
2011-02-09,13.083,15.458,2.375,,12.5,43.0,23.333,-1.0
2011-02-10,21.286,25.762,4.476,,13.727,60.0,34.125,3.0
2011-02-11,9.25,10.208,0.958,,10.875,67.0,42.917,12.0
2011-02-12,9.958,10.583,0.625,,12.583,68.0,40.833,18.0
2011-02-13,21.391,23.826,2.435,,17.042,59.0,39.917,24.0
2011-02-14,27.042,30.667,3.625,,16.708,72.0,55.958,43.0
2011-02-15,21.292,25.292,4.0,,22.917,76.0,48.125,29.0
2011-02-16,22.708,25.792,3.083,,15.583,73.0,41.375,11.0
2011-02-17,14.304,17.13,2.826,,12.333,61.0,36.167,18.0
2011-02-18,7.167,7.5,0.333,,7.625,42.0,15.208,-3.0
2011-02-19,13.833,15.542,1.708,,11.5,66.0,21.042,-19.0
2011-02-20,27.917,33.542,5.625,,16.292,88.0,42.042,-4.0
2011-02-21,39.083,44.542,5.458,,28.75,87.0,55.208,15.0
2011-02-22,13.522,14.826,1.304,,21.292,118.0,87.125,52.0
2011-02-23,17.708,20.792,3.083,,15.75,118.0,104.0,86.0
2011-02-24,9.13,9.783,0.652,,28.333,120.0,87.583,68.0
2011-02-25,22.083,24.375,2.292,,28.25,81.0,70.667,56.0
2011-02-26,6.708,6.792,0.083,,10.375,60.0,45.667,19.0
2011-02-27,10.261,11.348,1.087,,12.542,60.0,25.667,5.0
2011-02-28,12.75,14.292,1.542,,10.5,80.0,40.125,-8.0
2011-03-01,24.667,28.75,4.083,,17.625,148.0,101.375,52.0
2011-03-02,20.13,23.0,2.87,,17.917,118.0,104.667,84.0
2011-03-03,5.583,6.083,0.5,,15.583,120.0,89.625,68.0
2011-03-04,7.125,7.75,0.625,,15.167,97.0,73.083,45.0
2011-03-05,20.739,24.652,3.913,,16.391,124.0,111.625,100.0
2011-03-06,25.042,29.125,4.083,,20.5,167.0,134.333,109.0
2011-03-07,11.542,13.292,1.75,,33.333,122.0,107.542,81.0
2011-03-08,13.542,15.5,1.958,,30.042,138.0,97.083,64.0
2011-03-09,12.261,13.783,1.522,,19.75,89.0,66.542,55.0
