date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.609,74.0,60.5,42.0,10.609,12.833,14.042,1.208,,15.875,111.0,60.417,12.0,205.217
2011-01-02,190.917,85.0,66.042,49.0,3.417,4.417,4.417,0.0,,13.792,77.0,51.833,26.0,194.333
2011-01-03,190.304,68.0,60.0,50.0,3.522,6.667,6.708,0.042,,19.208,69.0,45.625,21.0,193.826
2011-01-04,192.478,82.0,61.417,28.0,4.565,4.304,4.304,0.0,,25.375,65.0,30.917,3.0,197.043
2011-01-05,192.167,84.0,72.583,57.0,3.583,3.75,4.667,0.917,,7.333,62.0,24.958,-10.0,195.75
2011-01-06,193.636,83.0,57.875,28.0,6.636,9.739,11.609,1.87,,12.174,98.0,47.708,11.0,200.273
2011-01-07,191.391,73.0,62.083,44.0,2.391,2.875,3.708,0.833,,7.583,75.0,41.958,21.0,193.783
2011-01-08,193.125,72.0,60.625,42.0,4.458,6.583,7.875,1.292,,6.375,74.0,39.125,14.0,197.583
2011-01-09,194.826,83.0,65.5,47.0,7.739,11.167,14.5,3.333,,16.625,100.0,52.417,21.0,202.565
2011-01-10,196.522,86.0,65.417,41.0,14.739,19.75,27.875,8.125,,31.167,107.0,55.083,9.0,211.261
2011-01-11,190.5,73.0,60.083,37.0,5.417,6.435,7.435,1.0,,24.542,93.0,47.917,8.0,195.917
2011-01-12,192.5,76.0,61.667,42.0,7.545,13.0,16.0,3.0,,7.75,62.0,25.125,-6.0,200.045
2011-01-13,192.435,76.0,56.375,36.0,8.522,12.167,15.75,3.583,,14.375,90.0,49.25,12.0,200.957
2011-01-14,193.833,71.0,61.375,51.0,6.833,7.292,8.0,0.708,,30.708,74.0,49.417,33.0,200.667
2011-01-15,191.174,72.0,60.708,47.0,5.174,4.833,5.5,0.667,,14.0,76.0,50.875,25.0,196.348
2011-01-16,191.174,68.0,59.792,52.0,3.087,5.375,6.125,0.75,,13.458,51.0,44.708,38.0,194.261
2011-01-17,192.875,80.0,56.917,34.0,7.917,13.667,16.333,2.667,,12.375,92.0,48.917,11.0,200.792
2011-01-18,197.304,81.0,55.625,31.0,15.565,20.696,27.783,7.087,,11.833,108.0,44.542,-12.0,212.87
2011-01-19,192.278,84.0,71.208,58.0,14.833,16.0,22.435,6.435,,10.792,72.0,52.667,31.0,207.111
2011-01-20,195.5,89.0,80.125,72.0,7.083,4.75,5.708,0.958,,7.083,86.0,69.0,50.0,202.583
2011-01-21,196.652,87.0,83.917,78.0,8.522,9.0,10.333,1.333,,11.833,80.0,66.458,51.0,205.174
2011-01-22,192.087,92.0,79.0,62.0,11.13,13.5,17.75,4.25,,12.958,112.0,66.292,27.0,203.217
2011-01-23,190.0,86.0,74.625,60.0,4.565,3.391,3.739,0.348,,4.217,82.0,52.625,20.0,194.565
2011-01-24,189.739,73.0,57.542,42.0,3.435,5.875,6.458,0.583,,6.375,56.0,20.083,1.0,193.174
2011-01-25,191.174,66.0,51.917,25.0,3.913,6.826,7.522,0.696,,15.542,56.0,15.125,-14.0,195.087
2011-01-26,191.958,73.0,57.333,41.0,4.667,6.0,6.25,0.25,,7.75,54.0,9.417,-25.0,196.625
2011-01-27,193.783,76.0,60.542,43.0,6.957,8.917,9.292,0.375,,23.875,70.0,25.083,-8.0,200.739
2011-01-28,191.522,80.0,63.792,47.0,4.478,4.542,4.583,0.042,,18.917,75.0,32.75,6.0,196.0
2011-01-29,191.708,81.0,64.458,42.0,3.625,2.875,2.917,0.042,,6.125,61.0,26.125,4.0,195.333
2011-01-30,193.696,80.0,71.167,55.0,7.391,8.333,8.833,0.5,,7.958,49.0,17.458,-7.0,201.087
2011-01-31,192.043,80.0,59.375,34.0,3.957,9.167,9.958,0.792,,9.167,71.0,20.75,-15.0,196.0
2011-02-01,195.682,78.0,54.375,26.0,7.909,14.0,14.955,0.955,,19.391,81.0,29.208,-11.0,203.591
2011-02-02,196.125,74.0,59.083,37.0,2.875,3.875,4.083,0.208,,6.667,26.0,-7.958,-33.0,199.0
2011-02-03,199.739,77.0,57.0,30.0,6.217,10.208,11.208,1.0,,10.333,59.0,1.667,-45.0,205.957
2011-02-04,191.87,68.0,48.542,28.0,1.957,8.833,9.167,0.333,,19.375,76.0,38.0,5.0,193.826
2011-02-05,193.292,65.0,49.292,32.0,3.958,12.083,13.167,1.083,,35.375,85.0,50.458,8.0,197.25
2011-02-06,189.174,89.0,78.333,62.0,9.739,21.083,29.542,8.458,,24.625,93.0,69.875,43.0,198.913
2011-02-07,193.696,90.0,77.125,58.0,11.13,11.875,16.125,4.25,,11.25,97.0,77.75,49.0,204.826
2011-02-08,192.25,81.0,55.042,33.0,4.708,5.957,6.435,0.478,,11.75,54.0,24.75,-12.0,196.958
2011-02-09,193.75,69.0,51.0,34.0,12.2,7.235,7.706,0.471,,10.542,51.0,11.917,-28.0,205.95
2011-02-10,193.792,68.0,53.167,37.0,7.167,7.478,8.957,1.478,,10.5,66.0,27.792,-6.0,200.958
2011-02-11,192.435,76.0,59.542,43.0,4.391,3.913,4.478,0.565,,9.208,60.0,31.083,0.0,196.826
2011-02-12,191.435,74.0,61.667,41.0,4.609,4.043,4.13,0.087,,10.792,76.0,27.208,-11.0,196.043
2011-02-13,192.833,88.0,75.542,53.0,11.375,15.565,18.478,2.913,,14.208,50.0,36.75,12.0,204.208
2011-02-14,193.957,90.0,88.458,87.0,14.913,24.826,35.913,11.087,,11.958,65.0,50.458,34.0,208.87
2011-02-15,195.227,92.0,82.292,69.0,12.955,12.091,18.818,6.727,,13.208,63.0,35.667,3.0,208.182
2011-02-16,191.875,83.0,63.417,42.0,7.25,10.917,12.25,1.333,,11.708,71.0,27.25,-6.0,199.125
2011-02-17,190.0,76.0,59.917,39.0,3.783,4.333,4.667,0.333,,9.333,61.0,25.625,0.0,193.783
2011-02-18,192.913,84.0,65.375,39.0,3.174,2.167,2.167,0.0,,5.917,54.0,7.083,-17.0,196.087
2011-02-19,197.917,82.0,64.583,37.0,8.25,9.375,11.083,1.708,,9.75,66.0,12.458,-37.0,206.167
2011-02-20,198.773,80.0,58.083,32.0,13.136,18.913,23.0,4.087,,10.542,91.0,31.083,-22.0,211.909
2011-02-21,195.957,75.0,60.375,47.0,13.739,20.875,25.875,5.0,,18.083,79.0,44.083,-2.0,209.696
2011-02-22,191.167,86.0,65.042,39.0,6.792,9.913,11.087,1.174,,19.333,109.0,77.792,35.0,197.958
2011-02-23,188.783,89.0,78.583,57.0,7.913,10.125,14.292,4.167,,13.208,122.0,101.458,75.0,196.696
2011-02-24,191.13,71.0,54.167,34.0,3.565,2.458,2.5,0.042,,27.458,128.0,80.042,51.0,194.696
2011-02-25,191.667,84.0,76.417,65.0,7.5,9.167,9.917,0.75,,21.042,72.0,61.667,47.0,199.167
2011-02-26,190.391,84.0,66.292,49.0,2.696,1.792,1.792,0.0,,9.875,59.0,36.458,3.0,193.087
2011-02-27,191.826,85.0,65.042,41.0,3.13,2.708,2.708,0.0,,10.167,62.0,20.208,-8.0,194.957
2011-02-28,193.75,78.0,54.792,31.0,6.042,7.583,9.083,1.5,,10.0,89.0,36.375,-23.0,199.792
2011-03-01,194.1,84.0,69.542,51.0,14.35,25.348,30.087,4.739,,15.261,147.0,89.75,36.0,208.45
2011-03-02,191.292,89.0,79.417,68.0,11.25,18.208,26.833,8.625,,16.458,111.0,96.25,72.0,202.542
2011-03-03,190.217,80.0,58.542,37.0,1.087,2.917,2.917,0.0,,18.75,123.0,80.125,54.0,191.304
2011-03-04,191.304,85.0,73.5,51.0,5.565,5.167,5.292,0.125,,15.625,93.0,71.75,36.0,196.87
2011-03-05,192.458,91.0,86.667,83.0,15.042,18.333,30.75,12.417,,10.958,124.0,107.125,92.0,207.5
2011-03-06,195.261,91.0,80.125,62.0,21.609,30.042,48.792,18.75,,19.083,172.0,126.792,109.0,216.87
2011-03-07,194.864,78.0,61.875,47.0,7.136,6.81,6.952,0.143,,33.833,121.0,98.0,70.0,202.0
2011-03-08,194.208,71.0,54.667,39.0,5.083,3.625,4.083,0.458,,28.458,150.0,93.833,58.0,199.292
2011-03-09,193.174,84.0,76.917,59.0,5.783,6.167,6.5,0.333,,20.333,79.0,66.417,59.0,198.957
2011-03-10,190.826,77.0,64.917,50.0,2.696,2.75,2.792,0.042,,14.292,95.0,69.417,42.0,193.522
2011-03-11,190.75,77.0,58.333,34.0,3.417,4.125,4.583,0.458,,14.75,85.0,43.958,7.0,194.167
2011-03-12,192.087,75.0,63.917,45.0,3.043,2.917,3.125,0.208,,12.958,73.0,26.083,-1.0,195.13
2011-03-13,191.087,81.0,59.75,40.0,3.696,2.875,2.917,0.042,,10.542,71.0,30.458,-6.0,194.783
2011-03-14,194.1,78.0,53.708,25.0,9.8,17.526,21.105,3.579,,11.6,104.0,47.708,-10.0,203.9
2011-03-15,192.5,71.0,55.208,28.0,7.25,10.542,11.333,0.792,,17.727,106.0,55.292,18.0,199.75
2011-03-16,192.792,68.0,46.0,20.0,11.542,13.292,15.208,1.917,,16.375,124.0,69.958,6.0,204.333
2011-03-17,191.522,89.0,81.958,61.0,16.826,18.167,22.833,4.667,,17.042,141.0,113.75,89.0,208.348
2011-03-18,201.13,90.0,85.708,79.0,25.087,25.25,36.083,10.833,,36.042,125.0,110.375,76.0,226.217
2011-03-19,191.875,85.0,61.75,42.0,5.125,3.0,3.042,0.042,,8.917,84.0,60.917,24.0,197.0
2011-03-20,193.304,77.0,56.875,34.0,9.304,9.292,10.75,1.458,,14.292,104.0,56.625,0.0,202.609
2011-03-21,191.13,75.0,50.792,25.0,6.826,6.435,6.652,0.217,,15.625,123.0,66.625,18.0,197.957
2011-03-22,195.13,76.0,53.958,35.0,16.435,20.545,26.182,5.636,,23.522,135.0,86.833,22.0,211.565
2011-03-23,187.913,91.0,81.375,55.0,9.826,11.167,11.708,0.542,,12.583,118.0,95.917,73.0,197.739
2011-03-24,192.043,90.0,76.167,60.0,5.348,9.917,9.917,0.0,,14.333,107.0,88.25,55.0,197.391
2011-03-25,194.25,78.0,58.875,29.0,2.5,3.083,3.083,0.0,,15.25,109.0,59.25,31.0,196.75
2011-03-26,196.174,81.0,67.5,40.0,3.435,4.0,4.042,0.042,,12.25,89.0,46.958,12.0,199.609
2011-03-27,194.391,79.0,55.917,34.0,10.609,16.292,17.667,1.375,,22.625,138.0,75.833,17.0,205.0
2011-03-28,193.375,82.0,58.042,31.0,10.5,13.043,15.043,2.0,,30.542,152.0,92.375,51.0,203.875
2011-03-29,192.913,79.0,42.708,10.0,7.87,11.875,13.333,1.458,,19.458,167.0,101.625,30.0,200.783
2011-03-30,190.364,69.0,52.333,38.0,7.227,15.043,16.13,1.087,,17.826,186.0,136.708,74.0,197.591
2011-03-31,186.083,87.0,75.625,53.0,2.208,6.625,6.625,0.0,,15.208,152.0,100.333,36.0,188.292
2011-04-01,190.739,69.0,45.833,11.0,11.304,16.429,16.429,0.0,,27.174,190.0,118.417,36.0,202.043
2011-04-02,192.043,79.0,57.625,35.0,12.13,12.25,14.208,1.958,,34.208,187.0,115.042,59.0,204.174
2011-04-03,189.87,63.0,45.417,30.0,2.435,1.333,1.375,0.042,,10.875,114.0,66.542,36.0,192.304
2011-04-04,189.714,67.0,42.542,16.0,3.19,2.762,3.0,0.238,,9.417,139.0,76.292,15.0,192.905
2011-04-05,190.182,54.0,36.167,19.0,5.773,9.13,10.826,1.696,,17.458,179.0,101.625,36.0,195.955
2011-04-06,190.682,74.0,47.667,16.0,10.136,12.565,13.957,1.391,,18.583,195.0,119.708,39.0,200.818
2011-04-07,190.045,69.0,55.542,39.0,11.773,15.913,17.478,1.565,,16.792,204.0,151.0,101.0,201.818
2011-04-08,189.591,91.0,77.667,58.0,15.182,23.522,25.13,1.609,,19.917,171.0,145.792,134.0,204.773
2011-04-09,187.909,91.0,73.583,55.0,6.409,4.913,5.0,0.087,,14.333,185.0,143.375,120.0,194.318
2011-04-10,190.409,80.0,49.167,26.0,6.682,8.826,9.391,0.565,,35.0,186.0,135.833,75.0,197.091
2011-04-11,192.545,74.0,55.042,26.0,12.182,15.348,17.826,2.478,,32.0,191.0,109.708,58.0,204.727
2011-04-12,190.455,76.0,51.417,29.0,7.682,12.783,13.478,0.696,,31.917,149.0,96.625,40.0,198.136
2011-04-13,192.905,74.0,47.583,16.0,13.857,19.217,22.043,2.826,,29.0,196.0,128.875,57.0,206.762
2011-04-14,192.091,78.0,50.542,12.0,14.364,17.583,20.667,3.083,,36.5,227.0,153.75,83.0,206.455
2011-04-15,189.091,77.0,67.75,43.0,11.682,14.833,16.542,1.708,,33.167,187.0,156.958,140.0,200.773
2011-04-16,190.5,83.0,62.375,43.0,8.636,5.958,7.083,1.125,,33.708,174.0,137.5,69.0,199.136
2011-04-17,188.773,71.0,46.083,20.0,5.227,4.458,5.083,0.625,,14.417,193.0,121.458,43.0,194.0
