date,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,54.0,17.25,-17.0
2011-01-02,77.0,29.792,0.0
2011-01-03,47.0,17.583,-8.0
2011-01-04,28.0,-3.167,-17.0
2011-01-05,15.0,-1.042,-15.0
2011-01-06,34.0,11.167,-2.0
2011-01-07,35.0,9.75,-12.0
2011-01-08,28.0,8.375,-5.0
2011-01-09,48.0,10.708,-22.0
2011-01-10,39.0,16.083,3.0
2011-01-11,5.0,-22.0,-47.0
2011-01-12,6.0,-24.042,-49.0
2011-01-13,15.0,-14.333,-45.0
2011-01-14,1.0,-17.833,-34.0
2011-01-15,19.0,-7.083,-34.0
2011-01-16,16.0,-6.958,-27.0
2011-01-17,27.0,0.5,-15.0
2011-01-18,65.0,26.25,-10.0
2011-01-19,51.0,21.333,-8.0
2011-01-20,27.0,11.083,-2.0
2011-01-21,13.0,-2.333,-18.0
2011-01-22,45.0,21.667,0.0
2011-01-23,53.0,24.5,-13.0
2011-01-24,24.0,-8.083,-25.0
2011-01-25,2.0,-23.417,-49.0
2011-01-26,-10.0,-33.792,-51.0
2011-01-27,-26.0,-37.217,-48.0
2011-01-28,-14.0,-41.5,-62.0
2011-01-29,-3.0,-37.5,-66.0
2011-01-30,9.0,-25.292,-57.0
2011-01-31,-16.0,-29.625,-47.0
2011-02-01,45.0,-9.25,-48.0
2011-02-02,-11.0,-29.792,-47.0
2011-02-03,4.0,-23.75,-63.0
2011-02-04,29.0,-11.458,-53.0
2011-02-05,36.0,1.417,-32.0
2011-02-06,54.0,16.5,-24.0
2011-02-07,62.0,36.042,17.0
2011-02-08,16.0,-16.125,-43.0
2011-02-09,-13.0,-29.25,-42.0
2011-02-10,19.0,-25.0,-50.0
2011-02-11,7.0,-29.292,-66.0
2011-02-12,1.0,-24.333,-49.0
2011-02-13,41.0,9.417,-14.0
2011-02-14,57.0,25.5,-12.0
2011-02-15,57.0,16.875,-16.0
2011-02-16,16.0,-13.292,-38.0
2011-02-17,10.0,-28.083,-58.0
2011-02-18,-7.0,-29.583,-53.0
2011-02-19,26.0,-17.167,-45.0
2011-02-20,36.0,5.261,-34.0
2011-02-21,70.0,25.875,-14.0
2011-02-22,41.0,1.917,-31.0
2011-02-23,108.0,30.125,-2.0
2011-02-24,61.0,37.542,2.0
2011-02-25,9.0,-1.125,-10.0
2011-02-26,28.0,1.125,-20.0
2011-02-27,8.0,-18.478,-45.0
2011-02-28,19.0,-18.792,-47.0
2011-03-01,94.0,37.708,-5.0
2011-03-02,43.0,9.75,-7.0
2011-03-03,40.0,5.708,-15.0
2011-03-04,21.0,1.458,-24.0
2011-03-05,70.0,11.5,-11.0
2011-03-06,104.0,68.042,40.0
2011-03-07,104.0,66.708,30.0
2011-03-08,57.0,35.208,5.0
2011-03-09,57.0,28.13,2.0
2011-03-10,16.0,7.042,-2.0
2011-03-11,32.0,12.458,0.0
2011-03-12,56.0,18.333,-3.0
2011-03-13,41.0,9.5,-8.0
2011-03-14,49.0,20.083,-15.0
2011-03-15,59.0,28.875,10.0
2011-03-16,61.0,27.875,3.0
2011-03-17,57.0,34.417,3.0
2011-03-18,87.0,63.083,47.0
2011-03-19,54.0,15.0,-3.0
2011-03-20,62.0,25.125,-6.0
2011-03-21,55.0,29.417,-5.0
2011-03-22,110.0,70.0,21.0
2011-03-23,99.0,48.583,1.0
2011-03-24,81.0,32.542,2.0
2011-03-25,86.0,40.333,11.0
2011-03-26,52.0,21.0,-1.0
2011-03-27,97.0,51.458,-9.0
2011-03-28,111.0,71.125,44.0
2011-03-29,109.0,68.043,31.0
2011-03-30,176.0,117.958,69.0
2011-03-31,172.0,92.5,13.0
2011-04-01,102.0,63.375,29.0
2011-04-02,109.0,74.333,28.0
2011-04-03,73.0,38.583,19.0
2011-04-04,64.0,35.083,8.0
2011-04-05,131.0,81.375,19.0
2011-04-06,166.0,103.208,56.0
2011-04-07,168.0,130.25,73.0
2011-04-08,193.0,138.042,89.0
2011-04-09,90.0,80.75,71.0
2011-04-10,115.0,82.75,54.0
2011-04-11,129.0,73.167,42.0
2011-04-12,94.0,61.958,23.0
2011-04-13,178.0,112.042,34.0
2011-04-14,212.0,146.417,76.0
2011-04-15,179.0,137.417,95.0
2011-04-16,172.0,122.375,75.0
2011-04-17,137.0,89.75,54.0
2011-04-18,119.0,78.708,34.0
2011-04-19,83.0,47.875,4.0
2011-04-20,99.0,57.75,17.0
2011-04-21,99.0,75.375,39.0
2011-04-22,88.0,78.208,62.0
2011-04-23,126.0,102.0,83.0
2011-04-24,156.0,117.75,82.0
2011-04-25,134.0,102.0,79.0
2011-04-26,158.0,119.75,77.0
2011-04-27,182.0,141.083,98.0
2011-04-28,193.0,136.292,78.0
2011-04-29,140.0,102.917,76.0
2011-04-30,183.0,135.083,92.0
2011-05-01,203.0,155.125,115.0
2011-05-02,154.0,132.958,108.0
2011-05-03,162.0,121.875,98.0
2011-05-04,153.0,121.083,100.0
2011-05-05,125.0,97.792,75.0
2011-05-06,114.0,99.917,85.0
2011-05-07,195.0,142.417,95.0
2011-05-08,210.0,164.708,128.0
2011-05-09,207.0,152.583,120.0
2011-05-10,237.0,164.458,115.0
2011-05-11,186.0,152.833,130.0
2011-05-12,145.0,123.792,107.0
2011-05-13,201.0,161.792,127.0
2011-05-14,208.0,171.625,134.0
2011-05-15,230.0,160.0,109.0
2011-05-16,208.0,155.913,96.0
2011-05-17,218.0,169.5,120.0
2011-05-18,226.0,164.75,111.0
2011-05-19,215.0,175.542,120.0
2011-05-20,243.0,206.333,170.0
2011-05-21,260.0,212.5,174.0
2011-05-22,189.0,139.917,106.0
2011-05-23,183.0,144.083,103.0
2011-05-24,161.0,135.458,116.0
2011-05-25,204.0,150.292,94.0
2011-05-26,166.0,138.333,95.0
2011-05-27,193.0,164.625,134.0
2011-05-28,167.0,156.125,151.0
2011-05-29,176.0,157.417,136.0
2011-05-30,135.0,120.583,99.0
2011-05-31,131.0,102.917,83.0
2011-06-01,118.0,103.25,83.0
2011-06-02,170.0,131.583,99.0
2011-06-03,214.0,177.458,136.0
2011-06-04,220.0,182.917,138.0
2011-06-05,228.0,198.25,172.0
2011-06-06,259.0,211.792,161.0
2011-06-07,248.0,201.625,154.0
2011-06-08,229.0,191.125,159.0
2011-06-09,218.0,183.0,150.0
2011-06-10,241.0,201.542,167.0
2011-06-11,258.0,206.625,179.0
2011-06-12,244.0,205.875,166.0
2011-06-13,230.0,193.333,171.0
2011-06-14,220.0,186.5,149.0
2011-06-15,222.0,177.667,143.0
2011-06-16,202.0,175.583,133.0
2011-06-17,201.0,179.5,170.0
2011-06-18,209.0,186.458,166.0
2011-06-19,260.0,209.375,160.0
2011-06-20,256.0,214.917,172.0
2011-06-21,264.0,219.208,187.0
2011-06-22,311.0,266.583,203.0
2011-06-23,259.0,235.5,218.0
2011-06-24,297.0,249.958,206.0
2011-06-25,192.0,179.208,173.0
2011-06-26,174.0,170.833,166.0
2011-06-27,188.0,180.333,168.0
2011-06-28,263.0,222.917,186.0
2011-06-29,293.0,251.167,213.0
2011-06-30,319.0,272.542,219.0
2011-07-01,270.0,235.375,201.0
2011-07-02,247.0,223.875,211.0
2011-07-03,262.0,238.042,215.0
2011-07-04,283.0,239.125,215.0
2011-07-05,272.0,238.208,215.0
2011-07-06,288.0,241.833,207.0
2011-07-07,249.0,226.167,197.0
2011-07-08,310.0,264.333,224.0
2011-07-09,314.0,280.625,246.0
2011-07-10,331.0,284.542,252.0
2011-07-11,296.0,256.458,239.0
2011-07-12,292.0,260.75,231.0
2011-07-13,302.0,270.0,238.0
2011-07-14,308.0,274.833,231.0
2011-07-15,324.0,281.25,244.0
2011-07-16,289.0,261.875,236.0
2011-07-17,315.0,280.583,236.0
2011-07-18,293.0,264.25,238.0
2011-07-19,268.0,244.375,229.0
2011-07-20,237.0,199.167,157.0
2011-07-21,200.0,170.625,149.0
