date,PM25_mean,SPM_mean
2011-01-01,,13.833
2011-01-02,,10.708
2011-01-03,,7.083
2011-01-04,,9.583
2011-01-05,,8.833
2011-01-06,,9.75
2011-01-07,,8.417
2011-01-08,,7.625
2011-01-09,,9.667
2011-01-10,,11.609
2011-01-11,,8.739
2011-01-12,,8.333
2011-01-13,,11.261
2011-01-14,,11.792
2011-01-15,,11.958
2011-01-16,,10.25
2011-01-17,,10.792
2011-01-18,,14.875
2011-01-19,,15.167
2011-01-20,,10.875
2011-01-21,,10.542
2011-01-22,,6.5
2011-01-23,,9.875
2011-01-24,,10.292
2011-01-25,,12.25
2011-01-26,,9.75
2011-01-27,,13.826
2011-01-28,,12.458
2011-01-29,,10.792
2011-01-30,,9.875
2011-01-31,,12.583
2011-02-01,,13.667
2011-02-02,,10.125
2011-02-03,,12.208
2011-02-04,,11.375
2011-02-05,,13.042
2011-02-06,,20.25
2011-02-07,,17.0
2011-02-08,,11.625
2011-02-09,,9.958
2011-02-10,,12.917
2011-02-11,,11.583
2011-02-12,,10.208
2011-02-13,,13.875
2011-02-14,,16.625
2011-02-15,,20.0
2011-02-16,,10.083
2011-02-17,,14.208
2011-02-18,,9.75
2011-02-19,,11.75
2011-02-20,,17.565
2011-02-21,,19.708
2011-02-22,,16.583
2011-02-23,,14.5
2011-02-24,,22.708
2011-02-25,,13.5
2011-02-26,,12.167
2011-02-27,,12.333
2011-02-28,,18.0
2011-03-01,,29.333
2011-03-02,,15.833
2011-03-03,,12.75
2011-03-04,,14.792
2011-03-05,,12.652
2011-03-06,,9.667
2011-03-07,,12.25
2011-03-08,,16.091
2011-03-09,,20.542
2011-03-10,,12.583
2011-03-11,,12.292
2011-03-12,,13.0
2011-03-13,,10.583
2011-03-14,,13.208
2011-03-15,,21.5
2011-03-16,,21.875
2011-03-17,,27.708
2011-03-18,,26.333
2011-03-19,,9.217
2011-03-20,,8.375
2011-03-21,,11.708
2011-03-22,,26.333
2011-03-23,,26.708
2011-03-24,,7.333
2011-03-25,,9.792
2011-03-26,,12.792
2011-03-27,,17.75
2011-03-28,,21.125
2011-03-29,,20.826
2011-03-30,,27.542
2011-03-31,,23.583
2011-04-01,,20.583
2011-04-02,,19.958
2011-04-03,,13.542
2011-04-04,,9.833
2011-04-05,,13.875
2011-04-06,,18.875
2011-04-07,,26.545
2011-04-09,,14.286
2011-04-10,,21.0
2011-04-11,,23.208
2011-04-12,,20.667
2011-04-13,,35.625
2011-04-14,,38.875
2011-04-15,,47.708
2011-04-16,,29.917
2011-04-17,,13.75
2011-04-18,,15.375
2011-04-19,,11.292
2011-04-20,,10.5
2011-04-21,,13.792
2011-04-22,,14.25
2011-04-23,,18.125
2011-04-24,,12.583
2011-04-25,,18.625
2011-04-26,,20.167
2011-04-27,,39.125
2011-04-28,,16.458
2011-04-29,,10.292
2011-04-30,,22.292
2011-05-01,,34.792
2011-05-02,,16.917
2011-05-03,,14.0
2011-05-04,,20.292
2011-05-05,,16.167
2011-05-06,,11.083
2011-05-07,,22.042
