date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,17.417,19.667,2.25,16.5
2011-01-02,6.348,7.261,0.913,10.875
2011-01-03,4.25,4.708,0.458,9.042
2011-01-04,9.917,10.958,1.042,11.625
2011-01-05,4.944,5.111,0.167,10.833
2011-01-06,12.545,14.318,1.773,11.708
2011-01-07,7.917,9.042,1.125,10.708
2011-01-08,7.125,8.208,1.083,11.25
2011-01-09,20.043,29.696,9.652,12.25
2011-01-10,13.522,14.174,0.652,14.13
2011-01-11,8.625,9.292,0.667,12.625
2011-01-12,14.0,22.208,8.208,10.792
2011-01-13,17.348,21.0,3.652,14.913
2011-01-14,10.167,14.583,4.417,14.042
2011-01-15,4.333,4.417,0.083,14.125
2011-01-16,9.391,10.783,1.391,12.833
2011-01-17,16.958,20.542,3.583,13.583
2011-01-18,25.167,36.458,11.292,17.917
2011-01-19,14.167,16.0,1.833,18.458
2011-01-20,9.167,10.0,0.833,14.0
2011-01-21,13.917,15.75,1.833,12.917
2011-01-22,12.083,14.5,2.417,8.125
2011-01-23,7.13,8.087,0.957,11.583
2011-01-24,12.609,14.913,2.304,10.739
2011-01-25,12.792,14.458,1.667,14.5
2011-01-26,11.208,13.333,2.125,12.042
2011-01-27,11.652,12.826,1.174,13.45
2011-01-28,8.0,8.917,0.917,13.167
2011-01-29,9.125,10.083,0.958,11.083
2011-01-30,12.739,14.261,1.522,11.125
2011-01-31,12.792,16.375,3.583,10.583
2011-02-01,13.917,18.458,4.542,14.375
2011-02-02,9.333,11.167,1.833,11.792
2011-02-03,17.542,22.75,5.208,10.958
2011-02-04,15.208,17.875,2.667,11.0
2011-02-05,11.958,14.292,2.333,15.333
2011-02-06,25.955,38.864,12.391,18.261
2011-02-07,20.739,31.696,10.957,18.217
2011-02-08,6.708,7.75,1.042,13.167
2011-02-09,7.167,7.917,0.75,10.167
2011-02-10,12.87,15.304,2.435,11.875
2011-02-11,13.542,15.917,2.375,14.542
2011-02-12,5.833,6.625,0.792,11.167
2011-02-13,18.174,21.087,2.913,14.083
2011-02-14,22.833,26.917,4.083,16.917
