date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,8.542,11.25,2.708,3.458,
2011-01-02,8.833,11.875,3.042,1.5,
2011-01-03,9.833,14.917,5.083,3.739,
2011-01-04,4.875,7.333,2.458,1.5,
2011-01-05,17.522,31.348,13.826,1.476,
2011-01-06,19.833,32.25,12.417,1.708,
2011-01-07,19.5,38.583,19.083,1.792,
2011-01-08,11.542,16.5,4.958,1.5,
2011-01-09,14.167,21.25,7.083,5.833,
2011-01-10,21.167,35.083,13.917,5.043,
2011-01-11,11.833,25.5,13.667,2.792,
2011-01-12,18.583,29.25,10.667,2.25,
2011-01-13,11.125,15.375,4.25,4.792,
2011-01-14,17.083,27.75,10.667,2.667,
2011-01-15,17.667,25.625,7.958,2.125,
2011-01-16,21.042,29.042,8.0,1.958,
2011-01-17,16.273,24.364,8.091,1.273,
2011-01-18,22.792,39.625,16.833,2.333,
2011-01-19,23.208,41.042,17.833,1.5,
2011-01-20,15.708,19.833,4.125,1.958,
2011-01-21,22.5,33.375,10.875,1.667,
2011-01-22,12.208,20.833,8.625,1.208,
2011-01-23,6.875,8.958,2.083,1.042,
2011-01-24,8.917,11.542,2.625,1.522,
2011-01-25,11.208,15.167,3.958,2.292,
2011-01-26,11.0,15.208,4.208,1.417,
2011-01-27,22.333,31.875,9.542,2.375,
2011-01-28,17.5,29.417,11.917,2.875,
2011-01-29,12.333,16.917,4.583,2.792,
2011-01-30,16.542,24.958,8.417,1.708,
2011-01-31,20.125,33.667,13.542,4.043,
2011-02-01,8.391,12.391,4.0,2.652,
2011-02-02,7.292,9.667,2.375,1.292,
2011-02-03,18.292,28.083,9.792,2.333,
2011-02-04,14.958,24.583,9.625,2.833,
2011-02-05,13.667,21.208,7.542,2.583,
2011-02-06,25.25,48.0,22.75,1.958,
2011-02-07,4.417,6.083,1.667,1.652,
2011-02-08,5.458,7.542,2.083,1.0,
2011-02-09,15.818,24.136,8.318,1.227,
2011-02-10,18.375,30.958,12.583,1.958,
2011-02-11,10.0,16.167,6.167,1.583,
2011-02-12,14.625,24.75,10.125,2.458,
2011-02-13,27.783,48.739,20.957,2.739,
2011-02-14,29.458,82.708,53.25,1.0,
2011-02-15,20.75,28.833,8.083,1.25,
2011-02-16,16.542,27.875,11.333,1.375,
2011-02-17,6.417,8.625,2.208,1.542,
2011-02-18,5.375,7.042,1.667,1.375,
2011-02-19,12.917,16.667,3.75,2.125,
2011-02-20,16.083,23.25,7.167,1.458,
2011-02-21,21.083,31.958,10.875,2.217,
