date,PM25_mean
2013-01-08,11.917
2013-01-09,11.0
2013-01-10,13.25
2013-01-11,28.958
2013-01-12,37.583
2013-01-13,24.958
2013-01-14,8.125
2013-01-15,11.417
2013-01-16,13.417
2013-01-17,45.0
2013-01-18,39.583
2013-01-19,15.833
2013-01-20,32.417
2013-01-21,19.478
2013-01-22,24.083
2013-01-23,18.708
2013-01-24,17.375
2013-01-25,12.5
2013-01-26,21.208
2013-01-27,9.833
2013-01-28,17.5
2013-01-29,28.583
2013-01-30,30.208
2013-01-31,29.583
2013-02-01,32.25
2013-02-02,19.208
2013-02-03,38.042
2013-02-04,9.583
2013-02-05,9.333
2013-02-06,6.375
2013-02-07,8.417
2013-02-08,4.042
2013-02-09,4.417
2013-02-10,7.125
2013-02-11,6.25
2013-02-12,4.75
2013-02-13,4.417
2013-02-14,6.625
2013-02-15,8.208
2013-02-16,18.75
2013-02-17,19.625
2013-02-18,10.667
2013-02-19,11.304
2013-02-20,10.792
2013-02-21,20.333
2013-02-22,23.958
2013-02-23,22.0
2013-02-24,24.125
2013-02-25,49.292
2013-02-26,34.625
2013-02-27,16.667
2013-02-28,49.042
2013-03-01,32.458
2013-03-02,14.208
2013-03-03,7.5
2013-03-04,10.0
2013-03-05,21.875
2013-03-06,13.25
2013-03-07,13.958
2013-03-08,17.708
2013-03-09,31.708
2013-03-10,9.667
2013-03-11,7.125
2013-03-12,7.375
2013-03-13,5.375
2013-03-14,15.458
2013-03-15,23.125
2013-03-16,28.75
2013-03-17,20.739
2013-03-18,27.833
2013-03-19,31.542
2013-03-20,15.875
2013-03-21,12.625
2013-03-22,15.708
2013-03-23,32.875
2013-03-24,32.125
2013-03-25,13.917
2013-03-26,14.5
2013-03-27,10.708
2013-03-28,23.917
2013-03-29,9.5
2013-03-30,13.625
2013-03-31,16.083
2014-01-01,9.583
2014-01-02,13.542
2014-01-03,8.292
2014-01-04,14.458
2014-01-05,23.875
2014-01-06,21.889
2014-01-07,8.444
2014-01-08,13.333
2014-01-09,21.25
2014-01-10,33.417
2014-01-11,29.25
2014-01-12,11.917
2014-01-13,9.542
2014-01-14,15.458
2014-01-15,7.042
2014-01-16,37.375
2014-01-17,23.917
2014-01-18,8.792
2014-01-19,38.167
2014-01-20,33.739
2014-01-21,35.042
2014-01-22,14.208
2014-01-23,15.542
2014-01-24,13.417
2014-01-25,15.083
2014-01-26,16.042
2014-01-27,25.792
2014-01-28,14.333
2014-01-29,12.333
2014-01-30,10.708
2014-01-31,12.083
2014-02-01,9.542
2014-02-02,13.75
2014-02-03,9.958
2014-02-04,26.417
2014-02-05,34.375
2014-02-06,24.0
2014-02-07,18.458
2014-02-08,26.958
2014-02-09,5.542
2014-02-10,22.208
2014-02-11,17.958
2014-02-12,20.667
2014-02-13,8.375
2014-02-14,8.375
2014-02-15,21.542
2014-02-16,27.083
2014-02-17,29.458
2014-02-18,36.167
2014-02-19,18.375
2014-02-20,9.455
2014-02-21,14.208
2014-02-22,7.25
2014-02-23,32.833
2014-02-24,22.167
2014-02-25,25.0
2014-02-26,15.292
2014-02-27,14.625
2014-02-28,21.542
2014-03-01,14.083
2014-03-02,22.708
2014-03-03,15.792
2014-03-04,18.625
2014-03-05,15.917
2014-03-06,17.417
2014-03-07,14.75
2014-03-08,11.0
2014-03-09,14.792
2014-03-10,11.625
2014-03-11,16.708
2014-03-12,26.958
2014-03-13,18.208
2014-03-14,20.5
2014-03-15,15.542
2014-03-16,25.25
2014-03-17,21.636
2014-03-18,12.333
2014-03-19,8.417
2014-03-20,15.875
2014-03-21,22.167
2014-03-22,78.625
2014-03-23,9.542
2014-03-24,12.667
2014-03-25,14.125
2014-03-26,18.667
2014-03-27,21.083
2014-03-28,21.792
2014-03-29,15.0
2014-03-30,25.833
2014-03-31,24.792
2014-04-01,14.625
2014-04-02,18.375
2014-04-03,20.833
2014-04-04,10.875
2014-04-05,14.042
2014-04-06,15.042
2014-04-07,16.583
2014-04-08,14.875
2014-04-09,23.75
2014-04-10,29.792
2014-04-11,25.917
2014-04-12,32.708
2014-04-13,16.5
2014-04-14,12.333
2014-04-15,18.125
2014-04-16,24.696
2014-04-17,15.417
2014-04-18,20.75
2014-04-19,22.875
2014-04-20,15.083
2014-04-21,20.333
2014-04-22,27.083
2014-04-23,26.875
2014-04-24,19.667
2014-04-25,22.25
2014-04-26,19.75
2014-04-27,16.917
2014-04-28,6.875
2014-04-29,6.625
2014-04-30,6.417
2014-05-01,12.708
2014-05-02,29.652
2014-05-03,25.083
2014-05-04,14.083
2014-05-05,19.167
2014-05-06,18.833
2014-05-07,20.542
2014-05-08,21.208
2014-05-09,21.25
2014-05-10,13.292
2014-05-11,21.0
2014-05-12,17.167
2014-05-13,34.583
2014-05-14,21.75
2014-05-15,18.364
2014-05-16,21.667
2014-05-17,25.833
2014-05-18,24.292
2014-05-19,27.542
2014-05-20,15.333
2014-05-21,25.25
2014-05-22,39.875
2014-05-23,17.0
2014-05-24,21.25
2014-05-25,15.917
2014-05-26,19.292
2014-05-27,39.333
2014-05-28,51.25
2014-05-29,42.292
2014-05-30,39.042
2014-05-31,37.417
2014-06-01,39.0
2014-06-02,24.417
2014-06-03,5.083
2014-06-04,3.333
2014-06-05,9.125
2014-06-06,6.458
2014-06-07,13.042
2014-06-08,12.542
2014-06-09,16.458
2014-06-10,16.75
2014-06-11,6.043
2014-06-12,4.292
2014-06-13,25.083
2014-06-14,38.917
2014-06-15,32.167
2014-06-16,27.182
2014-06-17,15.833
2014-06-18,5.583
2014-06-19,20.375
2014-06-20,18.5
2014-06-21,14.042
2014-06-22,7.833
2014-06-23,7.958
2014-06-24,18.875
2014-06-25,27.375
2014-06-26,28.125
2014-06-27,11.25
2014-06-28,18.5
2014-06-29,14.833
2014-06-30,29.0
2014-07-01,40.792
2014-07-02,31.042
2014-07-03,12.375
2014-07-04,6.875
2014-07-05,10.958
2014-07-06,5.958
2014-07-07,3.417
2014-07-08,15.0
2014-07-09,4.75
2014-07-10,10.958
2014-07-11,25.583
2014-07-12,26.708
2014-07-13,7.875
2014-07-14,13.0
2014-07-15,6.375
2014-07-16,6.167
2014-07-17,5.167
2014-07-18,5.708
2014-07-19,7.375
2014-07-20,16.417
2014-07-21,29.417
2014-07-22,14.75
2014-07-23,8.917
2014-07-24,9.833
2014-07-25,8.25
2014-07-26,8.875
2014-07-27,13.75
2014-07-28,12.25
2014-07-29,14.458
2014-07-30,20.708
2014-07-31,6.75
2014-08-01,5.208
2014-08-02,5.583
2014-08-03,8.083
2014-08-04,13.0
2014-08-05,16.136
2014-08-06,9.208
2014-08-07,15.25
2014-08-08,8.833
2014-08-09,7.583
2014-08-10,6.792
2014-08-11,11.042
2014-08-12,12.042
2014-08-13,19.542
2014-08-14,13.125
2014-08-15,2.958
2014-08-16,3.208
2014-08-17,5.333
2014-08-18,4.375
2014-08-19,1.917
2014-08-20,2.75
2014-08-21,3.792
2014-08-22,10.167
2014-08-23,16.708
2014-08-24,4.292
2014-08-25,6.958
2014-08-26,13.25
2014-08-27,10.208
2014-08-28,5.792
2014-08-29,6.083
2014-08-30,9.833
2014-08-31,8.792
2014-09-01,8.75
2014-09-02,16.792
2014-09-03,16.364
2014-09-04,4.208
2014-09-05,10.0
2014-09-06,11.917
2014-09-07,11.375
2014-09-08,12.5
2014-09-09,21.667
2014-09-10,30.625
2014-09-11,19.0
2014-09-12,8.083
2014-09-13,8.25
2014-09-14,6.375
2014-09-15,8.667
2014-09-16,4.875
2014-09-17,12.458
2014-09-18,8.458
2014-09-19,10.417
2014-09-20,6.458
2014-09-21,12.333
2014-09-22,14.25
2014-09-23,21.958
2014-09-24,7.667
2014-09-25,4.042
2014-09-26,6.208
2014-09-27,7.5
2014-09-28,7.208
2014-09-29,21.636
2014-09-30,19.708
2014-10-01,11.333
2014-10-02,8.917
2014-10-03,19.667
2014-10-04,11.333
2014-10-05,8.75
2014-10-06,9.833
2014-10-07,9.042
2014-10-08,8.042
2014-10-09,13.083
2014-10-10,14.083
2014-10-11,16.833
2014-10-12,14.25
2014-10-13,6.833
2014-10-14,9.25
2014-10-15,10.208
2014-10-16,20.696
2014-10-17,10.917
2014-10-18,10.333
2014-10-19,23.083
2014-10-20,18.708
2014-10-21,14.792
2014-10-22,5.625
2014-10-23,7.5
2014-10-24,9.708
2014-10-25,14.125
2014-10-26,18.833
2014-10-27,17.25
2014-10-28,12.042
2014-10-29,18.174
2014-10-30,23.708
2014-10-31,27.583
2014-11-01,11.125
2014-11-02,12.292
2014-11-03,9.75
2014-11-04,9.458
2014-11-05,11.292
2014-11-06,13.75
2014-11-07,29.375
2014-11-08,25.708
2014-11-09,15.708
2014-11-10,13.375
2014-11-11,10.167
2014-11-12,26.0
2014-11-13,6.917
2014-11-14,7.292
2014-11-15,12.333
2014-11-16,11.458
2014-11-17,18.333
2014-11-18,17.208
2014-11-19,13.958
2014-11-20,9.208
2014-11-21,15.0
2014-11-22,16.75
2014-11-23,14.792
2014-11-24,17.5
2014-11-25,5.75
2014-11-26,9.5
2014-11-27,7.5
2014-11-28,12.708
2014-11-29,9.417
2014-11-30,6.0
2014-12-01,12.25
2014-12-02,8.292
2014-12-03,13.917
2014-12-04,12.333
2014-12-05,9.458
2014-12-06,9.083
2014-12-07,12.667
2014-12-08,15.375
2014-12-09,15.042
2014-12-10,9.917
2014-12-11,19.75
2014-12-12,15.042
2014-12-13,10.458
2014-12-14,8.542
2014-12-15,12.375
2014-12-16,16.0
2014-12-17,7.333
2014-12-18,6.458
2014-12-19,9.542
2014-12-20,18.792
2014-12-21,8.125
2014-12-22,12.417
2014-12-23,17.458
2014-12-24,22.208
2014-12-25,13.0
2014-12-26,9.583
2014-12-27,9.417
2014-12-28,13.417
2014-12-29,28.125
2014-12-30,39.333
2014-12-31,28.083
2015-01-01,26.667
2015-01-02,22.875
2015-01-03,19.625
2015-01-04,47.583
2015-01-05,27.542
2015-01-06,15.417
2015-01-07,20.583
2015-01-08,12.708
2015-01-09,14.125
2015-01-10,23.167
2015-01-11,20.042
2015-01-12,10.292
2015-01-13,11.458
2015-01-14,14.208
2015-01-15,21.458
2015-01-16,29.958
2015-01-17,19.792
2015-01-18,13.545
2015-01-19,7.417
2015-01-20,11.875
2015-01-21,12.833
2015-01-22,9.167
2015-01-23,21.458
2015-01-24,8.875
2015-01-25,10.833
2015-01-26,18.917
2015-01-27,22.75
2015-01-28,20.083
2015-01-29,3.167
2015-01-30,4.458
2015-01-31,25.333
2015-02-01,26.208
2015-02-02,15.125
2015-02-03,11.042
2015-02-04,27.333
2015-02-05,15.25
2015-02-06,13.208
2015-02-07,17.375
2015-02-08,17.958
2015-02-09,33.889
2015-02-10,11.857
2015-02-11,20.167
2015-02-12,12.875
2015-02-13,4.583
2015-02-14,13.708
2015-02-15,8.917
2015-02-16,13.458
2015-02-17,10.773
2015-02-18,9.917
2015-02-19,10.25
2015-02-20,10.667
2015-02-21,15.167
2015-02-22,7.958
2015-02-23,13.25
2015-02-24,18.125
2015-02-25,12.375
2015-02-26,22.125
2015-02-27,28.292
2015-02-28,23.25
2015-03-01,14.208
2015-03-02,18.542
2015-03-03,15.042
2015-03-04,18.708
2015-03-05,20.417
2015-03-06,9.708
2015-03-07,13.083
2015-03-08,25.0
2015-03-09,8.5
2015-03-10,11.25
2015-03-11,13.25
2015-03-12,18.625
2015-03-13,16.292
2015-03-14,24.917
2015-03-15,21.909
2015-03-16,15.667
2015-03-17,16.958
2015-03-18,6.958
2015-03-19,20.833
2015-03-20,16.333
2015-03-21,8.042
2015-03-22,12.75
2015-03-23,20.292
2015-03-24,10.458
2015-03-25,8.583
2015-03-26,15.0
2015-03-27,26.5
2015-03-28,23.167
2015-03-29,27.625
2015-03-30,23.833
2015-03-31,23.208
2015-04-01,13.417
2015-04-02,21.333
2015-04-03,9.708
2015-04-04,8.5
2015-04-05,10.708
2015-04-06,3.958
2015-04-07,12.458
2015-04-08,12.875
2015-04-09,14.5
2015-04-10,7.708
2015-04-11,10.042
2015-04-12,14.042
2015-04-13,6.5
2015-04-14,11.864
2015-04-15,23.417
2015-04-16,22.542
2015-04-17,24.792
2015-04-18,18.75
2015-04-19,17.75
2015-04-20,3.792
2015-04-21,12.333
2015-04-22,18.167
2015-04-23,33.833
2015-04-24,23.833
2015-04-25,35.208
2015-04-26,22.375
2015-04-27,23.75
2015-04-28,28.125
2015-04-29,10.667
2015-04-30,8.0
2015-05-01,13.75
