date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,190.708,3.458,5.75,3.208,5.25,2.042,7.333,83.0,15.042,-27.0,196.458
2011-01-02,187.167,2.958,5.292,3.625,6.042,2.417,6.5,114.0,37.208,-24.0,192.458
2011-01-03,187.083,2.083,1.667,1.458,2.958,1.5,3.625,90.0,47.292,-4.0,188.75
2011-01-04,187.304,3.13,3.478,4.087,8.478,4.391,3.875,92.0,25.083,-29.0,190.783
2011-01-05,187.958,2.208,1.0,4.292,9.25,4.958,4.083,65.0,32.583,-4.0,188.958
2011-01-06,188.5,3.333,5.667,9.042,20.333,11.292,10.167,105.0,36.5,-15.0,194.167
2011-01-07,188.792,2.708,2.333,5.125,10.917,5.792,6.583,73.0,32.958,-2.0,191.125
2011-01-08,190.917,2.208,1.208,2.333,4.125,1.792,5.292,77.0,24.958,-17.0,192.125
2011-01-09,190.792,3.75,7.167,7.333,15.667,8.333,9.5,86.0,15.708,-41.0,197.958
2011-01-10,190.167,5.542,11.333,10.583,28.917,18.333,18.043,93.0,33.167,-26.0,201.5
2011-01-11,193.235,3.5,8.706,8.0,21.167,13.167,9.917,102.0,31.542,-12.0,201.941
2011-01-12,198.375,2.5,8.042,5.458,13.792,8.333,6.333,63.0,9.958,-34.0,206.417
2011-01-13,198.208,4.042,13.458,9.292,27.167,17.875,4.458,124.0,27.417,-52.0,211.667
2011-01-14,201.083,3.0,9.583,3.958,8.417,4.458,3.833,64.0,26.542,-10.0,210.667
2011-01-15,201.833,3.458,13.0,5.208,9.25,4.042,9.708,72.0,27.333,-21.0,214.833
2011-01-16,201.13,4.348,17.522,11.348,23.957,12.609,15.625,46.0,20.958,-13.0,218.652
2011-01-17,200.5,4.458,20.0,11.208,27.167,15.958,12.375,68.0,15.0,-27.0,220.5
2011-01-18,199.125,3.958,17.667,10.375,24.25,13.875,19.583,77.0,11.083,-45.0,216.792
2011-01-19,197.625,4.625,17.583,9.875,24.375,14.5,15.958,91.0,35.167,-28.0,215.208
2011-01-20,200.0,4.542,19.0,11.542,26.708,15.167,28.583,24.0,15.833,5.0,219.0
2011-01-21,198.833,3.708,16.708,8.083,18.375,10.292,15.083,38.0,25.25,12.0,215.542
2011-01-22,195.5,3.5,17.5,4.792,11.625,6.833,4.542,87.0,46.625,15.0,213.0
2011-01-23,196.136,5.0,18.864,7.773,21.682,13.909,11.375,91.0,36.208,2.0,215.0
2011-01-24,196.708,3.333,13.25,7.917,17.333,9.417,7.625,60.0,15.208,-23.0,209.958
2011-01-25,200.167,4.292,15.667,9.458,27.583,18.125,16.208,78.0,14.75,-33.0,215.833
2011-01-26,201.042,3.833,13.583,8.208,21.167,12.958,7.375,45.0,-1.375,-43.0,214.625
2011-01-27,203.125,5.125,17.375,9.75,24.708,14.958,9.167,65.0,-5.5,-55.0,220.5
2011-01-28,201.5,3.333,13.167,5.5,13.208,7.708,8.833,41.0,-0.75,-39.0,214.667
2011-01-29,201.417,2.25,8.125,2.333,4.667,2.333,4.208,38.0,5.542,-18.0,209.542
2011-01-30,200.958,2.917,9.75,6.083,13.625,7.542,5.417,53.0,3.917,-32.0,210.708
2011-01-31,201.417,4.958,12.667,8.75,23.208,14.458,7.583,82.0,5.958,-55.0,214.083
2011-02-01,199.375,3.792,13.042,8.458,21.792,13.333,6.875,85.0,11.375,-54.0,212.417
2011-02-02,195.727,2.957,8.5,5.87,13.565,7.696,7.5,32.0,2.458,-41.0,204.227
2011-02-03,193.042,4.0,12.75,9.25,23.542,14.292,6.792,60.0,-7.417,-62.0,205.792
2011-02-04,191.458,4.167,13.458,7.542,16.875,9.333,11.417,103.0,18.208,-60.0,204.917
2011-02-05,191.875,3.792,10.917,4.917,8.333,3.417,13.167,82.0,29.75,-10.0,202.792
2011-02-06,193.042,5.625,18.083,10.5,25.542,15.042,27.542,80.0,29.833,-25.0,211.125
2011-02-07,191.375,7.333,28.25,10.375,32.625,22.25,38.208,105.0,64.75,37.0,219.625
2011-02-08,184.833,2.625,8.875,5.375,11.208,5.833,2.5,82.0,52.167,7.0,193.708
2011-02-09,188.375,2.875,9.75,7.167,17.125,9.958,6.125,62.0,14.667,-29.0,198.125
2011-02-10,189.792,3.667,12.542,9.417,23.583,14.167,7.292,90.0,32.0,-27.0,202.333
2011-02-11,188.0,2.875,8.875,4.583,8.625,4.042,6.875,74.0,21.167,-23.0,196.875
2011-02-12,189.167,2.458,7.958,3.0,5.75,2.75,3.833,62.0,14.167,-43.0,197.125
2011-02-13,190.048,4.13,11.905,10.261,22.13,11.87,9.455,73.0,25.625,-22.0,201.952
2011-02-14,194.625,6.792,21.833,13.875,35.75,21.875,44.333,59.0,22.917,-11.0,216.458
2011-02-15,190.292,5.25,18.042,8.0,23.167,15.167,25.375,125.0,55.292,10.0,208.333
2011-02-16,188.792,3.917,13.833,10.167,19.167,9.0,17.083,49.0,17.542,-13.0,202.625
2011-02-17,189.792,3.708,12.292,8.292,20.208,11.917,16.875,81.0,21.625,-28.0,202.083
2011-02-18,189.708,2.542,6.958,3.917,8.333,4.417,8.792,36.0,3.167,-40.0,196.667
2011-02-19,190.958,2.958,7.417,3.708,7.583,3.875,5.208,76.0,4.375,-55.0,198.375
2011-02-20,191.542,4.083,11.875,9.458,23.875,14.417,12.833,103.0,22.125,-44.0,203.417
2011-02-21,189.708,4.042,15.417,10.083,24.833,14.75,12.75,141.0,54.833,-37.0,205.125
2011-02-22,190.167,4.125,14.75,8.667,18.208,9.542,20.917,105.0,58.875,0.0,204.917
2011-02-23,189.375,4.875,20.583,10.667,27.542,16.875,33.125,119.0,70.208,39.0,209.958
2011-02-24,187.292,3.875,10.583,8.625,17.167,8.542,18.125,153.0,102.292,76.0,197.875
2011-02-25,189.75,4.0,16.0,7.833,12.875,5.042,14.333,73.0,49.417,24.0,205.75
2011-02-26,188.833,3.083,11.833,3.958,7.292,3.333,3.125,82.0,29.917,-6.0,200.667
2011-02-27,190.5,2.333,7.417,5.542,10.75,5.208,8.0,62.0,24.75,-10.0,197.917
2011-02-28,192.792,4.25,11.583,9.333,19.708,10.375,9.875,54.0,6.458,-54.0,204.375
2011-03-01,,4.167,,9.542,21.458,11.917,11.542,122.0,56.375,0.0,
