date,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,78.0,59.166666666666664,34.0,69.0,8.666666666666666,-41.0
2011-01-02,84.0,57.208333333333336,35.0,78.0,21.041666666666668,-29.0
2011-01-03,66.0,48.166666666666664,27.0,73.0,23.0,-10.0
2011-01-04,85.0,61.73913043478261,43.0,67.0,4.130434782608695,-56.0
2011-01-05,61.0,45.916666666666664,28.0,47.0,12.791666666666666,-14.0
2011-01-06,62.0,46.0,26.0,89.0,28.125,-24.0
2011-01-07,66.0,45.625,23.0,60.0,17.208333333333332,-13.0
2011-01-08,73.0,52.166666666666664,29.0,70.0,9.833333333333334,-26.0
2011-01-09,82.0,57.708333333333336,34.0,67.0,9.166666666666666,-45.0
2011-01-10,72.0,56.958333333333336,35.0,80.0,28.75,-14.0
2011-01-11,86.0,54.458333333333336,33.0,67.0,9.958333333333334,-29.0
2011-01-12,63.0,46.708333333333336,24.0,47.0,-7.833333333333333,-38.0
2011-01-13,75.0,48.625,25.0,103.0,21.0,-64.0
2011-01-14,66.0,45.291666666666664,27.0,59.0,15.25,-22.0
2011-01-15,71.0,53.208333333333336,39.0,59.0,17.541666666666668,-14.0
2011-01-16,67.0,53.791666666666664,41.0,40.0,11.083333333333334,-15.0
2011-01-17,67.0,50.083333333333336,30.0,63.0,16.208333333333332,-15.0
2011-01-18,76.0,56.125,30.0,64.0,2.8333333333333335,-46.0
2011-01-19,98.0,61.291666666666664,37.0,80.0,30.25,-12.0
2011-01-20,100.0,100.0,100.0,3.0,-2.2083333333333335,-7.0
2011-01-21,100.0,94.83333333333333,91.0,17.0,7.166666666666667,-4.0
2011-01-22,92.0,77.78571428571429,73.0,83.0,39.791666666666664,7.0
2011-01-23,82.0,63.0,48.0,77.0,40.25,4.0
2011-01-24,85.0,57.583333333333336,36.0,41.0,0.4583333333333333,-31.0
2011-01-25,88.0,54.583333333333336,28.0,62.0,6.958333333333333,-46.0
2011-01-26,76.0,52.625,28.0,32.0,-9.208333333333334,-42.0
2011-01-27,82.0,62.666666666666664,44.0,36.0,-14.208333333333334,-76.0
2011-01-28,88.0,54.291666666666664,30.0,34.0,-10.041666666666666,-53.0
2011-01-29,62.0,47.208333333333336,26.0,26.0,-13.125,-40.0
2011-01-30,66.0,47.916666666666664,23.0,45.0,-11.583333333333334,-48.0
2011-01-31,70.0,49.5,23.0,63.0,-0.2916666666666667,-44.0
2011-02-01,83.0,61.25,30.0,77.0,-9.166666666666666,-68.0
2011-02-02,70.0,43.041666666666664,23.0,9.0,-20.333333333333332,-53.0
2011-02-03,60.0,39.708333333333336,19.0,46.0,-10.708333333333334,-56.0
2011-02-04,61.0,45.541666666666664,25.0,79.0,12.666666666666666,-55.0
2011-02-05,70.0,53.291666666666664,30.0,79.0,20.125,-22.0
2011-02-06,100.0,80.0,52.0,51.0,12.416666666666666,-32.0
2011-02-07,100.0,80.6875,70.0,103.0,56.166666666666664,21.0
2011-02-08,61.0,40.583333333333336,25.0,67.0,32.916666666666664,-13.0
2011-02-09,63.0,45.625,29.0,52.0,5.375,-32.0
2011-02-10,62.0,44.041666666666664,24.0,81.0,24.791666666666668,-24.0
2011-02-11,68.0,50.375,22.0,68.0,9.875,-23.0
2011-02-12,64.0,48.333333333333336,28.0,58.0,9.041666666666666,-23.0
2011-02-13,82.0,54.291666666666664,33.0,52.0,12.666666666666666,-23.0
2011-02-14,100.0,80.3529411764706,60.0,48.0,10.625,-22.0
2011-02-15,97.0,61.6,41.0,104.0,37.125,-3.0
2011-02-16,88.0,57.791666666666664,32.0,51.0,5.125,-27.0
2011-02-17,93.0,67.25,33.0,42.0,-2.8333333333333335,-51.0
2011-02-18,92.0,49.333333333333336,25.0,15.0,-14.083333333333334,-39.0
2011-02-19,59.0,41.208333333333336,19.0,56.0,-2.8333333333333335,-59.0
2011-02-20,63.0,42.708333333333336,22.0,83.0,15.625,-49.0
2011-02-21,64.0,50.04545454545455,31.0,114.0,42.75,-21.0
2011-02-22,72.0,58.125,40.0,92.0,49.916666666666664,9.0
2011-02-23,99.0,76.0,36.0,120.0,64.0,22.0
2011-02-24,72.0,46.083333333333336,33.0,112.0,77.08333333333333,49.0
2011-02-25,100.0,83.25,69.0,65.0,36.916666666666664,3.0
2011-02-26,76.0,54.041666666666664,36.0,66.0,21.458333333333332,-5.0
2011-02-27,60.0,39.333333333333336,23.0,45.0,3.3333333333333335,-32.0
2011-02-28,61.0,48.166666666666664,30.0,53.0,0.5,-46.0
2011-03-01,98.0,73.0,51.0,115.0,54.25,1.0
2011-03-02,100.0,97.42857142857143,92.0,48.0,31.583333333333332,19.0
2011-03-03,100.0,62.095238095238095,41.0,94.0,49.125,14.0
2011-03-04,99.0,70.54166666666667,55.0,50.0,26.0,0.0
2011-03-05,100.0,97.6875,93.0,61.0,25.541666666666668,-5.0
2011-03-06,99.0,82.625,64.0,175.0,99.58333333333333,38.0
2011-03-07,99.0,65.4090909090909,37.0,133.0,95.25,67.0
2011-03-08,87.0,73.0,64.0,92.0,75.16666666666667,57.0
2011-03-09,100.0,96.0,81.0,68.0,43.916666666666664,16.0
2011-03-10,100.0,91.9090909090909,86.0,47.0,33.0,17.0
2011-03-11,100.0,84.0,73.0,56.0,33.708333333333336,10.0
2011-03-12,71.0,54.208333333333336,34.0,70.0,23.083333333333332,-13.0
2011-03-13,74.0,51.083333333333336,30.0,63.0,19.958333333333332,-19.0
2011-03-14,79.0,54.333333333333336,30.0,93.0,30.083333333333332,-23.0
2011-03-15,89.0,52.333333333333336,23.0,91.0,29.5,-25.0
