date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,7.958,10.042,2.083,,1.458,8.417,75.0,18.0,-19.0
2011-01-02,4.042,5.708,1.667,,1.125,3.625,100.0,33.75,-25.0
2011-01-03,2.0,2.417,0.417,,1.0,0.542,73.0,44.792,5.0
2011-01-04,4.609,6.043,1.435,,1.227,1.208,75.0,24.417,-17.0
2011-01-05,3.958,5.083,1.125,,1.0,1.167,57.0,25.333,-12.0
2011-01-06,11.792,16.0,4.208,,1.042,4.167,100.0,32.958,-34.0
2011-01-07,2.958,3.542,0.583,,1.0,0.083,62.0,31.875,-1.0
2011-01-08,4.917,6.25,1.333,,1.0,0.708,65.0,19.208,-20.0
2011-01-09,8.417,10.875,2.458,,1.208,8.167,78.0,18.542,-30.0
2011-01-10,15.5,22.083,6.583,,1.542,8.208,89.0,36.333,-24.0
2011-01-11,7.625,11.083,3.458,,1.208,6.458,92.0,29.0,-8.0
2011-01-12,5.917,7.625,1.708,,1.042,0.083,50.0,7.208,-26.0
2011-01-13,8.708,13.667,4.958,,1.458,3.917,113.0,26.167,-58.0
2011-01-14,5.208,6.458,1.25,,1.375,2.167,51.0,21.042,-18.0
2011-01-15,10.292,13.667,3.375,,1.375,6.458,70.0,27.375,-29.0
2011-01-16,12.304,16.522,4.217,,1.348,10.708,43.0,20.958,-9.0
2011-01-17,11.542,15.542,4.0,,0.583,9.167,67.0,17.083,-11.0
2011-01-18,13.042,16.208,3.167,,0.917,16.0,77.0,15.583,-32.0
2011-01-19,11.292,14.833,3.542,,0.833,11.583,86.0,36.125,-19.0
2011-01-20,20.25,26.583,6.333,,1.0,24.125,20.0,11.75,2.0
2011-01-21,9.25,11.542,2.292,,0.667,15.458,33.0,20.792,11.0
2011-01-22,5.958,8.917,2.958,,0.083,1.458,83.0,46.0,19.0
2011-01-23,8.273,13.364,5.091,,0.455,3.609,89.0,32.875,4.0
2011-01-24,7.167,8.792,1.625,,0.375,3.5,59.0,17.833,-12.0
2011-01-25,9.5,13.208,3.708,,0.542,4.708,77.0,13.5,-34.0
2011-01-26,5.917,7.208,1.292,,0.458,1.25,34.0,-4.0,-41.0
2011-01-27,8.042,11.417,3.375,,1.042,5.375,52.0,-3.208,-51.0
2011-01-28,3.875,4.792,0.917,,0.542,5.042,29.0,-5.583,-39.0
2011-01-29,2.083,2.083,0.0,,0.5,1.292,28.0,-1.042,-27.0
2011-01-30,5.625,6.875,1.25,,0.542,1.167,38.0,0.583,-44.0
2011-01-31,8.083,11.458,3.375,,1.5,2.375,74.0,5.792,-56.0
2011-02-01,6.25,8.583,2.333,,0.833,3.333,72.0,6.083,-56.0
2011-02-02,2.696,3.217,0.522,,1.0,1.083,21.0,-4.333,-44.0
2011-02-03,6.958,9.208,2.25,,0.917,1.833,58.0,-7.708,-66.0
2011-02-04,8.5,11.583,3.083,,1.542,6.208,89.0,18.042,-52.0
2011-02-05,6.042,7.417,1.375,,1.375,9.625,81.0,33.875,-18.0
2011-02-06,11.792,15.25,3.458,,1.417,23.625,76.0,29.875,-18.0
2011-02-07,14.375,24.625,10.25,,0.708,27.167,102.0,62.958,35.0
2011-02-08,1.375,1.542,0.167,,1.167,0.5,79.0,45.125,-6.0
2011-02-09,6.0,7.833,1.833,,1.042,0.708,52.0,8.083,-40.0
2011-02-10,10.125,14.833,4.708,,1.25,3.292,85.0,28.958,-25.0
2011-02-11,2.667,2.917,0.25,,1.042,1.833,55.0,24.417,-15.0
2011-02-12,2.0,2.333,0.333,,1.042,2.458,47.0,12.167,-39.0
2011-02-13,10.174,13.261,3.087,,1.304,8.167,66.0,24.292,-21.0
2011-02-14,19.792,29.167,9.375,,1.458,34.125,53.0,23.792,-8.0
2011-02-15,8.542,17.25,8.708,,1.667,24.292,115.0,53.208,16.0
2011-02-16,11.5,14.75,3.25,,1.292,11.5,48.0,14.417,-9.0
2011-02-17,8.208,11.542,3.333,,1.167,8.625,73.0,20.75,-28.0
2011-02-18,1.458,1.583,0.125,,1.0,3.75,25.0,2.0,-31.0
2011-02-19,4.0,4.5,0.5,,1.0,2.5,72.0,6.167,-61.0
2011-02-20,8.417,10.625,2.208,,1.208,4.333,96.0,26.042,-40.0
2011-02-21,8.042,10.083,2.042,,1.25,8.667,131.0,53.0,-30.0
