date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,210.625,7.083,30.167,18.083,37.083,19.0,12.75,81.0,19.917,-22.0,240.792
2011-01-02,203.542,4.708,20.042,11.083,26.375,15.292,13.708,107.0,34.125,-24.0,223.583
2011-01-03,195.167,3.667,9.833,8.375,18.917,10.542,5.917,92.0,49.542,17.0,205.0
2011-01-04,198.913,5.609,22.043,17.565,43.783,26.217,6.783,96.0,27.958,-27.0,220.957
2011-01-05,196.667,4.0,17.75,17.667,45.958,28.292,12.5,70.0,32.417,6.0,214.417
2011-01-06,199.708,5.917,28.0,28.0,79.25,51.25,22.0,105.0,46.167,-4.0,227.708
2011-01-07,200.667,4.75,22.167,20.917,57.542,36.625,13.333,80.0,37.833,6.0,222.833
2011-01-08,202.333,5.458,21.0,13.333,31.083,17.75,8.708,83.0,37.125,1.0,223.333
2011-01-09,206.375,7.792,33.0,22.125,62.417,40.292,11.875,88.0,27.292,-26.0,239.375
2011-01-10,205.5,7.625,38.5,27.75,82.625,54.875,19.292,99.0,43.042,-17.0,244.0
2011-01-11,204.083,6.792,43.083,27.458,100.833,73.375,19.708,108.0,37.958,5.0,247.167
2011-01-12,199.458,6.25,28.0,26.833,91.208,64.375,11.958,67.0,19.5,-18.0,227.458
2011-01-13,199.75,6.792,36.833,30.708,103.208,72.5,14.333,114.0,35.542,-32.0,236.583
2011-01-14,199.75,6.208,22.875,18.208,52.542,34.333,13.833,71.0,32.917,-1.0,222.625
2011-01-15,204.917,8.083,32.208,18.875,41.125,22.25,16.458,75.0,23.958,-30.0,237.125
2011-01-16,203.583,7.333,30.458,25.5,72.917,47.417,26.917,45.0,23.375,-11.0,234.042
2011-01-17,201.208,6.25,31.25,26.792,74.208,47.417,12.917,70.0,30.583,-9.0,232.458
2011-01-18,207.864,10.455,54.636,36.0,143.261,107.261,27.0,79.0,19.542,-34.0,262.5
2011-01-19,204.667,7.333,40.708,27.625,105.208,77.583,27.417,96.0,39.208,-25.0,245.375
2011-01-20,198.208,6.167,25.125,27.583,86.875,59.292,24.083,36.0,24.958,13.0,223.333
2011-01-21,198.0,6.0,24.917,25.042,74.708,49.667,11.292,40.0,29.958,22.0,222.917
2011-01-22,200.167,8.042,37.958,18.75,54.417,35.667,11.0,85.0,49.125,24.0,238.125
2011-01-23,199.167,6.5,34.25,19.375,81.5,62.125,12.792,86.0,34.792,4.0,233.417
2011-01-24,195.0,4.917,23.958,27.375,72.875,45.5,10.583,63.0,20.5,-3.0,218.958
2011-01-25,198.583,7.0,38.667,34.375,120.708,86.333,19.083,86.0,25.0,-19.0,237.25
2011-01-26,199.792,7.208,33.25,32.417,120.417,88.0,13.667,52.0,7.917,-32.0,233.042
2011-01-27,205.583,8.625,41.042,34.0,123.167,89.167,16.667,67.0,2.75,-51.0,246.625
2011-01-28,202.792,6.667,33.0,22.875,81.958,59.083,14.625,50.0,4.083,-35.0,235.792
2011-01-29,197.75,4.625,15.833,11.125,28.208,17.083,10.917,45.0,8.875,-25.0,213.583
2011-01-30,198.333,6.182,22.81,26.696,76.13,49.435,8.708,57.0,13.208,-23.0,221.143
2011-01-31,202.417,7.375,28.333,33.542,104.217,71.13,13.833,87.0,13.0,-47.0,230.75
2011-02-01,199.333,6.917,23.708,33.417,122.167,88.75,11.542,97.0,14.667,-48.0,223.042
2011-02-02,195.25,5.208,9.583,24.375,75.25,50.875,10.083,39.0,7.375,-22.0,204.833
2011-02-03,200.292,6.75,21.25,35.208,102.583,67.375,15.0,70.0,8.042,-41.0,221.542
2011-02-04,201.417,7.292,24.292,28.708,82.25,53.542,22.417,110.0,27.875,-45.0,225.708
2011-02-05,202.125,6.667,17.625,19.167,36.25,17.083,22.25,90.0,38.75,-10.0,219.75
2011-02-06,208.333,10.0,42.458,41.917,126.417,84.5,44.087,65.0,34.5,-10.0,250.792
2011-02-07,198.583,8.875,38.667,32.333,105.417,73.083,38.583,109.0,72.583,40.0,237.25
2011-02-08,191.417,4.708,9.708,20.917,57.5,36.583,9.833,85.0,55.833,10.0,201.125
2011-02-09,195.917,5.333,13.083,29.333,84.042,54.708,13.75,71.0,24.458,-20.0,209.0
2011-02-10,198.25,5.958,19.792,32.25,87.583,55.333,10.167,94.0,38.667,-13.0,218.042
2011-02-11,199.375,5.875,17.875,23.958,54.583,30.625,10.625,77.0,33.125,-12.0,217.25
2011-02-12,200.625,4.708,10.875,14.125,30.583,16.458,12.667,69.0,25.375,-25.0,211.5
2011-02-13,201.208,6.042,17.958,27.5,68.417,40.917,12.792,73.0,34.708,-18.0,219.167
2011-02-14,204.909,10.045,43.091,41.143,142.429,101.286,43.792,65.0,34.5,5.0,248.0
2011-02-15,202.25,9.417,36.875,34.0,115.167,81.167,29.583,124.0,58.75,30.0,239.125
2011-02-16,196.333,5.0,16.292,27.042,61.0,33.958,19.958,43.0,22.458,4.0,212.625
2011-02-17,197.0,5.708,22.25,27.667,82.417,54.75,26.208,86.0,24.125,-8.0,219.25
2011-02-18,195.292,4.667,10.0,18.5,47.208,28.708,17.208,46.0,10.875,-19.0,205.292
2011-02-19,199.667,5.292,12.75,17.042,31.0,13.958,8.833,78.0,13.25,-57.0,212.417
2011-02-20,205.125,6.667,24.917,33.542,90.667,57.125,15.125,103.0,34.0,-43.0,230.042
2011-02-21,202.625,7.042,31.333,36.667,111.083,74.417,20.75,143.0,62.375,-22.0,233.958
2011-02-22,198.417,4.625,13.625,21.833,45.25,23.417,24.458,111.0,67.333,31.0,212.042
2011-02-23,194.167,6.917,24.542,31.5,92.958,61.458,35.583,114.0,74.917,43.0,218.708
2011-02-24,195.0,5.292,11.5,23.75,49.75,26.0,29.875,151.0,103.75,70.0,206.5
2011-02-25,194.667,5.333,12.792,19.792,45.167,25.375,17.75,69.0,49.292,32.0,207.458
2011-02-26,197.083,5.292,15.208,15.417,31.708,16.292,8.583,87.0,41.875,8.0,212.292
2011-02-27,195.957,4.174,10.087,20.261,52.739,32.478,17.917,72.0,30.833,-6.0,206.043
2011-02-28,201.65,5.381,24.25,28.318,68.5,40.182,,56.0,15.792,-38.0,225.9
2011-03-01,198.75,6.25,33.958,29.125,75.792,46.667,20.417,112.0,63.583,5.0,232.708
2011-03-02,200.875,7.25,42.125,31.292,101.292,70.0,27.5,68.0,53.958,44.0,243.0
2011-03-03,196.083,4.083,19.833,13.958,22.708,8.75,17.208,119.0,70.458,36.0,215.917
2011-03-04,198.625,3.583,16.0,6.542,9.458,2.917,21.542,73.0,46.5,19.0,214.625
2011-03-05,199.208,7.5,34.667,34.083,98.167,64.083,18.304,77.0,41.875,6.0,233.875
2011-03-06,196.625,6.25,45.125,25.75,72.25,46.5,23.083,159.0,102.75,54.0,241.75
2011-03-07,193.625,4.875,26.375,18.25,30.25,12.0,42.667,167.0,125.667,96.0,220.0
2011-03-08,196.458,5.583,25.083,22.708,43.542,20.833,22.167,108.0,94.375,77.0,221.542
2011-03-09,196.708,5.542,24.542,26.75,60.042,33.292,24.208,86.0,67.333,46.0,221.25
2011-03-10,194.125,4.792,21.083,17.75,37.5,19.75,8.5,85.0,57.667,40.0,215.208
2011-03-11,192.25,4.208,18.375,10.417,16.917,6.5,9.583,96.0,55.833,31.0,210.625
2011-03-12,191.917,4.25,19.167,24.917,60.75,35.833,13.0,99.0,48.083,12.0,211.083
2011-03-13,196.625,4.958,21.708,28.875,66.125,37.25,14.583,94.0,52.333,0.0,218.333
2011-03-14,199.5,5.318,32.5,30.217,64.957,34.739,18.261,107.0,54.833,-1.0,232.0
2011-03-15,198.583,5.167,30.375,27.75,78.583,50.833,19.0,113.0,54.833,2.0,228.958
