date,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2012-01-06,,0.4583333333333333,,9.0,-60.583333333333336,-134.0
2012-01-07,,0.375,,16.0,-59.125,-118.0
2012-01-08,,0.4166666666666667,,53.0,-41.833333333333336,-112.0
2012-01-09,,0.5833333333333334,,38.0,-39.333333333333336,-93.0
2012-01-10,,0.5,,-17.0,-60.416666666666664,-95.0
2012-01-11,,0.4782608695652174,,-3.0,-61.291666666666664,-125.0
2012-01-12,,0.3333333333333333,,50.0,-44.666666666666664,-136.0
2012-01-13,,0.5416666666666666,,71.0,-0.041666666666666664,-66.0
2012-01-14,,0.9166666666666666,,-3.0,-11.208333333333334,-26.0
2012-01-15,,1.7272727272727273,,-29.0,-52.0,-114.0
2012-01-16,,0.9166666666666666,,18.0,-70.54166666666667,-121.0
2012-01-17,,1.0833333333333333,,-13.0,-51.375,-114.0
2012-01-18,,0.5,,-44.0,-65.375,-111.0
2012-01-19,,0.5,,15.0,-43.78260869565217,-88.0
2012-01-20,,1.0,,-3.0,-34.791666666666664,-101.0
2012-01-21,,0.7083333333333334,,37.0,-42.625,-130.0
2012-01-22,,0.8333333333333334,,51.0,-4.5,-37.0
2012-01-23,,0.5833333333333334,,22.0,-8.458333333333334,-29.0
2012-01-24,,0.875,,43.0,-8.791666666666666,-64.0
2012-01-25,,0.9166666666666666,,-4.0,-35.208333333333336,-70.0
2012-01-26,,0.6666666666666666,,-38.0,-65.58333333333333,-82.0
2012-01-27,,0.4166666666666667,,-18.0,-54.291666666666664,-89.0
2012-01-28,,0.375,,-8.0,-48.291666666666664,-104.0
2012-01-29,,0.34782608695652173,,7.0,-41.958333333333336,-80.0
2012-01-30,,1.5833333333333333,,10.0,-26.458333333333332,-87.0
2012-01-31,,0.8333333333333334,,42.0,-57.083333333333336,-139.0
2012-02-01,,1.0,,49.0,-28.166666666666668,-118.0
2012-02-02,,1.0,,132.0,42.666666666666664,-9.0
2012-02-03,,0.7083333333333334,,29.0,-8.125,-28.0
2012-02-04,,0.625,,43.0,11.041666666666666,-23.0
2012-02-05,,1.1666666666666667,,27.0,-8.0,-30.0
2012-02-06,,0.6521739130434783,,0.0,-35.041666666666664,-95.0
2012-02-07,,0.6666666666666666,,48.0,-19.083333333333332,-101.0
2012-02-08,,0.7916666666666666,,-21.0,-56.541666666666664,-73.0
2012-02-09,,0.7916666666666666,,-18.0,-68.625,-122.0
2012-02-10,,0.625,,22.0,-52.041666666666664,-144.0
2012-02-11,,1.7916666666666667,,-34.0,-56.583333333333336,-93.0
2012-02-12,,0.875,,-10.0,-65.20833333333333,-139.0
2012-02-13,,1.0833333333333333,,16.0,-24.375,-67.0
2012-02-14,,0.5,,42.0,-35.208333333333336,-101.0
2012-02-15,,0.9166666666666666,,-2.0,-37.916666666666664,-73.0
2012-02-16,,1.0833333333333333,,-54.0,-74.29166666666667,-90.0
2012-02-17,,0.625,,5.0,-66.79166666666667,-130.0
2012-02-18,,0.9166666666666666,,20.0,-25.916666666666668,-75.0
2012-02-19,,0.75,,-11.0,-49.375,-128.0
2012-02-20,,0.5416666666666666,,-2.0,-76.20833333333333,-152.0
2012-02-21,,1.0,,-17.0,-66.45833333333333,-116.0
2012-02-22,,0.9166666666666666,,10.0,-51.041666666666664,-135.0
2012-02-23,,1.3333333333333333,,-15.0,-53.833333333333336,-113.0
2012-02-24,,1.0,,-45.0,-72.5,-121.0
2012-02-25,,0.7916666666666666,,-28.0,-75.79166666666667,-120.0
2012-02-26,,0.9583333333333334,,27.0,-49.333333333333336,-120.0
2012-02-27,,1.125,,88.0,-0.625,-53.0
2012-02-28,,1.0,,103.0,7.875,-64.0
2012-03-01,,1.125,,100.0,21.0,-39.0
2012-03-02,,1.5416666666666667,,2.0,-21.666666666666668,-44.0
2012-03-03,,0.875,,8.0,-31.041666666666668,-74.0
2012-03-04,,0.7083333333333334,,43.0,-30.083333333333332,-98.0
2012-03-05,,1.2916666666666667,,53.0,-19.291666666666668,-82.0
2012-03-06,,2.0,,111.0,9.875,-88.0
2012-03-07,,2.75,,107.0,26.625,-38.0
2012-03-08,,2.4583333333333335,,127.0,68.33333333333333,7.0
2012-03-09,,1.5833333333333333,,170.0,81.04166666666667,11.0
2012-03-10,,1.5833333333333333,,155.0,34.75,-47.0
2012-03-11,,0.875,,27.0,-28.041666666666668,-62.0
2012-03-12,,0.8333333333333334,,134.0,13.875,-82.0
2012-03-13,,1.0416666666666667,,164.0,68.95833333333333,-23.0
2012-03-14,,1.0434782608695652,,16.0,-16.583333333333332,-64.0
2012-03-15,,0.7916666666666666,,86.0,-4.166666666666667,-82.0
2012-03-16,,1.2916666666666667,,111.0,31.375,-50.0
2012-03-17,,1.7916666666666667,,112.0,35.625,-23.0
2012-03-18,,1.1666666666666667,,152.0,81.54166666666667,10.0
2012-03-19,,1.25,,171.0,107.91666666666667,33.0
2012-03-20,,1.25,,137.0,88.41666666666667,41.0
2012-03-21,,0.9166666666666666,,62.0,1.6666666666666667,-43.0
2012-03-22,,1.0416666666666667,,157.0,53.75,-58.0
2012-03-23,,1.25,,92.0,36.0,-19.0
2012-03-24,,0.9583333333333334,,84.0,37.75,-4.0
2012-03-25,,0.875,,75.0,30.541666666666668,-23.0
2012-03-26,,0.8695652173913043,,75.0,1.5416666666666667,-55.0
2012-03-27,,1.125,,74.0,23.333333333333332,-42.0
2012-03-28,,1.0833333333333333,,183.0,92.08333333333333,6.0
2012-03-29,,1.0416666666666667,,166.0,87.08333333333333,14.0
2012-03-30,,0.8333333333333334,,86.0,32.083333333333336,-7.0
2012-03-31,,0.6666666666666666,,42.0,20.208333333333332,-6.0
2012-04-01,,0.625,,60.0,-2.375,-58.0
2012-04-02,,0.625,,107.0,18.583333333333332,-53.0
2012-04-03,,0.7083333333333334,,73.0,25.458333333333332,-14.0
2012-04-04,,0.9583333333333334,,28.0,2.625,-21.0
2012-04-05,,1.75,,81.0,37.916666666666664,-18.0
2012-04-06,,0.75,,27.0,-13.291666666666666,-47.0
2012-04-07,,0.4166666666666667,,2.0,-24.458333333333332,-55.0
2012-04-08,,0.5,,115.0,15.083333333333334,-62.0
2012-04-09,,1.5833333333333333,,138.0,75.79166666666667,-26.0
2012-04-10,,1.2083333333333333,,161.0,79.375,-4.0
2012-04-11,,0.6521739130434783,,106.0,60.5,29.0
2012-04-12,,0.8333333333333334,,181.0,102.0,51.0
2012-04-13,,0.8333333333333334,,150.0,93.54166666666667,28.0
2012-04-14,,0.5416666666666666,,64.0,45.75,-3.0
2012-04-15,,0.625,,139.0,67.58333333333333,-6.0
2012-04-16,,0.5416666666666666,,99.0,65.66666666666667,41.0
2012-04-17,,0.875,,122.0,65.58333333333333,0.0
2012-04-18,,1.4166666666666667,,141.0,79.33333333333333,-5.0
2012-04-19,,0.7083333333333334,,136.0,87.08333333333333,55.0
2012-04-20,,0.5833333333333334,,100.0,70.125,50.0
2012-04-21,,0.6666666666666666,,116.0,69.20833333333333,39.0
2012-04-22,,0.20833333333333334,,42.0,32.083333333333336,17.0
2012-04-23,,0.5,,96.0,71.83333333333333,43.0
2012-04-24,,0.75,,188.0,114.04166666666667,34.0
2012-04-25,,1.3333333333333333,,181.0,114.20833333333333,51.0
2012-04-26,,0.6956521739130435,,119.0,108.5,96.0
2012-04-27,,0.2916666666666667,,140.0,112.70833333333333,87.0
2012-04-28,,1.0416666666666667,,248.0,138.58333333333334,29.0
2012-04-29,,1.625,,235.0,151.83333333333334,48.0
2012-04-30,,1.0833333333333333,,178.0,131.04166666666666,86.0
2012-05-01,,0.5416666666666666,,154.0,125.54166666666667,93.0
2012-05-02,,0.16666666666666666,,126.0,113.375,98.0
2012-05-03,,0.375,,171.0,134.75,105.0
2012-05-04,,0.5,,198.0,134.79166666666666,102.0
2012-05-05,,0.5,,226.0,148.375,80.0
2012-05-06,,0.5,,149.0,90.29166666666667,23.0
2012-05-07,,0.7083333333333334,,174.0,98.29166666666667,1.0
2012-05-08,,0.8333333333333334,,206.0,135.20833333333334,74.0
2012-05-09,,0.6666666666666666,,164.0,103.375,53.0
2012-05-10,,0.2916666666666667,,139.0,79.66666666666667,37.0
2012-05-11,,0.13043478260869565,,92.0,69.125,39.0
2012-05-12,,0.16666666666666666,,101.0,59.708333333333336,19.0
2012-05-13,,0.375,,180.0,98.91666666666667,-2.0
2012-05-14,,1.0833333333333333,,197.0,122.79166666666667,21.0
2012-05-15,,0.75,,121.0,110.04166666666667,102.0
2012-05-16,,1.625,,195.0,136.54166666666666,69.0
2012-05-17,,2.0416666666666665,,208.0,129.29166666666666,43.0
2012-05-18,,0.7916666666666666,,125.0,90.41666666666667,42.0
2012-05-19,,0.75,,210.0,129.66666666666666,34.0
2012-05-20,,1.125,,202.0,132.29166666666666,65.0
2012-05-21,,0.8333333333333334,,199.0,130.125,57.0
2012-05-22,,0.4166666666666667,,128.0,97.04166666666667,60.0
2012-05-23,,0.5,,210.0,137.75,79.0
2012-05-24,,1.0833333333333333,,223.0,154.70833333333334,59.0
2012-05-25,,0.7083333333333334,,172.0,126.70833333333333,98.0
2012-05-26,,0.6666666666666666,,203.0,136.16666666666666,65.0
2012-05-27,,1.0416666666666667,,203.0,129.125,53.0
2012-05-28,,0.6666666666666666,,178.0,122.08333333333333,53.0
2012-05-29,,0.5833333333333334,,200.0,134.625,85.0
2012-05-30,,0.7083333333333334,,188.0,139.75,81.0
2012-05-31,,0.8333333333333334,,199.0,146.16666666666666,110.0
2012-06-01,,0.4166666666666667,,192.0,141.29166666666666,93.0
2012-06-02,,0.5833333333333334,,186.0,134.83333333333334,65.0
2012-06-03,,0.5416666666666666,,172.0,137.625,114.0
2012-06-04,,0.8333333333333334,,220.0,152.91666666666666,68.0
2012-06-05,,0.6086956521739131,,190.0,148.91666666666666,108.0
2012-06-06,,0.16666666666666666,,169.0,124.04166666666667,85.0
2012-06-07,,0.625,,193.0,145.04166666666666,68.0
2012-06-08,,1.1666666666666667,,237.0,173.41666666666666,99.0
2012-06-09,,0.16666666666666666,,150.0,132.95833333333334,119.0
2012-06-10,,0.4583333333333333,,200.0,154.70833333333334,103.0
2012-06-11,,0.391304347826087,,179.0,136.91666666666666,85.0
2012-06-12,,0.041666666666666664,,130.0,115.5,106.0
2012-06-13,,0.25,,166.0,130.66666666666666,97.0
2012-06-14,,0.5,,226.0,156.75,121.0
2012-06-15,,0.7083333333333334,,216.0,163.75,132.0
2012-06-16,,0.25,,143.0,136.66666666666666,129.0
2012-06-17,,0.4583333333333333,,245.0,175.20833333333334,118.0
2012-06-18,,1.2083333333333333,,255.0,186.58333333333334,106.0
2012-06-19,,0.6818181818181818,,179.0,165.79166666666666,157.0
2012-06-20,,0.6666666666666666,,253.0,212.91666666666666,150.0
2012-06-21,,0.5416666666666666,,231.0,187.75,147.0
2012-06-22,,0.4583333333333333,,233.0,169.375,107.0
2012-06-23,,0.625,,230.0,165.20833333333334,96.0
2012-06-24,,1.2083333333333333,,232.0,169.41666666666666,97.0
2012-06-25,,0.25,,170.0,136.125,121.0
2012-06-26,,0.4583333333333333,,196.0,149.5,116.0
2012-06-27,,0.6666666666666666,,216.0,153.25,89.0
2012-06-28,,0.6666666666666666,,211.0,147.20833333333334,79.0
2012-06-29,,0.8333333333333334,,229.0,168.375,119.0
2012-06-30,,0.75,,229.0,178.45833333333334,113.0
2012-07-01,,0.25,,171.0,158.66666666666666,148.0
2012-07-02,,0.8333333333333334,,246.0,191.875,146.0
2012-07-03,,0.43478260869565216,,205.0,169.75,139.0
2012-07-04,,0.9166666666666666,,264.0,203.20833333333334,141.0
2012-07-05,,0.6842105263157895,,248.0,203.125,171.0
2012-07-06,,0.043478260869565216,,233.0,186.79166666666666,164.0
2012-07-07,,0.0,,209.0,178.16666666666666,155.0
2012-07-08,,0.0,,209.0,180.375,156.0
2012-07-09,,0.08333333333333333,,244.0,195.83333333333334,165.0
2012-07-10,,0.0,,252.0,202.20833333333334,139.0
2012-07-11,,0.25,,250.0,204.54166666666666,159.0
2012-07-12,,0.0,,227.0,200.45833333333334,189.0
2012-07-13,,0.2727272727272727,,229.0,201.20833333333334,176.0
2012-07-14,,0.4583333333333333,,264.0,213.83333333333334,190.0
2012-07-15,,0.5,,277.0,223.95833333333334,188.0
2012-07-16,,0.5,,302.0,235.58333333333334,179.0
2012-07-17,,0.4583333333333333,,316.0,240.75,179.0
2012-07-18,,0.75,,301.0,239.66666666666666,182.0
2012-07-19,,0.75,,294.0,233.70833333333334,184.0
2012-07-20,,0.7083333333333334,,196.0,164.83333333333334,144.0
2012-07-21,,0.7916666666666666,,174.0,146.25,131.0
2012-07-22,,0.7083333333333334,,210.0,167.375,138.0
2012-07-23,,0.7083333333333334,,241.0,194.66666666666666,161.0
2012-07-24,,0.7083333333333334,,246.0,205.125,165.0
2012-07-25,,0.9565217391304348,,253.0,215.08333333333334,169.0
2012-07-26,,0.7916666666666666,,310.0,237.33333333333334,179.0
2012-07-27,,0.9166666666666666,,294.0,240.29166666666666,194.0
2012-07-28,,0.9583333333333334,,301.0,240.70833333333334,197.0
2012-07-29,,1.0,,295.0,229.875,188.0
2012-07-30,,0.8333333333333334,,275.0,225.79166666666666,199.0
2012-07-31,,0.9166666666666666,,285.0,228.08333333333334,171.0
2012-08-01,,0.9583333333333334,,274.0,218.33333333333334,153.0
2012-08-02,,0.8333333333333334,,300.0,235.29166666666666,182.0
2012-08-03,,1.1666666666666667,,287.0,220.75,170.0
2012-08-04,,0.875,,261.0,221.125,176.0
2012-08-05,,1.0416666666666667,,284.0,235.45833333333334,200.0
2012-08-06,,1.0,,253.0,205.45833333333334,169.0
2012-08-07,,0.875,,263.0,202.95833333333334,128.0
2012-08-08,,0.9583333333333334,,248.0,188.66666666666666,110.0
2012-08-09,,1.0,,248.0,203.20833333333334,148.0
2012-08-10,,1.0434782608695652,,281.0,215.54166666666666,173.0
2012-08-11,,0.9583333333333334,,258.0,210.45833333333334,174.0
2012-08-12,,0.9583333333333334,,270.0,225.16666666666666,187.0
2012-08-13,,0.875,,284.0,234.29166666666666,200.0
2012-08-14,,0.875,,279.0,220.66666666666666,188.0
2012-08-15,,0.8333333333333334,,239.0,214.375,191.0
2012-08-16,,0.8947368421052632,,308.0,235.66666666666666,185.0
2012-08-17,,1.4166666666666667,,281.0,220.45833333333334,181.0
2012-08-18,,0.8333333333333334,,270.0,210.25,161.0
2012-08-19,,0.8333333333333334,,258.0,217.16666666666666,181.0
2012-08-20,,1.375,,274.0,212.04166666666666,166.0
2012-08-21,,1.375,,290.0,220.95833333333334,153.0
2012-08-22,,1.125,,293.0,229.625,186.0
2012-08-23,,1.0,,293.0,219.75,170.0
2012-08-24,,1.0,,284.0,220.5,170.0
2012-08-25,,1.3333333333333333,,282.0,215.70833333333334,160.0
2012-08-26,,1.1666666666666667,,282.0,213.125,155.0
2012-08-27,,1.0833333333333333,,279.0,213.79166666666666,152.0
2012-08-28,,0.7727272727272727,,261.0,206.70833333333334,149.0
2012-08-29,,0.5833333333333334,,287.0,214.70833333333334,147.0
2012-08-30,,0.6666666666666666,,285.0,231.83333333333334,189.0
2012-08-31,,0.5,,281.0,228.70833333333334,196.0
2012-09-01,,0.3333333333333333,,241.0,198.29166666666666,173.0
2012-09-02,,0.20833333333333334,,214.0,188.04166666666666,167.0
2012-09-03,,0.16666666666666666,,225.0,194.54166666666666,175.0
2012-09-04,,0.5833333333333334,,268.0,203.58333333333334,159.0
2012-09-05,,0.4583333333333333,,279.0,204.29166666666666,130.0
2012-09-06,,0.3333333333333333,,255.0,186.25,141.0
2012-09-07,,0.5,,252.0,193.41666666666666,125.0
2012-09-08,,0.4166666666666667,,244.0,206.58333333333334,179.0
2012-09-09,,0.5416666666666666,,245.0,207.625,181.0
2012-09-10,,0.6666666666666666,,258.0,209.25,167.0
2012-09-11,,0.625,,234.0,188.16666666666666,161.0
2012-09-12,,0.5,,258.0,184.45833333333334,125.0
2012-09-13,,0.6363636363636364,,264.0,201.83333333333334,134.0
2012-09-14,,0.5416666666666666,,244.0,197.16666666666666,155.0
2012-09-15,,0.625,,234.0,200.91666666666666,177.0
2012-09-16,,0.5833333333333334,,242.0,204.04166666666666,167.0
2012-09-17,,0.4166666666666667,,246.0,209.91666666666666,192.0
2012-09-18,,0.6666666666666666,,255.0,208.16666666666666,184.0
2012-09-19,,0.25,,211.0,195.95833333333334,175.0
2012-09-20,,0.625,,242.0,190.5,140.0
2012-09-21,,0.4166666666666667,,207.0,173.75,150.0
2012-09-22,,0.5,,209.0,163.5,148.0
2012-09-23,,0.25,,149.0,140.375,123.0
2012-09-24,,0.3333333333333333,,193.0,144.20833333333334,112.0
2012-09-25,,0.4166666666666667,,198.0,137.33333333333334,79.0
2012-09-26,,0.4583333333333333,,212.0,137.45833333333334,63.0
2012-09-27,,0.3181818181818182,,184.0,139.75,92.0
2012-09-28,,0.5416666666666666,,230.0,158.41666666666666,91.0
2012-09-29,,0.4583333333333333,,238.0,183.33333333333334,126.0
2012-09-30,,0.5,,211.0,180.75,170.0
2012-10-01,,0.4583333333333333,,245.0,179.17391304347825,136.0
2012-10-02,,0.3333333333333333,,195.0,163.79166666666666,140.0
2012-10-03,,0.25,,183.0,159.79166666666666,146.0
2012-10-04,,0.3333333333333333,,214.0,155.25,93.0
2012-10-05,,0.3333333333333333,,219.0,144.08333333333334,77.0
2012-10-06,,0.5,,185.0,147.83333333333334,111.0
2012-10-07,,0.4166666666666667,,168.0,118.29166666666667,66.0
2012-10-08,,0.2916666666666667,,165.0,98.33333333333333,33.0
2012-10-09,,0.4166666666666667,,160.0,109.875,84.0
2012-10-10,,0.2916666666666667,,151.0,107.66666666666667,72.0
2012-10-11,,0.5454545454545454,,200.0,131.375,86.0
2012-10-12,,0.20833333333333334,,151.0,92.04166666666667,27.0
2012-10-13,,0.4166666666666667,,147.0,85.625,28.0
2012-10-14,,0.4583333333333333,,153.0,83.45833333333333,14.0
2012-10-15,,0.5,,190.0,94.16666666666667,15.0
2012-10-16,,0.4583333333333333,,176.0,86.20833333333333,19.0
2012-10-17,,0.375,,153.0,85.41666666666667,8.0
2012-10-18,,0.25,,141.0,111.95833333333333,75.0
2012-10-19,,0.16666666666666666,,118.0,70.70833333333333,2.0
2012-10-20,,0.375,,147.0,63.875,-2.0
2012-10-21,,0.5416666666666666,,187.0,87.5,23.0
2012-10-22,,0.5416666666666666,,151.0,78.875,4.0
2012-10-23,,0.08333333333333333,,123.0,90.875,65.0
2012-10-24,,0.21739130434782608,,107.0,54.958333333333336,2.0
2012-10-25,,0.4166666666666667,,133.0,61.083333333333336,4.0
2012-10-26,,0.5416666666666666,,154.0,86.0,9.0
2012-10-27,,0.2916666666666667,,101.0,89.45833333333333,75.0
2012-10-28,,0.08333333333333333,,91.0,79.41666666666667,65.0
2012-10-29,,0.16666666666666666,,119.0,65.375,0.0
2012-10-30,,0.4583333333333333,,126.0,54.5,-8.0
2012-10-31,,0.3333333333333333,,109.0,48.791666666666664,-1.0
2012-11-01,,0.3333333333333333,,128.0,56.291666666666664,-10.0
2012-11-02,,0.20833333333333334,,79.0,34.916666666666664,-11.0
2012-11-03,,0.20833333333333334,,83.0,35.666666666666664,-20.0
2012-11-04,,0.25,,146.0,50.541666666666664,-7.0
2012-11-05,,0.8260869565217391,,118.0,55.041666666666664,-6.0
2012-11-06,,0.20833333333333334,,107.0,78.41666666666667,42.0
2012-11-07,,0.375,,115.0,51.208333333333336,0.0
2012-11-08,,0.20833333333333334,,133.0,66.5,1.0
2012-11-09,,0.16666666666666666,,99.0,57.166666666666664,25.0
2012-11-10,,0.041666666666666664,,98.0,53.416666666666664,-5.0
2012-11-11,,0.16666666666666666,,62.0,32.416666666666664,-16.0
2012-11-12,,0.16666666666666666,,141.0,73.91666666666667,19.0
2012-11-13,,0.625,,101.0,52.083333333333336,-12.0
2012-11-14,,0.6666666666666666,,56.0,22.458333333333332,-4.0
