date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-03-12,71.0,50.291666666666664,28.0,8.083333333333334,9.083333333333334,1.0,3.0,95.0,41.5,1.0
2011-03-13,70.0,43.208333333333336,25.0,9.208333333333334,10.5,1.2916666666666667,2.375,87.0,40.541666666666664,0.0
2011-03-14,64.0,43.0,22.0,17.458333333333332,19.625,2.1666666666666665,9.875,104.0,50.583333333333336,-4.0
2011-03-15,80.0,46.583333333333336,22.0,14.208333333333334,19.541666666666668,5.333333333333333,11.458333333333334,92.0,45.791666666666664,-6.0
2011-03-16,61.0,39.25,18.0,23.695652173913043,26.130434782608695,2.4347826086956523,16.666666666666668,113.0,55.291666666666664,-2.0
2011-03-17,87.0,64.875,55.0,25.25,31.416666666666668,6.166666666666667,32.708333333333336,109.0,69.16666666666667,31.0
2011-03-18,91.0,83.45833333333333,73.0,20.083333333333332,27.125,7.041666666666667,33.625,109.0,85.875,59.0
2011-03-19,78.0,36.125,20.0,5.833333333333333,6.5,0.6666666666666666,3.25,88.0,61.583333333333336,19.0
2011-03-20,50.0,31.666666666666668,14.0,5.916666666666667,6.375,0.4583333333333333,4.75,131.0,67.375,8.0
2011-03-21,50.0,30.291666666666668,13.0,5.541666666666667,6.041666666666667,0.5,4.833333333333333,116.0,59.791666666666664,13.0
2011-03-22,62.0,38.916666666666664,19.0,20.0,23.75,3.75,16.833333333333332,142.0,70.875,-11.0
2011-03-23,92.0,68.20833333333333,45.0,19.625,20.708333333333332,1.0833333333333333,29.166666666666668,108.0,81.16666666666667,56.0
2011-03-24,91.0,59.416666666666664,23.0,13.916666666666666,16.958333333333332,3.0416666666666665,15.458333333333334,151.0,88.125,53.0
2011-03-25,83.0,44.5,14.0,8.666666666666666,9.333333333333334,0.6666666666666666,2.875,125.0,65.91666666666667,5.0
2011-03-26,62.0,38.125,22.0,9.541666666666666,10.75,1.2083333333333333,5.958333333333333,93.0,51.208333333333336,3.0
2011-03-27,65.0,39.708333333333336,15.0,18.083333333333332,20.333333333333332,2.25,11.625,148.0,75.70833333333333,-5.0
2011-03-28,75.0,48.25,27.0,14.363636363636363,16.727272727272727,2.3636363636363638,19.0,158.0,80.5,14.0
2011-03-29,59.0,36.125,12.0,15.458333333333334,17.0,1.5416666666666667,14.5,186.0,108.91666666666667,32.0
2011-03-30,68.0,44.375,22.0,30.375,39.208333333333336,8.833333333333334,25.208333333333332,191.0,121.29166666666667,56.0
2011-03-31,79.0,54.791666666666664,41.0,16.541666666666668,23.625,7.083333333333333,13.958333333333334,185.0,97.04166666666667,52.0
2011-04-01,69.0,45.625,20.0,10.208333333333334,14.0,3.7916666666666665,14.416666666666666,171.0,95.45833333333333,21.0
2011-04-02,77.0,44.625,20.0,9.375,13.458333333333334,4.083333333333333,23.541666666666668,200.0,103.29166666666667,39.0
2011-04-03,49.0,31.666666666666668,17.0,0.7083333333333334,0.7083333333333334,0.0,4.666666666666667,132.0,73.91666666666667,43.0
2011-04-04,54.0,32.708333333333336,17.0,2.2916666666666665,2.9583333333333335,0.6666666666666666,6.625,114.0,67.25,26.0
2011-04-05,49.0,25.541666666666668,12.0,6.291666666666667,8.5,2.2083333333333335,11.434782608695652,182.0,98.33333333333333,1.0
2011-04-06,50.0,31.083333333333332,8.0,8.541666666666666,12.083333333333334,3.5416666666666665,13.958333333333334,212.0,126.41666666666667,36.0
2011-04-07,55.0,41.22727272727273,20.0,13.0,18.5,5.5,26.181818181818183,205.0,128.0909090909091,77.0
2011-04-08,69.0,45.708333333333336,28.0,11.375,16.541666666666668,5.166666666666667,17.458333333333332,219.0,155.08333333333334,75.0
2011-04-09,85.0,66.5,41.0,9.666666666666666,15.458333333333334,5.791666666666667,16.583333333333332,165.0,141.08333333333334,123.0
2011-04-10,76.0,55.375,39.0,2.875,3.625,0.75,15.083333333333334,186.0,134.0,76.0
2011-04-11,63.0,44.833333333333336,32.0,4.208333333333333,5.75,1.5416666666666667,24.625,195.0,123.04166666666667,73.0
2011-04-12,44.0,24.291666666666668,13.0,3.782608695652174,4.3478260869565215,0.5652173913043478,9.208333333333334,143.0,93.41666666666667,48.0
2011-04-13,60.0,28.083333333333332,9.0,6.416666666666667,8.458333333333334,2.0416666666666665,21.0,230.0,127.04166666666667,16.0
2011-04-14,46.0,28.541666666666668,12.0,6.416666666666667,8.375,1.9583333333333333,24.958333333333332,242.0,158.16666666666666,69.0
2011-04-15,51.0,34.5,14.0,6.458333333333333,8.708333333333334,2.25,24.291666666666668,253.0,184.91666666666666,108.0
2011-04-16,59.0,42.125,27.0,3.0416666666666665,4.458333333333333,1.4166666666666667,29.0,247.0,153.125,89.0
2011-04-17,57.0,34.333333333333336,12.0,0.25,0.3333333333333333,0.08333333333333333,10.875,198.0,132.20833333333334,68.0
2011-04-18,81.0,60.458333333333336,50.0,4.375,5.75,1.375,21.333333333333332,166.0,136.375,116.0
2011-04-19,93.0,87.125,75.0,4.875,5.666666666666667,0.7916666666666666,14.291666666666666,115.0,88.33333333333333,57.0
2011-04-20,94.0,65.625,31.0,8.875,15.125,6.25,15.541666666666666,160.0,97.70833333333333,42.0
