date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,62.0,48.0,33.0,7.583333333333333,8.125,0.5416666666666666,0.125,10.791666666666666,90.0,36.166666666666664,0.0
2011-01-02,74.0,53.25,39.0,4.958333333333333,5.75,0.7916666666666666,0.0,7.583333333333333,103.0,41.75,-11.0
2011-01-03,57.0,44.708333333333336,26.0,3.2916666666666665,3.5416666666666665,0.25,0.0,4.291666666666667,85.0,39.916666666666664,7.0
2011-01-04,73.0,55.25,35.0,7.208333333333333,7.875,0.6666666666666666,0.0,6.75,75.0,25.541666666666668,-8.0
2011-01-05,69.0,50.041666666666664,26.0,9.043478260869565,9.826086956521738,0.782608695652174,0.0,5.086956521739131,67.0,25.541666666666668,-7.0
2011-01-06,58.0,42.416666666666664,23.0,14.041666666666666,16.875,2.8333333333333335,0.2916666666666667,7.458333333333333,105.0,43.0,-16.0
2011-01-07,67.0,48.625,23.0,7.333333333333333,8.166666666666666,0.8333333333333334,0.0,3.75,72.0,32.666666666666664,-5.0
2011-01-08,62.0,47.083333333333336,32.0,6.291666666666667,6.666666666666667,0.375,0.0,5.5,75.0,29.541666666666668,-6.0
2011-01-09,60.0,46.833333333333336,28.0,13.5,16.0,2.5,0.25,13.083333333333334,89.0,34.125,-9.0
2011-01-10,64.0,49.75,29.0,18.75,22.291666666666668,3.5416666666666665,0.375,14.416666666666666,105.0,48.708333333333336,3.0
2011-01-11,64.0,49.416666666666664,29.0,12.043478260869565,14.652173913043478,2.608695652173913,0.043478260869565216,14.869565217391305,71.0,25.5,-3.0
2011-01-12,48.0,38.375,26.0,7.791666666666667,8.833333333333334,1.0416666666666667,0.0,4.291666666666667,58.0,13.083333333333334,-20.0
2011-01-13,56.0,41.25,19.0,9.0,11.0,2.0,0.16666666666666666,5.333333333333333,121.0,37.416666666666664,-23.0
2011-01-14,63.0,43.791666666666664,28.0,7.125,8.0,0.875,0.0,8.125,62.0,28.291666666666668,2.0
2011-01-15,65.0,47.625,30.0,5.875,6.625,0.75,0.08333333333333333,7.625,79.0,33.25,-10.0
2011-01-16,53.0,42.791666666666664,34.0,14.416666666666666,17.041666666666668,2.625,0.0,16.166666666666668,60.0,33.083333333333336,17.0
2011-01-17,53.0,39.791666666666664,24.0,11.291666666666666,13.208333333333334,1.9166666666666667,0.08333333333333333,10.291666666666666,80.0,36.833333333333336,6.0
2011-01-18,54.0,45.0,30.0,19.130434782608695,23.652173913043477,4.521739130434782,0.30434782608695654,21.17391304347826,83.0,27.625,-15.0
2011-01-19,87.0,54.791666666666664,37.0,15.958333333333334,18.875,2.9166666666666665,0.3333333333333333,16.958333333333332,97.0,48.166666666666664,2.0
2011-01-20,94.0,92.04166666666667,89.0,23.25,28.75,5.5,0.0,20.416666666666668,23.0,13.0,4.0
2011-01-21,93.0,89.75,83.0,16.916666666666668,19.666666666666668,2.75,0.0,13.875,38.0,27.25,17.0
2011-01-22,94.0,82.0,67.0,14.25,17.333333333333332,3.0833333333333335,0.0,9.041666666666666,102.0,60.416666666666664,30.0
2011-01-23,79.0,54.125,36.0,9.666666666666666,11.375,1.7083333333333333,0.0,6.333333333333333,99.0,56.916666666666664,17.0
2011-01-24,69.0,47.583333333333336,27.0,12.25,14.541666666666666,2.2916666666666665,0.0,7.5,59.0,20.666666666666668,-9.0
2011-01-25,70.0,48.26086956521739,23.0,15.130434782608695,17.956521739130434,2.8260869565217392,0.17391304347826086,10.304347826086957,75.0,21.391304347826086,-19.0
2011-01-26,71.0,49.583333333333336,35.0,9.833333333333334,11.291666666666666,1.4583333333333333,0.0,5.166666666666667,34.0,4.833333333333333,-27.0
2011-01-27,66.0,53.833333333333336,35.0,12.125,14.416666666666666,2.2916666666666665,0.0,8.5,46.0,1.7083333333333333,-40.0
2011-01-28,69.0,48.291666666666664,30.0,7.75,8.5,0.75,0.0,8.25,38.0,4.291666666666667,-18.0
2011-01-29,68.0,49.875,30.0,9.5,10.375,0.875,0.0,6.833333333333333,32.0,-0.375,-29.0
2011-01-30,58.0,43.708333333333336,28.0,8.916666666666666,10.416666666666666,1.5,0.0,6.166666666666667,47.0,6.083333333333333,-24.0
2011-01-31,64.0,46.291666666666664,18.0,8.875,10.541666666666666,1.6666666666666667,0.041666666666666664,6.041666666666667,79.0,14.083333333333334,-35.0
2011-02-01,59.0,49.375,35.0,10.478260869565217,12.652173913043478,2.1739130434782608,0.21739130434782608,6.826086956521739,80.0,10.0,-41.0
2011-02-02,61.0,39.333333333333336,18.0,7.5,8.5,1.0,0.0,7.833333333333333,30.0,-0.3333333333333333,-25.0
2011-02-03,72.0,41.875,16.0,16.791666666666668,21.166666666666668,4.375,0.125,8.625,63.0,5.375,-51.0
2011-02-04,59.0,39.916666666666664,21.0,8.25,9.083333333333334,0.8333333333333334,0.2916666666666667,9.125,101.0,29.041666666666668,-29.0
2011-02-05,65.0,48.083333333333336,27.0,12.333333333333334,13.666666666666666,1.3333333333333333,0.375,15.375,100.0,43.208333333333336,0.0
2011-02-06,82.0,67.125,45.0,17.625,20.416666666666668,2.7916666666666665,0.16666666666666666,32.0,70.0,36.083333333333336,-11.0
2011-02-07,94.0,74.125,49.0,14.458333333333334,18.333333333333332,3.875,0.08333333333333333,18.083333333333332,120.0,77.91666666666667,40.0
2011-02-08,54.0,40.0,27.0,7.136363636363637,8.227272727272727,1.0909090909090908,0.045454545454545456,4.565217391304348,77.0,42.708333333333336,9.0
