date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-01,9.104,9.583,0.479,,4.875,34.979,192.0,13.167,205.167
2011-01-02,7.438,7.917,0.479,,1.521,10.375,189.75,11.167,200.917
2011-01-03,8.292,8.729,0.438,,5.958,32.312,192.375,11.333,203.708
2011-01-04,5.98,6.625,0.646,,2.104,15.334,191.125,9.042,200.167
2011-01-05,10.104,11.5,1.396,,1.375,10.062,189.792,10.292,200.083
2011-01-06,14.834,17.834,3.0,,2.334,11.875,190.875,11.458,202.333
2011-01-07,20.312,27.208,6.896,,2.73,15.979,194.583,20.625,215.208
2011-01-08,15.645,17.958,2.312,,1.666,11.75,192.708,14.75,207.458
2011-01-09,14.062,15.25,1.188,,8.812,40.25,195.625,15.292,210.917
2011-01-10,23.792,30.75,6.958,,8.456,54.979,197.25,16.5,213.75
2011-01-11,9.37,10.587,1.218,,2.391,18.042,191.696,10.391,202.087
2011-01-12,16.104,19.396,3.292,,1.604,15.75,193.833,13.208,207.042
2011-01-13,11.708,13.354,1.646,,4.542,25.688,193.208,10.667,203.875
2011-01-14,19.125,22.875,3.75,,4.188,27.312,197.292,18.333,215.625
2011-01-15,20.958,24.479,3.52,,4.584,16.896,195.667,27.542,223.208
2011-01-16,24.896,32.292,7.396,,2.417,14.771,194.458,17.333,211.792
2011-01-17,25.834,47.084,21.25,,0.828,12.77,206.045,36.136,242.182
2011-01-18,29.271,46.354,17.083,,3.208,19.792,194.208,20.75,214.958
2011-01-19,27.416,35.521,8.104,,2.396,18.042,190.792,19.542,210.333
2011-01-20,16.062,20.542,4.479,,2.625,9.854,187.958,16.792,204.75
2011-01-21,22.458,30.062,7.604,,3.625,11.312,191.0,20.042,211.042
2011-01-22,13.271,15.645,2.375,,1.438,15.0,192.708,15.167,207.875
2011-01-23,5.5,6.562,1.062,,1.0,4.354,190.208,8.208,198.417
2011-01-24,7.98,9.354,1.375,,1.458,11.25,193.042,8.0,201.042
2011-01-25,9.218,11.022,1.804,,2.674,15.895,193.304,9.435,202.739
2011-01-26,9.28,10.648,1.368,,1.895,6.47,193.5,10.042,203.542
2011-01-27,21.729,27.458,5.729,,3.271,25.958,194.833,15.75,210.583
2011-01-28,15.708,20.917,5.208,,3.834,30.479,193.708,15.167,208.875
2011-01-29,12.146,13.854,1.708,,4.167,17.146,193.375,12.375,205.75
2011-01-30,11.458,13.271,1.812,,2.917,14.87,191.625,11.625,203.25
2011-01-31,20.916,26.042,5.125,,5.27,24.208,197.083,16.458,213.542
2011-02-01,7.52,8.354,0.833,,3.979,30.375,192.458,10.708,203.167
2011-02-02,6.896,8.084,1.188,,1.125,8.688,193.167,9.5,202.667
2011-02-03,15.458,19.02,3.562,,1.604,12.73,193.458,13.375,206.833
2011-02-04,12.604,14.666,2.062,,4.396,21.812,191.583,11.458,203.042
2011-02-05,19.583,22.666,3.084,,4.146,41.396,195.042,15.75,210.792
2011-02-06,28.578,45.193,16.615,,4.396,45.75,192.583,19.0,211.583
2011-02-07,8.792,10.12,1.328,,2.188,20.729,190.591,10.136,200.727
2011-02-08,4.587,6.087,1.5,,0.892,5.896,191.13,7.87,199.0
2011-02-09,7.875,9.708,1.834,,1.021,9.458,190.75,8.792,199.542
2011-02-10,11.604,14.146,2.542,,1.834,9.0,190.583,10.375,200.958
2011-02-11,15.438,18.688,3.25,,2.25,10.417,193.958,14.667,208.625
2011-02-12,18.375,21.854,3.479,,3.375,18.333,197.583,25.583,223.167
2011-02-13,27.542,37.542,10.0,,1.492,17.652,194.125,17.208,211.333
2011-02-14,26.875,47.438,20.562,,1.271,12.833,192.333,22.042,214.375
2011-02-15,23.312,36.938,13.625,,1.938,23.458,194.0,21.5,215.5
2011-02-16,16.208,20.062,3.854,,1.646,11.584,193.75,14.292,208.042
2011-02-17,6.208,7.292,1.084,,1.854,12.25,191.417,8.667,200.083
2011-02-18,6.75,7.812,1.062,,1.104,11.166,193.708,8.875,202.583
2011-02-19,8.271,9.688,1.416,,1.188,6.938,193.583,9.667,203.25
2011-02-20,15.812,20.292,4.479,,1.835,10.042,192.667,12.375,205.042
2011-02-21,27.375,38.521,11.145,,2.875,18.688,191.208,17.458,208.667
2011-02-22,23.5,28.434,4.934,,1.848,21.646,190.348,13.913,204.261
2011-02-23,16.583,24.625,8.042,,2.208,19.146,189.417,12.875,202.292
2011-02-24,22.625,24.916,2.292,,7.167,36.688,191.75,15.542,207.292
2011-02-25,14.042,16.458,2.417,,2.271,25.229,191.458,14.958,206.417
2011-02-26,14.542,16.812,2.27,,1.771,6.458,190.292,28.542,218.833
2011-02-27,16.312,19.604,3.292,,1.438,8.792,192.292,13.667,205.958
2011-02-28,22.23,25.729,3.5,,2.188,13.562,193.667,14.458,208.125
2011-03-01,30.833,49.104,18.27,,3.084,20.229,192.708,22.125,214.833
2011-03-02,13.979,15.792,1.812,,1.167,8.896,185.667,11.708,197.375
2011-03-03,15.0,16.875,1.875,,3.458,15.438,188.833,14.917,203.75
2011-03-04,16.666,17.688,1.021,,1.396,12.292,191.958,13.125,205.083
2011-03-05,23.0,32.479,9.479,,1.042,7.13,190.696,17.391,208.087
2011-03-06,12.188,14.354,2.167,,1.312,16.5,191.667,14.458,206.125
2011-03-07,15.565,19.392,3.826,,3.26,39.312,196.565,16.304,212.87
2011-03-08,18.875,25.896,7.02,,2.5,44.0,205.25,20.5,225.75
2011-03-09,8.854,9.417,0.562,,1.417,21.208,191.833,9.875,201.708
2011-03-10,7.604,8.125,0.52,,1.02,10.771,192.5,13.417,205.917
2011-03-11,8.48,8.938,0.458,,3.583,20.708,195.333,10.375,205.708
2011-03-12,7.833,8.666,0.834,,1.25,7.166,195.042,11.042,206.083
2011-03-13,19.271,23.062,3.792,,2.646,13.521,196.083,17.833,213.917
