date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,PM25_mean
2011-01-25,192.498,65.0,52.042,34.0,5.64,14.625,18.653,4.028,9.229,19.458,4.0,2.125,0.4,198.138,18.542
2011-01-26,193.763,67.0,53.625,37.0,7.268,17.708,23.208,5.5,9.264,14.333,4.3,2.062,-0.3,201.03,11.167
2011-01-27,193.896,69.0,55.792,43.0,9.688,20.087,25.331,5.244,9.292,27.266,6.0,3.95,1.3,203.585,27.208
2011-01-28,192.489,67.0,59.75,44.0,8.84,21.265,24.95,3.685,8.562,29.417,6.4,4.354,2.7,201.33,26.208
2011-01-29,192.775,80.0,62.333,44.0,10.483,14.693,17.008,2.315,4.354,12.875,4.5,2.692,0.7,203.258,9.708
2011-01-30,194.589,76.0,62.125,44.0,14.504,23.104,36.959,13.855,4.805,12.644,5.4,2.879,0.0,209.092,10.708
2011-01-31,192.096,67.0,53.583,40.0,10.619,19.444,24.778,5.333,5.229,15.333,5.3,3.062,1.3,202.714,12.167
2011-02-01,193.214,85.0,54.125,32.0,14.049,22.458,29.208,6.75,6.458,22.222,6.6,3.575,0.5,207.264,21.125
2011-02-02,192.28,65.0,49.875,34.0,6.161,12.828,15.798,2.969,4.372,13.203,1.9,0.229,-1.0,198.44,9.833
2011-02-03,196.077,72.0,54.875,42.0,10.612,19.667,26.319,6.653,5.604,15.042,3.1,1.0,-2.7,206.688,13.083
2011-02-04,192.85,68.0,51.042,37.0,9.508,16.082,19.671,3.589,9.0,24.236,6.0,4.158,2.8,202.358,22.292
2011-02-05,196.082,71.0,54.583,36.0,14.894,21.37,25.157,3.788,10.75,41.792,6.7,4.479,0.3,210.976,37.583
2011-02-06,197.402,95.0,84.583,74.0,30.221,33.377,49.25,15.874,6.706,39.486,9.5,6.5,3.8,227.622,33.583
2011-02-07,193.95,96.0,82.25,54.0,17.812,28.347,41.583,13.236,5.78,20.919,8.5,7.367,5.1,211.762,18.087
2011-02-08,191.274,63.0,50.667,37.0,4.602,13.04,16.779,3.74,5.25,14.807,4.8,2.562,-0.2,195.877,10.0
2011-02-09,193.452,65.0,52.583,42.0,5.635,15.278,19.931,4.653,5.52,15.639,3.9,1.738,-0.5,199.087,12.292
2011-02-10,193.06,61.0,53.375,45.0,10.856,22.111,30.264,8.153,6.23,17.125,5.1,2.95,0.7,203.916,13.75
2011-02-11,191.524,63.0,51.458,39.0,9.504,17.37,21.455,4.085,5.812,17.528,5.8,3.996,1.5,201.028,11.625
2011-02-12,192.07,65.0,53.083,43.0,8.771,15.059,17.481,2.422,6.521,16.903,6.3,3.958,2.4,200.84,12.542
2011-02-13,197.032,95.0,75.75,54.0,26.54,34.728,49.583,14.855,5.304,25.495,5.0,3.379,2.2,223.572,22.917
2011-02-14,201.282,96.0,93.417,90.0,49.472,37.833,79.222,41.389,4.958,27.459,6.0,4.683,3.6,250.754,27.792
2011-02-15,201.35,96.0,83.375,63.0,39.616,32.292,72.875,40.583,6.0,33.0,6.6,4.242,2.4,240.966,32.333
2011-02-16,191.966,69.0,57.958,43.0,11.698,23.376,31.938,8.562,7.314,19.533,5.7,3.488,1.3,203.664,14.667
2011-02-17,191.092,67.0,50.917,35.0,8.04,14.944,18.264,3.319,5.854,17.278,5.8,3.329,1.3,199.132,12.5
2011-02-18,193.564,71.0,59.875,47.0,8.042,14.761,17.823,3.062,4.583,13.695,2.8,1.054,-0.5,201.606,8.167
2011-02-19,196.835,82.0,63.958,49.0,15.209,18.172,22.301,4.129,5.312,17.778,5.1,1.746,-2.6,212.044,13.25
2011-02-20,198.69,82.0,58.458,42.0,30.487,33.39,58.062,24.672,6.171,21.531,6.7,3.112,-1.0,229.176,18.875
2011-02-21,199.182,67.0,55.458,47.0,37.777,44.427,81.466,37.039,10.916,35.86,7.2,4.75,1.2,236.959,33.625
2011-02-22,194.138,92.0,67.292,44.0,26.638,31.429,42.037,10.608,6.806,31.905,10.3,7.729,4.8,220.776,26.364
2011-02-23,193.562,96.0,86.042,54.0,24.661,27.764,48.417,20.653,6.792,24.361,10.5,9.054,8.0,218.224,18.833
2011-02-24,192.375,65.0,50.25,34.0,10.941,18.639,20.945,2.305,6.5,35.028,11.3,8.288,6.4,203.316,30.625
2011-02-25,196.07,91.0,77.667,61.0,20.69,29.583,39.045,9.462,7.458,35.194,7.2,6.217,5.7,216.759,31.167
2011-02-26,192.034,76.0,59.833,44.0,6.892,10.861,11.983,1.123,4.0,15.986,5.7,4.125,1.8,198.924,9.75
2011-02-27,195.813,77.0,58.083,38.0,12.486,21.361,29.292,7.93,4.375,18.847,5.2,2.062,-0.3,208.299,14.0
2011-02-28,192.28,71.0,47.25,28.0,14.104,24.565,30.246,5.681,4.544,17.319,7.8,3.646,-0.7,206.384,13.739
2011-03-01,201.444,80.0,70.958,58.0,45.127,46.903,77.278,30.375,8.354,38.681,11.9,8.783,4.9,246.57,33.625
2011-03-02,194.85,96.0,81.25,69.0,32.41,31.889,54.111,22.222,6.688,27.681,10.8,9.688,7.9,227.26,24.208
2011-03-03,191.122,70.0,53.667,35.0,7.065,12.92,14.272,1.352,5.416,20.042,11.2,8.429,6.5,198.187,16.917
2011-03-04,193.544,91.0,73.958,54.0,10.438,14.32,16.514,2.194,4.271,19.597,8.7,6.671,4.3,203.981,16.417
2011-03-05,194.37,96.0,94.083,90.0,22.988,31.555,47.625,16.069,4.312,20.597,10.8,9.775,8.7,217.358,13.917
2011-03-06,203.478,96.0,81.833,66.0,32.532,32.289,67.428,35.138,7.284,31.44,15.2,12.125,10.0,236.01,24.458
2011-03-07,194.542,82.0,59.875,45.0,14.464,22.026,26.283,4.257,6.938,36.657,11.8,10.1,8.1,209.006,33.792
2011-03-08,195.365,72.0,55.583,37.0,15.42,25.606,31.888,6.282,7.312,36.327,12.6,9.042,6.2,210.786,31.292
2011-03-09,192.592,93.0,82.25,54.0,17.478,23.431,27.542,4.111,4.229,24.514,8.5,5.858,4.5,210.07,21.292
2011-03-10,191.434,92.0,65.333,46.0,11.729,16.893,19.666,2.773,4.0,19.819,9.0,6.921,4.9,203.163,14.833
2011-03-11,191.604,76.0,53.542,39.0,9.084,12.741,14.942,2.2,5.542,20.347,8.4,4.958,1.6,200.687,16.375
2011-03-12,193.187,84.0,60.208,52.0,7.894,16.25,19.292,3.042,5.146,16.472,4.8,2.888,1.5,201.081,13.833
2011-03-13,192.044,66.0,54.667,43.0,7.996,19.548,22.688,3.141,4.76,15.997,6.0,3.517,1.4,200.04,12.0
2011-03-14,195.385,75.0,46.25,15.0,17.552,29.014,38.419,9.405,5.593,18.425,8.7,4.921,0.3,212.938,15.333
2011-03-15,194.435,70.0,47.833,30.0,11.326,23.375,27.583,4.208,7.084,26.792,9.4,6.396,3.9,205.761,25.25
2011-03-16,197.125,66.0,41.292,16.0,30.583,41.042,66.042,25.0,8.834,26.958,11.7,6.904,1.3,227.708,24.208
2011-03-17,196.782,94.0,82.042,45.0,40.587,39.655,55.647,15.991,7.188,33.084,14.5,11.529,8.3,237.37,26.792
2011-03-18,195.354,94.0,86.583,73.0,25.042,28.26,35.661,7.401,9.98,40.389,12.1,11.058,9.3,220.396,35.833
2011-03-19,192.174,84.0,57.333,42.0,8.956,16.664,19.393,2.728,5.258,13.582,9.1,6.671,3.7,201.13,8.667
2011-03-20,192.5,71.0,51.5,26.0,11.208,17.444,19.875,2.431,6.416,19.319,9.3,6.075,2.0,203.708,13.083
2011-03-21,192.034,68.0,46.25,30.0,9.704,19.615,22.334,2.72,5.45,19.371,9.5,6.708,4.0,201.738,15.667
2011-03-22,196.062,65.0,50.292,37.0,29.083,36.893,51.488,14.596,9.521,29.186,12.1,9.05,3.6,225.146,26.958
2011-03-23,189.304,96.0,82.833,50.0,20.37,27.861,33.125,5.264,4.562,20.292,12.6,9.958,7.6,209.674,15.375
2011-03-24,191.938,95.0,68.625,54.0,11.584,15.817,17.969,2.152,6.834,23.847,11.5,9.771,7.2,203.521,18.25
2011-03-25,194.522,80.0,53.125,39.0,7.456,10.444,11.351,0.906,6.25,20.222,8.1,6.433,4.7,201.978,15.708
2011-03-26,195.051,73.0,58.0,43.0,9.703,20.693,24.606,3.914,6.241,19.157,8.2,5.712,3.6,204.754,13.625
2011-03-27,197.543,74.0,49.542,31.0,22.304,32.053,43.437,11.384,7.789,30.046,11.7,8.225,2.8,219.848,24.826
2011-03-28,197.084,72.0,55.792,33.0,25.312,31.375,40.722,9.347,8.666,39.014,13.1,9.625,5.9,222.396,33.0
2011-03-29,196.913,72.0,52.667,23.0,22.326,35.975,47.74,11.765,10.416,30.25,13.0,9.292,4.8,219.24,26.417
2011-03-30,189.188,63.0,47.792,32.0,17.458,21.041,26.111,5.069,6.438,19.292,19.2,13.829,7.4,206.646,14.667
2011-03-31,187.304,92.0,68.5,49.0,9.348,13.67,15.221,1.551,4.896,15.847,17.0,10.967,6.0,196.652,9.792
2011-04-01,196.708,51.0,33.583,13.0,26.292,38.281,43.364,5.083,10.5,37.54,17.2,12.979,7.0,223.0,33.458
2011-04-02,197.273,69.0,41.958,19.0,30.091,33.251,41.142,7.891,11.438,39.773,18.0,12.712,7.6,227.364,35.083
2011-04-03,187.583,37.0,29.375,23.0,5.625,7.914,8.859,0.945,4.292,10.431,10.6,7.5,5.7,193.208,7.333
2011-04-04,188.81,44.0,26.542,9.0,8.952,14.314,16.989,2.674,4.334,15.348,13.4,8.671,4.3,197.762,11.417
2011-04-05,194.542,43.0,29.167,10.0,23.208,31.931,37.361,5.43,7.625,22.097,15.5,10.092,3.9,217.75,20.333
2011-04-06,196.503,58.0,37.417,17.0,25.845,34.806,40.568,5.761,10.946,27.781,17.2,12.525,6.9,222.348,25.042
2011-04-07,190.125,47.0,37.083,25.0,18.938,25.18,29.375,4.194,7.312,16.347,21.0,16.192,11.2,209.062,13.958
2011-04-08,189.108,96.0,68.5,33.0,22.348,31.208,37.958,6.75,4.875,26.597,19.4,16.021,14.8,211.456,16.792
2011-04-09,189.938,97.0,61.733,41.0,17.146,21.661,28.328,6.668,5.625,20.542,17.4,14.758,13.4,207.084,14.167
2011-04-10,192.5,78.0,38.292,18.0,15.544,20.137,21.188,1.051,8.73,34.25,18.0,14.342,9.7,208.044,29.333
2011-04-11,193.688,53.0,36.833,21.0,19.875,28.258,34.411,6.154,8.907,31.517,17.7,12.4,8.0,213.562,27.833
2011-04-12,191.696,50.0,31.958,22.0,11.674,20.069,22.25,2.181,5.708,29.958,14.3,10.862,7.6,203.37,22.458
2011-04-13,196.054,63.0,39.042,16.0,24.81,32.451,38.782,6.331,8.72,33.714,18.2,13.662,8.1,220.865,27.375
2011-04-14,194.408,67.0,44.125,17.0,28.373,36.931,43.555,6.625,13.604,43.292,20.0,15.317,10.3,222.782,35.167
2011-04-15,192.902,78.0,60.0,41.0,27.01,34.555,39.111,4.556,10.875,44.778,18.6,16.092,13.3,219.911,32.0
2011-04-16,191.848,98.0,57.5,31.0,17.514,20.546,26.423,5.877,8.083,42.555,17.3,14.267,8.7,209.364,32.542
2011-04-17,192.668,45.0,33.208,14.0,14.538,21.468,23.628,2.16,8.896,21.012,16.8,12.258,7.2,207.206,16.625
2011-04-18,192.63,94.0,65.875,34.0,22.449,27.08,32.319,5.238,8.146,27.535,20.1,13.817,10.7,215.08,21.917
2011-04-19,192.258,85.0,60.292,32.0,14.234,17.632,19.909,2.277,6.044,15.414,13.4,10.988,9.5,206.492,11.083
2011-04-20,190.816,68.0,49.25,35.0,9.483,15.597,17.611,2.014,4.833,12.667,12.8,10.679,8.5,200.299,9.417
2011-04-21,193.758,76.0,49.458,25.0,22.962,30.944,38.028,7.083,9.812,25.972,18.4,13.025,7.0,216.72,21.208
2011-04-22,195.766,94.0,69.917,38.0,42.933,40.917,50.875,9.958,8.438,37.806,16.4,14.233,12.4,238.699,29.167
2011-04-23,194.176,97.0,83.45,60.0,28.05,27.066,35.021,7.955,4.75,24.236,15.6,13.43,11.5,222.226,15.667
2011-04-24,193.012,92.0,50.583,28.0,16.327,18.025,19.782,1.756,7.625,27.444,16.6,13.238,8.1,209.339,20.75
2011-04-25,192.725,67.0,39.833,25.0,19.112,25.352,28.432,3.08,7.63,28.077,16.8,13.929,10.6,211.836,24.042
2011-04-26,190.168,68.0,44.667,22.0,18.06,21.849,26.499,4.65,7.329,32.937,23.4,17.6,10.4,208.228,25.875
2011-04-27,186.256,97.0,62.833,33.0,13.034,14.777,17.274,2.496,5.375,27.727,25.3,19.904,13.0,199.291,18.833
2011-04-28,189.961,93.0,65.375,39.0,14.182,18.861,21.306,2.444,6.48,26.43,17.3,13.775,11.8,204.142,18.583
2011-04-29,192.152,77.0,45.667,26.0,15.428,18.375,20.097,1.722,9.375,22.556,18.1,14.421,10.7,207.58,16.583
2011-04-30,192.294,52.0,30.958,14.0,16.712,19.396,22.037,2.641,7.917,27.722,24.3,19.042,12.3,209.008,22.875
2011-05-01,192.372,87.0,70.917,47.0,21.276,20.701,22.827,2.126,6.229,30.889,20.1,17.796,15.7,213.648,21.125
2011-05-02,191.64,70.0,35.333,21.0,16.582,22.597,27.222,4.625,7.562,115.239,20.8,18.05,13.5,208.222,68.042
2011-05-03,194.398,81.0,41.792,24.0,20.498,25.75,28.375,2.625,9.604,140.875,20.1,16.742,14.5,214.896,77.333
2011-05-04,193.436,82.0,46.083,19.0,17.792,20.819,24.125,3.306,9.52,89.542,21.3,17.317,13.0,211.228,45.75
2011-05-05,190.919,50.0,33.292,18.0,10.892,15.833,16.708,0.875,7.562,26.347,22.5,17.346,13.3,201.812,21.833
2011-05-06,191.595,54.0,42.667,26.0,18.989,23.556,26.0,2.444,8.312,38.75,23.0,18.862,14.2,210.584,28.625
2011-05-07,186.097,84.0,50.458,30.0,13.542,13.756,14.849,1.093,7.938,18.361,25.8,21.138,18.4,199.64,20.083
2011-05-08,189.01,91.0,61.292,24.0,16.954,15.558,17.422,1.863,10.75,31.018,25.9,21.104,17.6,205.964,29.167
2011-05-09,191.196,85.0,50.667,23.0,18.022,28.212,31.895,3.683,9.987,45.465,23.8,20.633,17.2,209.218,33.917
2011-05-10,185.342,,,,27.35,23.402,41.95,18.548,9.78,49.65,26.7,21.612,18.6,212.693,26.625
2011-05-11,185.874,,,,27.34,21.028,43.722,22.695,6.25,29.097,23.6,21.712,18.8,213.214,12.792
2011-05-12,184.958,,,,22.694,19.82,24.736,4.917,4.688,19.292,25.2,21.467,19.6,207.652,6.417
2011-05-13,191.142,,,,14.458,18.413,20.92,2.508,7.958,44.884,21.2,19.346,17.4,205.598,27.667
2011-05-14,194.696,,,,13.563,18.355,20.027,1.672,10.042,38.194,22.8,19.733,16.9,208.259,25.167
2011-05-15,193.54,,,,19.75,18.414,20.73,2.316,8.771,33.708,24.3,20.354,14.5,213.29,27.458
2011-05-16,193.77,,,,23.716,24.809,27.292,2.483,7.86,36.886,23.5,20.817,17.2,217.486,28.917
2011-05-17,191.854,,,,19.869,22.792,24.694,1.903,9.542,41.82,23.5,19.338,15.4,211.723,36.333
2011-05-18,195.388,,,,22.684,25.583,28.514,2.931,10.042,33.819,24.0,19.442,14.5,218.072,32.875
2011-05-19,191.922,,,,21.886,24.809,26.696,1.887,10.655,41.045,24.7,20.825,15.9,213.81,34.913
2011-05-20,191.292,,,,23.829,23.347,26.778,3.431,8.562,34.611,23.8,20.754,17.1,215.12,29.125
2011-05-21,186.784,,,,22.711,18.545,22.042,3.497,7.896,24.833,25.7,22.858,18.5,209.496,17.333
2011-05-22,185.492,,,,12.242,10.68,12.212,1.533,5.75,11.861,25.0,20.479,16.4,197.734,6.292
2011-05-23,187.448,,,,12.702,15.972,18.069,2.097,4.396,14.361,16.6,15.392,13.9,200.15,11.583
2011-05-24,188.336,,,,11.958,14.714,16.083,1.37,4.926,9.757,21.9,17.396,13.8,200.295,7.542
2011-05-25,191.403,,,,20.362,28.826,31.578,2.752,8.435,21.79,24.3,19.283,15.0,211.766,18.75
2011-05-26,189.551,,,,15.206,23.334,25.584,2.25,7.771,24.486,24.6,20.267,17.5,204.758,19.833
2011-05-27,186.09,,,,11.873,14.979,16.021,1.042,4.021,8.972,20.9,18.262,16.6,197.962,7.917
2011-05-28,190.77,,,,25.594,28.087,33.652,5.566,3.875,14.306,20.1,18.762,17.1,216.364,6.292
2011-05-29,186.097,,,,11.038,11.458,12.666,1.208,3.354,7.986,20.1,18.588,15.9,197.135,2.167
2011-05-30,185.468,,,,9.843,14.516,15.708,1.192,4.271,10.391,20.7,18.196,15.7,195.31,5.0
2011-05-31,187.546,,,,13.612,19.733,21.233,1.5,5.696,13.818,22.2,18.883,15.7,201.158,9.208
2011-06-01,188.58,98.0,83.636,56.0,18.276,21.084,24.688,3.604,3.812,14.264,19.9,17.812,16.7,206.856,6.958
2011-06-02,189.248,98.0,80.045,54.0,21.067,29.208,36.333,7.125,6.896,28.792,22.9,19.635,16.6,210.314,16.0
2011-06-03,190.318,89.0,70.333,43.0,23.971,29.729,35.084,5.354,10.52,46.0,24.6,21.517,18.6,214.289,35.125
2011-06-04,189.919,88.0,62.833,36.0,23.568,23.0,27.37,4.37,10.771,48.236,25.8,22.846,19.8,213.488,39.0
2011-06-05,187.078,81.0,70.25,55.0,16.576,17.604,19.146,1.542,9.958,32.042,23.8,21.525,20.3,203.653,22.917
2011-06-06,193.38,87.0,51.833,22.0,27.488,30.0,35.916,5.916,11.716,42.271,26.0,22.458,18.3,220.869,37.565
2011-06-07,191.792,69.0,48.542,25.0,22.882,23.443,25.78,2.337,8.286,33.787,25.3,22.1,20.4,214.674,26.208
2011-06-08,188.133,85.0,57.75,41.0,16.67,18.958,20.708,1.75,8.375,23.931,24.4,21.667,18.3,204.804,17.333
2011-06-09,188.206,,,,19.036,28.958,35.403,6.444,12.292,37.542,25.4,22.604,20.7,207.242,26.625
2011-06-10,192.528,,,,31.852,36.805,46.861,10.055,9.979,51.264,24.2,22.508,21.1,224.38,34.125
2011-06-11,187.69,,,,24.364,23.835,28.065,4.23,7.646,27.458,23.8,22.308,20.8,212.054,16.708
2011-06-12,196.148,,,,24.858,21.116,23.031,1.915,8.292,41.542,24.4,21.204,18.6,221.008,28.125
2011-06-13,190.775,,,,20.734,22.986,26.778,3.792,9.958,25.111,24.9,21.65,18.3,211.509,17.542
2011-06-14,191.302,,,,17.118,23.018,25.836,2.818,9.724,33.761,25.8,22.992,20.7,208.419,24.458
2011-06-15,195.076,,,,24.405,33.055,37.944,4.889,10.5,26.514,26.5,22.642,19.4,219.481,18.75
2011-06-16,191.552,92.0,88.375,84.0,20.22,21.361,24.377,3.016,6.932,25.149,21.6,19.983,18.0,211.772,15.125
2011-06-17,190.75,93.0,77.625,63.0,23.542,26.944,29.917,2.972,10.396,26.305,24.7,21.554,18.1,214.292,14.917
2011-06-18,192.848,93.0,86.958,76.0,30.718,34.725,40.853,6.128,8.75,40.93,23.5,21.542,20.5,223.565,23.042
2011-06-19,194.875,93.0,83.625,67.0,25.417,26.395,31.725,5.329,8.646,34.792,24.6,22.338,20.9,220.292,20.208
2011-06-20,189.71,91.0,87.292,77.0,24.196,28.266,36.258,7.991,6.666,22.853,24.4,22.021,21.1,213.905,8.75
2011-06-21,185.062,91.0,77.583,55.0,23.0,26.889,39.889,13.0,8.584,26.764,29.2,24.738,21.6,208.062,13.75
2011-06-22,185.058,86.0,76.542,64.0,27.004,25.364,48.111,22.747,15.3,48.107,28.8,25.621,23.1,212.062,28.625
2011-06-23,178.5,84.0,63.458,47.0,19.438,10.708,23.986,13.278,9.166,27.111,33.1,28.971,24.5,197.938,16.125
2011-06-24,177.435,67.0,60.708,51.0,21.218,9.75,17.194,7.444,7.952,24.389,32.3,29.617,27.7,198.652,15.042
2011-06-25,178.875,80.0,68.792,56.0,17.396,10.703,20.419,9.716,10.125,31.708,31.0,28.529,26.0,196.271,15.792
2011-06-26,180.717,82.0,55.958,33.0,16.26,8.521,14.882,6.361,8.75,21.486,34.3,30.1,26.3,196.978,12.125
2011-06-27,175.959,66.0,54.958,44.0,9.396,6.659,12.244,5.585,6.25,19.023,32.7,30.325,28.2,185.354,11.042
2011-06-28,178.142,79.0,61.125,49.0,20.432,12.73,21.04,8.311,10.212,24.588,32.6,29.479,26.0,198.574,16.917
2011-06-29,180.438,84.0,63.625,43.0,25.188,18.566,26.877,8.31,14.25,34.11,34.0,29.4,25.3,205.625,24.333
2011-06-30,184.044,82.0,63.333,45.0,29.935,21.264,28.097,6.833,15.416,39.319,32.1,29.0,26.2,213.978,27.125
2011-07-01,183.834,88.0,79.667,69.0,24.188,20.195,28.917,8.722,10.312,32.597,27.8,25.571,24.4,208.021,21.125
2011-07-02,183.348,87.0,71.833,58.0,21.348,17.728,22.643,4.916,10.438,28.208,29.1,26.642,24.0,204.696,20.667
2011-07-03,186.292,83.0,72.917,60.0,20.542,19.994,22.494,2.5,14.75,52.417,29.4,27.317,25.5,206.833,35.458
2011-07-04,180.968,90.0,71.542,50.0,18.374,18.222,25.855,7.633,9.512,43.678,32.2,27.825,23.4,199.343,25.913
2011-07-05,189.08,91.0,69.0,53.0,22.256,21.114,24.615,3.501,13.042,38.381,29.5,26.85,24.0,211.335,27.875
2011-07-06,192.716,84.0,68.292,42.0,22.989,20.25,23.042,2.791,9.5,35.056,31.2,26.812,24.7,215.706,25.792
2011-07-07,182.248,90.0,87.208,84.0,35.838,19.375,42.458,23.084,7.292,30.889,26.2,24.979,23.2,218.086,13.667
2011-07-08,184.606,89.0,70.583,46.0,26.775,17.472,40.778,23.305,9.688,30.097,33.6,28.783,25.1,211.381,16.042
2011-07-09,179.124,79.0,70.0,56.0,17.233,14.5,27.681,13.181,11.584,22.639,32.0,28.646,27.1,196.356,12.75
2011-07-10,180.883,85.0,66.0,42.0,18.666,13.409,18.991,5.582,11.875,21.958,33.5,28.958,26.2,199.549,13.625
2011-07-11,181.514,82.0,67.25,54.0,20.202,16.686,23.409,6.723,10.092,23.211,31.3,28.817,27.1,201.716,13.652
2011-07-12,184.792,87.0,77.5,59.0,22.788,17.174,32.501,15.327,8.439,22.629,29.2,26.225,24.1,207.58,11.792
2011-07-13,183.466,87.0,69.208,55.0,20.102,14.597,24.097,9.5,8.333,21.056,30.4,27.342,23.3,203.568,11.625
2011-07-14,180.424,78.0,63.042,41.0,17.65,15.278,23.153,7.875,9.396,19.5,30.6,28.167,26.4,198.074,12.958
2011-07-15,181.233,78.0,61.875,41.0,24.956,23.653,32.93,9.278,13.229,29.57,31.8,28.75,26.2,206.188,19.333
2011-07-16,180.805,82.0,65.042,49.0,22.856,21.638,26.459,4.821,14.146,32.917,32.5,29.333,26.2,203.661,23.0
2011-07-17,179.264,83.0,59.792,39.0,14.443,13.164,15.384,2.22,9.896,26.056,35.3,30.371,26.1,193.708,15.125
2011-07-18,175.87,88.0,77.167,60.0,11.711,6.584,9.958,3.375,4.666,18.042,29.4,27.508,25.8,187.582,7.125
2011-07-19,175.826,87.0,71.208,61.0,10.74,7.712,11.008,3.296,4.519,14.423,28.4,27.062,24.3,186.565,3.667
2011-07-20,176.155,72.0,65.333,57.0,12.095,10.361,12.486,2.125,4.771,15.75,31.1,28.879,27.3,188.25,9.375
2011-07-21,186.508,79.0,67.292,62.0,24.776,21.728,29.303,7.576,7.034,20.269,27.8,26.633,23.6,211.284,12.125
2011-07-22,189.39,90.0,78.5,68.0,23.244,24.417,31.903,7.486,9.896,28.097,26.4,24.275,22.4,212.634,15.625
2011-07-23,185.944,81.0,66.625,49.0,20.968,19.821,22.451,2.63,11.542,38.278,29.7,26.579,24.3,206.911,25.083
2011-07-24,188.077,74.0,62.042,51.0,18.672,12.243,13.56,1.318,8.938,33.625,30.1,26.938,23.8,206.75,23.333
2011-07-25,188.13,78.0,68.458,54.0,17.407,18.33,22.773,4.443,8.204,29.401,30.2,27.025,24.4,205.538,19.292
2011-07-26,186.834,80.0,66.208,55.0,19.5,16.597,21.903,5.306,7.458,23.861,30.0,27.596,24.1,206.334,12.917
2011-07-27,179.269,71.0,60.833,46.0,14.612,12.207,21.121,8.915,8.561,20.022,32.2,28.758,27.3,193.88,11.583
2011-07-28,180.354,77.0,63.958,49.0,23.5,17.875,26.222,8.347,9.666,25.194,32.2,28.812,26.7,203.854,17.417
