date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,24.896,42.334,17.438,,1.208
2011-01-02,12.913,19.848,6.935,,0.391
2011-01-03,16.812,23.938,7.125,,0.25
2011-01-04,15.584,20.666,5.084,,1.5
2011-01-05,19.958,30.271,10.312,,0.542
2011-01-06,26.092,40.362,14.269,,1.167
2011-01-07,16.562,22.542,5.98,,0.75
2011-01-08,17.834,22.208,4.375,,0.375
2011-01-09,19.434,25.456,6.022,,1.522
2011-01-10,32.888,62.403,29.514,,1.708
2011-01-11,23.292,47.625,24.333,,1.375
2011-01-12,21.479,32.042,10.562,,1.083
2011-01-13,25.374,48.334,22.96,,1.455
2011-01-14,16.416,25.229,8.812,,1.75
2011-01-15,15.812,20.896,5.084,,1.0
2011-01-16,23.956,34.434,10.478,,1.652
2011-01-17,24.458,35.834,11.375,,1.25
2011-01-18,38.454,82.204,43.75,,2.458
2011-01-19,38.812,71.646,32.834,,2.625
2011-01-20,28.522,41.187,12.664,,0.458
2011-01-21,26.646,35.584,8.938,,0.542
2011-01-22,16.271,20.334,4.062,,0.625
2011-01-23,20.413,33.826,13.413,,1.087
2011-01-24,18.771,28.916,10.146,,1.125
2011-01-25,18.042,28.354,10.312,,1.125
2011-01-26,17.604,26.354,8.75,,0.958
2011-01-27,25.63,45.63,20.0,,1.348
2011-01-28,21.417,28.625,7.208,,1.667
2011-01-29,11.125,13.167,2.042,,1.0
2011-01-30,22.652,37.87,15.218,,1.13
2011-01-31,26.917,41.354,14.438,,1.125
2011-02-01,24.979,57.229,32.25,,1.125
2011-02-02,21.229,31.875,10.646,,0.625
2011-02-03,35.598,67.837,32.239,,1.083
2011-02-04,25.771,55.792,30.021,,1.625
2011-02-05,17.479,21.417,3.938,,1.833
2011-02-06,32.435,51.848,19.413,,0.87
2011-02-07,26.896,43.729,16.834,,0.708
2011-02-08,14.916,23.312,8.396,,0.875
2011-02-09,15.875,24.396,8.521,,0.667
2011-02-10,22.302,34.222,11.92,,0.591
