date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean
2011-01-01,190.146,8.708,9.708,12.25,2.542,,1.333,9.98,198.854,4.542
2011-01-02,188.104,7.812,5.042,5.979,0.938,,1.208,9.75,195.916,4.792
2011-01-03,187.021,7.292,6.542,7.75,1.208,,1.417,11.646,194.312,4.522
2011-01-04,188.416,7.27,5.875,6.875,1.0,,3.75,20.021,195.688,5.0
2011-01-05,188.084,7.875,10.104,13.562,3.458,,1.042,6.396,195.958,3.667
2011-01-06,189.546,11.938,21.646,36.042,14.396,,1.5,11.688,201.484,4.375
2011-01-07,190.894,9.18,8.854,11.688,2.834,,1.25,6.958,200.072,3.667
2011-01-08,191.208,7.958,7.354,8.958,1.604,,1.167,7.25,199.167,3.792
2011-01-09,191.584,10.0,14.086,17.608,3.522,,2.13,13.604,201.584,4.375
2011-01-10,191.229,12.292,20.604,36.188,15.583,,2.125,19.958,203.521,5.25
2011-01-11,190.517,12.086,16.438,25.666,9.229,,2.958,22.538,202.604,5.091
2011-01-12,189.708,10.104,17.875,30.688,12.812,,1.333,7.354,199.812,3.667
2011-01-13,189.688,11.896,18.938,46.792,27.854,,2.042,12.875,201.584,4.583
2011-01-14,190.229,10.042,10.271,12.812,2.542,,2.917,17.812,200.271,5.083
2011-01-15,188.458,8.688,8.354,10.062,1.708,,1.708,9.646,197.146,4.083
2011-01-16,188.232,9.202,13.645,18.521,4.875,,1.542,11.104,197.434,4.0
2011-01-17,188.402,9.858,15.167,21.854,6.688,,1.25,10.334,198.261,3.833
2011-01-18,190.062,13.062,26.604,53.166,26.562,,1.875,15.812,203.125,4.583
2011-01-19,189.834,14.979,28.066,70.348,42.283,,2.565,17.729,204.812,5.208
2011-01-20,187.114,10.305,20.104,30.926,10.822,,1.167,6.771,197.418,4.125
2011-01-21,187.75,13.396,18.354,25.167,6.812,,1.167,9.521,201.146,4.583
2011-01-22,186.416,8.521,5.958,6.708,0.75,,1.083,5.77,194.938,4.0
2011-01-23,188.479,10.312,11.267,15.598,4.332,,1.333,5.938,198.792,4.545
2011-01-24,188.458,9.083,11.75,16.25,4.5,,1.292,5.23,197.542,4.042
2011-01-25,189.312,9.646,13.105,17.604,4.5,,2.167,14.104,198.958,4.667
2011-01-26,190.572,8.432,11.042,15.292,4.25,,1.667,7.896,199.004,4.0
2011-01-27,191.59,7.918,14.708,20.062,5.354,,3.167,17.396,199.508,4.958
2011-01-28,191.916,8.271,13.666,16.771,3.104,,2.542,16.396,200.188,4.875
2011-01-29,191.292,5.771,6.587,8.174,1.586,,1.696,7.833,197.062,4.0
2011-01-30,191.188,7.666,14.271,20.333,6.062,,1.25,7.229,198.854,4.208
2011-01-31,189.875,7.521,15.104,25.062,9.958,,1.292,8.208,197.396,4.083
2011-02-01,190.958,9.416,22.125,54.271,32.146,,2.292,14.458,200.375,5.125
2011-02-02,189.688,6.48,11.521,16.354,4.833,,1.833,7.104,196.167,4.375
2011-02-03,192.771,9.188,18.416,33.5,15.083,,1.542,10.666,201.958,5.417
2011-02-04,192.125,8.0,14.375,25.146,10.77,,2.833,18.271,200.125,5.292
2011-02-05,192.282,10.546,12.417,14.645,2.23,,3.125,25.27,202.828,5.542
2011-02-06,192.64,15.544,25.354,40.5,15.146,,1.917,31.792,208.183,6.375
2011-02-07,188.992,14.94,18.688,33.167,14.48,,1.542,11.468,203.932,6.125
