date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean
2011-01-01,200.125,20.833,12.875,17.666,4.792,,2.833,19.0,220.958,4.917
2011-01-02,194.75,14.708,9.542,13.75,4.208,,2.75,14.708,209.458,3.833
2011-01-03,192.792,14.792,9.375,13.146,3.77,,2.25,12.458,207.583,3.792
2011-01-04,195.333,18.875,8.896,13.208,4.312,,3.375,15.542,214.208,4.292
2011-01-05,193.478,19.87,13.52,22.084,8.562,,2.625,11.34,213.348,4.0
2011-01-06,195.625,26.708,17.75,30.334,12.583,,2.917,14.98,222.333,4.583
2011-01-07,197.792,20.417,17.854,29.292,11.438,,2.542,15.125,218.208,4.708
2011-01-08,198.917,20.417,12.688,18.646,5.958,,2.625,15.042,219.333,3.917
2011-01-09,195.458,19.875,16.479,24.188,7.708,,2.875,18.729,215.333,4.708
2011-01-10,196.591,30.591,20.742,32.589,11.846,,3.182,24.636,227.182,5.565
2011-01-11,194.833,25.333,16.5,28.334,11.833,,3.417,20.375,220.167,4.292
2011-01-12,195.667,23.542,20.021,34.625,14.605,,2.667,13.896,219.208,4.833
2011-01-13,196.833,28.833,22.062,41.396,19.334,,2.833,18.417,225.667,5.5
2011-01-14,196.542,20.375,19.5,32.146,12.646,,3.083,18.354,216.917,5.417
2011-01-15,199.292,21.917,15.166,22.688,7.52,,2.625,18.875,221.208,5.292
2011-01-16,197.048,25.143,22.386,37.409,15.023,,2.864,21.97,222.19,5.0
2011-01-17,193.667,25.25,19.625,30.979,11.354,,2.708,23.542,218.917,4.625
2011-01-18,195.125,31.75,21.688,36.271,14.583,,3.875,28.333,226.875,5.708
2011-01-19,195.792,26.042,18.125,29.771,11.646,,3.167,22.646,221.833,4.333
2011-01-20,195.25,18.042,13.479,21.0,7.52,,2.708,11.73,213.292,3.583
2011-01-21,193.375,20.917,17.021,27.458,10.438,,2.417,11.584,214.292,4.667
2011-01-22,193.583,22.583,13.438,22.104,8.666,,2.458,16.312,216.167,4.583
2011-01-23,194.591,25.364,15.318,30.977,15.659,,2.909,15.702,219.955,5.087
2011-01-24,194.625,25.75,21.27,37.146,15.875,,2.708,13.875,220.375,5.375
2011-01-25,193.708,22.917,12.854,22.708,9.854,,2.708,11.479,216.625,4.25
2011-01-26,197.917,26.833,18.542,33.229,14.688,,3.208,15.042,224.75,5.333
2011-01-27,198.083,26.458,17.646,28.646,11.0,,3.292,16.125,224.542,4.625
2011-01-28,195.833,19.042,14.312,21.312,7.0,,3.25,18.584,214.875,4.625
2011-01-29,195.833,20.458,13.292,18.396,5.104,,2.708,16.938,216.292,4.25
2011-01-30,198.087,24.826,17.659,28.296,10.636,,2.591,14.872,222.913,4.652
2011-01-31,194.667,28.125,16.542,27.77,11.229,,2.833,14.438,222.792,4.667
2011-02-01,192.0,15.5,7.125,9.583,2.458,,4.083,18.146,207.5,3.75
2011-02-02,194.667,20.125,14.229,24.104,9.875,,3.083,12.104,214.792,4.25
2011-02-03,197.0,21.458,15.5,25.688,10.188,,2.875,12.542,218.458,5.0
2011-02-04,198.75,20.708,13.666,20.521,6.854,,2.542,15.312,219.458,4.292
2011-02-05,195.083,20.125,13.708,19.188,5.479,,3.167,18.208,215.208,5.25
2011-02-06,201.227,35.182,24.74,46.372,21.632,,2.864,41.705,236.409,7.227
2011-02-07,192.542,27.5,21.229,32.334,11.104,,3.0,26.416,220.042,5.417
2011-02-08,190.083,19.458,16.0,23.0,7.0,,3.042,16.792,209.542,4.833
2011-02-09,189.167,20.167,10.729,15.979,5.25,,2.625,11.584,209.333,3.5
2011-02-10,189.458,23.042,17.5,30.354,12.855,,2.75,15.688,212.5,4.833
2011-02-11,189.958,18.75,14.667,21.875,7.208,,2.667,17.375,208.708,4.708
2011-02-12,189.875,16.333,10.021,13.854,3.834,,2.625,14.688,206.208,4.208
2011-02-13,193.474,25.842,23.818,36.75,12.932,,3.0,18.287,219.316,5.348
2011-02-14,195.917,34.583,27.25,47.5,20.25,,3.25,,230.5,6.083
2011-02-15,193.0,28.792,21.5,42.479,20.98,,3.375,19.784,221.792,5.583
2011-02-16,194.333,25.708,23.083,32.896,9.812,,3.083,23.979,220.042,4.75
2011-02-17,194.417,27.375,23.708,40.125,16.417,,3.417,28.125,221.792,5.417
2011-02-18,193.125,17.833,13.708,20.042,6.334,,3.125,16.166,210.958,4.083
2011-02-19,193.875,19.625,13.416,18.27,4.854,,3.042,16.646,213.5,4.708
2011-02-20,191.864,22.682,17.25,26.818,9.568,,2.955,15.828,214.545,4.565
2011-02-21,189.292,24.208,19.042,28.208,9.167,,3.125,20.792,213.5,4.708
2011-02-22,190.75,24.75,22.958,30.479,7.521,,5.208,35.834,215.5,5.542
2011-02-23,192.5,38.25,24.688,45.896,21.208,,3.167,26.02,230.75,6.625
2011-02-24,189.417,24.375,18.98,29.729,10.75,,4.25,27.188,213.792,5.958
2011-02-25,190.5,20.792,18.52,24.208,5.688,,3.25,22.938,211.292,5.375
2011-02-26,189.667,17.333,12.396,16.02,3.625,,3.125,17.312,207.0,4.333
2011-02-27,190.227,21.091,14.545,20.591,6.046,,2.826,16.74,211.318,3.652
2011-02-28,193.542,22.292,20.438,26.084,5.646,,3.958,19.375,215.833,4.042
2011-03-01,190.833,26.667,18.958,30.916,11.958,,3.125,15.02,217.5,4.542
2011-03-02,194.042,32.083,27.062,51.938,24.875,,3.522,24.979,226.125,6.333
2011-03-03,191.75,18.708,15.021,18.542,3.521,,3.542,19.812,210.458,4.417
2011-03-04,193.667,19.625,13.438,16.479,3.042,,3.542,30.625,213.292,4.458
2011-03-05,195.304,35.522,24.5,40.159,15.659,,3.136,17.667,230.826,5.864
2011-03-06,190.208,28.083,20.916,31.562,10.646,,3.667,27.438,218.292,5.083
2011-03-07,192.833,26.542,22.938,33.708,10.771,,4.583,34.479,219.375,6.125
2011-03-08,191.875,24.25,21.917,29.562,7.646,,3.958,32.854,216.125,5.292
2011-03-09,193.375,31.208,23.062,35.5,12.438,,3.292,19.604,224.583,5.375
2011-03-10,189.75,14.375,8.666,11.166,2.5,,3.0,9.312,204.125,3.667
2011-03-11,190.125,15.125,9.729,12.896,3.166,,3.375,18.25,205.25,4.083
2011-03-12,190.227,22.455,13.023,19.068,6.046,,3.091,15.214,212.682,4.13
2011-03-13,190.625,18.333,11.979,16.812,4.834,,2.958,13.458,208.958,3.542
2011-03-14,191.458,20.792,16.099,22.388,6.29,,3.458,16.764,212.25,4.217
2011-03-15,190.583,22.125,16.854,22.896,6.042,,3.75,23.666,212.708,4.125
2011-03-16,191.5,19.708,16.354,21.625,5.271,,3.333,20.396,211.208,4.083
2011-03-17,191.917,24.917,26.0,37.104,11.104,,3.042,33.312,216.833,6.042
2011-03-18,195.875,30.208,25.542,34.646,9.104,,3.583,58.854,226.083,6.458
2011-03-19,188.952,19.238,15.172,20.159,4.987,,3.826,14.973,208.19,4.435
2011-03-20,188.125,15.167,15.084,19.854,4.771,,3.792,17.562,203.292,3.833
2011-03-21,188.625,14.875,15.208,21.375,6.166,,3.667,15.958,203.5,3.792
2011-03-22,189.417,21.917,21.792,29.02,7.229,,3.875,23.584,211.333,4.5
2011-03-23,188.625,22.25,26.916,39.75,12.834,,3.708,23.875,210.875,5.958
2011-03-24,189.917,20.375,18.688,24.729,6.042,,3.667,22.875,210.292,5.625
2011-03-25,188.917,11.625,6.416,8.375,1.958,,3.417,13.5,200.542,3.375
2011-03-26,190.5,16.318,14.022,19.159,5.136,,3.273,17.282,206.818,4.087
2011-03-27,191.125,23.0,14.104,19.479,5.375,,3.833,19.125,214.125,4.083
2011-03-28,189.458,17.75,16.229,21.646,5.416,,4.208,27.688,207.208,4.375
2011-03-29,189.458,15.667,12.021,16.0,3.979,,3.917,18.271,205.125,3.458
2011-03-30,186.917,11.292,5.292,6.958,1.666,,3.625,18.666,198.208,2.75
2011-03-31,183.833,9.625,4.75,6.25,1.5,,3.417,16.584,193.458,2.792
2011-04-01,189.042,16.875,11.833,15.188,3.354,,2.042,21.812,205.917,3.958
2011-04-02,190.667,17.792,10.854,12.562,1.708,,2.583,31.833,208.458,3.792
2011-04-03,189.833,14.375,10.625,12.854,2.229,,2.208,25.188,204.208,4.042
2011-04-04,190.0,18.136,10.806,13.737,2.931,,2.182,20.644,208.136,3.348
2011-04-05,190.167,17.042,14.895,19.125,4.23,,2.083,20.708,207.208,4.25
2011-04-06,189.167,18.792,13.062,16.854,3.792,,2.333,24.396,207.958,3.583
2011-04-07,187.542,14.792,8.062,10.229,2.167,,1.958,21.146,202.333,2.75
2011-04-08,184.583,10.708,1.979,2.666,0.688,,1.75,19.48,195.292,2.083
2011-04-09,187.292,14.708,6.438,8.292,1.854,,1.458,20.958,202.0,2.875
2011-04-10,188.125,15.083,7.062,8.896,1.834,,1.875,24.688,203.208,4.125
2011-04-11,185.957,15.783,8.522,11.25,2.728,,2.364,35.978,201.739,4.091
2011-04-12,186.375,14.708,6.979,9.583,2.604,,1.792,25.75,201.083,3.375
2011-04-13,186.667,18.0,8.75,11.166,2.416,,2.125,31.021,204.667,3.542
2011-04-14,186.75,22.667,11.834,14.875,3.042,,2.708,35.834,209.417,4.0
2011-04-15,186.667,13.583,5.0,6.208,1.208,,3.0,34.396,200.25,2.917
2011-04-16,184.042,13.083,4.562,5.688,1.125,,1.75,30.5,197.125,3.208
2011-04-17,185.958,12.792,4.48,5.958,1.479,,1.792,23.0,198.75,3.083
2011-04-18,187.435,16.304,10.116,12.962,2.846,,2.273,26.546,203.739,3.739
2011-04-19,188.042,14.75,7.834,10.021,2.188,,2.0,17.958,202.792,3.458
2011-04-20,190.667,16.292,11.771,15.5,3.729,,3.333,19.938,206.958,4.125
2011-04-21,191.375,17.667,12.375,16.312,3.938,,3.625,24.98,209.042,4.0
2011-04-22,190.792,18.458,11.104,15.771,4.667,,2.042,29.854,209.25,3.458
2011-04-23,185.458,11.875,5.438,7.208,1.771,,1.75,24.416,197.333,2.875
2011-04-24,189.0,12.375,3.604,4.916,1.312,,1.917,21.521,201.375,3.208
2011-04-25,189.227,14.136,7.169,9.34,2.171,,1.909,21.286,203.364,3.13
2011-04-26,188.583,13.5,7.312,9.916,2.604,,2.375,26.312,202.083,3.292
2011-04-27,186.167,10.583,1.708,2.5,0.792,,1.917,48.229,196.75,3.0
2011-04-28,186.167,13.667,4.104,5.271,1.166,,1.958,22.166,199.833,3.208
2011-04-29,188.667,14.042,9.312,11.584,2.271,,2.375,17.208,202.708,3.917
2011-04-30,188.542,13.458,5.396,7.708,2.312,,2.583,27.166,202.0,3.292
2011-05-01,186.25,11.042,2.75,3.667,0.916,,2.083,24.084,197.292,3.042
2011-05-02,188.5,16.958,9.528,12.572,3.044,,2.739,63.412,205.458,4.0
2011-05-03,189.958,16.292,11.77,14.438,2.666,,2.125,84.688,206.25,5.0
2011-05-04,187.208,13.458,7.125,9.021,1.896,,2.417,42.75,200.667,4.0
2011-05-05,189.542,15.542,8.604,10.27,1.666,,2.25,37.834,205.083,4.042
2011-05-06,189.917,17.333,10.938,13.625,2.688,,2.125,37.125,207.25,4.083
2011-05-07,186.958,15.417,11.5,15.271,3.771,,1.917,25.875,202.375,4.125
2011-05-08,187.0,15.417,7.146,9.208,2.062,,2.292,28.334,202.417,3.875
2011-05-09,188.045,16.727,9.4,11.604,2.204,,2.773,37.0,204.773,4.261
2011-05-10,181.958,17.208,7.334,9.771,2.438,,2.5,36.875,199.167,2.958
2011-05-11,188.083,19.333,15.916,20.23,4.312,,2.042,16.292,207.417,4.833
2011-05-12,189.458,24.25,18.271,22.458,4.188,,2.0,15.666,213.708,5.0
2011-05-13,185.565,20.348,9.771,13.562,3.792,,2.125,37.104,205.913,3.458
2011-05-14,186.417,15.25,6.396,8.062,1.666,,2.625,46.021,201.667,3.208
2011-05-15,187.333,12.542,4.375,5.542,1.166,,2.5,28.5,199.875,2.958
2011-05-16,187.273,16.0,7.772,9.504,1.731,,2.455,38.421,203.273,3.087
2011-05-17,187.792,17.333,12.042,15.312,3.271,,2.417,36.812,205.125,3.792
2011-05-18,187.333,16.167,9.854,12.292,2.438,,2.625,38.812,203.5,4.083
2011-05-19,187.417,16.042,9.062,11.0,1.938,,2.708,35.104,203.458,3.667
2011-05-20,186.958,20.667,8.792,10.958,2.166,,2.5,46.77,207.625,3.292
2011-05-21,183.458,16.208,7.854,9.666,1.812,,2.625,41.312,199.667,3.375
2011-05-22,181.167,14.292,4.084,5.48,1.396,,2.083,19.084,195.458,2.458
2011-05-23,186.833,18.625,11.731,15.299,3.568,,2.0,16.167,205.458,3.522
2011-05-24,186.952,19.857,13.371,16.908,3.538,,2.579,17.584,206.81,3.458
2011-05-25,186.667,15.958,8.692,10.916,2.226,,3.375,22.708,202.625,3.375
2011-05-26,186.25,16.208,10.604,13.354,2.75,,3.333,25.583,202.458,3.417
2011-05-27,184.5,18.958,11.562,15.292,3.73,,2.875,19.354,203.458,3.583
2011-05-28,186.0,17.5,10.542,13.292,2.75,,2.833,14.77,203.5,4.042
2011-05-29,188.5,18.667,9.458,11.333,1.875,,2.917,11.52,207.167,3.875
2011-05-30,186.318,19.045,7.85,10.7,2.85,,3.045,14.142,205.364,2.773
2011-05-31,188.208,15.625,8.354,10.354,2.0,,3.375,21.958,203.833,3.0
2011-06-01,189.583,21.583,10.812,15.792,4.979,,3.167,40.188,211.167,3.667
2011-06-02,189.458,24.583,14.312,25.438,11.125,,3.333,30.396,214.042,4.375
2011-06-03,190.25,22.167,12.625,17.438,4.812,,3.75,27.812,212.417,4.5
2011-06-04,187.417,24.25,6.646,8.792,2.146,,3.542,42.0,211.667,3.708
