date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,RAIN_sum
2011-02-03,192.91649999999998,84.66666666666667,52.333333333333336,25.0,11.3125,18.552,28.729,10.17725,,2.38525,8.8125,61.666666666666664,10.444333333333333,-44.0,204.2295,3.667,0.0
2011-02-04,196.1455,85.66666666666667,50.583333333333336,24.666666666666668,16.5415,23.11475,37.604,14.48975,,2.8855,16.406,99.33333333333333,36.27766666666667,-33.0,212.6875,4.542,0.0
2011-02-05,190.5,97.33333333333333,70.23633333333333,50.333333333333336,5.25,3.58325,4.6145,1.03125,,2.82275,8.6355,78.33333333333333,53.583333333333336,9.333333333333334,195.75,2.708,0.0
2011-02-06,191.75,99.33333333333333,95.04166666666667,76.0,10.783999999999999,12.15625,18.67725,6.52075,,1.34375,21.41675,88.66666666666667,60.736333333333334,30.0,202.534,3.652,8.0
2011-02-07,190.578,99.33333333333333,91.83333333333333,64.33333333333333,11.557,15.2915,21.32275,6.03125,,1.1875,33.677,117.66666666666667,85.69466666666666,41.333333333333336,202.1345,3.917,25.0
2011-02-08,189.08350000000002,92.33333333333333,64.583,37.0,5.5205,8.936250000000001,11.4625,2.52625,,2.22925,6.05225,84.33333333333333,55.903,23.666666666666668,194.60399999999998,3.083,2.0
2011-02-09,189.29149999999998,68.33333333333333,42.37533333333334,23.333333333333332,4.8125,8.5,12.11475,3.6145,,2.27625,4.28125,69.33333333333333,31.597333333333335,-2.3333333333333335,194.10399999999998,2.208,0.0
2011-02-10,191.9085,83.66666666666667,62.208666666666666,34.666666666666664,9.097999999999999,16.50325,26.741500000000002,10.23825,,2.38125,9.11425,82.66666666666667,37.47233333333333,-11.0,201.006,2.917,0.0
2011-02-11,189.89600000000002,95.66666666666667,59.416666666666664,37.0,8.479,10.85425,13.86475,3.0105,,3.531,9.27075,67.66666666666667,43.611,5.0,198.375,2.833,0.0
2011-02-12,190.60399999999998,74.66666666666667,46.27766666666667,22.0,4.375,4.771,6.11425,1.34375,,2.32275,7.94775,86.33333333333333,38.05566666666667,-2.6666666666666665,194.97899999999998,2.375,0.0
2011-02-13,190.75400000000002,96.0,68.44466666666666,49.333333333333336,5.5985,11.8115,21.8685,10.05725,,2.30025,10.79225,86.66666666666667,49.389,-0.3333333333333333,196.35250000000002,2.435,0.0
2011-02-14,186.3635,99.33333333333333,94.472,86.33333333333333,4.273,3.86475,4.23975,0.375,,1.1145,11.21875,79.66666666666667,67.09733333333334,47.333333333333336,190.6365,2.042,12.0
2011-02-15,190.417,98.33333333333333,78.91666666666667,48.333333333333336,10.0625,15.09575,24.3625,9.26625,,1.8752499999999999,32.7605,82.33333333333333,55.916666666666664,34.0,200.47899999999998,3.5,0.0
2011-02-16,187.45850000000002,99.33333333333333,69.44433333333333,43.666666666666664,4.5625,7.062250000000001,8.4895,1.427,,2.01575,8.95825,41.333333333333336,25.486,2.6666666666666665,192.02100000000002,2.458,5.0
2011-02-17,187.25,99.33333333333333,82.40266666666666,51.333333333333336,4.6875,7.10425,10.21875,3.11475,,1.65625,10.3855,63.333333333333336,23.611,-0.3333333333333333,191.9375,2.167,6.0
2011-02-18,188.64600000000002,98.66666666666667,56.55533333333333,30.333333333333332,3.6455,4.698,6.45825,1.7605,,1.79175,6.7915,43.333333333333336,5.9863333333333335,-26.333333333333332,192.29149999999998,2.167,4.0
2011-02-19,190.64600000000002,65.0,41.81966666666667,22.666666666666668,5.646,8.4375,13.0,4.5625,,2.53125,6.771,58.666666666666664,13.680333333333332,-36.666666666666664,196.292,2.875,0.0
2011-02-20,192.47899999999998,84.0,49.708333333333336,25.333333333333332,11.3315,21.354,32.3855,11.03125,,4.698,11.375,93.33333333333333,41.361333333333334,-21.333333333333332,203.811,3.913,0.0
2011-02-21,193.2065,90.66666666666667,60.30566666666667,25.666666666666668,15.436,18.5415,26.4375,7.896,,3.7605,17.99975,123.0,65.611,-6.333333333333333,208.642,3.833,0.0
2011-02-22,189.75,76.66666666666667,63.77766666666667,55.0,6.75,4.68375,6.88275,2.19875,,4.427,19.552,92.33333333333333,76.08333333333333,61.333333333333336,196.5,2.958,0.0
2011-02-23,190.5625,99.33333333333333,96.44433333333332,74.0,12.9375,15.875,20.698,4.823,,1.61725,27.4375,85.66666666666667,63.333333333333336,45.333333333333336,203.5,3.833,22.0
2011-02-24,191.8125,97.66666666666667,57.833333333333336,31.666666666666668,10.6875,12.0105,16.57275,4.562250000000001,,5.749750000000001,29.302,116.0,86.55533333333334,39.666666666666664,202.5,4.708,0.0
2011-02-25,188.5625,99.33333333333333,89.26400000000001,65.33333333333333,8.0205,3.729,4.40625,0.67725,,1.80225,19.6665,89.33333333333333,74.847,63.333333333333336,196.583,2.708,14.0
2011-02-26,188.72899999999998,62.0,52.564,40.333333333333336,6.4585,3.2535,3.889,0.63525,,2.22225,7.500249999999999,77.0,56.161,28.0,195.1875,2.25,0.0
2011-02-27,190.7175,58.0,42.236333333333334,30.666666666666668,7.917,4.804250000000001,6.0975,1.2934999999999999,,2.1195,9.25,72.33333333333333,38.153,9.666666666666666,198.63400000000001,3.0,0.0
2011-02-28,190.12099999999998,60.666666666666664,49.18033333333333,42.0,6.862,2.51025,2.90625,0.396,,2.021,5.104,52.0,34.72233333333333,9.0,196.983,2.667,0.0
2011-03-01,186.04149999999998,99.33333333333333,91.19466666666666,71.66666666666667,9.7915,6.34375,8.8855,2.54175,,1.02075,12.84375,105.0,76.81966666666666,36.333333333333336,195.83350000000002,2.833,1.5
2011-03-02,185.77100000000002,99.0,87.16633333333334,68.66666666666667,8.625,3.90625,4.53125,0.625,,1.23975,13.5835,92.0,76.861,53.0,194.3955,2.875,13.0
2011-03-03,188.125,95.0,68.639,52.333333333333336,8.0625,2.09375,2.469,0.37474999999999997,,1.90625,12.8125,82.0,62.666666666666664,49.666666666666664,196.1875,3.25,0.0
2011-03-04,189.27100000000002,92.33333333333333,63.583666666666666,56.0,8.0415,1.8125,2.073,0.26075000000000004,,1.9375,12.021,65.66666666666667,52.94433333333333,45.666666666666664,197.3125,2.958,2.0
2011-03-05,189.40449999999998,99.0,97.70866666666666,91.33333333333333,12.7275,12.67375,15.117999999999999,2.4445,,1.60025,26.0965,148.66666666666666,91.875,44.333333333333336,202.132,3.632,26.5
2011-03-06,186.27100000000002,99.0,92.59733333333334,76.0,10.4375,8.817499999999999,10.4375,1.61975,,1.87975,22.6875,124.66666666666667,105.972,74.0,196.708,2.667,1.5
2011-03-07,187.2465,99.0,66.68066666666667,47.0,8.104,6.10325,8.86075,2.7575000000000003,38.429,3.4290000000000003,18.35175,132.33333333333334,113.99966666666667,98.0,195.3505,3.208,0.0
2011-03-08,188.08350000000002,93.66666666666667,79.20833333333333,64.33333333333333,5.6295,2.50225,3.021,0.51875,36.375,2.34525,14.907,95.33333333333333,86.028,75.66666666666667,193.713,2.167,0.5
2011-03-09,188.16649999999998,99.0,96.86099999999999,91.0,4.458,2.51075,3.2345,0.724,36.625,1.591,18.23025,88.33333333333333,78.19433333333333,68.0,192.625,2.0,21.5
2011-03-10,188.375,99.33333333333333,91.875,78.66666666666667,3.875,1.83325,2.4375,0.60425,34.75,1.3125,8.177,65.0,51.75,44.0,192.25,2.0,28.0
2011-03-11,187.375,88.66666666666667,71.58333333333333,56.333333333333336,5.25,4.75,6.02075,1.27075,35.75,2.85425,8.646,87.0,66.91633333333333,42.0,192.625,2.792,0.0
2011-03-12,189.481,83.0,49.514,23.0,5.2044999999999995,5.95825,8.98975,3.03125,34.875,2.302,5.25,107.33333333333333,57.93066666666667,16.0,194.686,2.261,0.0
2011-03-13,190.8915,76.0,50.77766666666667,28.0,6.4559999999999995,6.85225,9.11,2.25775,35.391,3.71075,6.41775,96.66666666666667,56.44433333333333,11.0,197.34699999999998,2.667,0.0
2011-03-14,191.45850000000002,80.33333333333333,58.65266666666667,46.333333333333336,8.8545,9.716000000000001,14.2365,4.52025,36.125,4.03125,8.11475,81.33333333333333,60.333666666666666,36.0,200.3125,3.083,0.0
2011-03-15,193.3125,98.0,55.19433333333333,25.333333333333332,12.5,11.651,17.99725,6.34625,26.042,3.09775,16.942500000000003,129.0,63.014,8.666666666666666,205.8125,3.083,0.0
2011-03-16,192.4375,80.33333333333333,56.013666666666666,43.333333333333336,11.729,13.719000000000001,17.86475,4.146,16.292,4.802,15.33325,85.66666666666667,57.736333333333334,12.333333333333334,204.16649999999998,3.875,0.0
2011-03-17,196.5,99.33333333333333,92.11099999999999,76.66666666666667,11.479,12.9375,15.02075,2.08325,12.708,2.021,19.4375,131.66666666666666,103.47233333333334,67.66666666666667,207.97899999999998,3.125,15.5
2011-03-18,191.2615,99.33333333333333,95.097,82.33333333333333,8.7935,8.0835,9.13525,1.05175,13.292,1.7085,22.30225,113.66666666666667,93.44433333333332,86.0,200.055,2.958,3.0
2011-03-19,190.1065,99.33333333333333,55.472,30.333333333333332,5.85,4.89725,6.0085,1.1115,5.75,2.554,9.4235,105.66666666666667,80.0,60.333333333333336,195.9565,2.182,0.0
2011-03-20,191.875,94.33333333333333,73.70833333333333,56.0,17.75,11.39575,14.97925,3.5835,11.167,3.4795,13.125,101.0,71.29166666666667,42.666666666666664,209.625,2.375,1.0
2011-03-21,192.85399999999998,63.333333333333336,40.333333333333336,23.333333333333332,7.2385,6.371,7.7395,1.36875,7.125,2.23975,6.4375,105.66666666666667,63.736,27.333333333333332,200.09300000000002,2.208,0.0
2011-03-22,197.39600000000002,94.0,61.264,40.333333333333336,16.5835,23.552,34.64575,11.09375,18.5,3.71525,20.22925,137.66666666666666,78.861,15.0,213.9795,4.167,0.0
2011-03-23,195.3265,99.33333333333333,87.27766666666666,57.333333333333336,14.3045,13.84425,19.818,5.974,23.75,2.6315,31.2705,119.66666666666667,95.01366666666667,59.333333333333336,209.63049999999998,4.696,17.5
2011-03-24,190.60399999999998,99.0,95.44433333333332,84.0,8.854,8.08325,10.12525,2.04175,5.0,1.302,7.0,77.33333333333333,69.472,44.0,199.458,3.083,8.0
2011-03-25,193.676,96.0,57.764,27.333333333333332,6.5835,6.687749999999999,8.4685,1.78125,6.5,2.4165,6.35425,122.33333333333333,77.81966666666666,37.0,200.2595,2.792,0.0
2011-03-26,191.1935,84.66666666666667,52.333,30.666666666666668,6.7635000000000005,12.15625,17.91675,5.7605,8.958,2.5625,8.45825,105.66666666666667,57.84733333333333,12.666666666666666,197.95749999999998,2.667,0.0
2011-03-27,194.9505,92.0,55.15266666666667,21.666666666666668,11.1475,13.46175,20.652250000000002,7.190250000000001,13.304,3.1525,12.368500000000001,135.0,76.91666666666667,10.0,206.0985,2.917,0.0
2011-03-28,193.542,96.0,62.736,27.333333333333332,11.521,12.67375,18.271749999999997,5.598000000000001,16.917,3.6719999999999997,20.83975,169.66666666666666,98.63900000000001,32.666666666666664,205.0625,3.304,0.0
2011-03-29,192.292,73.33333333333333,54.611,32.0,6.833,8.03125,10.073,2.04175,14.958,5.1665,14.375250000000001,133.33333333333334,94.55566666666668,42.333333333333336,199.125,3.583,0.0
2011-03-30,189.6875,81.66666666666667,66.0,43.666666666666664,5.3125,5.0625,6.0415,0.97925,13.625,2.91675,19.50025,186.33333333333334,138.93033333333332,98.0,195.0,2.167,0.0
2011-03-31,185.41649999999998,98.66666666666667,77.028,62.0,4.5625,2.39575,2.88525,0.4895,8.917,2.2915,20.66675,183.66666666666666,131.86133333333333,74.66666666666667,189.97899999999998,2.292,13.0
2011-04-01,189.958,77.33333333333333,61.40266666666667,45.0,7.417,5.08325,6.177,1.09375,,1.354,11.15625,139.33333333333334,96.93066666666668,37.0,197.375,2.417,0.0
2011-04-02,192.833,95.0,68.514,49.666666666666664,10.917,8.375,9.94775,1.57275,,1.729,25.94775,153.66666666666666,114.403,73.0,203.75,3.042,0.0
2011-04-03,188.458,63.0,55.31933333333333,48.666666666666664,3.625,1.7605,2.219,0.45825,,0.823,9.1665,80.0,74.514,63.0,192.083,2.25,0.0
2011-04-04,188.542,64.66666666666667,52.125,38.0,4.167,2.17725,2.875,0.69775,,0.78125,7.41675,104.33333333333333,76.528,50.333333333333336,192.708,2.0,0.0
2011-04-05,190.318,77.0,48.87533333333334,30.333333333333332,12.636,6.9165,8.64575,1.72925,,1.5105,9.7915,124.66666666666667,82.014,33.0,202.955,2.333,0.0
2011-04-06,195.542,98.0,61.403,21.333333333333332,19.542,15.7815,21.98275,6.2010000000000005,,2.44825,21.1355,177.33333333333334,115.24966666666667,37.0,215.083,3.5,0.0
2011-04-07,192.042,91.0,66.55566666666667,34.0,12.875,6.4375,8.0315,1.59375,,2.1145,16.03125,200.66666666666666,145.11133333333333,93.33333333333333,204.917,2.208,0.0
2011-04-08,187.667,86.33333333333333,65.70833333333333,46.333333333333336,10.667,2.80875,4.05575,1.24625,,1.22925,28.5625,193.33333333333334,163.47233333333335,127.0,198.333,2.0,0.0
2011-04-09,188.667,98.66666666666667,90.84733333333334,73.66666666666667,11.875,3.104,4.3855,1.28125,,0.9167500000000001,18.25025,173.33333333333334,145.52766666666665,100.33333333333333,200.542,1.833,9.5
2011-04-10,188.542,93.66666666666667,62.916666666666664,45.666666666666664,20.875,4.8855,6.41675,1.53125,,2.05225,13.75,135.66666666666666,118.33333333333333,96.66666666666667,209.417,2.375,1.0
2011-04-11,191.833,94.66666666666667,74.861,53.333333333333336,17.292,9.38275,15.30175,5.918750000000001,,1.84725,20.875,174.33333333333334,120.84733333333334,68.33333333333333,209.125,3.478,2.0
2011-04-12,189.545,89.0,47.27766666666667,21.0,13.0,4.6145,6.07275,1.45825,,1.2395,14.2415,133.33333333333334,92.83333333333333,56.0,202.545,2.333,0.5
2011-04-13,191.4105,85.66666666666667,54.541666666666664,20.666666666666668,15.0,12.029,15.017,2.9885,,2.614,19.93725,212.0,135.58333333333334,67.33333333333333,206.4105,3.125,0.0
2011-04-14,192.33350000000002,93.0,64.264,41.666666666666664,16.729,9.948,14.1145,4.1665,,3.35425,29.31225,199.66666666666666,151.06933333333333,93.0,209.0625,3.792,0.0
2011-04-15,189.54149999999998,97.0,67.04166666666667,39.333333333333336,13.625,4.5055,5.698,1.1925,,4.23675,29.167,229.0,176.43066666666667,118.0,203.16649999999998,2.333,0.0
2011-04-16,186.3125,93.33333333333333,68.52766666666666,44.0,11.6875,2.854,3.60425,0.75,,4.14575,18.302,242.0,175.56933333333333,112.0,198.0,2.333,0.0
2011-04-17,188.58350000000002,81.66666666666667,59.06933333333333,45.666666666666664,13.9165,5.250249999999999,6.0835,0.8335,,4.948,13.97925,134.0,115.91666666666667,94.33333333333333,202.5,2.833,0.0
2011-04-18,185.92950000000002,95.0,70.0,49.333333333333336,9.1305,4.92725,6.28125,1.3545,,4.000249999999999,13.92725,165.66666666666666,137.361,102.0,195.06,2.348,0.0
2011-04-19,186.8735,99.0,86.403,52.333333333333336,6.587,4.82325,5.7605,0.9375,,2.8855,19.05225,192.66666666666666,117.097,46.666666666666664,193.45999999999998,2.5,21.5
2011-04-20,188.75,86.66666666666667,67.625,51.333333333333336,4.125,3.023,3.81625,0.7930000000000001,,2.2195,4.02075,119.0,87.72233333333334,32.666666666666664,192.875,2.0,0.0
2011-04-21,189.95850000000002,91.66666666666667,75.90266666666666,68.0,6.6665,4.927,5.77075,0.84375,,3.39575,10.948,140.0,110.48599999999999,90.66666666666667,196.625,2.917,0.0
2011-04-22,188.39600000000002,99.66666666666667,83.44466666666666,47.666666666666664,7.9165,7.05225,8.56225,1.5105,,3.35425,19.9375,186.66666666666666,150.73633333333333,121.0,196.3125,2.417,1.0
2011-04-23,183.7705,99.0,86.43066666666668,67.0,5.3125,1.85425,2.27075,0.41675,,2.10425,18.27075,185.0,166.34733333333335,139.66666666666666,189.08350000000002,1.625,19.0
2011-04-24,185.6045,99.0,73.84733333333334,52.666666666666664,5.479,2.59375,3.271,0.67725,,3.5835,9.9585,170.0,141.403,111.0,191.08350000000002,2.125,14.5
2011-04-25,188.625,88.33333333333333,63.56966666666667,30.0,6.48,5.51025,6.57275,1.0625,,3.88525,12.74975,194.0,138.417,110.0,195.10500000000002,2.87,2.5
2011-04-26,187.9545,87.0,60.75,35.333333333333336,11.114,6.86375,11.11825,4.2545,,4.695,18.3555,200.0,161.69466666666668,103.33333333333333,199.0685,2.833,0.0
2011-04-27,187.0,96.33333333333333,78.91666666666667,53.666666666666664,10.375,2.326,2.8912500000000003,0.56525,,3.56525,42.47525,230.33333333333334,192.83333333333334,164.33333333333334,197.375,2.5,0.0
2011-04-28,183.7705,98.66666666666667,73.597,35.333333333333336,9.8335,3.21875,4.03125,0.8125,,3.58325,20.41675,235.0,174.69466666666668,122.0,193.60399999999998,2.292,8.0
2011-04-29,187.16649999999998,96.0,67.27766666666666,52.333333333333336,7.1455,3.7395,4.83325,1.09375,,4.5,11.58325,152.0,130.66666666666666,108.0,194.3125,4.5,1.5
2011-04-30,188.04149999999998,84.0,60.638666666666666,41.666666666666664,9.708,5.698,8.83325,3.1355,,3.7605,15.979,215.0,169.361,114.33333333333333,197.75,2.292,0.0
2011-05-01,184.72899999999998,98.66666666666667,73.90266666666666,52.666666666666664,7.5625,2.031,2.97925,0.94775,,3.125,26.344,215.33333333333334,183.52766666666665,162.66666666666666,192.29149999999998,2.0,2.0
2011-05-02,190.7455,98.66666666666667,60.958333333333336,26.0,29.6775,8.48925,11.146,2.65625,,4.802,57.656,229.0,175.27800000000002,134.0,220.423,4.043,0.0
2011-05-03,189.176,98.33333333333333,80.94433333333333,59.333333333333336,11.71,4.20825,5.646,1.4375,,2.9165,29.97925,167.33333333333334,147.972,119.66666666666667,200.8865,4.292,34.0
2011-05-04,187.33350000000002,98.33333333333333,69.50033333333333,45.0,10.3335,2.8325,4.11475,1.282,,3.51075,18.15625,190.0,155.86133333333333,120.33333333333333,197.667,2.125,1.0
2011-05-05,188.75,87.0,70.16666666666667,56.666666666666664,8.5,1.70825,2.87475,1.16675,,2.9165,16.375,156.0,141.04166666666666,127.33333333333333,197.25,2.042,0.0
2011-05-06,188.85399999999998,96.33333333333333,82.19433333333333,72.0,10.0,3.1665,4.521,1.35425,,2.5315,13.83325,164.66666666666666,143.68066666666667,123.66666666666667,198.85399999999998,2.125,0.0
2011-05-07,187.54149999999998,98.33333333333333,86.95833333333333,73.66666666666667,12.9795,6.8855,8.896,2.0105,,3.08325,17.88525,183.33333333333334,165.986,148.66666666666666,200.52100000000002,3.208,0.0
2011-05-08,191.125,99.0,65.01366666666667,33.333333333333336,14.271,5.60425,7.7085,2.10425,,5.093500000000001,26.021,258.0,190.15266666666665,134.0,205.3955,3.583,0.0
2011-05-09,189.97750000000002,94.0,68.986,39.0,12.7715,6.698,10.44775,3.75,,4.4895,21.82275,212.0,175.34733333333335,132.66666666666666,202.7495,3.304,0.0
2011-05-10,186.31799999999998,96.66666666666667,80.514,60.0,13.3765,11.52075,14.802,3.28125,,4.4895,42.85425,260.0,204.30533333333332,157.66666666666666,199.695,4.125,3.0
2011-05-11,186.928,99.0,96.80533333333334,90.66666666666667,12.892,8.314499999999999,10.32375,2.0095,,2.646,15.107,152.33333333333334,141.54166666666666,132.0,199.82,3.333,34.0
2011-05-12,184.0205,99.0,97.94433333333332,95.66666666666667,8.375,4.874750000000001,6.4375,1.5622500000000001,,1.9689999999999999,13.42725,177.66666666666666,154.98633333333333,135.66666666666666,192.39600000000002,2.917,30.5
2011-05-13,183.97899999999998,99.0,85.66699999999999,71.33333333333333,11.625,7.19075,9.05425,1.86375,,3.49825,18.549500000000002,204.33333333333334,178.26366666666664,150.0,195.60399999999998,3.792,4.0
2011-05-14,186.5205,88.0,57.02,25.666666666666668,14.625,6.0825,7.465,1.38275,,4.55,62.91875,244.0,183.53566666666666,135.33333333333334,201.1455,2.75,0.0
2011-05-15,189.95850000000002,73.66666666666667,46.30566666666667,22.333333333333332,9.6045,3.375,4.16675,0.79175,,4.9895,19.97925,243.0,192.68066666666667,138.66666666666666,199.5625,2.208,0.0
2011-05-16,188.563,89.0,69.94433333333333,55.333333333333336,8.7715,3.27075,3.96875,0.69825,,4.125,28.7915,220.66666666666666,191.66666666666666,170.33333333333334,197.33499999999998,2.0,0.0
2011-05-17,187.494,96.33333333333333,83.65266666666666,70.66666666666667,8.9285,4.95825,5.73975,0.7815000000000001,,3.052,21.05225,181.33333333333334,167.04166666666666,144.66666666666666,196.423,2.333,0.0
2011-05-18,190.042,98.33333333333333,69.625,38.0,14.4375,9.5585,11.8295,2.27125,,6.0665,29.573,210.0,176.44433333333333,130.0,204.4795,4.375,0.0
2011-05-19,194.97899999999998,97.66666666666667,67.04166666666667,40.0,12.354,6.3855,7.59375,1.2085,,5.4375,34.5835,253.0,197.333,140.0,207.333,3.083,0.0
2011-05-20,191.125,96.0,71.20833333333333,42.0,12.354,7.65625,9.271,1.6145,,6.07275,38.83325,271.6666666666667,210.70833333333334,151.33333333333334,203.4795,3.0,0.0
