date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,14.042,15.792,1.75,,15.583,10.8,6.817,2.2
2011-01-02,5.375,5.917,0.542,,13.375,8.3,6.162,4.2
2011-01-03,9.167,10.208,1.042,,16.875,7.6,6.117,3.5
2011-01-04,7.304,8.217,0.913,,24.217,7.4,4.779,2.4
2011-01-05,17.217,21.696,4.478,,10.917,6.3,3.683,1.0
2011-01-06,27.25,46.667,19.417,,17.5,8.9,5.467,0.8
2011-01-07,10.125,10.75,0.625,,7.833,7.3,5.154,2.6
2011-01-08,15.208,17.875,2.667,,11.417,7.4,4.592,2.5
2011-01-09,20.417,26.458,6.042,,21.042,9.6,6.075,3.2
2011-01-10,30.167,51.5,21.333,,34.083,10.7,6.6,2.4
2011-01-11,16.652,20.783,4.13,,24.708,9.8,6.283,2.0
2011-01-12,21.304,26.913,5.609,,9.792,6.0,3.617,0.6
2011-01-13,22.333,32.333,10.0,,19.333,9.2,6.3,3.4
2011-01-14,16.083,17.083,1.0,,32.333,8.1,6.208,4.6
2011-01-15,15.083,16.583,1.5,,14.583,8.2,6.092,3.8
2011-01-16,12.0,12.333,0.333,,12.0,5.8,5.125,4.5
2011-01-17,17.261,22.478,5.217,,13.25,8.9,5.521,3.2
2011-01-18,26.833,40.5,13.667,,15.5,10.8,5.638,0.1
2011-01-19,21.217,25.391,4.174,,15.292,8.0,6.4,4.7
2011-01-20,13.958,14.833,0.875,,8.542,9.5,7.471,5.2
2011-01-21,15.542,16.667,1.125,,15.292,8.7,7.504,6.5
2011-01-22,22.542,27.333,4.792,,21.542,11.2,7.55,3.8
2011-01-23,11.542,13.167,1.625,,7.25,9.8,7.067,4.2
2011-01-24,13.25,15.708,2.458,,8.542,5.2,3.479,1.7
2011-01-25,16.25,18.75,2.5,,17.0,5.6,2.975,0.9
2011-01-26,19.565,23.0,3.435,,9.5,4.9,2.367,-0.1
2011-01-27,23.87,28.217,4.348,,25.292,7.5,3.975,1.0
2011-01-28,18.0,28.652,10.652,,21.0,7.5,4.525,2.3
2011-01-29,7.304,8.043,0.739,,7.542,5.4,3.104,1.3
2011-01-30,19.391,22.957,3.565,,9.792,5.7,3.312,0.8
2011-01-31,19.909,25.818,5.909,,11.917,5.9,3.154,0.3
2011-02-01,21.652,36.391,14.739,,19.375,8.0,4.071,-0.6
2011-02-02,7.783,9.391,1.609,,7.958,2.7,0.562,-1.4
2011-02-03,19.955,23.818,3.864,,13.652,4.4,1.254,-2.9
2011-02-04,16.792,19.5,2.708,,21.0,6.7,4.788,2.4
2011-02-05,16.917,19.0,2.083,,33.458,8.7,5.662,1.7
2011-02-06,14.417,16.0,1.583,,23.75,10.2,7.354,4.9
2011-02-07,22.833,27.5,4.667,,14.292,9.8,8.467,6.5
2011-02-08,10.125,12.333,2.208,,12.708,5.8,3.529,0.4
2011-02-09,13.083,15.458,2.375,,12.5,4.3,2.333,-0.1
2011-02-10,21.286,25.762,4.476,,13.727,6.0,3.412,0.3
2011-02-11,9.25,10.208,0.958,,10.875,6.7,4.292,1.2
2011-02-12,9.958,10.583,0.625,,12.583,6.8,4.083,1.8
2011-02-13,21.391,23.826,2.435,,17.042,5.9,3.992,2.4
2011-02-14,27.042,30.667,3.625,,16.708,7.2,5.596,4.3
2011-02-15,21.292,25.292,4.0,,22.917,7.6,4.812,2.9
2011-02-16,22.708,25.792,3.083,,15.583,7.3,4.138,1.1
2011-02-17,14.304,17.13,2.826,,12.333,6.1,3.617,1.8
2011-02-18,7.167,7.5,0.333,,7.625,4.2,1.521,-0.3
2011-02-19,13.833,15.542,1.708,,11.5,6.6,2.104,-1.9
2011-02-20,27.917,33.542,5.625,,16.292,8.8,4.204,-0.4
2011-02-21,39.083,44.542,5.458,,28.75,8.7,5.521,1.5
2011-02-22,13.522,14.826,1.304,,21.292,11.8,8.712,5.2
2011-02-23,17.708,20.792,3.083,,15.75,11.8,10.4,8.6
2011-02-24,9.13,9.783,0.652,,28.333,12.0,8.758,6.8
2011-02-25,22.083,24.375,2.292,,28.25,8.1,7.067,5.6
2011-02-26,6.708,6.792,0.083,,10.375,6.0,4.567,1.9
2011-02-27,10.261,11.348,1.087,,12.542,6.0,2.567,0.5
2011-02-28,12.75,14.292,1.542,,10.5,8.0,4.012,-0.8
2011-03-01,24.667,28.75,4.083,,17.625,14.8,10.138,5.2
2011-03-02,20.13,23.0,2.87,,17.917,11.8,10.467,8.4
2011-03-03,5.583,6.083,0.5,,15.583,12.0,8.962,6.8
2011-03-04,7.125,7.75,0.625,,15.167,9.7,7.308,4.5
2011-03-05,20.739,24.652,3.913,,16.391,12.4,11.162,10.0
2011-03-06,25.042,29.125,4.083,,20.5,16.7,13.433,10.9
