date,SO2_mean,NO2_mean,NOX_mean,NO_mean
2014-04-28,3.512,1.648,2.726,1.079
2014-04-29,4.658,7.02,11.062,4.042
2014-04-30,3.86,4.906,7.608,2.702
2014-05-01,2.617,3.188,4.708,1.521
2014-05-02,3.275,4.438,7.146,2.708
2014-05-03,3.342,3.646,6.52,2.875
2014-05-04,3.492,1.354,2.416,1.062
2014-05-05,3.192,2.416,3.812,1.396
2014-05-06,2.65,1.625,2.958,1.333
2014-05-07,2.542,1.667,2.812,1.146
2014-05-08,4.717,3.542,5.666,2.125
2014-05-09,2.975,2.917,4.812,1.896
2014-05-10,3.317,2.188,3.854,1.667
2014-05-11,4.275,2.938,4.917,1.98
2014-05-12,4.883,4.312,6.792,2.479
2014-05-13,3.108,2.407,3.798,1.392
2014-05-14,3.512,1.756,2.791,1.036
2014-05-15,5.157,5.146,7.77,2.625
2014-05-16,2.408,1.27,2.334,1.062
2014-05-17,2.2,0.562,1.562,1.0
2014-05-18,2.425,0.792,2.146,1.354
2014-05-19,2.667,2.396,4.958,2.562
2014-05-20,3.125,4.833,8.542,3.708
2014-05-21,2.667,4.146,7.146,3.0
2014-05-22,3.85,3.812,6.666,2.854
2014-05-23,3.433,3.458,6.146,2.688
2014-05-24,2.05,1.5,3.167,1.666
2014-05-25,3.483,1.854,3.896,2.042
2014-05-26,2.092,0.938,2.062,1.125
2014-05-27,3.441,3.782,5.834,2.052
2014-05-28,3.85,3.612,4.552,0.94
2014-05-29,5.174,5.584,6.812,1.229
2014-05-30,5.675,7.812,9.605,1.792
2014-05-31,4.225,1.625,1.917,0.292
2014-06-01,4.525,1.771,2.458,0.688
2014-06-02,6.75,5.208,7.166,1.958
2014-06-03,8.425,5.417,7.166,1.75
2014-06-04,7.658,5.0,7.042,2.042
2014-06-05,4.366,1.979,3.292,1.312
2014-06-06,2.875,1.438,2.542,1.104
2014-06-07,2.142,0.438,1.375,0.938
2014-06-08,1.892,1.5,2.875,1.375
2014-06-09,1.992,2.833,4.688,1.854
2014-06-10,2.177,3.07,4.999,1.928
2014-06-11,1.789,3.998,5.828,1.83
2014-06-12,1.662,2.584,3.625,1.042
2014-06-13,1.55,2.812,3.812,1.0
2014-06-14,1.533,1.042,1.521,0.48
2014-06-15,2.167,2.25,3.479,1.229
2014-06-16,2.825,5.396,7.375,1.98
2014-06-17,2.4,5.104,6.771,1.666
2014-06-18,2.417,3.188,4.667,1.479
2014-06-19,2.567,2.604,4.083,1.479
2014-06-20,2.642,1.042,2.438,1.396
2014-06-21,3.117,2.042,3.312,1.271
2014-06-22,4.142,3.166,5.0,1.833
2014-06-23,3.72,2.312,4.292,1.979
2014-06-24,3.705,3.274,4.844,1.57
2014-06-25,3.191,2.756,3.843,1.087
2014-06-26,5.294,4.458,6.521,2.062
2014-06-27,4.582,3.146,4.188,1.042
2014-06-28,2.9,2.062,3.229,1.167
2014-06-29,2.683,0.875,1.896,1.021
2014-06-30,5.642,3.416,5.438,2.021
2014-07-01,3.067,3.35,5.03,1.68
2014-07-02,2.708,2.5,3.854,1.354
2014-07-03,4.4,5.63,7.684,2.054
2014-07-04,2.875,2.292,3.646,1.354
2014-07-05,4.35,4.084,6.062,1.979
2014-07-06,4.142,3.646,5.188,1.542
2014-07-07,5.475,4.666,6.334,1.667
2014-07-08,4.667,5.052,7.32,2.268
2014-07-09,2.978,4.746,6.414,1.668
2014-07-10,2.276,3.312,4.562,1.25
2014-07-11,2.742,2.375,3.229,0.854
2014-07-12,2.608,1.479,2.354,0.875
2014-07-13,4.318,3.854,5.292,1.438
2014-07-14,3.933,3.542,4.792,1.25
2014-07-15,3.417,2.271,3.417,1.146
2014-07-16,3.05,2.188,3.312,1.125
2014-07-17,3.45,2.875,4.188,1.312
2014-07-18,3.358,2.334,3.48,1.146
2014-07-19,2.75,0.666,1.666,1.0
2014-07-20,2.4,0.604,1.646,1.042
2014-07-21,2.717,0.917,2.084,1.166
2014-07-22,2.658,4.291,6.089,1.798
2014-07-23,2.401,4.254,5.86,1.605
2014-07-24,2.529,2.021,3.02,1.0
2014-07-25,4.058,2.521,3.604,1.083
2014-07-26,2.742,3.542,4.958,1.416
2014-07-27,2.133,1.208,1.958,0.75
2014-07-28,3.042,1.792,3.083,1.292
2014-07-29,3.308,2.854,4.396,1.542
2014-07-30,5.608,4.792,6.542,1.75
2014-07-31,3.358,3.208,4.542,1.333
2014-08-01,3.408,2.125,3.312,1.188
2014-08-02,3.133,2.208,3.416,1.208
2014-08-03,3.233,2.604,3.854,1.25
2014-08-04,3.542,5.562,8.438,2.875
2014-08-05,1.872,3.185,4.426,1.241
2014-08-06,2.104,4.466,6.395,1.928
2014-08-07,2.327,5.688,8.104,2.416
2014-08-08,2.642,3.0,4.396,1.396
2014-08-09,2.775,2.375,3.896,1.521
2014-08-10,1.95,1.334,2.521,1.188
2014-08-11,2.108,1.104,2.396,1.292
2014-08-12,2.742,1.688,3.104,1.416
2014-08-13,2.325,1.688,3.375,1.688
2014-08-14,2.2,1.667,3.48,1.812
2014-08-15,2.392,2.875,5.084,2.208
2014-08-16,3.067,2.625,4.917,2.292
2014-08-17,2.117,1.208,2.666,1.458
2014-08-18,1.933,2.23,3.875,1.646
2014-08-19,1.279,3.322,5.326,2.003
2014-08-20,1.769,1.96,3.278,1.318
2014-08-21,2.42,2.375,3.521,1.146
2014-08-22,1.317,3.27,5.021,1.75
2014-08-23,1.925,1.938,3.25,1.312
2014-08-24,1.975,1.438,2.666,1.229
2014-08-25,1.908,2.146,3.958,1.812
2014-08-26,2.141,1.416,2.854,1.438
2014-08-27,2.083,2.375,3.833,1.458
2014-08-28,2.317,2.334,3.604,1.27
2014-08-29,2.2,2.104,3.375,1.271
2014-08-30,2.117,1.875,3.084,1.208
2014-08-31,2.525,2.542,3.917,1.375
2014-09-01,2.442,2.479,3.688,1.208
2014-09-02,2.259,2.011,2.947,0.935
2014-09-03,2.136,2.058,2.714,0.656
2014-09-04,1.386,0.584,0.646,0.062
2014-09-05,2.092,3.208,4.104,0.896
2014-09-06,2.092,1.438,2.062,0.625
2014-09-07,1.833,1.166,1.604,0.438
2014-09-08,2.033,1.916,3.02,1.104
2014-09-09,1.908,2.292,3.625,1.333
2014-09-10,1.884,1.771,2.875,1.104
2014-09-11,2.009,2.229,3.416,1.188
2014-09-12,2.108,2.75,4.312,1.562
2014-09-13,1.758,1.292,2.417,1.125
2014-09-14,1.983,1.792,2.771,0.98
2014-09-15,2.392,2.875,4.27,1.396
2014-09-16,2.072,2.636,3.846,1.209
2014-09-17,1.653,1.694,2.678,0.984
2014-09-18,1.317,1.771,2.584,0.812
2014-09-19,1.767,2.0,2.812,0.812
2014-09-20,1.775,2.042,2.896,0.854
2014-09-21,2.033,1.521,2.084,0.562
2014-09-22,2.05,2.0,2.834,0.834
2014-09-23,2.025,2.25,3.083,0.834
2014-09-24,2.65,4.334,5.792,1.458
2014-09-25,2.625,2.021,3.104,1.084
2014-09-26,2.75,1.146,2.166,1.02
2014-09-27,2.008,1.354,2.188,0.834
2014-09-28,2.4,1.625,2.708,1.084
2014-09-29,2.736,3.46,4.846,1.386
2014-09-30,1.622,1.944,2.733,0.789
2014-10-01,2.091,2.125,3.042,0.916
2014-10-02,2.56,3.396,4.334,0.938
2014-10-03,1.992,4.48,5.875,1.396
2014-10-04,1.7,1.896,2.729,0.834
2014-10-05,1.858,1.354,1.98,0.625
2014-10-06,1.6,3.25,4.938,1.688
2014-10-07,1.975,2.625,3.833,1.208
2014-10-08,1.817,2.375,3.5,1.125
2014-10-09,2.717,3.416,4.771,1.354
2014-10-10,1.9,1.562,2.584,1.021
2014-10-11,2.033,1.75,2.938,1.188
2014-10-12,2.558,2.792,3.979,1.188
2014-10-13,1.717,1.938,2.958,1.02
2014-10-14,1.192,1.188,1.964,0.776
2014-10-15,1.855,2.351,3.683,1.332
2014-10-16,1.478,1.875,2.292,0.416
2014-10-17,1.567,2.52,3.334,0.812
2014-10-18,2.217,2.312,3.25,0.938
2014-10-19,2.817,3.521,4.542,1.021
2014-10-20,2.775,4.354,5.625,1.271
2014-10-21,1.734,2.688,3.834,1.146
2014-10-22,2.125,2.096,3.423,1.328
2014-10-23,2.058,4.05,6.07,2.021
2014-10-24,2.058,4.396,6.562,2.166
2014-10-25,2.15,6.021,8.958,2.938
2014-10-26,3.417,3.688,5.438,1.75
2014-10-27,1.983,1.896,3.458,1.562
2014-10-28,1.117,1.563,3.579,2.015
2014-10-29,1.48,1.872,2.498,0.625
2014-10-30,1.671,3.896,5.021,1.125
2014-10-31,1.8,4.708,6.042,1.334
2014-11-01,2.933,4.104,5.25,1.146
2014-11-02,2.383,3.229,4.0,0.771
2014-11-03,1.7,1.438,2.666,1.229
2014-11-04,1.892,2.334,3.604,1.271
2014-11-05,2.825,6.292,8.666,2.375
2014-11-06,2.442,4.834,6.812,1.98
2014-11-07,1.983,2.292,3.938,1.646
2014-11-08,2.183,2.458,3.958,1.5
2014-11-09,1.817,4.292,6.146,1.854
2014-11-10,1.558,2.958,4.604,1.646
2014-11-11,2.53,5.932,8.087,2.155
2014-11-12,1.776,4.019,5.41,1.392
2014-11-13,2.336,2.0,3.938,1.938
2014-11-14,1.75,2.5,4.666,2.167
2014-11-15,1.344,3.125,5.521,2.396
2014-11-16,1.521,2.604,4.146,1.542
2014-11-17,1.636,6.042,8.354,2.312
2014-11-18,1.692,3.312,4.604,1.292
2014-11-19,1.633,3.688,5.5,1.812
2014-11-20,1.8,6.062,8.479,2.416
2014-11-21,2.133,10.5,15.979,5.479
2014-11-22,2.008,5.562,8.375,2.812
2014-11-23,1.883,1.583,2.542,0.958
2014-11-24,1.642,4.979,7.708,2.729
2014-11-25,2.246,2.04,3.218,1.178
2014-11-26,1.989,2.218,3.385,1.166
2014-11-27,1.772,4.688,6.917,2.23
2014-11-28,1.6,5.125,7.25,2.125
2014-11-29,2.133,4.604,7.02,2.416
2014-11-30,2.283,5.0,6.958,1.958
2014-12-01,1.458,1.125,1.771,0.646
2014-12-02,2.167,2.396,5.208,2.812
2014-12-03,2.008,2.854,6.166,3.312
2014-12-04,2.008,4.334,7.458,3.125
2014-12-05,1.716,3.416,6.417,3.0
2014-12-06,1.492,3.0,5.938,2.938
2014-12-07,1.35,3.625,7.312,3.688
2014-12-08,1.575,6.48,10.292,3.812
2014-12-09,1.624,4.341,7.59,3.25
2014-12-10,2.13,5.962,8.852,2.888
2014-12-11,2.882,4.125,6.521,2.396
2014-12-12,2.317,3.438,5.542,2.104
2014-12-13,2.092,2.646,4.604,1.958
2014-12-14,1.85,2.438,3.604,1.166
2014-12-15,1.575,7.229,12.042,4.812
2014-12-16,1.792,2.916,3.75,0.834
2014-12-17,2.008,2.834,5.875,3.042
2014-12-18,1.225,1.666,3.0,1.333
2014-12-19,1.517,5.25,9.042,3.792
2014-12-20,2.62,3.416,4.646,1.229
2014-12-21,2.4,1.729,3.834,2.104
2014-12-22,1.808,2.674,5.946,3.272
2014-12-23,1.883,2.896,5.73,2.834
2014-12-24,2.321,6.674,11.976,5.302
2014-12-25,2.029,3.271,4.584,1.312
2014-12-26,2.133,5.688,8.625,2.938
2014-12-27,1.817,5.854,8.458,2.604
2014-12-28,1.767,4.208,5.896,1.688
2014-12-29,3.647,3.125,4.438,1.312
2014-12-30,4.083,2.688,3.542,0.854
2014-12-31,2.317,2.312,3.416,1.104
2015-01-01,1.983,1.604,2.354,0.75
2015-01-02,3.725,2.917,4.208,1.292
2015-01-03,2.717,1.417,2.479,1.062
2015-01-04,1.992,1.395,2.306,0.911
2015-01-05,2.102,1.046,1.648,0.603
2015-01-06,1.999,2.292,3.416,1.125
2015-01-07,2.175,1.896,2.771,0.875
2015-01-08,2.017,2.729,4.188,1.458
2015-01-09,2.033,1.958,2.708,0.75
2015-01-10,2.233,1.416,1.875,0.458
2015-01-11,1.792,2.354,3.75,1.396
2015-01-12,1.925,1.938,3.083,1.146
2015-01-13,2.125,3.771,5.958,2.188
2015-01-14,2.067,2.604,4.416,1.812
2015-01-15,2.0,3.062,5.208,2.146
2015-01-16,1.833,2.354,3.834,1.48
2015-01-17,1.808,3.042,4.375,1.334
2015-01-18,1.867,2.27,3.292,1.021
2015-01-19,2.05,2.161,3.402,1.241
2015-01-20,1.702,0.829,1.218,0.388
2015-01-21,1.747,2.916,3.875,0.958
2015-01-22,1.925,3.208,4.104,0.896
2015-01-23,2.0,3.0,3.896,0.896
2015-01-24,2.225,2.125,2.5,0.375
2015-01-25,2.017,2.875,4.042,1.166
2015-01-26,2.058,4.166,5.792,1.625
2015-01-27,3.15,1.521,2.417,0.896
2015-01-28,2.942,2.042,3.438,1.396
2015-01-29,2.183,2.062,3.625,1.562
2015-01-30,2.25,2.979,4.562,1.583
2015-01-31,2.0,0.896,1.979,1.083
2015-02-01,2.15,1.979,3.5,1.521
2015-02-02,2.212,2.077,3.598,1.521
2015-02-03,2.196,4.69,6.89,2.2
2015-02-04,2.142,3.916,5.5,1.583
2015-02-05,2.742,1.334,1.938,0.604
2015-02-06,2.033,1.771,2.562,0.792
2015-02-07,2.267,1.562,2.521,0.958
2015-02-08,2.808,4.208,6.562,2.354
2015-02-09,2.883,2.146,3.292,1.146
2015-02-10,2.492,2.688,4.979,2.292
2015-02-11,2.275,2.916,4.729,1.812
2015-02-12,3.383,7.188,10.75,3.562
2015-02-13,3.117,9.083,13.25,4.166
2015-02-14,1.992,5.875,8.958,3.084
2015-02-15,1.933,1.062,2.625,1.562
2015-02-16,2.035,3.065,5.304,2.239
2015-02-17,2.444,1.89,3.289,1.398
2015-02-18,2.393,6.916,10.532,3.616
2015-02-19,3.117,4.75,6.23,1.48
2015-02-20,3.792,3.812,4.958,1.146
2015-02-21,2.483,1.833,2.688,0.854
2015-02-22,2.408,2.938,4.292,1.354
2015-02-23,2.973,3.492,4.832,1.339
2015-02-24,1.983,1.736,2.828,1.092
2015-02-25,1.917,3.375,5.188,1.812
2015-02-26,2.192,3.521,5.375,1.854
2015-02-27,2.308,2.521,3.938,1.416
2015-02-28,2.792,2.542,3.833,1.292
2015-03-01,1.917,1.294,2.56,1.266
2015-03-02,2.02,2.847,4.182,1.335
2015-03-03,2.66,2.729,3.625,0.896
2015-03-04,2.333,3.458,4.542,1.084
2015-03-05,3.183,3.77,5.146,1.375
2015-03-06,2.108,2.188,2.854,0.666
2015-03-07,2.5,2.646,3.938,1.292
2015-03-08,2.792,3.834,5.417,1.584
2015-03-09,2.583,1.416,2.416,1.0
2015-03-10,2.133,3.208,4.542,1.333
2015-03-11,2.133,2.958,4.688,1.729
2015-03-12,2.3,2.271,3.542,1.27
2015-03-13,2.625,3.042,4.084,1.042
2015-03-14,2.733,3.458,4.938,1.479
2015-03-15,2.734,2.074,2.94,0.866
2015-03-16,3.089,2.472,2.916,0.445
2015-03-17,4.418,3.271,3.812,0.542
2015-03-18,4.958,6.542,7.979,1.438
2015-03-19,2.633,4.416,5.438,1.021
2015-03-20,2.192,0.646,0.917,0.271
2015-03-21,2.183,1.792,2.354,0.562
2015-03-22,2.267,2.146,3.083,0.938
2015-03-23,2.217,1.854,2.729,0.875
2015-03-24,2.092,2.354,3.5,1.146
2015-03-25,2.067,2.73,4.0,1.27
2015-03-26,2.25,2.833,4.27,1.438
2015-03-27,2.733,1.666,2.729,1.062
2015-03-28,2.905,2.108,2.956,0.848
2015-03-29,3.246,5.312,6.625,1.312
2015-03-30,2.55,2.375,2.77,0.396
2015-03-31,3.133,2.896,3.833,0.938
2015-04-01,2.865,2.528,3.374,0.846
2015-04-02,2.777,2.002,2.741,0.738
2015-04-03,2.127,2.833,3.416,0.584
2015-04-04,2.641,1.729,2.104,0.375
2015-04-05,1.717,0.666,0.688,0.021
2015-04-06,1.75,2.146,2.792,0.646
2015-04-07,2.008,1.146,1.604,0.458
2015-04-08,2.042,2.166,3.125,0.958
2015-04-09,2.733,2.042,3.021,0.98
2015-04-10,2.0,1.771,2.604,0.834
2015-04-11,2.25,4.104,5.646,1.542
2015-04-12,2.316,1.771,2.854,1.084
2015-04-13,3.35,3.646,5.292,1.646
2015-04-14,3.775,3.483,4.612,1.13
2015-04-15,2.238,4.894,6.478,1.585
2015-04-16,1.917,2.167,2.666,0.5
2015-04-17,2.042,1.562,1.75,0.188
2015-04-18,3.233,3.625,4.688,1.062
2015-04-19,2.217,1.229,1.48,0.25
2015-04-20,1.708,2.667,3.042,0.375
2015-04-21,1.85,1.23,1.542,0.312
2015-04-22,2.242,1.98,2.396,0.416
2015-04-23,4.475,4.146,5.375,1.23
2015-04-24,3.633,2.604,3.27,0.667
2015-04-25,2.975,2.062,2.812,0.75
2015-04-26,3.55,1.542,1.958,0.417
2015-04-27,4.789,2.163,2.632,0.47
2015-04-28,5.068,3.674,4.372,0.698
2015-04-29,3.492,2.458,2.958,0.5
2015-04-30,4.366,5.354,6.854,1.5
2015-05-01,5.1,2.479,3.188,0.708
2015-05-02,4.675,4.125,5.584,1.458
2015-05-03,3.592,2.166,2.792,0.625
2015-05-04,2.092,3.208,4.396,1.188
2015-05-05,3.025,1.146,2.146,1.0
2015-05-06,3.075,1.666,2.688,1.021
2015-05-07,2.958,1.771,3.062,1.292
2015-05-08,3.267,3.334,5.042,1.708
2015-05-09,2.317,1.146,2.208,1.062
2015-05-10,1.967,1.062,2.0,0.938
2015-05-11,2.767,1.875,3.0,1.125
2015-05-12,2.405,4.898,6.336,1.438
2015-05-13,2.119,1.832,2.218,0.385
2015-05-14,2.157,2.042,2.604,0.562
2015-05-15,1.392,1.188,1.271,0.084
2015-05-16,2.058,1.792,2.271,0.479
2015-05-17,1.758,1.104,1.584,0.479
2015-05-18,3.275,4.062,5.52,1.458
2015-05-19,1.617,2.271,3.02,0.75
2015-05-20,1.842,2.084,3.312,1.229
2015-05-21,1.8,2.166,3.48,1.312
2015-05-22,2.192,1.833,2.688,0.854
2015-05-23,3.3,1.646,2.416,0.77
2015-05-24,3.308,1.666,2.562,0.896
2015-05-25,2.808,2.104,3.083,0.979
2015-05-26,2.681,2.968,3.74,0.772
2015-05-27,3.023,2.896,3.529,0.633
2015-05-28,2.806,3.125,3.938,0.812
2015-05-29,3.992,4.021,4.792,0.771
2015-05-30,3.325,3.0,3.667,0.666
2015-05-31,2.958,1.75,2.292,0.542
2015-06-01,3.142,1.812,2.625,0.812
2015-06-02,3.709,1.896,2.75,0.854
2015-06-03,2.842,3.896,5.271,1.375
2015-06-04,1.617,0.792,1.958,1.166
2015-06-05,1.792,0.916,2.0,1.084
2015-06-06,2.033,0.77,1.792,1.02
2015-06-07,2.175,1.417,2.48,1.062
2015-06-08,3.975,4.958,7.604,2.646
2015-06-09,1.576,2.089,3.002,0.913
2015-06-10,2.15,2.498,3.206,0.708
2015-06-11,2.35,1.854,2.25,0.396
2015-06-12,3.033,2.646,3.354,0.708
2015-06-13,2.192,2.979,3.542,0.562
2015-06-14,2.65,1.729,2.125,0.396
2015-06-15,3.086,3.25,4.375,1.125
2015-06-16,4.44,4.042,5.479,1.438
2015-06-17,3.417,2.021,3.229,1.208
2015-06-18,3.372,1.834,3.166,1.334
2015-06-19,3.6,3.75,5.438,1.688
2015-06-20,3.317,1.666,2.729,1.062
2015-06-21,4.742,3.562,5.416,1.854
2015-06-22,3.242,1.75,3.104,1.354
2015-06-23,2.791,1.538,2.551,1.012
2015-06-24,3.161,3.624,5.094,1.47
2015-06-25,3.318,4.575,6.092,1.516
2015-06-26,4.525,4.5,5.792,1.292
2015-06-27,2.108,3.292,4.312,1.021
2015-06-28,1.783,5.0,8.708,3.708
2015-06-29,2.625,3.042,4.125,1.084
2015-06-30,2.267,5.604,7.521,1.916
2015-07-01,1.946,2.271,3.542,1.271
2015-07-02,2.525,2.416,3.604,1.188
2015-07-03,2.458,1.042,2.25,1.208
2015-07-04,3.292,2.438,4.333,1.896
2015-07-05,3.058,1.729,3.042,1.312
2015-07-06,3.042,4.542,6.5,1.958
2015-07-07,2.557,2.504,3.86,1.356
2015-07-08,3.658,3.144,3.805,0.661
2015-07-09,3.93,4.458,5.646,1.188
2015-07-10,3.217,2.292,2.916,0.625
2015-07-11,3.533,1.792,2.292,0.5
2015-07-12,4.108,2.084,3.083,1.0
2015-07-13,4.6,5.166,6.792,1.625
2015-07-14,2.983,2.5,3.646,1.146
2015-07-15,3.008,1.25,2.666,1.416
2015-07-16,4.075,1.75,3.188,1.438
2015-07-17,4.891,5.875,7.958,2.084
2015-07-18,3.867,6.875,9.396,2.521
2015-07-19,2.433,7.667,11.042,3.375
2015-07-20,2.758,2.73,4.146,1.417
2015-07-21,3.07,6.352,8.375,2.025
2015-07-22,2.053,4.462,6.196,1.735
2015-07-23,2.154,2.27,3.354,1.083
2015-07-24,2.342,1.834,2.708,0.875
2015-07-25,1.85,3.958,5.292,1.333
2015-07-26,1.883,4.312,5.584,1.27
2015-07-27,2.05,2.021,2.771,0.75
2015-07-28,3.958,8.084,11.5,3.416
2015-07-29,4.033,6.854,9.708,2.854
2015-07-30,2.45,4.0,5.52,1.521
2015-07-31,2.656,5.521,7.396,1.875
2015-08-01,2.646,1.646,2.666,1.02
2015-08-02,2.521,2.312,3.52,1.208
2015-08-03,3.675,6.584,9.146,2.562
2015-08-04,3.086,7.104,9.812,2.708
2015-08-05,2.371,2.028,3.114,1.086
2015-08-06,2.508,2.5,3.458,0.958
2015-08-07,2.227,3.0,4.333,1.334
2015-08-08,2.36,2.646,4.25,1.604
2015-08-09,2.062,2.166,3.604,1.438
2015-08-10,2.481,4.396,6.771,2.375
2015-08-11,2.558,4.666,6.646,1.98
2015-08-12,2.608,3.875,6.042,2.166
2015-08-13,3.108,3.229,5.104,1.875
2015-08-14,2.183,1.5,3.229,1.729
2015-08-15,2.375,2.75,4.938,2.188
2015-08-16,2.633,3.875,6.292,2.417
2015-08-17,1.908,1.25,2.521,1.271
2015-08-18,1.741,2.18,3.598,1.418
2015-08-19,1.743,1.44,2.064,0.624
2015-08-20,1.679,1.792,2.625,0.834
2015-08-21,3.225,3.479,4.23,0.75
2015-08-22,2.2,2.646,3.438,0.792
2015-08-23,2.325,2.042,2.896,0.854
2015-08-24,2.875,5.562,7.458,1.896
2015-08-25,3.042,3.042,4.5,1.458
2015-08-26,2.067,0.646,1.417,0.77
2015-08-27,2.058,1.312,2.27,0.958
2015-08-28,2.6,1.916,3.23,1.312
2015-08-29,2.116,1.479,2.688,1.208
2015-08-30,1.717,1.188,2.312,1.125
2015-08-31,2.342,2.833,4.438,1.604
2015-09-01,2.43,3.473,4.981,1.508
2015-09-02,1.549,3.07,5.128,2.057
2015-09-03,1.847,2.167,3.062,0.896
2015-09-04,1.658,2.146,2.833,0.688
2015-09-05,1.817,1.646,2.312,0.666
2015-09-06,2.0,1.916,2.854,0.938
2015-09-07,3.225,2.812,4.292,1.479
2015-09-08,3.308,3.23,4.896,1.666
2015-09-09,2.117,3.292,5.292,2.0
2015-09-10,1.7,0.75,1.792,1.042
2015-09-11,2.1,2.938,4.875,1.938
2015-09-12,1.892,2.5,4.458,1.958
2015-09-13,1.533,1.834,3.458,1.625
2015-09-14,1.725,1.646,2.896,1.25
2015-09-15,1.814,1.73,2.877,1.146
2015-09-16,1.71,1.837,2.39,0.554
2015-09-17,2.462,2.625,3.583,0.958
2015-09-18,1.508,3.188,4.062,0.875
2015-09-19,1.542,3.25,4.166,0.916
2015-09-20,1.633,1.312,1.771,0.458
2015-09-21,1.817,1.834,2.688,0.854
2015-09-22,1.95,1.708,2.5,0.792
2015-09-23,1.908,2.146,3.104,0.958
2015-09-24,2.85,3.146,4.396,1.25
2015-09-25,2.059,2.021,3.042,1.021
2015-09-26,1.508,2.542,3.854,1.312
2015-09-27,1.675,1.479,2.646,1.166
2015-09-28,1.5,1.688,3.104,1.416
2015-09-29,1.387,1.09,2.19,1.1
2015-09-30,1.478,1.372,2.166,0.794
2015-10-01,1.841,1.646,2.084,0.438
2015-10-02,1.783,1.146,1.625,0.479
2015-10-03,1.692,1.188,1.75,0.562
2015-10-04,1.283,1.229,1.688,0.458
2015-10-05,1.283,2.021,2.812,0.792
2015-10-06,1.925,3.021,4.208,1.188
2015-10-07,2.225,2.875,4.042,1.166
2015-10-08,1.465,0.324,0.958,0.635
2015-10-09,1.0,1.692,2.78,1.089
2015-10-10,1.675,1.771,2.938,1.166
2015-10-11,1.642,1.188,2.062,0.875
2015-10-12,1.575,1.521,2.938,1.417
2015-10-13,1.261,1.263,2.282,1.02
2015-10-14,1.179,1.542,2.529,0.986
2015-10-15,1.706,2.979,4.042,1.062
2015-10-16,1.692,2.958,4.104,1.146
2015-10-17,1.85,2.5,3.312,0.812
2015-10-18,1.958,1.271,1.834,0.562
2015-10-19,2.825,3.27,4.312,1.042
2015-10-20,1.683,3.082,4.057,0.976
2015-10-21,1.658,2.166,3.042,0.875
2015-10-22,1.683,3.458,4.842,1.384
2015-10-23,1.775,2.77,4.083,1.312
2015-10-24,1.525,3.521,4.938,1.416
2015-10-25,1.625,1.562,2.708,1.146
2015-10-26,2.317,3.562,5.396,1.834
2015-10-27,2.148,2.383,3.381,0.998
2015-10-28,2.277,3.128,4.847,1.718
2015-10-29,2.018,2.646,4.188,1.542
2015-10-30,1.675,2.625,3.708,1.084
2015-10-31,2.0,3.75,5.75,2.0
2015-11-01,2.525,2.208,2.771,0.562
2015-11-02,1.933,5.75,7.771,2.021
2015-11-03,2.467,3.708,4.708,1.0
2015-11-04,2.65,3.812,4.979,1.166
2015-11-05,2.267,3.688,4.688,1.0
2015-11-06,2.333,2.062,2.916,0.854
2015-11-07,1.917,2.604,3.854,1.25
2015-11-08,1.7,4.438,5.958,1.521
2015-11-09,2.108,5.0,6.542,1.542
2015-11-10,1.201,3.049,4.364,1.314
2015-11-11,1.183,2.07,2.858,0.788
2015-11-12,1.377,3.688,4.979,1.292
2015-11-13,2.592,5.104,6.584,1.479
2015-11-14,1.083,0.667,0.77,0.104
2015-11-15,1.217,4.625,5.875,1.25
2015-11-16,1.7,3.042,4.416,1.375
2015-11-17,2.608,6.625,8.417,1.792
2015-11-18,1.8,1.231,2.165,0.934
2015-11-19,1.642,2.375,4.042,1.666
2015-11-20,1.942,3.5,4.708,1.208
2015-11-21,1.492,1.208,2.23,1.021
2015-11-22,1.508,0.875,1.771,0.896
2015-11-23,1.8,2.334,3.562,1.229
2015-11-24,1.564,2.525,4.104,1.579
2015-11-25,1.651,6.236,9.274,3.039
2015-11-26,1.722,2.104,2.834,0.729
2015-11-27,1.633,3.0,3.792,0.792
2015-11-28,1.483,1.792,2.625,0.834
2015-11-29,1.558,1.354,2.104,0.75
2015-11-30,1.834,4.104,5.375,1.27
2015-12-01,1.875,2.166,3.416,1.25
2015-12-02,2.483,4.958,6.812,1.854
2015-12-03,1.775,1.708,2.479,0.77
2015-12-04,2.125,1.833,3.229,1.396
2015-12-05,1.8,2.166,4.042,1.875
2015-12-06,1.808,1.896,3.5,1.604
2015-12-07,1.717,3.188,5.729,2.542
2015-12-08,1.789,4.274,6.108,1.834
2015-12-09,1.755,4.588,6.43,1.842
2015-12-10,2.156,6.938,8.604,1.666
2015-12-11,2.1,3.604,4.438,0.833
2015-12-12,2.117,2.0,2.479,0.479
2015-12-13,1.783,2.312,3.084,0.771
2015-12-14,2.375,5.854,7.666,1.812
2015-12-15,2.583,7.125,9.27,2.146
2015-12-16,1.692,2.854,4.104,1.25
2015-12-17,1.95,2.916,4.854,1.938
2015-12-18,2.008,2.208,3.688,1.48
2015-12-19,1.875,1.167,2.166,1.0
2015-12-20,1.883,2.271,3.708,1.438
2015-12-21,1.687,5.842,8.195,2.352
2015-12-22,1.807,2.316,3.157,0.84
2015-12-23,1.9,4.562,5.75,1.188
2015-12-24,2.268,5.542,6.812,1.27
2015-12-25,2.15,1.625,2.084,0.458
